symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
INDOTHAI,2026-08-10,99.59,94.62,381164,381164,100.0,360.66,818
LOYALTEX,2026-08-10,215.0,214.0,315,315,100.0,0.68,38
ASTAR,2026-08-10,593.05,599.0,4,4,100.0,0.02,4
VCL,2026-08-10,1.34,1.4,174573,174573,100.0,2.44,72
NATIONSTD,2026-08-10,191.85,182.26,2998,2998,100.0,5.46,157
SAPPL,2026-08-10,288.0,299.55,7,7,100.0,0.02,5
SUMEETINDS,2026-08-10,17.28,16.42,115911,115911,100.0,19.03,342
BLUECHIP,2026-08-10,1.66,1.69,51643,51643,100.0,0.87,59
SURYALA,2026-08-10,398.9,408.25,26756,26746,99.96,107.18,21
CURAA,2026-08-10,72.92,73.55,356,352,98.88,0.26,22
DHRUV,2026-08-10,24.13,24.19,1979,1941,98.08,0.49,21
BIRLAPREC,2026-08-10,35.05,34.59,20647,20066,97.19,7.18,145
ABMKNO,2026-08-10,186.21,192.9,1242,1207,97.18,2.36,47
SILLYMONKS,2026-08-10,16.35,16.13,2228,2161,96.99,0.37,65
KEYFINSERV,2026-08-10,248.6,249.05,308,298,96.75,0.77,19
THAKDEV,2026-08-10,140.34,142.46,276,267,96.74,0.39,20
ARTNIRMAN,2026-08-10,42.49,41.91,3432,3308,96.39,1.51,26
BEDMUTHA,2026-08-10,113.01,112.05,4812,4636,96.34,5.43,52
3PLAND,2026-08-10,32.12,31.5,10873,10449,96.1,3.44,112
DGCONTENT,2026-08-10,25.82,25.9,70770,67930,95.99,18.33,125
MONEYBOXX,2026-08-10,61.05,61.05,2828,2692,95.19,1.73,46
COMPUSOFT,2026-08-10,13.14,13.2,27057,25715,95.04,3.56,110
OSWALSEEDS,2026-08-10,10.63,10.49,48102,45698,95.0,5.05,153
AHLADA,2026-08-10,38.2,38.86,8851,8389,94.78,3.42,63
MODTHREAD,2026-08-10,48.24,46.26,1990,1885,94.72,0.93,35
VIVIDHA,2026-08-10,0.52,0.53,191405,180952,94.54,1.03,154
TAKE,2026-08-10,22.69,22.99,1168180,1103643,94.48,268.7,1152
TRU,2026-08-10,4.55,4.44,187382,176206,94.04,8.4,460
PREMCO,2026-08-10,380.3,380.6,703,661,94.03,2.69,57
SAYAJIHOTL,2026-08-10,325.45,312.0,109,102,93.58,0.35,8
HBSL,2026-08-10,56.54,58.17,6110,5716,93.55,3.57,86
SHAHALLOYS,2026-08-10,70.79,69.89,2242,2095,93.44,1.57,50
SONAL,2026-08-10,87.6,91.4,30,28,93.33,0.03,8
NDLVENTURE,2026-08-10,129.79,129.37,5044,4696,93.1,6.5,96
PKTEA,2026-08-10,691.8,698.3,91,84,92.31,0.64,19
NIRAJISPAT,2026-08-10,216.0,199.41,129,119,92.25,0.26,17
WEALTH,2026-08-10,937.55,939.35,1277,1178,92.25,12.02,99
BAIDFIN,2026-08-10,10.03,9.98,24682,22742,92.14,2.46,178
ARCHIES,2026-08-10,14.06,13.92,6433,5927,92.13,0.9,53
SUNDARAM,2026-08-10,1.23,1.25,446732,410981,92.0,5.57,557
MALLCOM,2026-08-10,994.45,1005.25,2108,1935,91.79,21.12,151
SECMARK,2026-08-10,127.15,125.04,1257,1153,91.73,1.62,24
INNOVANA,2026-08-10,330.0,338.25,762,699,91.73,2.55,56
KEEPLEARN,2026-08-10,1.95,1.94,25208,23110,91.68,0.5,96
KREBSBIO,2026-08-10,55.04,57.23,6232,5710,91.62,3.56,57
MERCANTILE,2026-08-10,25.09,24.77,3015,2756,91.41,0.75,62
FIBERWEB,2026-08-10,29.76,29.49,30181,27574,91.36,8.88,131
TRACXN,2026-08-10,29.97,29.79,143084,130311,91.07,42.69,721
GKWLIMITED,2026-08-10,1628.7,1651.5,961,874,90.95,15.84,65
VIRINCHI,2026-08-10,15.76,15.63,26330,23932,90.89,4.13,166
TGBHOTELS,2026-08-10,9.3,9.18,9995,9059,90.64,0.93,91
BIMETAL,2026-08-10,665.45,651.95,436,394,90.37,2.88,70
SAMPANN,2026-08-10,27.52,27.02,64018,57731,90.18,17.32,292
AIRAN,2026-08-10,15.09,15.07,30136,27097,89.92,4.54,182
VINNY,2026-08-10,1.07,1.04,373316,335316,89.82,3.93,162
AKCAPIT,2026-08-10,1720.7,1758.2,3097,2780,89.76,54.05,214
XELPMOC,2026-08-10,81.6,81.89,7144,6403,89.63,5.88,102
SAHLIBHFI,2026-08-10,77.38,75.21,9253,8273,89.41,7.04,302
KSR,2026-08-10,29.18,27.29,25267,22514,89.1,7.13,144
RAJTV,2026-08-10,10.11,10.33,41516,36977,89.07,4.26,140
JHS,2026-08-10,7.83,7.92,28912,25721,88.96,2.3,105
NAGREEKCAP,2026-08-10,22.46,23.18,12938,11510,88.96,3.03,84
ASHOKAMET,2026-08-10,14.23,14.02,21317,18907,88.69,3.0,128
MATRIMONY,2026-08-10,480.8,480.35,111209,98305,88.4,532.97,1829
ORIENTALTL,2026-08-10,5.16,5.18,50231,44316,88.22,2.6,273
SUVIDHAA,2026-08-10,2.59,2.53,63709,56182,88.19,1.63,163
PNC,2026-08-10,19.92,19.47,9405,8293,88.18,1.85,178
AHLEAST,2026-08-10,143.23,142.96,8546,7516,87.95,12.22,84
HGM,2026-08-10,48.22,48.25,3941,3453,87.62,1.9,143
SILINV,2026-08-10,440.7,429.2,1991,1743,87.54,8.62,110
PRAENG,2026-08-10,19.9,19.88,40813,35698,87.47,8.12,181
AMJLAND,2026-08-10,39.36,38.16,16593,14508,87.43,6.39,255
GICL,2026-08-10,19.91,20.74,587729,512973,87.28,121.28,503
NILAINFRA,2026-08-10,7.47,7.42,130211,113603,87.25,9.69,436
UMESLTD,2026-08-10,5.57,5.4,4447,3874,87.11,0.24,66
TNTELE,2026-08-10,9.03,9.22,75356,65397,86.78,6.86,240
LCCINFOTEC,2026-08-10,3.78,3.7,90493,78454,86.7,3.43,189
LAHOTIOV,2026-08-10,42.74,43.06,3026,2616,86.45,1.28,34
DIGJAMLMTD,2026-08-10,47.81,49.0,22195,19136,86.22,10.85,100
AROGRANITE,2026-08-10,25.33,24.77,11624,10014,86.15,2.91,127
BANKA,2026-08-10,86.31,84.85,4406,3791,86.04,3.72,75
UNIENTER,2026-08-10,97.16,96.8,4870,4189,86.02,4.72,140
DIGIDRIVE,2026-08-10,17.65,17.3,35238,30233,85.8,6.15,258
VARDMNPOLY,2026-08-10,6.48,6.7,408022,349848,85.74,27.43,498
DEVX,2026-08-10,34.0,34.0,172588,147863,85.67,58.92,6910
SHANTIGEAR,2026-08-10,401.95,399.35,19294,16516,85.6,77.3,793
ANIKINDS,2026-08-10,43.0,42.2,2884,2468,85.58,1.22,78
DRCSYSTEMS,2026-08-10,13.32,12.98,69389,59334,85.51,9.09,377
LAXMICOT,2026-08-10,14.79,14.55,9459,8086,85.48,1.39,115
RETAIL,2026-08-10,16.27,17.4,7290,6230,85.46,1.26,102
ENIL,2026-08-10,102.08,101.49,59239,50612,85.44,60.29,632
IWP,2026-08-10,33.44,33.47,1881,1607,85.43,0.63,39
REGENCERAM,2026-08-10,32.65,32.71,5553,4720,85.0,1.8,93
ANURAS,2026-08-10,1214.6,1216.3,73071,62083,84.96,887.75,1726
VSTL,2026-08-10,107.01,106.42,7875,6688,84.93,8.42,263
HPIL,2026-08-10,129.45,126.05,357,303,84.87,0.45,26
KANANIIND,2026-08-10,1.51,1.5,80903,68586,84.78,1.21,327
ANTGRAPHIC,2026-08-10,0.74,0.74,84280,71338,84.64,0.63,157
WSI,2026-08-10,59.92,60.48,20348,17219,84.62,12.28,139
CSLFINANCE,2026-08-10,216.77,221.94,55406,46855,84.57,122.41,879
ISFT,2026-08-10,77.9,78.65,8768,7385,84.23,6.83,125
METROGLOBL,2026-08-10,134.49,130.21,1715,1441,84.02,2.25,67
SPLIL,2026-08-10,32.69,32.61,5326,4473,83.98,1.73,65
AAKASH,2026-08-10,8.99,9.04,103944,87135,83.83,9.41,251
BLIL,2026-08-10,70.75,70.81,31569,26457,83.81,22.38,456
KRISHIVAL,2026-08-10,389.2,397.8,10199,8524,83.58,40.18,371
BI,2026-08-10,62.92,60.75,7199,6011,83.5,4.43,83
SHAH,2026-08-10,3.91,3.91,2843818,2368719,83.29,111.48,2894
ASPINWALL,2026-08-10,239.41,230.13,2554,2126,83.24,5.94,150
ANUHPHR,2026-08-10,79.32,77.64,105322,87619,83.19,82.3,867
GEEKAYWIRE,2026-08-10,22.53,22.96,46601,38706,83.06,10.67,296
AJOONI,2026-08-10,3.86,3.84,500943,414870,82.82,19.21,520
INTLCONV,2026-08-10,74.84,74.63,152262,126053,82.79,114.2,2684
SIKKO,2026-08-10,6.03,6.11,1575693,1303964,82.75,96.97,1424
SURYALAXMI,2026-08-10,60.22,60.62,13986,11566,82.7,8.59,156
HEADSUP,2026-08-10,6.99,7.02,12972,10724,82.67,0.92,85
SGIL,2026-08-10,603.3,617.9,13818,11404,82.53,84.95,487
NEXTMEDIA,2026-08-10,3.95,3.8,9573,7898,82.5,0.37,77
GRAVISSHO,2026-08-10,31.08,29.92,925,763,82.49,0.28,20
DUCON,2026-08-10,3.16,3.37,754371,621848,82.43,25.42,854
KRITI,2026-08-10,70.49,67.62,27334,22500,82.32,19.0,250
NBIFIN,2026-08-10,2120.1,2152.9,373,307,82.31,8.07,68
NITIRAJ,2026-08-10,208.68,210.61,5109,4205,82.31,10.71,131
CTE,2026-08-10,37.66,37.75,7787,6392,82.09,2.93,88
SRGHFL,2026-08-10,287.1,287.05,317,260,82.02,0.91,18
MAGNUM,2026-08-10,19.32,19.36,22820,18713,82.0,4.44,87
BLBLIMITED,2026-08-10,15.95,16.21,131401,107672,81.94,21.13,306
GUJAPOLLO,2026-08-10,367.75,357.9,3282,2689,81.93,11.95,164
YUKEN,2026-08-10,800.05,804.5,5443,4458,81.9,43.46,491
ATLANTAA,2026-08-10,40.13,45.19,459201,375535,81.78,198.49,2330
SONAMLTD,2026-08-10,54.42,54.29,32521,26588,81.76,17.81,393
INDPRUD,2026-08-10,6350.0,6449.0,272,222,81.62,17.6,93
DOLPHIN,2026-08-10,411.05,417.5,30109,24556,81.56,125.63,739
HLVLTD,2026-08-10,7.24,7.18,171779,139850,81.41,12.33,469
CINELINE,2026-08-10,90.83,89.63,6509,5298,81.39,5.87,142
COMFINTE,2026-08-10,6.61,6.56,68098,55348,81.28,4.44,316
AIROLAM,2026-08-10,89.27,92.75,3489,2834,81.23,3.24,84
RVTH,2026-08-10,733.45,720.6,840,682,81.19,5.96,101
BEEKAY,2026-08-10,394.0,394.0,5423,4400,81.14,21.41,137
SECURKLOUD,2026-08-10,19.42,19.41,39169,31717,80.97,7.56,192
HEALTHX,2026-08-10,306.65,303.2,18274,14735,80.63,56.72,338
CELEBRITY,2026-08-10,6.99,6.91,29360,23578,80.31,2.04,117
ALANKIT,2026-08-10,8.08,8.43,214022,171846,80.29,17.89,845
BANARISUG,2026-08-10,3491.0,3477.1,451,362,80.27,15.74,61
PFIZER,2026-08-10,4880.6,4877.6,51744,41486,80.18,2525.65,8286
RADIOCITY,2026-08-10,6.85,6.82,83777,67156,80.16,5.76,197
MITTAL,2026-08-10,0.9,0.89,344180,275539,80.06,3.09,303
MALUPAPER,2026-08-10,32.68,31.84,15600,12480,80.0,5.01,283
SARVESHWAR,2026-08-10,3.39,3.42,1683561,1345768,79.94,57.56,1505
PML,2026-08-10,500.45,502.15,194,155,79.9,0.97,25
ADL,2026-08-10,70.76,73.75,1005,803,79.9,0.72,45
SREEL,2026-08-10,216.53,221.22,11071,8836,79.81,24.38,377
AKSHAR,2026-08-10,0.41,0.41,772175,615647,79.73,3.26,319
GILLANDERS,2026-08-10,90.69,92.12,9429,7516,79.71,8.66,175
SHRADHA,2026-08-10,34.22,33.74,13052,10385,79.57,4.43,133
KOTHARIPRO,2026-08-10,69.63,68.52,14417,11466,79.53,10.09,272
LPDC,2026-08-10,6.39,6.3,43206,34298,79.38,2.74,151
OSWALAGRO,2026-08-10,40.16,38.84,234837,186268,79.32,91.08,1068
ACL,2026-08-10,47.95,48.01,13859,10959,79.07,6.6,203
ORIENTCER,2026-08-10,42.58,42.77,33129,26172,79.0,14.22,334
STARPAPER,2026-08-10,152.53,152.83,9222,7284,78.99,14.08,166
SAMBHAAV,2026-08-10,6.47,6.37,12315,9725,78.97,0.79,65
NDGL,2026-08-10,2652.3,2700.0,152,120,78.95,4.05,37
DYNPRO,2026-08-10,260.7,269.7,12300,9698,78.85,32.99,339
BVCL,2026-08-10,41.37,41.34,4265,3358,78.73,1.78,103
RADAAN,2026-08-10,2.98,3.09,32488,25531,78.59,1.01,91
PAVNAIND,2026-08-10,18.31,19.02,55043,43159,78.41,10.45,250
NIBL,2026-08-10,34.72,32.86,24328,19070,78.39,8.14,286
AVONMORE,2026-08-10,10.93,11.09,514655,402753,78.26,57.44,787
GOYALALUM,2026-08-10,6.43,6.45,58475,45715,78.18,3.74,307
DICIND,2026-08-10,519.25,521.0,929,726,78.15,4.85,51
BALAXI,2026-08-10,24.32,24.2,23098,18047,78.13,5.65,103
