symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,187.22,178.0,,,,False,202281.3,0.338,4.154,,4400
21STCENMGM,44.35,31.02,30.6,,,,False,8473.15,1.216,13.014,,2118
360ONE,1197.0,1065.0,1031.3,,,,False,1285867.35,0.407,3.964,,1707
3BBLACKBIO,1321.9,1153.7,1085.0,,,,False,11021.8,0.324,4.144,,78
3IINFOLTD,27.45,18.0,16.25,,,,True,1594887.65,2.081,6.75,,5259
3MINDIA,36880.0,34485.0,31010.0,36880.0,34485.0,20.0,False,3907.1,0.526,2.755,-2.657,5985
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3146.9,3.455,2.57,-8.696,4539
5PAISA,400.0,344.0,299.0,,,,False,56685.95,2.047,4.605,,2158
63MOONS,957.95,677.0,604.0,,,,False,1603368.95,0.151,5.966,,5219
A2ZINFRA,17.95,12.0,12.0,,,,False,495613.4,0.706,5.651,,3857
AAATECH,101.8,85.0,85.0,,,,True,25478.9,3.61,5.268,,1420
AADHARHFC,534.05,487.1,449.8,,,,False,287188.85,0.516,3.449,,558
AAKASH,9.84,8.67,8.55,,,,False,115142.8,0.903,3.384,,2036
AAREYDRUGS,86.9,73.41,73.41,,,,False,39392.05,1.961,4.517,,1239
AARNAV,37.4,24.99,23.2,,,,False,176482.35,0.188,5.789,,111
AARON,154.8,111.15,111.15,,,,False,61662.55,0.627,4.784,,1948
AARTECH,49.49,44.85,39.98,49.49,44.85,20.0,False,13631.95,1.279,2.655,-6.607,763
AARTIDRUGS,435.25,395.9,365.0,,,,False,213204.35,1.016,3.321,,5669
AARTIIND,516.95,469.0,424.0,,,,False,1437500.5,0.419,3.199,,5990
AARTIPHARM,823.0,650.8,604.15,,,,True,290997.55,10.74,5.705,,873
AARTISURF,563.0,374.3,355.2,,,,False,71497.65,0.342,6.365,,1506
AARVI,164.9,145.25,125.3,164.9,145.25,20.0,False,49230.0,0.53,2.69,-6.604,2184
AASTHA,140.01,70.0,70.0,,,,False,6026457.35,0.434,7.436,,26
AATMAJ,19.95,16.7,16.7,,,,False,2700.0,2.222,7.459,,769
AAVAS,1544.9,1346.2,1247.6,,,,False,79532.8,1.629,4.105,,1939
ABAN,20.11,12.96,12.89,,,,True,71830.4,3.866,9.69,,5955
ABANSENT,28.95,25.05,25.05,28.95,25.05,20.0,False,5933.25,0.733,2.647,-8.566,78
ABB,7924.5,6744.0,6653.0,,,,False,492606.95,0.41,5.353,,5990
ABBOTINDIA,28940.0,27225.0,25200.0,,,,False,9628.2,0.396,3.959,,5960
ABCAPITAL,430.7,384.35,334.8,,,,False,4048233.9,0.522,3.88,,2211
ABCOTS,218.0,196.81,196.81,,,,False,15738.8,0.259,3.678,,1122
ABDL,655.0,580.0,542.0,655.0,580.0,20.0,False,357598.9,1.291,2.903,-4.626,525
ABFRL,64.1,55.1,55.1,,,,False,6497143.7,4.948,3.902,,3224
ABINFRA,11.03,9.78,8.82,,,,False,1488736.5,5.306,3.217,,1739
ABLBL,99.19,91.07,91.07,,,,False,720576.9,1.743,3.893,,283
ABMINTLLTD,48.74,39.15,39.15,48.74,39.15,20.0,False,2221.3,0.268,2.473,-10.135,2499
ABMKNO,210.0,182.5,182.5,210.0,182.5,20.0,False,1876.25,0.662,2.903,-8.143,78
