symbol,company,sector,industry,nse_sector,sector_match_basis,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,stoch_rsi_d,williams_r,cci20,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,value_traded,turnover_cr,float_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,bb_upper,bb_lower,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,high_52w,low_52w,high_all,nearest_overhead,nearest_overhead_ref,overhead_supply_pct,headroom_to_52w_high_pct,dist_52w_low_pct,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,volatility_w,volatility_m,beta_1y,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,atm_iv,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,18019253049440.0,1327.3,1334.8,,1311.3462479627444,,1366.586355844289,1298.9600000000005,1300.8660000000004,1335.9660000000017,1407.4615000000008,,,Neutral,50.0,56.34412579257749,3.422872138101866,-2.079031359633785,5.5019,12.408832684891212,4.701427782598399,96.10708888185432,77.52065650303857,-11.12385321100922,122.39510677110732,80,8207102.0,12106732.600000003,12278052.33333334,0.683792077935231,65.72,10893286484.6,1089.33,48.6367,,,33,1321.44,1315.57,1333.04,1338.77,1327.17,1327.1666666666667,23.193468964712363,1339.6874060062164,1258.2325939937846,1345.9,1249.8,1378.0,1249.8,1473.4,1249.8,1611.8,1249.8,1611.8,1345.9,1m high,1.4,21.43,6.2,1345.9,1249.8,1249.8,,,,False,12277335.9,0.668,4.344,,1321.5,1333.1,1299.75,1611.8,1639.35,1666.9,10.33,40.0,2.740150166421539,-4.647988505747129,-17.65,2.0720638505005797,1.6609956343702583,0.88948935,1.18,6.96,24.03653742025096,,,9.816493181797876,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,1.31,3.0,,,,,3.0,59,20,67,,53.0,50,40,0.0,-0.32,0.08,1.09,-0.06,-2.34,0.16,67.0,False,67.0,0.0,Neutral,1.083333,1658.5
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,,unmapped,12217679421387.0,1943.0,1959.9,,1910.513270554325,,1902.256207199356,1940.3849999999995,1892.2079999999985,1865.805,1952.2824999999984,,,Bullish,83.0,52.94756237949058,17.476685167973756,18.73186789822696,-1.2552,26.27968997044283,2.1663687033336863,42.04460480772517,62.43921766002661,-57.51633986928104,23.634621526659117,60,3671000.0,6021878.499999997,5925198.466666671,0.5942236732366128,66.6,7132753000.0,713.28,49.5446,,,33,1932.34,1921.67,1956.34,1969.67,1945.67,1945.6666666666667,35.29604054076148,1988.5255141226,1892.2444858773997,2031.0,1878.0,2031.0,1740.5,2038.5,1740.5,2174.5,1740.5,2174.5,2031.0,1m high,4.53,11.91,11.63,2031.0,1878.0,1768.6,,,,False,5785997.65,0.634,4.388,,1934.18,1951.82,1892.87,2174.5,2224.63,2274.77,4.62,72.0,0.6735751295336787,10.933485583785329,-10.65,2.012754394905688,1.5908213391944928,0.8291376,-0.89,,44.33279485986,7.940980248007071,,11.865594108508496,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.523849590901182,31.7404423698221,18.86108276072917,40,,,-20.523849590901182,,,,67,,,,,,,,0,,,,,,True,0.57,3.0,,,,,3.0,64,40,67,,0.0,50,40,-0.09,0.01,0.12,1.08,-0.05,-2.34,0.21,73.0,False,87.0,0.0,Neutral,1.161765,2311.029412
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,NIFTY_BANK,industry,11279650347656.0,731.0,731.0,,771.3221850523996,,837.623107671096,759.3275000000006,773.4370000000016,777.4655000000021,867.9682499999982,,,Bearish,0.0,34.48614025923885,-14.929182818743016,-12.425891678906067,-2.5033,28.529263247027885,-0.5983138428066328,29.51838208445357,26.241470954196497,-91.5535444947211,-78.50251697440075,20,23660590.0,30996650.6,32586787.166666668,0.7487891785939437,66.82,17295891290.0,1729.59,99.6236,,,33,727.15,723.3,736.2,741.4,732.35,732.35,12.693106565535462,817.4452638506373,701.2097361493638,823.7,728.2,843.0,728.2,929.5,726.65,1020.5,726.65,1020.5,823.7,1m high,12.68,39.6,0.6,823.7,728.2,728.2,,,,False,30045526.65,0.787,9.17,,727.83,734.17,718.31,823.7,836.39,849.09,7.3,43.0,-11.28640776699029,-3.3835580227332835,-28.37,1.3193514352235205,1.3821226379123934,1.1656413,-12.85,-10.67,14.28292301680344,1.8568795482118072,1.2588965608195015,,13.7540298886995,6.82785576408465,0.9333100337634852,1.754463853655062,11.34558903513542,34.982694035678,,80,,,11.34558903513542,,,,67,,,,,,,,0,,,,,,True,1.7,3.0,,,,,3.0,15,80,67,,60.0,50,40,0.49,-0.57,0.2,0.92,-0.13,-2.34,0.18,69.0,False,70.0,0.0,Sell,1.107143,1037.666667
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,NIFTY_BANK,industry,10203706116211.0,1431.8,1421.0,,1393.432950731765,,1355.3593407343028,1438.8300000000002,1379.638,1328.171000000002,1350.7339999999997,,,Bullish,83.0,53.10460747976606,15.390812434749932,20.520309762966644,-5.1295,22.285448598880198,0.0698909700866648,17.08215248559164,19.97300116572784,-67.84313725490223,-47.29849424269808,40,12749354.0,12622486.300000036,12845294.533333335,1.0274792579908605,67.52,18254525057.2,1825.45,97.1715,,,67,1417.56,1403.33,1443.96,1456.13,1429.73,1429.7333333333331,24.67468836011262,1469.578534924514,1408.0814650754864,1480.0,1386.3,1480.0,1213.7,1480.0,1187.6,1480.0,1187.6,1500.0,1480.0,1m high,3.37,3.37,20.56,1480.0,1392.0,1213.7,,,,False,12866441.3,0.99,3.761,,1425.63,1437.97,1381.1,1533.21,1583.91,1634.62,2.0,76.0,3.0294308124055487,13.9968152866242,-3.26,1.7132288515861671,1.643807820986313,0.9827612,1.47,3.65,18.508273009307132,2.69958829487325,2.492396202751044,,15.796816290169,9.74115748257219,0.594743890036865,5.080821540326999,7.369882026370579,34.55734059748943,,80,,,7.369882026370579,,,,100,,,,,,,,0,,,,,,True,1.88,3.0,,,,,3.0,63,80,100,,60.0,50,50,-0.02,0.07,0.35,0.95,-0.11,-2.34,0.25,77.0,False,70.0,0.0,Neutral,1.054348,1736.565217
SBIN,State Bank of India,Finance,Regional Banks,NIFTY_BANK,industry,10117219489434.0,1071.0,1097.2,,1034.4127745807882,,1004.5463237466076,1038.7050000000004,1025.864,1030.0475,1028.93825,,,Bullish,100.0,59.6417845592504,12.27736903164964,6.171520268362114,6.1058,18.07408471366995,5.704697986577177,85.96186263299894,90.34847511450904,-43.24979789814065,159.4737574829436,80,16623448.0,12005029.700000018,11016826.500000011,1.5178479379048802,45.53,17803712808.0,1780.37,44.7923,,,100,1055.3,1039.6,1100.0,1129.0,1084.3,1084.3,23.021393183135043,1086.583908717682,990.8260912823184,1124.5,1000.8,1124.5,933.9,1234.7,933.9,1234.7,798.5,1234.7,1124.5,1m high,5.0,15.28,34.13,1124.5,1000.8,937.2,,,,False,11456281.2,1.45,5.634,,1065.24,1076.76,1022.9,1234.7,1282.8,1330.9,3.4,70.0,4.031083050024284,9.632511004196951,-13.26,3.027008906661606,2.024670984890577,0.8561976,2.47,4.65,11.467300526789156,1.5895417119714503,2.38400365597528,,15.092639252993202,6.764459533435691,1.31899282266467,6.557984119640567,4.927771998139533,28.40123439848117,,60,,,4.927771998139533,,,,100,,,,,,,,0,,,,,,True,15.42,5.0,,,,,5.0,92,60,100,,60.0,50,70,0.55,0.16,0.05,0.66,-0.08,-2.34,0.27,79.0,False,87.0,0.0,Buy,1.25641,1234.775
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,NIFTY_IT,industry,8877700882466.0,2425.7,2452.7,,2290.3078440615627,,2607.252457395452,2328.6600000000008,2216.8120000000035,2316.4280000000017,2677.7654999999936,,,Bullish,67.0,60.01520372166749,69.99600089196792,62.04328425165509,7.9527,24.25638751524392,1.155129274395322,32.02673689851388,36.43849671451613,-22.99270072992706,79.56374122133884,60,2322023.0,4310638.0,4675572.533333333,0.5184053393524315,48.93,5632531191.099999,563.25,28.210400000000003,,,33,2408.5,2391.3,2457.9,2490.1,2440.7,2440.7,67.3926433516567,2530.967828815419,2126.3521711845824,2495.0,2065.1,2495.0,1976.8,2880.0,1976.8,3350.0,1976.8,4592.25,2495.0,1m high,2.86,38.1,22.71,2495.0,2145.3999,1976.8,,,,False,4239895.05,0.547,5.0,,2408.85,2442.55,2256.61,3350.0,3519.09,3688.18,5.47,55.0,15.224206726201787,2.1347368421052555,-27.59,2.366066276529513,2.650067235289839,0.97716963,13.66,2.29,17.623638648929443,8.0052491359466,16.692760826619306,11.482297118570717,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,17.500637883931084,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,1.39,3.0,,,,,3.0,57,80,67,,72.0,50,50,0.45,-0.42,1.34,0.67,-0.11,-2.34,0.38,88.0,False,65.0,0.0,Buy,1.534091,2430.395349
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6736485507812.0,1102.2,1078.0,,1027.4470988162905,,966.2066808969968,1074.9749999999992,1004.1110000000008,952.8290000000004,975.2957500000012,,,Bullish,100.0,57.21890487339863,32.90827923556549,32.66516869804518,0.2431,29.84089897618804,5.131629149179697,38.9849195897981,64.52569621718091,-42.37578526556253,31.419627532287837,80,7303098.0,11959215.0,9779337.366666667,0.609099245130741,63.06,8049474615.6,804.95,43.735,,,33,1079.96,1057.73,1115.26,1128.33,1093.03,1093.033333333333,31.6352185296985,1170.559640502577,979.3903594974216,1176.4,995.2,1176.4,860.45,1176.4,787.9,1176.4,787.9,1176.4,1176.4,1m high,6.73,6.73,39.89,1176.4,995.2,860.45,,,,False,10533440.1,0.693,5.299,,1094.29,1110.11,1038.93,1228.74,1292.01,1355.28,2.0,81.0,9.11790911790912,18.771551724137936,-6.31,2.443563606443991,2.490590954579736,1.6619439,7.56,9.26,33.840957936751614,,2.0619173524317307,17.369838757351868,,,,17.7963262169719,16.05202209157313,43.7952675381863,,40,,,16.05202209157313,,,,100,,,,,,,,0,,,,,,True,-0.91,3.0,,,,,3.0,79,40,100,,17.0,50,75,-0.26,0.44,0.8,0.12,-0.01,-2.34,0.22,74.0,False,78.0,0.0,Buy,1.457143,1151.470588
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5564824314575.0,4080.0,4056.0,,3965.3233740728288,,3913.6948084888822,3900.965000000001,3987.98,3926.244999999997,3972.789500000001,,,Bullish,100.0,63.65916275963311,26.06584276214244,-5.128947718719715,31.1948,22.046967548878587,6.471816283924843,99.09438612637771,97.8690016628498,0.0,115.16809092553018,80,1082855.0,1772694.1000000066,1946758.4333333336,0.5983187257895016,58.06,4418048400.0,441.8,84.8409,,,33,4043.86,4007.73,4098.06,4116.13,4061.93,4061.933333333333,64.23083592619874,4113.39497222615,3688.535027773852,4080.0,3720.0,4272.3,3720.0,4440.0,3288.1,4440.0,3288.1,4440.0,4272.3,3m high,4.71,8.82,24.08,4080.0,3720.0,3720.0,,,,True,1867309.75,0.58,5.788,,4063.94,4096.06,3955.86,4440.0,4564.14,4688.27,2.9,59.0,4.481434058898848,3.946396270158724,-8.11,1.0679675926687593,1.380587787134594,1.3311594,2.92,4.84,33.84487764413107,,7.433657041242947,19.22221762853904,,,,9.778357823020736,4.526142374057053,8.47399986344388,,20,,,4.526142374057053,,,,67,,,,,,,,0,,,,,,True,0.38,3.0,,,,,3.0,79,20,67,,31.0,50,55,-0.15,-0.02,0.04,0.84,-0.12,-2.34,0.12,61.0,False,86.0,0.0,Buy,1.344828,4431.896552
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,4968917927612.0,393.0,394.0,,417.4270367095492,,420.4821172590837,419.27750000000094,420.0620000000004,409.03225,420.3103749999991,,,Bearish,0.0,33.55474929202366,-8.684620997250988,-4.294172710366482,-4.3904,21.938900938378552,-7.994849584455104,15.73795907730574,9.353026046337243,-84.36123348017617,-125.5412578577918,0,17941303.0,21898706.9,8944878.5,0.8876999158873881,68.16,7050932079.0,705.09,10.0007,,,67,390.91,388.83,396.31,399.63,394.23,394.23333333333335,9.79948636462596,452.7418762080978,385.8131237919041,447.6,385.9,450.2,385.9,450.2,360.75,468.475,360.75,611.0,447.6,1m high,13.89,19.2,8.94,447.6,385.9,385.9,,,,False,12032184.65,1.488,6.483,,390.55,395.45,381.0,447.6,459.6,471.6,4.55,47.0,-10.681818181818182,-1.5654351909830932,-16.11,2.076785552257037,1.8206211556366565,1.1422936,-12.24,-10.54,8.274659749359925,,0.3562749755121294,,,,,10.528036912872963,23.284584754517933,5.81197705184635,,40,,,23.284584754517933,,,,67,,,,,,,,0,,,,,,True,-1.82,3.0,,,,,3.0,13,40,67,,17.0,50,40,1.68,-0.35,-0.0,0.72,-0.1,-2.34,0.39,88.0,False,88.0,0.0,Sell,1.25,528.659091
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,4888089528946.0,2087.2,2096.0,,2144.629718025214,,2244.2852155980804,2115.7700000000013,2139.704,2170.9589999999994,2267.385547948656,,,Bearish,0.0,44.60487277501581,-18.120332553874505,-15.995201160925106,-2.1251,20.79100561102088,3.188807040094911,54.92309130386921,53.84202180891481,-63.85786802030466,-84.7300471140896,40,1118008.0,2637257.0000000005,2021944.2,0.4307777644589541,60.32,2333506297.6,233.35,37.735600000000005,,,33,2076.46,2065.73,2097.46,2107.73,2086.73,2086.733333333333,42.6893993302199,2184.7098317371774,2046.8301682628253,2213.0,2016.0,2298.9,2016.0,2479.6,2016.0,2707.3908675,2016.0,2987.97501195,2213.0,1m high,6.03,29.71,3.53,2213.0,2016.0,2016.0,,,,False,1998125.3,0.559,4.075,,2076.53,2097.87,1994.66,2707.39,2799.94,2892.48,6.7,30.0,-2.98861259586336,-8.668446155865766,-22.91,1.2972245084643046,1.8981806295255537,0.44002762,-4.55,-2.4,32.79502480995792,,0.8548746090484729,31.937860365540672,,,,3.8261794518833687,38.524122740193526,20.9554946213879,,60,,,38.524122740193526,,,,67,,,,,,,,0,,,,,,True,2.51,3.0,,,,,3.0,23,60,67,,46.0,50,30,0.11,-0.52,0.36,1.27,-0.08,-2.34,0.23,75.0,False,79.0,0.0,Strong sell,1.407895,2467.108108
