symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
ACUTAAS,3485.0,13,10.494610019023462,8.53,3.03,52.83,,7.32,133.29871278563783,3285.05,3659.25,False,0,Buy,Health Technology
BHARATFORG,2124.0,13,8.811475409836065,6.85,5.66,40.13,0.1,5.37,55.81576566011489,2040.28,2230.2,False,0,Buy,Producer Manufacturing
HONAUT,38450.0,13,8.447327598364124,6.49,6.23,61.37,,6.51,876.27746975649,37135.58,40372.5,False,2,Buy,Electronic Technology
AIAENG,4778.5,13,9.67408767500574,7.71,6.52,58.18,,8.4,141.3702049733322,4566.44,5017.42,False,0,Buy,Producer Manufacturing
PAGEIND,40600.0,13,6.968778817020156,5.01,6.73,53.7,-1.86,21.63,1138.2784830760927,38892.58,42630.0,False,0,Buy,Consumer Non-Durables
HAL,4444.4,12,5.417457305502838,3.46,3.2,46.57,1.59,16.48,94.54119673867544,4302.59,4666.62,False,0,Buy,Electronic Technology
AADHARHFC,519.0,12,12.826086956521738,10.87,6.95,48.9,,20.27,16.693845893671515,493.96,544.95,False,0,Neutral,Finance
LTF,317.9,12,20.87452471482889,18.91,14.99,34.38,8.68,8.52,10.501338034585526,302.15,333.8,False,0,Buy,Finance
EMCURE,1818.7,12,7.456425406203842,5.5,-0.0,41.25,,6.89,51.66397406587264,1741.2,1909.64,False,0,Buy,Health Technology
CPPLUS,3650.1,12,6.218717262251188,4.26,3.07,52.84,,3.75,137.81572432329708,3443.38,3832.6,False,0,Buy,Consumer Durables
GODREJIND,1334.8,12,31.546269833448303,29.59,31.81,34.82,,8.11,49.48091337361796,1260.58,1401.54,False,0,Buy,Process Industries
GLAND,2500.0,12,8.154877784988104,6.19,0.69,55.63,,2.94,77.49709402026978,2383.75,2625.0,False,0,Buy,Health Technology
KIRLOSENG,2383.0,12,31.730237700386954,29.77,28.58,36.83,,14.14,113.44374093823733,2212.83,2502.15,False,0,Buy,Producer Manufacturing
ENDURANCE,2700.0,12,8.216432865731463,6.26,5.07,50.4,,14.07,75.28072758223335,2587.08,2835.0,False,2,Buy,Producer Manufacturing
MEDANTA,1321.0,12,6.446414182111201,4.49,-1.01,47.92,,10.26,31.37099870029937,1273.94,1387.05,False,0,Buy,Health Services
LUPIN,2480.0,12,8.676599474145487,6.72,1.22,69.31,2.61,1.89,45.90726697058431,2411.14,2604.0,False,2,Buy,Health Technology
KIMS,814.9,12,4.891234393100786,2.93,-2.57,53.72,,5.29,23.1287059614293,780.21,855.64,False,0,Buy,Health Services
LLOYDSME,1831.9,12,6.7914189110411565,4.83,7.05,48.99,,9.96,52.91350030425827,1752.53,1923.5,False,0,Buy,Non-Energy Minerals
ANANDRATHI,2090.0,12,19.08831908831909,17.13,13.21,59.57,,4.12,59.42891074263107,2000.86,2194.5,False,0,Strong buy,Finance
APOLLOHOSP,8948.5,12,4.844756883421207,2.88,-2.62,66.66,1.77,5.66,141.7680065050386,8735.85,9395.93,False,0,Strong buy,Health Services
