index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24085.85,24211.0,-0.52
NIFTY_BANK,^NSEBANK,57643.75,58131.45,-0.84
NIFTY_NEXT_50,^NSMIDCP,72108.05,72391.8,-0.39
INDIA_VIX,^INDIAVIX,13.75,13.28,3.54
SENSEX,^BSESN,77616.4,77569.39,0.06
