symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,58450,385703355,385761805,915099.7068330001,603905242726544.9,7621676.142281501,11659938,24085.85
BANKNIFTY,31788,2065227,2097015,550025.069124,3606625169972.7,851332.918851,1149241,57643.75
BIOCON,23073,163930,187003,251416.14425,183597408875.0,287145.858,50270,437.0
HCLTECH,53946,301281,355227,251658.58032,147131742432.0,273128.60464,201756,1164.6
HDFCBANK,42525,181665,224190,224669.68524,97928589434.0,237944.42958,729620,809.0
TCS,40647,390782,431429,199433.3343075,196850328891.75,228151.863225,436746,2197.0
KALYANKJIL,22367,182617,204984,159006.375135,133979112517.5,215339.06781,106631,531.0
INFY,41047,164728,205775,179743.06496,74205068696.0,193519.85192,552239,1092.1
ICICIBANK,16178,60972,77150,159137.71993,60889903291.0,168086.42284,242150,1406.4
SBIN,17943,125989,143932,137743.7934,98532740910.0,149728.4025,216190,1012.7
DIVISLAB,17882,205368,223250,126629.33132,147894206929.0,149081.55061,76368,7196.0
RELIANCE,19982,156730,176712,130050.35535,105351464770.0,143887.70305,480229,1295.0
ADANIPOWER,13638,58478,72116,108927.16695,48848166530.5,121898.136005,72181,225.98
BHARTIARTL,12335,111968,124303,112195.9552725,103572630083.0,121720.7611025,196464,1934.0
HINDALCO,14423,79100,93523,99632.36164,55939191147.0,109596.44311,115499,972.0
ADANIGREEN,9826,50664,60490,94314.90276,50304178884.0,109460.1516,55427,1604.0
MCX,14202,103317,117519,91956.12975,68397290210.25,107377.3068525,89253,2899.0
POLYCAB,7995,42017,50012,94806.3562125,51167040962.5,104773.6408375,39271,9530.0
SBICARD,19300,71275,90575,97405.53272,37262125312.0,104450.06584,62690,640.95
AXISBANK,12065,35901,47966,99263.93525,30285921675.0,104212.5895,160498,1318.5
SHRIRAMFIN,11352,26736,38088,95949.85092,23408697526.5,100580.401185,62795,1012.1
BAJAJ-AUTO,11923,56506,68429,91797.887145,44348734174.5,98631.32889,69352,10170.0
LT,13228,70160,83388,89682.93607,49158680884.25,95248.2649125,187403,3845.7
BSE,10472,70108,80580,80341.49274,55347952542.0,91995.11816,98736,3799.5
BAJFINANCE,11510,38034,49544,86840.328075,29313782992.5,91574.433,149591,1007.0
ETERNAL,11389,38416,49805,78821.5847775,27572300173.25,85634.88151,116923,286.0
ADANIENT,6886,42502,49388,67937.646297,42965979340.47,77930.3257017,101015,3177.0
PAYTM,6563,34400,40963,65943.239345,35793457661.75,77077.9084625,68115,1385.0
UNIONBANK,8964,34211,43175,67470.6614175,26607373930.5,74228.4488475,56962,170.85
TECHM,7564,17585,25149,67596.2259,16182744660.0,70710.2805,63171,1484.4
TATASTEEL,12596,49298,61894,65691.2212,26392114430.0,70250.44675,131889,188.74
INDIGO,8010,55748,63758,61460.50593,43743266428.5,69519.595215,85197,5110.0
WIPRO,12217,36614,48831,64323.9795,20258486340.0,68012.0679,187533,176.8
CONCOR,9311,58109,67420,56917.312625,36432443412.5,64428.43425,31971,492.65
MIDCPNIFTY,2483,139345,141828,43934.486856,248257171072.8,63210.787584,110117,14751.1
DIXON,7995,64747,72742,52864.75699,44527507683.0,61357.78382,132841,13342.0
LTF,8020,47060,55080,56230.250175,35093649105.0,61323.853725,47506,315.0
