date,symbol,subject,details,category
15-Jul-2026 08:58:20,SEAMECLTD,Agreements,"Seamec Limited has informed the Exchange about execution of Charter Party Agreement with M/s. Lamprell Energy Limited for Charter of our Barge ""SEAMEC GLORIOUS""",Agreements
15-Jul-2026 08:40:33,SUNPHARMA,Press Release,"Sun Pharmaceutical Industries Limited has informed the Exchange regarding a press release dated July 15, 2026, titled ""Sun Pharma receives approval to manufacture and market generic semaglutide in South Africa"".",Press Release
15-Jul-2026 01:08:03,SIRCA,Copy of Newspaper Publication,Sirca Paints India Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
15-Jul-2026 00:30:48,DELPHIFX,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","DELPHI WORLD MONEY LIMITED has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
15-Jul-2026 00:09:31,SHRIPISTON,Updates,"SPR Auto Technologies Limited has informed the Exchange regarding 'Intimation to the holders of physical securities to furnish PAN, KYC details and Bank account details as per SEBI Circular'.",Updates
14-Jul-2026 23:53:02,PALASHSECU,Record Date,Palash Securities Limited has informed the Exchange that Cut-off date/Record date for the purpose of Annual General Meeting  is 29-Jul-2026.,Record Date
14-Jul-2026 23:43:06,AXISBANK,General Updates,Axis Bank Limited has informed the Exchange about General Updates,General Updates
14-Jul-2026 23:41:43,SURYODAY,General Updates,Submission of Business Responsibility and Sustainability Report for the Financial Year 2025- 26,General Updates
14-Jul-2026 23:24:59,PFOCUS,General Updates,"Prime Focus Limited has informed the Exchange about Update on written orders dated July 9, 2026 and July 10, 2026 passed by the Hon ble NCLAT in Comp. App. (AT) (Ins.) No. 850 of 2026 in relation to closure of corporate insolvency resolution process ( CIRP ) of the Company",General Updates
14-Jul-2026 23:23:31,SURYODAY,Shareholders meeting,Notice of Eighteenth (18th) Annual General Meeting along with Annual Report for the Financial Year 2025-26,Shareholders meeting
14-Jul-2026 23:12:30,AXISBANK,General Updates,Axis Bank Limited has informed the Exchange about General Updates,General Updates
14-Jul-2026 23:11:07,POWERGRID,General Updates,Power Grid Corporation of India Limited has informed the Exchange about POWERGRID has successfully commissioned the Project,General Updates
14-Jul-2026 22:54:56,ADFFOODS,Copy of Newspaper Publication,"ADF Foods Limited has informed the Exchange about Intimation under Regulation 30 & 47 of SEBI (LODR) Regulations, 2015 w.r.t newspaper publication of Information regarding 36th Annual General Meeting of the Company.",Copy of Newspaper Publication
14-Jul-2026 22:43:12,EPACKPEB,Resignation of Director/KMP/SMP,EPack Prefab Technologies Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
14-Jul-2026 22:42:58,AGL,Analysts/Institutional Investor Meet/Con. Call Updates,Allcargo Global Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
14-Jul-2026 22:28:53,ADFFOODS,General Updates,"ADF Foods Limited has informed the Exchange about Communication to shareholders w.r.t deduction of Tax at Source on Final Dividend for Financial Year ended 31st March, 2026.",General Updates
14-Jul-2026 22:27:19,BOROSCI,Change in Management,Borosil Scientific Limited has informed the Exchange about change in Management,Change in Management
14-Jul-2026 22:12:09,GICHSGFIN,Change in Management,GIC Housing Finance Limited has informed the Exchange about change in Senior Management Personnel,Change in Management
14-Jul-2026 22:05:19,IFGLEXPOR,Shareholders meeting,"IFGL Refractories Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 05, 2026",Shareholders meeting
14-Jul-2026 22:04:23,LTTS,Analysts/Institutional Investor Meet/Con. Call Updates,L&T Technology Services Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
