date,symbol,subject,details,category
17-Aug-2026 07:34:05,AUROPHARMA,General Updates,"Aurobindo Pharma Limited has informed the Exchange about Classification of US FDA Inspection at Raleigh Plant, North Carolina, owned by Aurolife Pharma LLC, a wholly owned step-down subsidiary of the Company, as Voluntary Action Indicated (VAI).",General Updates
17-Aug-2026 06:27:52,KOTAKBANK,Investor Presentation,Kotak Mahindra Bank Limited has informed the Exchange about Investor Presentation,Investor Presentation
17-Aug-2026 02:04:55,YESBANK,Analysts/Institutional Investor Meet/Con. Call Updates,"Yes Bank Limited has informed the Exchange about Revised intimation under the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",Analysts/Institutional Investor Meet/Con. Call Updates
16-Aug-2026 23:57:17,YESBANK,Analysts/Institutional Investor Meet/Con. Call Updates,"Yes Bank Limited has informed the Exchange about Intimation under the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",Analysts/Institutional Investor Meet/Con. Call Updates
16-Aug-2026 23:54:54,CTE,Copy of Newspaper Publication,"Cambridge Technology Enterprises Limited has informed the Exchange about the submission of Newspaper Publication pursuant to Regulations 30 and 47(3) of SEBI (LODR) Regulations, 2015, that the Company has published in newspapers a Quick Response (QR) Code enabling stakeholders to access the Un-Audit",Copy of Newspaper Publication
16-Aug-2026 23:23:07,PARKHOTELS,Investor Presentation,Apeejay Surrendra Park Hotels Limited has informed the Exchange about Investor Presentation,Investor Presentation
16-Aug-2026 23:21:09,EMBDL,Analysts/Institutional Investor Meet/Con. Call Updates,"Embassy Developments Limited has informed the Exchange about transcript of earnings conference call held on August 11, 2026.",Analysts/Institutional Investor Meet/Con. Call Updates
16-Aug-2026 23:07:31,SURAJEST,Press Release,"Suraj Estate Developers Limited has informed the Exchange regarding a press release dated August 16, 2026, titled ""Press Release on unaudited Financial Results for the quarter ended June 30, 2026 "".",Press Release
16-Aug-2026 22:50:39,EMBDL,Record Date,Embassy Developments Limited has informed the Exchange that Record date for the purpose of Meeting  is 01-Sep-2026.,Record Date
16-Aug-2026 22:43:28,DIGJAMLMTD,Shareholders meeting,"Digjam Limited has submitted the Exchange a copy Srutinizers report of the NCLT Convened General Meeting held on August 16, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
16-Aug-2026 22:22:30,MADHAV,Copy of Newspaper Publication,Madhav Marbles and Granites Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 22:19:00,KITEX,Copy of Newspaper Publication,"Kitex Garments Limited has informed the Exchange about Copy of Newspaper Publication   of unaudited standalone and consolidated financial results for the quarter ended June 30, 2026.",Copy of Newspaper Publication
16-Aug-2026 21:39:52,LTFOODS,Analysts/Institutional Investor Meet/Con. Call Updates,LT Foods Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
16-Aug-2026 21:27:07,KINGFA,Copy of Newspaper Publication,Kingfa Science & Technology (India) Limited has informed the Exchange about Copy of Newspaper Publication for financial results for the quarter ended 30.06.2026,Copy of Newspaper Publication
16-Aug-2026 21:21:15,PRUDMOULI,Press Release,"Pursuant to Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements)Regulations, 2015, please find enclosed herewith Newspaper Publication on Un-Audited(Standalone & Consolidated) Financial Results for the 1st Quarter Ended June 30, 2026announced by the Board of Directors in its meeti",Press Release
16-Aug-2026 21:12:29,AKSHOPTFBR,Copy of Newspaper Publication,Aksh Optifibre Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 20:24:01,JINDALPOLY,Copy of Newspaper Publication,Jindal Poly Films Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Aug-2026 20:17:39,GENESYS,Copy of Newspaper Publication,"Please find enclosed a copy of Newspaper Publication of Un-audited Financial Results (Standalone and Consolidated) of the Company for the quarter ended June 30, 2026 as published in the newspaper - The Free Press Journal (English) and Navshakti (Marathi)",Copy of Newspaper Publication
16-Aug-2026 20:01:29,DIGJAMLMTD,Shareholders meeting,"Digjam Limited has informed the Exchange regarding Proceedings of NCLT Convened General Meeting held on August 16, 2026",Shareholders meeting
16-Aug-2026 19:56:38,NATCOPHARM,Analysts/Institutional Investor Meet/Con. Call Updates,Natco Pharma Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
