symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-1.0600706713780852,1.2307692307692308,-1.2,-0.19,-4.46,0.14,1.42,5.69
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,0.7314578005115067,2.6746611053180374,-1.2,-0.19,,1.93,2.86,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-0.3417634996582365,-10.0,-1.2,-0.19,-1.75,0.86,-9.81,-8.25
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-0.8962957776066071,-0.4781660923985623,-1.2,-0.19,-1.75,0.3,-0.29,1.27
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-4.22382671480144,2.96914418785175,-1.2,-0.19,-1.75,-3.02,3.16,4.72
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-5.687609573123497,3.9733908665947335,-1.2,-0.19,5.41,-4.49,4.16,-1.44
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,1.0482374768089011,4.249210450760825,-1.2,-0.19,-1.37,2.25,4.44,5.62
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,0.7643563379934414,7.859800997651026,-1.2,-0.19,-0.88,1.96,8.05,8.74
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,3.823752848822493,-6.392694063926941,-1.2,-0.19,-1.37,5.02,-6.2,-5.02
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.956106870229008,-2.142857142857143,-1.2,-0.19,-3.12,-0.76,-1.95,0.98
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-3.242509124862051,3.15837104072399,-1.2,-0.19,5.41,-2.04,3.35,-2.25
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-3.482229857941437,-3.4227946836352463,-1.2,-0.19,1.28,-2.28,-3.23,-4.7
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,2.767639902676399,9.56549935149157,-1.2,-0.19,9.09,3.97,9.76,0.48
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.9873210342617,0.0727272727272727,-1.2,-0.19,9.09,-0.79,0.26,-9.02
