symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
STYLAMIND,3642.0,14,10.363636363636363,9.14,14.77,52.29,,13.95,149.61524184643622,3417.58,3824.1,False,0,Strong buy,Non-Energy Minerals
MMFL,589.75,14,12.440419447092468,11.22,13.42,60.65,,12.59,25.97936575538112,550.78,619.24,False,0,Buy,Producer Manufacturing
ETERNAL,318.5,14,11.75438596491228,10.53,2.58,50.11,-0.35,15.68,8.678749234213175,305.48,334.42,False,0,Strong buy,Technology Services
THYROCARE,624.05,14,15.63976651533401,14.42,13.94,68.46,,6.31,26.188178777520537,584.77,655.25,False,0,Buy,Health Services
TECHM,1632.8,14,11.438711438711431,10.22,2.27,66.46,1.82,13.55,39.381089903637005,1573.73,1714.44,False,0,Buy,Technology Services
GUFICBIO,422.2,14,5.299912707320114,4.08,3.6,58.32,,6.11,15.797843315141508,398.5,443.31,False,0,Buy,Health Technology
POONAWALLA,497.9,14,5.722475846692853,4.5,3.83,48.51,,14.56,15.796007361388677,474.21,522.79,False,0,Strong buy,Finance
UJJIVANSFB,72.47,14,10.895179801071164,9.68,11.06,59.97,,14.27,2.4166927878126288,68.84,76.09,False,0,Buy,Finance
AMDIND,54.8,14,18.05256355019387,16.83,19.03,62.83,,24.22,3.3182968211423605,49.82,57.54,False,0,Buy,Producer Manufacturing
UNIONBANK,187.38,14,9.44454179078324,8.22,9.6,56.88,-0.74,9.66,4.728390710664501,180.29,196.75,False,0,Buy,Finance
NATIONALUM,376.0,14,2.5361330788110203,1.32,6.95,35.87,14.76,18.39,13.536312265368212,355.7,394.8,False,0,Buy,Non-Energy Minerals
SJS,2532.5,14,17.007022731472922,15.79,15.61,50.91,,9.34,99.39010334782763,2383.41,2659.12,False,0,Strong buy,Producer Manufacturing
KROSS,210.2,14,13.132400430570494,11.91,11.73,44.53,,13.04,7.8513960866807935,198.42,220.71,False,0,Strong buy,Producer Manufacturing
CRAFTSMAN,10251.0,13,11.423913043478262,10.2,12.4,48.71,,10.93,331.1233733952145,9754.31,10763.55,False,0,Buy,Producer Manufacturing
EIMCOELECO,2005.5,13,11.231281198003328,10.01,12.21,53.31,,18.67,75.64163632993697,1892.04,2105.78,False,0,Strong buy,Producer Manufacturing
HAL,5029.9,13,13.17388173881739,11.95,4.0,62.0,-1.24,7.3,112.62796302528042,4860.96,5281.4,False,0,Strong buy,Electronic Technology
SUPERHOUSE,169.52,13,10.077922077922084,8.86,11.71,60.22,,19.13,8.01575385394418,157.5,178.0,False,0,Buy,Consumer Non-Durables
TITAN,5056.2,13,10.549445744145878,9.33,9.15,59.34,0.91,6.69,95.22010907830324,4913.37,5309.01,False,0,Strong buy,Consumer Durables
IIFL,631.15,13,16.233885819521177,15.01,14.34,52.72,,11.29,17.560490206147076,604.81,662.71,False,0,Buy,Finance
NILKAMAL,1860.0,13,39.01345291479821,37.79,37.61,50.19,,6.64,96.13128532611378,1715.8,1953.0,False,0,Buy,Consumer Durables
