index,expiry,spot,total_ce_oi,total_pe_oi,pcr,max_pain,atm_iv
NIFTY,14-Jul-2026,24275.3,1321342,1173760,0.89,24350,9.86
BANKNIFTY,28-Jul-2026,57930.85,451941,401998,0.89,58400,12.24
