index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24278.8,24398.7,-0.49
NIFTY_BANK,^NSEBANK,57921.5,58200.7,-0.48
NIFTY_NEXT_50,^NSMIDCP,71786.65,72268.95,-0.67
INDIA_VIX,^INDIAVIX,12.29,11.65,5.52
SENSEX,^BSESN,78180.72,78285.07,-0.13
