date,symbol,subject,details,category
08-Jul-2026 09:01:20,SOUTHBANK,General Updates,The South Indian Bank Limited has informed the Exchange about the RBI approval for appointment of Mr. Mahesh Muralidhar Pai as Managing Director & CEO of the Bank,General Updates
08-Jul-2026 08:49:31,SOUTHBANK,Disclosure of material issue,The South Indian Bank Limited has informed regarding the RBI approval for appointment of Mr. Mahesh Muralidhar Pai as Managing Director & CEO of the Bank,Disclosure of material issue
08-Jul-2026 08:46:45,SEPC,Press Release,SEPC MAKES A BIG GLOBAL MOVE; TO ACQUIRE UP TO 90% STAKE IN UAE-BASED AVENIR THROUGH THE PREFERENTIAL ALLOTMENT OF 153 CRORE EQUITY SHARES AT AN ISSUE PRICE OF  RS 10 PER SHARE.,Press Release
08-Jul-2026 08:24:19,PNGSREVA,Updates,PNGS Reva Diamond Jewellery Limited has informed the Exchange regarding 'Quarterly update - Q1- 2026-2027'.,Updates
07-Jul-2026 23:26:29,ADANIENT,Qualified Institutional Placement,Allotment of Equity Shares to all Eligible Qualified Institutional Buyers.,Qualified Institutional Placement
07-Jul-2026 23:16:44,DCBBANK,Credit Rating,DCB Bank Limited has informed the Exchange about Credit Rating,Credit Rating
07-Jul-2026 23:07:31,CAMLINFINE,Resignation of Director/KMP/SMP,Camlin Fine Sciences Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
07-Jul-2026 23:02:13,TI,General Updates,Tilaknagar Industries Limited has informed the Exchange about Update on Further Investment in Round the Cocktails Private Limited (Bartisans),General Updates
07-Jul-2026 22:56:55,RELINFRA,General Updates,"Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates
07-Jul-2026 22:55:54,NAZARA,Updates,"Nazara Technologies Limited informs the Exchange regarding 'Disclosure under Regulation 30 of the SEBI (LODR) Regulations, 2015 - Update on withdrawal of the Scheme of Amalgamation.",Updates
07-Jul-2026 22:48:33,CAMLINFINE,Resignation,"Camlin Fine Sciences Limited has informed the Exchange regarding Resignation of Mr Anvarhusen Bilakhiya as Senior Management Personnel of the company w.e.f. July 07, 2026.",Resignation
07-Jul-2026 22:43:26,ADANIENT,Qualified Institutional Placement,Intimation regarding approval of closure of QIPs and Placement documents,Qualified Institutional Placement
07-Jul-2026 22:36:20,CHOLAFIN,Copy of Newspaper Publication,Cholamandalam Investment and Finance Company Limited has informed the Exchange about Copy of Newspaper Publication regarding the dispatch of Annual Report and Notice of the 48th Annual General Meeting.,Copy of Newspaper Publication
07-Jul-2026 22:31:16,3IINFOLTD,Bagging/Receiving of orders/contracts,3i Infotech Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
07-Jul-2026 22:24:21,SMARTWORKS,Capacity addition,Smartworks Coworking Spaces Limited has informed the Exchange about Capacity addition,Capacity addition
07-Jul-2026 22:07:17,BAJFINANCE,General Updates,Bajaj Finance Limited has informed the Exchange regarding Intimation of Business Responsibility and Sustainability Report for FY2026,General Updates
07-Jul-2026 22:05:24,PERSISTENT,Credit Rating- Revision,Persistent Systems Limited has informed the Exchange about Credit Rating- Revision,Credit Rating- Revision
07-Jul-2026 22:03:44,RBA,Resignation of Director/KMP/SMP,Restaurant Brands Asia Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
07-Jul-2026 21:58:45,VIYASH,General Updates,"Viyash Scientific Limited has informed the Exchange about Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates
07-Jul-2026 21:51:35,RBA,General Updates,Restaurant Brands Asia Limited has informed the Exchange about Reclassification of Promoter and Member of the Promoter Group of Restaurant Brands Asia Limited,General Updates
