symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-0.6851951651397405,1.0180109631949883,1.09,4.95,-3.61,-1.78,-3.93,4.63
HDFCBANK,Finance,NIFTY_FIN_SERVICE,4.328922495274105,12.174796747967482,1.09,4.95,7.09,3.24,7.22,5.08
BHARTIARTL,Communications,,3.949934980494153,8.078418117289173,1.09,4.95,,2.86,3.13,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,3.1427738077876555,13.48684210526315,1.09,4.95,7.09,2.05,8.54,6.4
SBIN,Finance,NIFTY_FIN_SERVICE,-0.3200775945683758,6.387163561076609,1.09,4.95,7.09,-1.41,1.44,-0.7
TCS,Technology Services,NIFTY_IT,3.0393646747389576,-3.138248847926263,1.09,4.95,-2.16,1.95,-8.09,-0.98
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.728908436625357,17.720504009163808,1.09,4.95,7.09,1.64,12.77,10.63
LT,Industrial Services,NIFTY_ENERGY,-4.275925522384454,1.3432108892363717,1.09,4.95,-3.61,-5.37,-3.61,4.95
LICI,Finance,NIFTY_FIN_SERVICE,0.0115460108532528,9.64556962025317,1.09,4.95,7.09,-1.08,4.7,2.56
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,2.826341692055317,4.203676435662375,1.09,4.95,3.54,1.74,-0.75,0.66
SUNPHARMA,Health Technology,NIFTY_PHARMA,2.545396453485273,8.1428651653844,1.09,4.95,7.27,1.46,3.19,0.87
MARUTI,Consumer Durables,NIFTY_AUTO,1.7595929616281536,11.627906976744184,1.09,4.95,3.7,0.67,6.68,7.93
ADANIPORTS,Transportation,NIFTY_AUTO,0.0273298715496037,1.3513513513513564,1.09,4.95,3.7,-1.06,-3.6,-2.35
ADANIPOWER,Utilities,NIFTY_ENERGY,-2.028868927917067,-5.082911200588825,1.09,4.95,-3.61,-3.12,-10.03,-1.47
INFY,Technology Services,NIFTY_IT,7.027833001988076,-8.560509554140124,1.09,4.95,-2.16,5.94,-13.51,-6.4
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,2.433410062479448,3.2243099048944623,1.09,4.95,7.09,1.34,-1.73,-3.87
AXISBANK,Finance,NIFTY_FIN_SERVICE,-0.9065913650888048,5.665610142630745,1.09,4.95,7.09,-2.0,0.72,-1.42
TITAN,Consumer Durables,NIFTY_AUTO,2.839561423137159,9.509626382005322,1.09,4.95,3.7,1.75,4.56,5.81
M&M,Consumer Durables,NIFTY_AUTO,2.431994818652847,5.966499162479059,1.09,4.95,3.7,1.34,1.02,2.27
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,-4.580344784195305,1.64879356568364,1.09,4.95,7.09,-5.67,-3.3,-5.44
ITC,Consumer Non-Durables,NIFTY_FMCG,-0.3821434775056532,2.7777777777777777,1.09,4.95,3.54,-1.47,-2.17,-0.76
NTPC,Utilities,NIFTY_ENERGY,-1.5642458100558725,-1.8247666805961864,1.09,4.95,-3.61,-2.65,-6.77,1.79
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,2.309734513274336,7.464212678936605,1.09,4.95,-6.66,1.22,2.51,14.12
BEL,Electronic Technology,NIFTY_IT,0.9806295399515766,4.523809523809526,1.09,4.95,-2.16,-0.11,-0.43,6.68
HCLTECH,Technology Services,NIFTY_IT,9.822429906542048,2.907434976793048,1.09,4.95,-2.16,8.73,-2.04,5.07
ONGC,Energy Minerals,NIFTY_ENERGY,4.72634705133645,-6.553094832481535,1.09,4.95,-3.61,3.64,-11.5,-2.94
