symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
NAUKRI,1214.35,24.26195958045535,7.25,3888.0,25420.0,25135.4235,58307.0,True,3
SBILIFE,1831.4,3.317161232088468,1.99,667.0,1652.0,6397.744425,34185.0,True,3
HINDPETRO,390.5,2.547268907563022,1.87,650.0,4800.0,8831.61792,35416.0,True,3
OIL,428.15,-11.712547685328389,1.86,341.0,2513.0,2999.00104,18635.0,True,3
UNOMINDA,1124.6,3.726249769415224,1.38,194.0,987.0,3143.71695,14262.0,True,3
BPCL,300.75,3.2086479066575238,1.19,440.0,4499.0,4314.14418,37462.0,True,3
KALYANKJIL,361.7,-0.6182167880203325,1.17,628.0,6512.0,6926.87943,54146.0,True,3
RELIANCE,1290.0,1.0180109631949883,1.03,4792.0,22978.0,25100.2733,471371.0,True,3
INDIGO,5310.5,20.014011616081728,0.96,739.0,6452.0,8669.82237,78030.0,True,3
SRF,2790.8,5.432565168114854,0.9,289.0,1376.0,1477.41926,32282.0,True,3
ASIANPAINT,2678.4,1.327885597548515,0.85,481.0,3249.0,2861.6406,57379.0,True,3
TRENT,2924.6,6.73722627737226,0.77,1029.0,6975.0,6057.86778,133837.0,True,3
ZYDUSLIFE,1171.0,8.41588741783169,0.75,127.0,1468.0,2493.13653,17046.0,True,3
360ONE,1141.4,6.872659176029971,0.68,107.0,280.0,945.49735,15802.0,True,3
SHREECEM,26540.0,10.445276737411568,0.66,125.0,281.0,1618.8913775,18929.0,True,3
BDL,1385.7,16.347607052896727,0.66,221.0,920.0,1176.2487,33473.0,True,3
POLYCAB,9355.5,-2.45034148375997,0.63,199.0,1026.0,2439.413425,32013.0,True,3
POLICYBZR,1581.7,4.059210526315792,0.62,250.0,1273.0,2145.50448,40709.0,True,3
RADICO,4098.0,18.23086466056952,0.62,49.0,462.0,413.35767,8006.0,True,3
JSWENERGY,542.1,-5.721739130434779,0.58,211.0,597.0,1805.05185,36613.0,True,3
PAGEIND,42380.0,10.68164011491251,0.58,107.0,828.0,1589.73588,18706.0,True,3
VEDL,274.35,-11.784565916398709,0.52,565.0,6069.0,3269.746125,109432.0,True,3
PNB,102.82,-2.5772219063862165,0.5,321.0,1313.0,2863.352,64197.0,True,3
MCX,2646.1,-2.752664461595005,0.5,586.0,9254.0,11557.633815,117953.0,True,3
PFC,408.1,-4.246832473017355,0.48,293.0,1833.0,1870.0253,61004.0,True,3
MOTILALOFS,940.8,11.00884955752212,0.48,45.0,175.0,897.2997275,9354.0,True,3
BOSCHLTD,41700.0,13.023444911234584,0.45,76.0,426.0,2181.10157,16998.0,True,3
SHRIRAMFIN,1037.4,14.125412541254136,0.44,258.0,3444.0,5960.4734475,59569.0,True,3
ONGC,246.84,-6.553094832481535,0.43,334.0,6168.0,6685.436475,77459.0,True,3
PAYTM,1240.4,17.998477929984784,0.43,189.0,746.0,2055.56785,44066.0,True,3
LT,3953.5,1.3432108892363717,0.42,670.0,5385.0,7740.3198075,159382.0,True,3
ADANIGREEN,1513.8,0.8796481407437056,0.42,218.0,747.0,2017.38726,52408.0,True,3
DRREDDY,1373.6,8.157480314960623,0.41,179.0,4429.0,3739.7400625,44210.0,True,3
CONCOR,467.3,4.541387024608504,0.4,109.0,774.0,724.40725,27351.0,True,3
JUBLFOOD,450.75,6.472186134404152,0.39,108.0,1396.0,863.67175,27633.0,True,3
MUTHOOTFIN,3120.0,1.2395353364916548,0.37,130.0,1122.0,2944.7038775,35289.0,True,3
COCHINSHIP,1420.2,-0.3368421052631547,0.37,123.0,4345.0,9557.23292,33411.0,True,3
ANGELONE,336.9,3.375268487266033,0.37,70.0,579.0,1836.29825,19130.0,True,3
HINDUNILVR,2193.8,4.203676435662375,0.35,348.0,1778.0,1843.93248,100381.0,True,3
ASHOKLEY,161.81,15.00355366027009,0.33,195.0,2131.0,5548.8835,58474.0,True,3
