symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
METROBRAND,2026-06-29,1031.3,1025.8,127262,121516,95.48,1308.17,4542
ASIANPAINT,2026-06-29,2645.2,2656.9,4752587,3790723,79.76,126247.82,163023
HEROMOTOCO,2026-06-29,4896.1,4813.6,3355142,2640573,78.7,161724.75,147316
BHARTIHEXA,2026-06-29,1477.0,1440.1,933586,723405,77.49,13430.67,38381
NTPC,2026-06-29,352.05,356.1,49895302,38451958,77.07,177567.18,167975
MARICO,2026-06-29,825.8,839.95,7194690,5525183,76.8,60350.01,99077
ICICIBANK,2026-06-29,1387.5,1387.6,13249405,10075322,76.04,184075.51,238572
AUBANK,2026-06-29,1033.85,1030.45,10215789,7664364,75.02,105045.23,130613
INDIGO,2026-06-29,5450.0,5315.2,2860034,2120043,74.13,152590.03,124021
CANBK,2026-06-29,128.95,125.86,89710392,66456678,74.08,113322.43,205247
MARUTI,2026-06-29,13745.0,13412.0,1358592,1003504,73.86,182925.09,163956
SBILIFE,2026-06-29,1744.9,1755.4,3910884,2887976,73.84,68532.47,99425
TATASTEEL,2026-06-29,188.71,189.57,62549132,46178174,73.83,118702.9,347984
NYKAA,2026-06-29,301.35,302.05,28633369,21119816,73.76,86592.18,142403
INDIANB,2026-06-29,832.6,814.7,10505717,7717383,73.46,85882.3,140216
EICHERMOT,2026-06-29,7598.0,7426.0,2326377,1704611,73.27,173009.09,147458
NMDC,2026-06-29,84.94,85.45,43129313,31578043,73.22,36727.34,123700
BAJFINANCE,2026-06-29,980.4,982.05,19875760,14500590,72.96,195522.32,287799
BAJAJFINSV,2026-06-29,1764.6,1759.3,1565424,1142045,72.95,27603.05,76714
HINDUNILVR,2026-06-29,2174.2,2151.3,1423514,1031938,72.49,30764.77,75103
TVSMOTOR,2026-06-29,3569.7,3456.8,4095846,2963592,72.36,141922.8,178104
UPL,2026-06-29,590.5,568.4,13423996,9710329,72.34,76656.63,127475
FORTIS,2026-06-29,954.8,950.4,7667314,5508131,71.84,72745.56,119948
ASHOKLEY,2026-06-29,160.68,157.36,62382187,44752630,71.74,98473.42,206559
MUTHOOTFIN,2026-06-29,3025.6,3021.2,4360814,3119201,71.53,131282.07,157005
CGPOWER,2026-06-29,942.1,956.25,12311661,8800708,71.48,117268.25,208796
LICHSGFIN,2026-06-29,549.85,560.75,5408871,3857302,71.31,30061.01,52014
ANTHEM,2026-06-29,761.7,775.0,609558,434297,71.25,4711.92,24261
CHOLAFIN,2026-06-29,1799.2,1774.0,4523777,3194753,70.62,80445.5,137380
IKS,2026-06-29,1704.3,1699.6,83845,59009,70.38,1424.59,15327
IDFCFIRSTB,2026-06-29,79.22,78.2,58108109,40857320,70.31,45622.66,111215
CUMMINSIND,2026-06-29,5642.0,5541.5,1820384,1278869,70.25,101206.2,131161
SBIN,2026-06-29,1045.4,1036.1,16818246,11810287,70.22,174460.75,261264
KARURVYSYA,2026-06-29,290.5,298.85,7703410,5405156,70.17,22905.34,113490
AXISBANK,2026-06-29,1377.2,1356.8,12602010,8837263,70.13,172967.7,159830
COALINDIA,2026-06-29,435.4,444.85,21400224,14968027,69.94,94901.03,143933
SHRIRAMFIN,2026-06-29,1031.8,1032.65,11369236,7944743,69.88,118546.03,235949
ADANIPOWER,2026-06-29,229.27,227.05,72715673,50755873,69.8,164934.28,206580
LAURUSLABS,2026-06-29,1450.0,1500.3,12321744,8581418,69.64,183924.91,169008
MFSL,2026-06-29,1611.4,1601.5,4724470,3273137,69.28,75467.71,138561
GVT&D,2026-06-29,5043.0,4956.5,3832922,2654656,69.26,188932.42,240588
