index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,23884.35,23946.25,-0.26
NIFTY_BANK,^NSEBANK,57789.15,57727.35,0.11
NIFTY_NEXT_50,^NSMIDCP,71507.5,72199.55,-0.96
INDIA_VIX,^INDIAVIX,13.79,13.61,1.34
SENSEX,^BSESN,76503.88,76728.37,-0.29
