symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-2.6337572428324174,-5.139296187683278,-0.88,1.45,-4.69,-1.75,-6.59,-0.45
HDFCBANK,Finance,NIFTY_FIN_SERVICE,1.532469190983973,6.567924401849743,-0.88,1.45,3.27,2.41,5.12,3.3
BHARTIARTL,Communications,,-2.317047599077365,0.182795698924736,-0.88,1.45,,-1.44,-1.27,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,2.135493372606774,8.775782291584981,-0.88,1.45,3.27,3.02,7.33,5.51
SBIN,Finance,NIFTY_FIN_SERVICE,-0.2881844380403458,7.253564786112838,-0.88,1.45,3.27,0.59,5.8,3.98
TCS,Technology Services,NIFTY_IT,-2.747513027001421,-10.388476647752071,-0.88,1.45,-8.64,-1.87,-11.84,-1.75
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.184240421357027,8.124795104360182,-0.88,1.45,3.27,3.06,6.67,4.85
LT,Industrial Services,NIFTY_ENERGY,-1.0213776722090262,2.9956992436600878,-0.88,1.45,-4.69,-0.14,1.55,7.69
LICI,Finance,NIFTY_FIN_SERVICE,-1.8631436314363143,4.058908045977009,-0.88,1.45,3.27,-0.98,2.61,0.79
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,-1.8702837831581915,-0.6468244668385368,-0.88,1.45,-2.67,-0.99,-2.1,2.02
SUNPHARMA,Health Technology,NIFTY_PHARMA,0.5775401069518692,1.9790706501111528,-0.88,1.45,3.49,1.46,0.53,-1.51
ADANIPOWER,Utilities,NIFTY_ENERGY,-3.7163605296881626,-10.163411717815862,-0.88,1.45,-4.69,-2.84,-11.61,-5.47
MARUTI,Consumer Durables,NIFTY_AUTO,1.5126676602086435,1.2410820451843043,-0.88,1.45,-2.14,2.39,-0.21,3.38
AXISBANK,Finance,NIFTY_FIN_SERVICE,0.6550861180627183,5.508834194892377,-0.88,1.45,3.27,1.54,4.06,2.24
INFY,Technology Services,NIFTY_IT,-3.947618143860306,-14.365482233502537,-0.88,1.45,-8.64,-3.07,-15.82,-5.73
ADANIPORTS,Transportation,NIFTY_AUTO,-2.3682200152788315,-2.5702461337399285,-0.88,1.45,-2.14,-1.49,-4.02,-0.43
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,-1.1432160804020128,1.182975440401174,-0.88,1.45,3.27,-0.26,-0.27,-2.09
M&M,Consumer Durables,NIFTY_AUTO,1.47874910230462,-0.3494037697140688,-0.88,1.45,-2.14,2.36,-1.8,1.79
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,-2.7571614583333277,-0.0167347211995448,-0.88,1.45,3.27,-1.88,-1.47,-3.29
TITAN,Consumer Durables,NIFTY_AUTO,-0.9280000000000084,5.301005782031967,-0.88,1.45,-2.14,-0.05,3.85,7.44
ITC,Consumer Non-Durables,NIFTY_FMCG,-0.738197424892696,-0.993150684931499,-0.88,1.45,-2.67,0.14,-2.44,1.68
NTPC,Utilities,NIFTY_ENERGY,-3.6699741742558105,-11.412499999999996,-0.88,1.45,-4.69,-2.79,-12.86,-6.72
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,-0.7571755590773024,-2.827586206896552,-0.88,1.45,-9.07,0.12,-4.28,6.24
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,-2.818897637795272,-5.750286368843066,-0.88,1.45,-9.07,-1.94,-7.2,3.32
HCLTECH,Technology Services,NIFTY_IT,-3.102710413694718,-7.898305084745766,-0.88,1.45,-8.64,-2.22,-9.35,0.74
BEL,Electronic Technology,NIFTY_IT,-5.52873563218391,-0.5685942414710918,-0.88,1.45,-8.64,-4.65,-2.02,8.07
ONGC,Energy Minerals,NIFTY_ENERGY,-6.927465362673186,-17.23138249682913,-0.88,1.45,-4.69,-6.05,-18.68,-12.54
HAL,Electronic Technology,NIFTY_IT,-3.5047089702022465,-0.789151435439253,-0.88,1.45,-8.64,-2.62,-2.24,7.85
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,-1.0758082497212906,-1.460299833425872,-0.88,1.45,3.27,-0.2,-2.91,-4.73
DMART,Retail Trade,NIFTY_FMCG,1.0044073300858312,4.925419889635909,-0.88,1.45,-2.67,1.88,3.48,7.6
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,-6.498194945848375,-10.018779342723004,-0.88,1.45,-2.14,-5.62,-11.47,-7.88
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,0.2211284685070196,-1.8443481905826529,-0.88,1.45,-2.67,1.1,-3.29,0.83
COALINDIA,Energy Minerals,NIFTY_ENERGY,-2.1702838063439067,-4.227500544780994,-0.88,1.45,-4.69,-1.29,-5.68,0.46
POWERGRID,Utilities,NIFTY_ENERGY,-1.5665346875537998,-5.643564356435651,-0.88,1.45,-4.69,-0.69,-7.09,-0.95
ASIANPAINT,Process Industries,NIFTY_METAL,-0.1798426376920263,-0.4446769552707332,-0.88,1.45,-9.07,0.7,-1.89,8.63
ADANIGREEN,Utilities,NIFTY_ENERGY,-3.369845360824739,-0.0199999999999969,-0.88,1.45,-4.69,-2.49,-1.47,4.67
ETERNAL,Technology Services,NIFTY_IT,-1.1026615969581663,1.3047711781889086,-0.88,1.45,-8.64,-0.22,-0.15,9.94
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,5.464702894870488,8.043704474505718,-0.88,1.45,3.27,6.34,6.59,4.77
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,-5.28445006321112,-13.162409012935225,-0.88,1.45,-9.07,-4.4,-14.61,-4.09
HINDZINC,Non-Energy Minerals,NIFTY_METAL,-7.524487978628673,-20.476299869821585,-0.88,1.45,-9.07,-6.64,-21.93,-11.41
HINDALCO,Non-Energy Minerals,NIFTY_METAL,-4.104104104104104,-18.537414965986397,-0.88,1.45,-9.07,-3.22,-19.99,-9.47
GRASIM,Non-Energy Minerals,NIFTY_METAL,-2.7723704866562064,-2.4661417322834702,-0.88,1.45,-9.07,-1.89,-3.92,6.6
INDIGO,Transportation,NIFTY_AUTO,5.908730158730163,17.314285714285717,-0.88,1.45,-2.14,6.79,15.86,19.45
EICHERMOT,Consumer Durables,NIFTY_AUTO,-7.496723460026212,-3.9727891156462585,-0.88,1.45,-2.14,-6.62,-5.42,-1.83
IOC,Energy Minerals,NIFTY_ENERGY,-4.32413793103449,-4.979452054794527,-0.88,1.45,-4.69,-3.44,-6.43,-0.29
