symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17839269619141.0,1293.9,1301.0,,1335.5410683624707,,1389.121666380441,1344.9379999999985,1419.6290000000026,,,Bearish,0.0,42.577419831410616,-8.652940294570726,-10.89519524927339,2.2423,16.269224586186077,-2.626429861529189,69.28413071891931,40,2063124.0,13680143.2,16183538.633333324,0.1345179687698303,65.2,,,33,1286.96,1280.03,1303.86,1313.83,1296.93,1296.9333333333334,25.64383119611398,1281.08,1306.72,1255.43,1319.54,1345.19,1370.83,0.67,9.0,-5.139296187683278,-6.523623753792801,-19.72,-6.59,-0.45,21.6767436133267,1.9368457167440607,1.382316253609337,11.848934399823971,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,True,0.53,3.0,,,,3.0,23,60,67,,,8.0,30,45,0.36,-0.84,-0.42,0.72,-0.32,-3.01,-0.1,38.0,True,17.0,3.0,Strong sell,1.083333,1671.608696
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12259787061709.0,795.05,798.9,,782.8760605203461,,859.1330303070738,773.4010000000017,895.6969999999982,,,Neutral,50.0,58.092678081212256,7.672503819513395,3.884209289581873,3.7883,18.972814433318703,1.2931583641228153,79.55263671678033,80,7069087.0,32417555.5,37019956.833333336,0.1979599638083569,66.21,,,33,789.84,784.62,803.19,811.32,797.97,797.9666666666666,16.279335209227323,786.91,803.19,770.63,811.33,827.61,843.89,0.67,39.0,6.567924401849743,7.005383580080748,-22.09,5.12,3.3,16.136594276435964,,2.4321914280746424,,13.765023464607,6.44201959554742,1.0041379418372,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,1.52,3.0,,,,3.0,59,40,100,,,64.0,30,55,0.45,-0.72,0.11,0.43,-0.41,-3.01,-0.03,49.0,True,18.0,3.0,Neutral,1.035714,1046.604651
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11267285366795.0,1863.4,1841.1,,1854.7161068934045,,1892.613991607145,1845.501999999998,1951.5069999999987,,,Neutral,50.0,52.10505708650487,8.266619579104372,6.889849383325036,1.3768,15.074491443002067,0.5612520237452828,43.770324480439264,60,1088911.0,7225470.899999997,8675562.100000003,0.1423914233865972,68.16,,,33,1849.9,1836.4,1870.2,1877.0,1856.7,1856.7,33.81236033298229,1846.49,1880.31,1812.68,1897.21,1931.02,1964.84,0.67,29.0,0.182795698924736,2.8934290447266755,-14.31,-1.27,,42.395092962514674,7.618778157976187,,11.07144493337762,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.29608889920501,31.7404423698221,,40,,,-20.29608889920501,,,,67,,,,,,,,0,,,,,,True,1.61,3.0,,,,3.0,51,40,67,,,20.0,30,40,0.0,-0.58,-0.01,0.82,-0.25,-3.01,-0.0,54.0,False,36.0,0.0,Buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,9956107601990.0,1387.0,1387.6,,1309.423578878644,,1330.9370925823953,1296.21,1345.4309999999991,,,Bullish,100.0,70.48323931368758,29.24258904995054,21.7652841886118,7.4773,31.014754259421995,3.949636513527696,99.37379689500358,80,2197254.0,10938119.000000028,16188940.833333334,0.1781217561339128,76.04,,,33,1379.14,1371.27,1398.44,1409.87,1390.57,1390.5666666666666,25.56142549223196,1374.22,1399.78,1348.66,1412.56,1438.12,1463.68,0.67,51.0,8.775782291584981,12.938685774774047,-7.53,7.33,5.51,18.54774003744317,,2.5244166743280294,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,0.41,3.0,,,,3.0,79,80,100,,,64.0,30,45,0.13,-0.24,0.26,0.65,-0.35,-3.01,0.09,66.0,True,18.0,3.0,Buy,1.06383,1686.355556
SBIN,State Bank of India,Finance,Regional Banks,9647380799527.0,1038.0,1036.1,,1020.9258275627406,,993.2171994619572,1019.34,1002.3755000000008,,,Bullish,83.0,58.71331770698911,11.009045486250216,6.939871058587359,4.0692,14.887043259743844,2.2357923766374515,57.03594421910089,80,1393898.0,10059065.00000002,13660493.933333345,0.1248339280529068,70.22,,,33,1033.55,1029.1,1042.2,1046.4,1037.75,1037.75,19.246325654579653,1028.38,1047.62,1009.13,1057.25,1076.49,1095.74,0.67,30.0,7.253564786112838,2.9761904761904763,-15.93,5.8,3.98,11.402909389713653,1.6072613528510813,2.4211824348887294,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,0.77,3.0,,,,3.0,72,60,67,,,64.0,30,40,0.96,-0.1,-0.03,0.97,-0.42,-3.0,0.28,83.0,False,31.0,0.0,Buy,1.2375,1211.6
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7582064313680.0,2053.0,2097.9,,2281.480803766105,,2723.975344288139,2299.5740000000037,2791.112999999995,,,Bearish,0.0,34.02995060691006,-61.63124391871816,-58.2846110125963,-3.3466,22.065971799875108,-6.639381537062301,33.77810765497721,0,1320353.0,4814443.8,5435720.066666666,0.2632221402819009,54.58,,,33,2025.24,1997.47,2092.54,2132.07,2064.77,2064.766666666667,60.47121703960862,2022.76,2083.24,1962.29,2113.47,2173.94,2234.41,0.67,2.0,-10.388476647752071,-15.479621243310005,-41.17,-11.84,-1.75,15.094356269451538,6.926458220197809,11.381317346246757,10.002699402856432,48.723737103705,44.8560477273452,0.1063875419619549,4.581237956478828,1.3531780570392975,25.0309900719419,14.707032183213876,80,,,1.3531780570392975,,,,100,,,,,,,,0,,,,,,True,-1.49,3.0,,,,3.0,7,80,100,,,17.0,30,65,0.76,-1.38,1.16,-0.35,-0.37,-2.73,-0.04,47.0,True,9.0,3.0,Strong sell,1.488889,2842.047619
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6100815446923.0,989.45,982.05,,931.7669582136988,,934.0055387711355,928.5840000000006,967.1852500000012,,,Bullish,100.0,65.95400484236818,20.13223480039392,13.155345578165091,6.9769,25.429714029419493,3.105298806856674,88.64195584219476,100,1540122.0,9169130.9,10198673.166666666,0.1507844847027795,72.96,,,33,981.1,972.75,994.4,999.35,986.05,986.05,22.745815388093327,978.08,1000.82,955.33,1012.2,1034.94,1057.69,0.67,63.0,8.124795104360182,18.81003842459175,-10.25,6.67,4.85,32.419724770642205,,2.332801588917881,25.983506846293647,18.052322754331,4.96055743867703,3.21563939760184,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,1.29,3.0,,,,3.0,87,60,100,,,64.0,30,60,-0.28,-0.12,-0.05,0.13,-0.04,-2.49,-0.07,42.0,False,28.0,2.0,Buy,1.459459,1063.756757
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5805508393862.0,4167.0,4165.2,,4034.354529974658,,3909.1287265941055,4031.515999999999,3936.6575000000007,,,Bullish,100.0,58.76971264355465,60.10887914631212,53.81136766781573,6.2975,22.2854546801649,-0.4634053124402741,78.15391043042874,60,260890.0,1765084.2000000062,1978060.566666667,0.1220931851467405,62.6,,,33,4156.74,4146.47,4185.54,4204.07,4175.27,4175.266666666666,76.58294507299266,4128.71,4205.29,4052.13,4243.58,4320.17,4396.75,0.67,52.0,2.9956992436600878,14.008207934336523,-6.15,1.55,7.69,35.65195071868583,4.487483603777361,5.194458151734301,22.12281610208726,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,0.1,3.0,,,,3.0,71,40,100,,,98.0,30,55,-0.17,-0.1,-0.41,0.65,-0.11,-2.43,-0.03,49.0,False,29.0,0.0,Buy,1.37931,4424.62069
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5355375510071.0,434.55,431.25,,412.577073845514,,419.6581286672453,409.4720000000002,423.4686249999992,,,Bullish,100.0,60.86568458440255,8.388074817634049,6.509746785987016,1.8783,25.590292217568887,5.729927007299272,55.655227656303815,100,1335732.0,6015022.0,6056445.266666667,0.216448509717952,53.26,,,33,430.91,427.28,437.21,439.88,433.58,433.5833333333333,10.51398401354466,429.29,439.81,418.78,445.06,455.58,466.09,0.67,59.0,4.058908045977009,16.65771812080537,-10.49,2.61,0.79,9.568129574338784,,0.4932639592084926,,11.6343965876657,,,10.315815415255356,18.89763573390162,5.59249360662008,,40,,,18.89763573390162,,,,100,,,,,,,,0,,,,,,True,0.01,3.0,,,,3.0,87,40,100,,,64.0,30,40,1.02,-0.23,-0.73,0.25,-0.02,-2.34,0.06,61.0,False,37.0,0.0,Strong buy,1.229167,513.177083
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5106249311401.0,2119.7,2151.3,,2189.673022810177,,2282.3068284247943,2216.833999999997,2322.705063249955,,,Bearish,0.0,40.95206080611652,-10.088641306608224,-9.659389541738207,-0.4293,15.586113378947813,-3.6456202554661696,27.50877541608033,0,235288.0,1145346.3000000005,1914907.700000001,0.1858863875242304,72.49,,,33,2107.16,2094.63,2141.76,2163.83,2129.23,2129.233333333333,42.5657463015668,2098.42,2140.98,2055.85,2162.27,2204.83,2247.4,0.67,21.0,-0.6468244668385368,-0.0094344072833752,-21.71,-2.1,2.02,33.121865087425974,10.21856949861374,0.8245454547418637,33.48593334704829,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,1.86,3.0,,,,3.0,7,100,67,,,47.0,30,40,-0.16,-0.58,0.3,0.96,-0.41,-2.29,0.02,58.0,False,28.0,0.0,Strong sell,1.434211,2563.736842
