date,symbol,subject,details,category
30-Jun-2026 10:07:44,RPOWER,Updates,Reliance Power Limited has informed the Exchange regarding 'Update by the Company'.,Updates
30-Jun-2026 09:57:49,AUROPHARMA,Acquisition,"Intimation of completion of Lannett acquisition by Aurobindo Pharma USA Inc., a wholly owned subsidiary of the Company.",Acquisition
30-Jun-2026 09:57:07,ADANIPOWER,General Updates,Adani Power Limited has informed the Exchange about ESG Rating,General Updates
30-Jun-2026 09:49:51,PUNJABCHEM,Trading Window,"Punjab Chemicals & Crop Protection Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
30-Jun-2026 09:40:56,CARTRADE,Investor Presentation,Cartrade Tech Limited has informed the Exchange about Investor Presentation,Investor Presentation
30-Jun-2026 09:40:35,TIPSMUSIC,Trading Window,"Tips Music Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
30-Jun-2026 09:36:35,MCLOUD,Updates,Magellanic Cloud Limited has informed the Exchange regarding 'Letter of Intent from Manappuram Finance Limited,Updates
30-Jun-2026 09:21:12,DUCON,Analysts/Institutional Investor Meet/Con. Call Updates,Ducon Infratechnologies Limited has informed the Exchange about Outcome,Analysts/Institutional Investor Meet/Con. Call Updates
30-Jun-2026 09:15:49,PARKHOSPS,Capacity addition,Park Medi World Limited has informed the Exchange about Capacity addition,Capacity addition
30-Jun-2026 09:05:12,SUZLON,Bagging/Receiving of orders/contracts,Suzlon Energy Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
30-Jun-2026 08:53:04,CYIENT,Trading Window,"Cyient Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
30-Jun-2026 08:47:12,KPIL,Bagging/Receiving of orders/contracts,Kalpataru Projects International Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
30-Jun-2026 08:36:06,IKS,General Updates,Inventurus Knowledge Solutions Limited has informed the Exchange about Investors  Frequently Asked Questions (FAQs)   WWMG,General Updates
30-Jun-2026 08:02:32,ADANIPORTS,Agreements,"Adani Ports and Special Economic Zone Limited has informed the Exchange that, the Company has entered into Share Purchase and Subscription Agreement on June 29, 2026 with Mundi Limited ( Mundi ), pursuant to which Mundi will invest for 49% interest in Adani Vizhinjam Port Private Limited",Agreements
30-Jun-2026 07:59:25,WAAREEENER,Bagging/Receiving of orders/contracts,Waaree Energies Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
30-Jun-2026 07:56:29,YESBANK,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,"Yes Bank Limited has informed the Exchange about Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
30-Jun-2026 07:06:52,KFINTECH,Updates,KFin Technologies Limited has informed the Exchange regarding 'Submission of Annual Report (Non-Interactive) for the Financial Year 2025-26 including the Notice of the 9th Annual General Meeting of the Company'.,Updates
30-Jun-2026 06:12:00,LUMAXTECH,General Updates,"Lumax Auto Technologies Limited has informed the Exchange that the Company has completed the sale of its entire equity stake aggregating to 50% of the equity share capital of Lumax Jopp Allied Technologies Private Limited, to Jopp Holding GmbH, Germany, the Joint Venture Partner on June 29, 2026.",General Updates
30-Jun-2026 05:56:33,GODREJPROP,Press Release,"Godrej Properties Limited has informed the Exchange regarding a press release dated Jun 30, 2026, titled ""Press Release"".",Press Release
29-Jun-2026 23:53:48,CONTROLPR,Updates,Control Print Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report of the Company for the Financial Year 2025-26'.,Updates
