identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY07-07-2026CE24400.00,Index Options,NIFTY,07-Jul-2026,Call,24400,78.05,876997,44463.7479,167594,24342.05,140.89506172839506
OPTIDXNIFTY07-07-2026CE24300.00,Index Options,NIFTY,07-Jul-2026,Call,24300,132.4,828940,69846.06993,136995,24342.05,109.99206978588421
OPTIDXNIFTY07-07-2026CE24350.00,Index Options,NIFTY,07-Jul-2026,Call,24350,103.3,768799,51316.1800515,112808,24342.05,125.29989094874591
OPTIDXNIFTY07-07-2026PE24300.00,Index Options,NIFTY,07-Jul-2026,Put,24300,80.9,767003,42895.409778,241810,24342.05,-52.243211334120424
OPTIDXNIFTY07-07-2026CE24500.00,Index Options,NIFTY,07-Jul-2026,Call,24500,40.15,726745,18947.3322675,184218,24342.05,160.71428571428572
OPTIDXNIFTY07-07-2026CE24600.00,Index Options,NIFTY,07-Jul-2026,Call,24600,18.15,528025,6287.7217,181256,24342.05,172.93233082706766
OPTIDXNIFTY07-07-2026PE24350.00,Index Options,NIFTY,07-Jul-2026,Put,24350,102.2,465229,31869.8148015,151052,24342.05,-49.580661075481004
OPTIDXNIFTY07-07-2026PE24200.00,Index Options,NIFTY,07-Jul-2026,Put,24200,48.6,459970,15738.33352,206453,24342.05,-57.536041939711666
OPTIDXNIFTY07-07-2026PE24000.00,Index Options,NIFTY,07-Jul-2026,Put,24000,18.65,438294,5666.483979,238897,24342.05,-59.010989010989015
OPTIDXNIFTY07-07-2026PE24100.00,Index Options,NIFTY,07-Jul-2026,Put,24100,29.75,418370,8780.958745,192113,24342.05,-59.606245756958586
OPTIDXNIFTY07-07-2026CE25000.00,Index Options,NIFTY,07-Jul-2026,Call,25000,2.3,394651,572.0466245,167753,24342.05,53.333333333333336
OPTIDXNIFTY07-07-2026PE24400.00,Index Options,NIFTY,07-Jul-2026,Put,24400,127.35,392726,33512.095032,119752,24342.05,-46.76003344481605
OPTIDXNIFTY07-07-2026CE24450.00,Index Options,NIFTY,07-Jul-2026,Call,24450,57.4,355961,13273.9636705,61813,24342.05,151.2035010940919
OPTIDXNIFTY07-07-2026CE24700.00,Index Options,NIFTY,07-Jul-2026,Call,24700,8.15,329476,1775.381426,105096,24342.05,146.96969696969697
OPTIDXNIFTY07-07-2026CE24550.00,Index Options,NIFTY,07-Jul-2026,Call,24550,27.85,304472,5523.578788,60615,24342.05,173.0392156862745
OPTIDXNIFTY07-07-2026CE24200.00,Index Options,NIFTY,07-Jul-2026,Call,24200,199.95,276110,34528.521885,85804,24342.05,84.88210818307905
OPTIDXNIFTY07-07-2026CE24250.00,Index Options,NIFTY,07-Jul-2026,Call,24250,163.95,265248,27761.651424,38035,24342.05,95.87813620071685
OPTIDXNIFTY07-07-2026CE24800.00,Index Options,NIFTY,07-Jul-2026,Call,24800,4.55,264085,739.8341275,86479,24342.05,106.81818181818181
OPTIDXNIFTY07-07-2026PE23600.00,Index Options,NIFTY,07-Jul-2026,Put,23600,5.1,259627,777.9723055,116881,24342.05,-24.444444444444443
OPTIDXNIFTY07-07-2026PE23500.00,Index Options,NIFTY,07-Jul-2026,Put,23500,4.1,251202,609.039249,159507,24342.05,-16.3265306122449
