symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
METROBRAND,2026-07-02,1023.1,1023.8,112377,94998,84.54,1151.21,9811
RAMCOCEM,2026-07-02,931.75,943.15,410962,318039,77.39,3838.09,8527
PHOENIXLTD,2026-07-02,2018.5,2012.5,1663167,1250229,75.17,33269.8,55372
PGHH,2026-07-02,8958.5,8886.0,13586,10148,74.69,1211.16,4057
GLAND,2026-07-02,2465.2,2446.2,459425,334556,72.82,11243.3,30161
GRINDWELL,2026-07-02,2153.8,2173.2,84205,60842,72.25,1826.53,14926
GILLETTE,2026-07-02,7649.5,7613.5,15107,10744,71.12,1151.72,4339
LENSKART,2026-07-02,530.55,530.4,4049057,2867665,70.82,21399.47,97356
ASIANPAINT,2026-07-02,2716.4,2744.5,1629567,1153052,70.76,44653.12,96641
MFSL,2026-07-02,1608.9,1618.3,670618,469544,70.02,10847.17,46807
ASTRAZEN,2026-07-02,8176.5,8242.0,3281,2270,69.19,269.79,1942
SHRIRAMFIN,2026-07-02,1048.1,1066.7,5736423,3936071,68.62,61002.6,131465
CONCOR,2026-07-02,480.25,477.45,2060994,1412436,68.53,9854.12,16321
GRASIM,2026-07-02,3140.4,3169.2,449711,303411,67.47,14217.21,49223
RECLTD,2026-07-02,370.1,369.6,4706399,3163595,67.22,17360.71,43022
EICHERMOT,2026-07-02,7139.0,7250.0,828736,551276,66.52,59733.47,55157
IDFCFIRSTB,2026-07-02,78.93,79.52,24581312,16176624,65.81,19468.48,55977
INDUSTOWER,2026-07-02,388.85,383.75,3629743,2379622,65.56,13955.0,43237
ALKEM,2026-07-02,5567.5,5500.5,163412,106393,65.11,9016.35,26201
LAURUSLABS,2026-07-02,1493.3,1528.0,2761759,1793952,64.96,41740.51,45101
CUB,2026-07-02,216.05,217.8,4341794,2818202,64.91,9413.55,73332
DIVISLAB,2026-07-02,6545.5,6682.5,344354,223372,64.87,22962.29,29111
POWERGRID,2026-07-02,287.55,288.2,6456861,4181306,64.76,18568.7,66030
ICICIGI,2026-07-02,1757.6,1761.0,363624,234987,64.62,6396.97,22314
LUPIN,2026-07-02,2397.5,2399.6,584679,377030,64.48,14004.49,38551
INDHOTEL,2026-07-02,718.75,720.7,3062675,1970713,64.35,22062.14,34923
GMRAIRPORT,2026-07-02,113.53,111.79,22065247,14157693,64.16,24786.33,59461
FEDERALBNK,2026-07-02,331.4,331.0,7433230,4760553,64.04,24574.95,58772
NYKAA,2026-07-02,308.65,314.0,5391222,3450103,63.99,16836.07,52863
HAVELLS,2026-07-02,1188.8,1186.7,612723,391658,63.92,7274.06,28639
ERIS,2026-07-02,1446.4,1448.7,32955,21065,63.92,477.25,8613
JKCEMENT,2026-07-02,5413.0,5531.5,53407,34136,63.92,2946.45,10035
VBL,2026-07-02,515.7,510.65,5284923,3377532,63.91,27063.58,82992
SUNPHARMA,2026-07-02,1866.2,1871.0,1485296,940077,63.29,27829.75,98313
LTTS,2026-07-02,3047.7,3166.9,240594,151241,62.86,7560.53,31057
OBEROIRLTY,2026-07-02,1804.6,1864.7,1203886,753551,62.59,22299.93,63695
BIOCON,2026-07-02,418.2,418.6,2609668,1629729,62.45,10915.41,36592
ANTHEM,2026-07-02,763.1,772.35,965066,602409,62.42,7473.93,28441
HONAUT,2026-07-02,39655.0,39545.0,3825,2380,62.22,1512.72,1670
HATSUN,2026-07-02,920.3,915.1,40713,25251,62.02,371.34,7509
KPIL,2026-07-02,1355.7,1370.2,240426,148708,61.85,3285.3,15236
ICICIBANK,2026-07-02,1379.8,1400.0,15779429,9746817,61.77,220178.71,202269
PETRONET,2026-07-02,279.1,275.2,2032285,1246279,61.32,5624.38,27067
SBILIFE,2026-07-02,1790.9,1784.4,646630,395181,61.11,11513.41,41745
CHOLAFIN,2026-07-02,1803.3,1788.5,1239025,756164,61.03,22237.65,63883
MANKIND,2026-07-02,2490.3,2486.9,180318,109952,60.98,4492.07,16398
PIDILITIND,2026-07-02,1581.9,1605.4,710844,432364,60.82,11379.03,31224
AEGISVOPAK,2026-07-02,235.5,234.73,961446,584686,60.81,2252.54,29357
TATACOMM,2026-07-02,1911.7,1938.0,704700,427479,60.66,13516.26,36170
BEL,2026-07-02,416.25,415.05,10736747,6510494,60.64,44470.28,114643
APLAPOLLO,2026-07-02,1785.1,1788.3,622177,376807,60.56,11135.78,41784
APOLLOHOSP,2026-07-02,8618.5,8696.0,152705,92433,60.53,13253.02,26517
ITC,2026-07-02,290.3,289.9,12722639,7684812,60.4,36848.76,264019
EIHOTEL,2026-07-02,325.2,325.65,104023,62708,60.28,338.72,5190
DALBHARAT,2026-07-02,1708.9,1747.9,383324,230759,60.2,6610.68,22264
PIIND,2026-07-02,2575.0,2608.5,209191,125877,60.17,5451.84,20012
SUPREMEIND,2026-07-02,3221.2,3275.6,360647,217001,60.17,11765.57,31143
IPCALAB,2026-07-02,1696.4,1719.4,172457,103584,60.06,2948.16,20059
TATACONSUM,2026-07-02,1090.9,1107.2,2315853,1384647,59.79,25537.35,72528
AMBUJACEM,2026-07-02,418.85,428.95,6105874,3636548,59.56,26054.93,41018
SUMICHEM,2026-07-02,435.1,441.2,206864,122884,59.4,910.26,6166
RADICO,2026-07-02,3952.6,3972.4,310353,183946,59.27,12295.9,27527
ZFCVINDIA,2026-07-02,2485.6,2433.2,217234,128734,59.26,5313.68,25401
JSWSTEEL,2026-07-02,1216.2,1223.8,1302096,770902,59.2,15946.47,52965
HDFCBANK,2026-07-02,796.15,795.9,34143823,20198744,59.16,272524.82,367026
TATAPOWER,2026-07-02,375.45,376.4,8842116,5206973,58.89,33252.18,72419
HINDUNILVR,2026-07-02,2182.0,2210.6,2585362,1522477,58.89,56892.24,91993
M&MFIN,2026-07-02,315.15,318.0,3182566,1869231,58.73,10119.69,103696
BAJAJHLDNG,2026-07-02,10719.0,10858.0,46088,27002,58.59,5003.21,10889
NH,2026-07-02,1959.6,1986.2,203345,118777,58.41,4020.27,23358
CEMPRO,2026-07-02,1363.3,1431.4,1253308,729311,58.19,17892.15,19039
LALPATHLAB,2026-07-02,1623.1,1650.3,243917,141927,58.19,4018.7,25978
ONGC,2026-07-02,234.99,235.96,14033169,8153526,58.1,32958.3,110517
RELIANCE,2026-07-02,1308.0,1303.5,17795024,10336425,58.09,232035.84,331954
CIPLA,2026-07-02,1456.7,1456.0,731416,424679,58.06,10671.14,54290
KOTAKBANK,2026-07-02,400.45,399.3,12980945,7533646,58.04,51929.43,173231
JSL,2026-07-02,681.9,691.45,556858,322910,57.99,3834.85,48824
TATASTEEL,2026-07-02,185.17,187.67,29139217,16889685,57.96,54461.69,247199
AFFLE,2026-07-02,1430.9,1458.2,193329,111879,57.87,2815.96,17950
ABBOTINDIA,2026-07-02,25550.0,25725.0,4925,2850,57.87,1265.67,2620
COROMANDEL,2026-07-02,1993.2,2006.3,349361,201879,57.79,6986.39,46243
GROWW,2026-07-02,205.29,206.08,17200952,9917168,57.65,35524.53,109564
ESCORTS,2026-07-02,2945.3,2949.4,101356,58377,57.6,2989.22,13259
HDBFS,2026-07-02,752.4,740.15,256895,147789,57.53,1909.32,18242
JSWINFRA,2026-07-02,330.45,327.5,3693720,2122935,57.47,12141.38,82515
INDIGO,2026-07-02,5399.0,5444.0,990986,568465,57.36,53840.35,55198
AIAENG,2026-07-02,4996.0,4800.0,131346,75119,57.19,6344.77,24475
MUTHOOTFIN,2026-07-02,2914.9,2949.7,1212466,692049,57.08,35966.11,60147
IOC,2026-07-02,139.83,141.62,23991977,13637789,56.84,34111.34,94272
TENNIND,2026-07-02,603.95,605.9,938388,532802,56.78,5662.98,80800
MOTHERSON,2026-07-02,147.51,147.59,9629607,5456978,56.67,14186.71,76864
BRITANNIA,2026-07-02,5262.0,5374.0,374142,211863,56.63,20024.24,36331
SCHAEFFLER,2026-07-02,4116.2,4107.0,44965,25401,56.49,1846.41,11833
ASTRAL,2026-07-02,1362.1,1363.2,806625,455354,56.45,10997.98,37211
ITCHOTELS,2026-07-02,177.37,176.97,1135874,639938,56.34,2015.88,15086
BHARTIHEXA,2026-07-02,1456.2,1440.6,224204,126218,56.3,3239.96,21236
SUNDARMFIN,2026-07-02,4568.9,4589.2,42117,23691,56.25,1931.85,8413
JBCHEPHARM,2026-07-02,2298.0,2321.2,86681,48621,56.09,2002.9,9362
IRCTC,2026-07-02,502.7,506.2,777478,436035,56.08,3928.75,24342
NESTLEIND,2026-07-02,1453.8,1446.2,1434136,801496,55.89,20811.94,56352
IGL,2026-07-02,156.81,155.8,3055839,1705683,55.82,4776.65,40761
NTPC,2026-07-02,357.9,358.25,6513560,3633402,55.78,23310.2,132030
NUVAMA,2026-07-02,1788.1,1819.1,226238,126165,55.77,4091.16,23069
SBIN,2026-07-02,1047.4,1051.6,14682790,8183860,55.74,154358.54,199908
HEROMOTOCO,2026-07-02,4834.9,4867.1,775927,431364,55.59,37563.96,79686
TORNTPOWER,2026-07-02,1404.5,1394.3,316300,175372,55.44,4415.54,32190
POLICYBZR,2026-07-02,1684.2,1682.1,897073,497179,55.42,15143.17,41526
TORNTPHARM,2026-07-02,4640.8,4661.4,227461,126021,55.4,10586.25,38484
TITAN,2026-07-02,4398.6,4481.1,820705,454154,55.34,36470.67,71099
TIINDIA,2026-07-02,3097.0,3090.6,297923,164705,55.28,9218.6,34141
CHOLAHLDNG,2026-07-02,1661.4,1687.0,88897,48943,55.06,1499.6,7916
PAGEIND,2026-07-02,43610.0,42885.0,42493,23356,54.96,18269.15,12772
BAJFINANCE,2026-07-02,1014.9,1018.4,8168339,4485878,54.92,82874.81,198144
PRESTIGE,2026-07-02,1625.3,1674.1,1774100,969427,54.64,29582.63,60790
PFC,2026-07-02,430.75,430.05,3255339,1777586,54.61,13979.36,46504
GRANULES,2026-07-02,811.4,825.7,1310179,710343,54.22,10775.34,31811
CPPLUS,2026-07-02,3572.3,3480.3,358417,194190,54.18,12539.44,41819
PIRAMALFIN,2026-07-02,2197.1,2181.3,235936,127723,54.13,5132.88,16307
MRF,2026-07-02,129430.0,132065.0,9911,5346,53.94,13046.92,6693
ABSLAMC,2026-07-02,1144.6,1191.3,260053,140175,53.9,3065.53,21028
MARICO,2026-07-02,851.0,856.0,1249381,673191,53.88,10668.02,44734
TRITURBINE,2026-07-02,677.35,664.8,696873,374688,53.77,4652.19,34375
360ONE,2026-07-02,1065.9,1070.0,905046,485053,53.59,9681.86,41611
BHARTIARTL,2026-07-02,1871.0,1875.0,5282404,2810445,53.2,98453.56,184214
ULTRACEMCO,2026-07-02,11456.0,11536.0,137631,72867,52.94,15854.74,25884
RUBICON,2026-07-02,1368.2,1374.2,168379,89142,52.94,2315.59,15236
BLUESTARCO,2026-07-02,1606.4,1599.1,269798,142665,52.88,4323.51,18315
KARURVYSYA,2026-07-02,300.1,293.95,3063062,1619499,52.87,9060.4,45541
ETERNAL,2026-07-02,279.7,279.7,41301386,21836961,52.87,116265.96,263913
PTCIL,2026-07-02,17386.0,17487.0,12311,6493,52.74,2153.4,4092
MAXHEALTH,2026-07-02,1139.9,1127.4,1053691,555100,52.68,11915.99,45773
PREMIERENE,2026-07-02,1051.6,1050.1,843752,441586,52.34,8898.08,35263
SUNTV,2026-07-02,510.95,514.9,209263,109524,52.34,1080.49,12513
BAJAJHFL,2026-07-02,87.84,88.65,3118742,1631915,52.33,2762.87,22547
SCHNEIDER,2026-07-02,1387.0,1453.9,444621,232454,52.28,6338.88,26330
ADANIPORTS,2026-07-02,1848.2,1883.2,3089068,1614780,52.27,57765.46,92042
DMART,2026-07-02,4328.6,4187.0,1254320,654920,52.21,52866.56,81829
ENDURANCE,2026-07-02,2593.3,2663.0,101892,53142,52.16,2668.64,16698
VAML,2026-07-02,451.95,461.75,12651897,6599013,52.16,58416.14,136691
CANBK,2026-07-02,126.28,126.64,42931827,22334963,52.02,54668.71,267005
CGPOWER,2026-07-02,976.5,959.4,5251907,2725214,51.89,50465.7,93691
KIOCL,2026-07-02,386.95,386.55,62691,32528,51.89,243.09,2115
LICHSGFIN,2026-07-02,554.45,552.9,724232,375681,51.87,4018.92,17133
GVT&D,2026-07-02,4895.7,4822.8,1030337,532656,51.7,49606.12,109181
BHARATFORG,2026-07-02,2108.8,2148.9,773217,399490,51.67,16482.14,43029
HDFCLIFE,2026-07-02,569.95,571.35,1161547,600052,51.66,6643.89,38149
ICICIPRULI,2026-07-02,492.95,495.95,402343,207717,51.63,1993.3,16799
TIMKEN,2026-07-02,3483.8,3494.1,38142,19679,51.59,1339.0,12457
FLUOROCHEM,2026-07-02,3930.9,3972.6,123983,63619,51.31,4914.86,17185
CUMMINSIND,2026-07-02,5663.0,5578.5,325685,166732,51.19,18194.48,48616
ZYDUSLIFE,2026-07-02,1109.2,1099.8,586078,299533,51.11,6452.66,24360
ICICIAMC,2026-07-02,3406.0,3360.4,78817,40186,50.99,2664.93,10741
ASHOKLEY,2026-07-02,162.32,164.73,27360903,13948498,50.98,44957.37,130191
HDFCAMC,2026-07-02,2745.8,2759.6,395005,200951,50.87,10892.84,30163
CRISIL,2026-07-02,4081.7,4081.6,25941,13180,50.81,1054.47,4432
AUBANK,2026-07-02,1051.4,1057.0,1248018,630417,50.51,13218.07,53280
SAMMAANCAP,2026-07-02,176.29,173.94,8634550,4361010,50.51,15121.5,35931
UNITDSPR,2026-07-02,1352.4,1373.4,320446,161771,50.48,4389.67,23014
UNIONBANK,2026-07-02,174.88,174.35,17815906,8960372,50.29,31021.99,64172
LICI,2026-07-02,434.7,432.1,1767476,886667,50.17,7638.44,27995
AXISBANK,2026-07-02,1368.7,1362.6,4013561,2013440,50.17,54785.39,102478
GLAXO,2026-07-02,2464.7,2415.8,63088,31465,49.87,1525.45,10370
GAIL,2026-07-02,174.5,174.29,3376923,1680754,49.77,5872.54,29884
CESC,2026-07-02,169.73,170.2,888684,441766,49.71,1511.22,14754
DABUR,2026-07-02,444.75,447.0,3035247,1507331,49.66,13561.37,42479
VEDL,2026-07-02,275.55,276.1,11185934,5548206,49.6,31018.18,104549
KIMS,2026-07-02,831.0,837.9,564664,279968,49.58,4742.25,33610
UBL,2026-07-02,1359.3,1357.2,125644,62194,49.5,1715.69,10807
INDUSINDBK,2026-07-02,941.6,943.5,1177319,581439,49.39,11053.95,31489
NTPCGREEN,2026-07-02,95.08,96.47,2895703,1427265,49.29,2785.24,25417
3MINDIA,2026-07-02,33435.0,33960.0,2869,1413,49.25,968.22,1651
JUBLFOOD,2026-07-02,421.45,431.6,2138263,1052335,49.21,9186.98,37309
TMCV,2026-07-02,431.45,440.5,9536526,4692218,49.2,42020.1,136100
CENTRALBK,2026-07-02,32.68,32.55,7932979,3895554,49.11,2596.35,14915
CREDITACC,2026-07-02,1502.3,1543.3,360248,176714,49.05,5530.96,27788
AADHARHFC,2026-07-02,517.75,535.7,1367797,669550,48.95,7330.87,47900
ANANDRATHI,2026-07-02,1964.9,1989.7,321343,156634,48.74,6357.21,15494
DEEPAKNTR,2026-07-02,1548.8,1572.4,166533,80749,48.49,2606.11,20452
MEDANTA,2026-07-02,1328.0,1345.3,127209,61669,48.48,1708.25,15309
TMPV,2026-07-02,347.8,345.95,10423984,5041773,48.37,36154.08,101948
LODHA,2026-07-02,992.3,1006.2,3964029,1913187,48.26,39863.99,38176
TATAINVEST,2026-07-02,664.65,667.55,194935,94081,48.26,1301.69,9460
PATANJALI,2026-07-02,413.2,413.45,6457579,3113036,48.21,26637.44,35191
GICRE,2026-07-02,358.95,359.65,561105,270193,48.15,2021.9,15159
JINDALSTEL,2026-07-02,1028.8,1043.8,816316,392711,48.11,8510.08,23427
GODREJCP,2026-07-02,1043.6,1077.2,1748748,841135,48.1,18684.34,51631
SAIL,2026-07-02,168.27,168.12,23051079,11086767,48.1,38661.09,72366
FORTIS,2026-07-02,949.05,974.95,1255791,603478,48.06,12103.92,33170
DLF,2026-07-02,648.7,658.2,5464836,2624504,48.03,35840.15,60864
SWIGGY,2026-07-02,246.98,249.0,10730464,5148530,47.98,26793.46,75068
BELRISE,2026-07-02,237.0,238.2,6306769,3025440,47.97,14982.24,66194
SJVN,2026-07-02,72.63,72.56,1380776,662045,47.95,1003.17,11123
NATIONALUM,2026-07-02,334.65,332.25,7562698,3623864,47.92,25345.12,81500
POLYCAB,2026-07-02,9713.5,9635.0,305059,146051,47.88,29331.41,41917
DELHIVERY,2026-07-02,507.7,509.3,12862727,6157920,47.87,65309.99,178709
SHREECEM,2026-07-02,25920.0,26220.0,10263,4913,47.87,2686.75,5026
EMCURE,2026-07-02,1830.9,1856.5,183639,87704,47.76,3396.99,18699
UNOMINDA,2026-07-02,1088.1,1121.0,575290,274120,47.65,6367.23,27532
AWL,2026-07-02,184.2,183.96,16363736,7770890,47.49,30203.06,85372
HINDALCO,2026-07-02,939.7,949.2,3505234,1664492,47.49,33370.28,99676
JIOFIN,2026-07-02,240.01,239.73,5834832,2768305,47.44,13994.55,50352
ASTERDM,2026-07-02,776.0,790.95,420174,199198,47.41,3317.06,21905
AUROPHARMA,2026-07-02,1552.6,1561.0,647847,306841,47.36,10085.91,30085
POONAWALLA,2026-07-02,442.15,456.9,2003278,947522,47.3,9010.9,38248
OIL,2026-07-02,419.8,420.2,3576519,1688800,47.22,14992.39,54350
TCS,2026-07-02,1982.6,2068.1,6040621,2843436,47.07,123898.73,238163
DEEPAKFERT,2026-07-02,1604.6,1664.3,340166,159744,46.96,5572.98,27153
JSWENERGY,2026-07-02,569.45,565.35,2516897,1181810,46.96,14241.91,56019
SHYAMMETL,2026-07-02,956.8,962.35,463469,217073,46.84,4455.79,15970
IRFC,2026-07-02,91.18,90.83,11833722,5529901,46.73,10765.45,56332
NLCINDIA,2026-07-02,317.1,315.0,2021992,943891,46.68,6399.53,23027
M&M,2026-07-02,3130.0,3175.4,2624368,1224178,46.65,82644.04,134333
BANDHANBNK,2026-07-02,205.04,205.1,3470248,1615132,46.54,7126.26,29840
COALINDIA,2026-07-02,434.75,438.9,4941315,2292981,46.4,21554.14,78961
TVSMOTOR,2026-07-02,3494.0,3626.8,1765454,818857,46.38,63381.74,116040
GODIGIT,2026-07-02,316.05,313.25,254746,117774,46.23,797.91,13010
STARHEALTH,2026-07-02,586.8,588.5,241255,111430,46.19,1421.15,10083
