date,symbol,subject,details,category
21-Jun-2026 14:08:07,3IINFOLTD,Bagging/Receiving of orders/contracts,3i Infotech Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
21-Jun-2026 13:36:26,YESBANK,Updates,"Yes Bank Limited has informed the Exchange regarding Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",Updates
21-Jun-2026 13:30:06,VEDPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,Vedanta Power Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 13:11:05,VOGL,Analysts/Institutional Investor Meet/Con. Call Updates,Vedanta Oil and Gas Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 13:09:27,RRKABEL,Copy of Newspaper Publication,"Enclosed herewith copy of the newspaper publication regarding the dispatch of the Annual Report for the FY 2025-26, along with details of E-voting.",Copy of Newspaper Publication
21-Jun-2026 13:08:42,VEDL,Analysts/Institutional Investor Meet/Con. Call Updates,VOGL : Vedanta Oil and Gas Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 12:42:39,DODLA,General Updates,Dodla Dairy Limited has informed the Exchange about General Updates,General Updates
21-Jun-2026 12:42:18,VEDL,Copy of Newspaper Publication,"Vedanta Limited has informed the Exchange about Newspaper Advertisement   Notice of the 61st Annual General Meeting ( AGM ) of the Company scheduled to be held on Tuesday, July 14, 2026 through Video Conferencing ( VC )/Other Audio-Visual Means ( OAVM ); Remote E-voting and Book Closure",Copy of Newspaper Publication
21-Jun-2026 12:05:58,OSWALPUMPS,Resignation of Director/KMP/SMP,Oswal Pumps Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
21-Jun-2026 12:03:26,HEG,Resignation of Director/KMP/SMP,HEG Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
21-Jun-2026 11:56:36,RAYMONDREL,Copy of Newspaper Publication,Raymond Realty Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
21-Jun-2026 11:41:08,LUMAXTECH,Copy of Newspaper Publication,Lumax Auto Technologies Limited has informed the Exchange about Clippings of Newspaper Advertisement regarding notice for transfer of Unpaid/unclaimed Dividend for the Financial year 2018 -19 and the underlying Equity Shares to Investor Education and Protection Fund (IEPF),Copy of Newspaper Publication
21-Jun-2026 11:37:13,LUMAXTECH,General Updates,Lumax Auto Technologies Limited has informed the Exchange about Intimation to Shareholders for Transfer of Unpaid/Unclaimed Dividend for the Financial Year 2018- 19 and the underlying Equity Shares to Investor Education and Protection Fund (IEPF),General Updates
21-Jun-2026 11:31:04,HEG,Resignation,"HEG Limited has informed the Exchange regarding Resignation of Mrs Vinita Singhania as Non- Executive Director of the company w.e.f. Jun 21, 2026.",Resignation
21-Jun-2026 00:17:04,VOLTAS,Updates,Voltas Limited has informed the Exchange regarding Press Release -Voltas Crosses 1 Million AC Sales Milestone In FY 26-27.,Updates
21-Jun-2026 00:04:23,LT,General Updates,"Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (SEBI LODR)   Incorporation of a wholly owned step-down subsidiary",General Updates
20-Jun-2026 23:46:13,LT,Analysts/Institutional Investor Meet/Con. Call Updates,Larsen & Toubro Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
20-Jun-2026 23:41:53,PRSMJOHNSN,Action(s) initiated or orders passed,Prism Johnson Limited has informed the Exchange about Action(s) initiated or orders passed,Action(s) initiated or orders passed
20-Jun-2026 23:39:20,KMEW,Bagging/Receiving of orders/contracts,Knowledge Marine & Engineering Works Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
20-Jun-2026 23:21:10,SANDESH,Resignation of Director/KMP/SMP,The Sandesh Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
