identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY23-06-2026CE24000.00,Index Options,NIFTY,23-Jun-2026,Call,24000,120.0,7011109,511137.89053599996,139329,24013.1,-44.738659912502875
OPTIDXNIFTY23-06-2026PE24000.00,Index Options,NIFTY,23-Jun-2026,Put,24000,72.35,6190307,494874.80765449995,145104,24013.1,45.57344064386318
OPTIDXNIFTY23-06-2026PE23900.00,Index Options,NIFTY,23-Jun-2026,Put,23900,39.35,5549553,293518.63294650003,88225,24013.1,29.86798679867987
OPTIDXNIFTY23-06-2026PE23950.00,Index Options,NIFTY,23-Jun-2026,Put,23950,53.7,4831181,320401.5083295,62670,24013.1,39.119170984455955
OPTIDXNIFTY23-06-2026CE23950.00,Index Options,NIFTY,23-Jun-2026,Call,23950,151.0,3635845,322188.5867525,37088,24013.1,-40.53947627485726
OPTIDXNIFTY23-06-2026PE23800.00,Index Options,NIFTY,23-Jun-2026,Put,23800,20.4,3387588,106397.363904,78330,24013.1,12.087912087912088
OPTIDXNIFTY23-06-2026CE24100.00,Index Options,NIFTY,23-Jun-2026,Call,24100,72.3,3203522,146301.64621799998,103186,24013.1,-51.687270297360506
OPTIDXNIFTY23-06-2026CE24050.00,Index Options,NIFTY,23-Jun-2026,Call,24050,94.2,2728845,159726.1199625,61554,24013.1,-47.89823008849557
OPTIDXNIFTY23-06-2026CE24200.00,Index Options,NIFTY,23-Jun-2026,Call,24200,40.4,2659227,72389.477394,125825,24013.1,-59.9603567888999
OPTIDXNIFTY23-06-2026CE23900.00,Index Options,NIFTY,23-Jun-2026,Call,23900,186.15,2538757,272067.1632835,32590,24013.1,-37.02638700947226
OPTIDXNIFTY23-06-2026PE23700.00,Index Options,NIFTY,23-Jun-2026,Put,23700,10.75,2390346,43333.387461000006,80471,24013.1,-6.521739130434782
OPTIDXNIFTY23-06-2026PE23850.00,Index Options,NIFTY,23-Jun-2026,Put,23850,28.0,2234693,91002.2856925,45519,24013.1,18.143459915611814
OPTIDXNIFTY23-06-2026PE23500.00,Index Options,NIFTY,23-Jun-2026,Put,23500,3.8,1989369,11728.3249395,146520,24013.1,-32.743362831858406
OPTIDXNIFTY23-06-2026PE23600.00,Index Options,NIFTY,23-Jun-2026,Put,23600,5.85,1801132,18684.943368,79102,24013.1,-24.516129032258064
OPTIDXNIFTY23-06-2026CE24300.00,Index Options,NIFTY,23-Jun-2026,Call,24300,22.3,1688706,27024.362118,107772,24013.1,-63.88663967611336
OPTIDXNIFTY23-06-2026PE23750.00,Index Options,NIFTY,23-Jun-2026,Put,23750,14.55,1596970,38324.08606,39357,24013.1,0.3448275862068966
OPTIDXNIFTY23-06-2026PE24100.00,Index Options,NIFTY,23-Jun-2026,Put,24100,123.35,1502961,177761.209314,49988,24013.1,49.78749241044323
OPTIDXNIFTY23-06-2026CE24150.00,Index Options,NIFTY,23-Jun-2026,Call,24150,54.2,1489695,52869.27555,54204,24013.1,-56.04217356042174
OPTIDXNIFTY23-06-2026CE24500.00,Index Options,NIFTY,23-Jun-2026,Call,24500,8.0,1402806,8370.543402000001,155012,24013.1,-62.35294117647059
OPTIDXNIFTY23-06-2026PE24050.00,Index Options,NIFTY,23-Jun-2026,Put,24050,95.8,1348929,129030.454566,32196,24013.1,48.297213622291025
