symbol,company,sector,industry,close,change_pct,volume,rel_volume,market_cap,pe,pb,roe,debt_to_equity,eps_ttm,div_yield,tech_rating,ma_rating,osc_rating,rsi,momentum,awesome_osc,cci20,stoch_k,stoch_d,macd,adx,atr,sma50,sma200,perf_1w,perf_1m,perf_1y,candle_patterns
VEDL,Vedanta Limited,Non-Energy Minerals,Aluminum,300.8,-1.6993464052287546,15040336,0.8274814171851994,1176049172791.0,6.8100520715417705,2.8766484902903073,20.6091242259573,0.8069114153461829,44.17,14.1313383208645,Sell,Sell,Neutral,43.151932998929134,-14.800000000000011,-14.764411764706153,-77.27799373384626,18.946483623498555,17.111222168334674,-3.0054941118777947,19.70421172469672,11.380373375202499,307.1634651977999,239.18167625244993,-4.203821656050952,-9.547436475717937,75.26066158557853,
INDIANB,Indian Bank,Finance,Major Banks,870.1,-0.6394884092725845,1460346,0.6181194944845059,1170915779419.0,10.013384169393179,1.464206873163084,15.4454937023521,0.964365724971415,86.8937,1.86932014264351,Buy,Strong buy,Sell,55.888263279733366,28.050000000000068,25.618676470587843,142.07442436382587,88.96930942718848,82.45937150132133,4.063059180812161,19.183371066343366,23.133306504201222,866.5150000000003,838.7907499999997,3.7686344663088875,7.399864222674819,38.99361022364218,
HDFCAMC,HDFC Asset Management Co. Ltd.,Finance,Investment Managers,2719.0,-0.33721867898247265,430133,0.42150095548238947,1164758068771.0,40.893367423672736,12.621700300395538,32.929424438466,0.023643607828179702,66.49,1.65608611647806,Strong buy,Strong buy,Buy,58.26937862186872,223.0999999999999,9.496764705882015,68.66780485281065,92.92655901553462,83.67758309203991,0.6595177979806977,20.979611615550695,75.9078422415316,2666.881999999998,2667.4457500000008,12.360014876647792,3.3840304182509504,10.214835832995542,long_lower_shadow_bullish
JINDALSTEL,Jindal Steel Limited,Non-Energy Minerals,Steel,1137.7,0.5124127573107125,1345823,1.1530485094588028,1163716593950.0,34.325764387132594,,6.86633336660421,0.44420499378080996,33.1442,0.17531556802244,Sell,Strong sell,Neutral,36.60211571194288,-43.59999999999991,-64.19764705882312,-79.00075008968435,22.42186295830602,22.18646614910683,-23.588543174581446,27.976532554778043,28.52461641623128,1214.8740000000005,1113.256,-0.2017543859649083,-6.36213991769547,27.266625650204148,
GMRAIRPORT,GMR Airports Ltd,Transportation,Other Transportation,108.83,-1.555857078245137,23639680,1.0501773488792656,1149344476418.0,990.2638762511374,,,,0.1099,0.0,Buy,Strong buy,Sell,65.80830488125065,6.799999999999997,8.694147058823475,136.09376277539997,91.17552876107192,89.29549721798726,3.1343651896745683,20.833495254090824,3.1734032100828635,98.78399999999996,96.33609999999994,6.591576885406469,16.74533361939498,31.437198067632853,
GAIL,GAIL (India) Limited,Utilities,Gas Distributors,173.9,-1.4395828610292407,11093745,1.2327854046321072,1143081107221.0,15.077163169758974,,8.71314468521892,0.278850101516458,11.534,3.45125107851596,Buy,Strong buy,Neutral,61.36938549504454,6.5,9.66055882352913,111.9228713177589,81.92322757540154,84.68392312136383,3.496855178397851,20.500196488272167,4.197613752430612,164.07320000000018,167.91139999999982,4.125501466978035,11.588809034907598,-6.253369272237195,
LTM,LTM Limited,Technology Services,Data Processing Services,3832.5,-4.139569784892446,940238,2.567783242190999,1136222763441.0,22.657404670410877,4.729188817450819,21.480075251534,0.096149843912591,169.15,1.95794337627756,Sell,Strong sell,Neutral,39.29029542771157,-194.69999999999982,-145.20264705881573,-163.43339487967913,27.37482931811772,30.670072632473833,-77.54561031865978,15.122163031580103,134.01500342279977,4218.134000000001,5141.938000000003,-0.5836575875486382,-9.925260881827587,-29.743354720439964,falling_window_bearish;long_lower_shadow_bullish
LGEINDIA,LG Electronics India Limited,Consumer Durables,Electronics/Appliances,1647.8,2.5006220452848997,7829058,14.877745516613487,1121433837070.0,66.3632702376158,,24.7158530466218,0.059898590526244896,24.83,0.0,Strong buy,Strong buy,Neutral,68.48969944767502,148.29999999999995,41.200000000000955,270.30543610100256,85.00618130020314,84.09097108275687,16.790334523763477,11.315656472632973,48.4602082331754,1542.893999999999,,8.05245901639344,8.98148148148148,-3.6430618092509186,
TATACONSUM,Tata Consumer Products Limited,Consumer Non-Durables,Food: Specialty/Candy,1111.5,0.008997660608233673,1309050,1.04022050878905,1099396947574.0001,71.34421094522254,5.048291002478409,7.381437190660331,0.12940934562109602,15.5794,0.900171032496174,Sell,Strong sell,Neutral,40.499743252797025,-19.40000000000009,-51.945000000001755,-70.88786919954563,23.910946894079917,23.747943087212576,-16.093962273460875,25.131676209650315,26.418703104541017,1154.0559999999996,1142.5135000000023,-0.829764453961452,-7.919807803827348,4.346601577168602,
CIPLA,Cipla Ltd,Health Technology,Pharmaceuticals: Other,1351.8,-0.2729620066396197,1476650,1.368922887178097,1093701389658.0001,28.162499999999998,3.1713584339542082,11.8223431780987,0.0178255951231342,48.0,0.960224544816634,Sell,Strong sell,Neutral,43.592702717535516,-49.5,-12.159117647057428,-152.3705124691719,15.777941030358022,19.27189917948856,1.0893995942319634,17.100580189548126,26.20359193167841,1340.4799999999982,1423.1099999999976,-3.0203027476863573,-2.9088558500323205,-10.023961661341863,
INDUSTOWER,Indus Towers Limited,Finance,Finance/Rental/Leasing,411.2,-0.7482500603427523,8098769,1.3340420424494435,1083959917574.0001,15.17645582514597,,19.8073572401825,0.532893940311157,27.0946,0.0,Sell,Strong sell,Sell,41.15229124437121,-18.44999999999999,-6.6183823529404435,-96.62192350279116,12.49347625833155,11.754794375581218,-2.975827218363918,15.835992251731637,10.262731599890481,419.6699999999996,408.3984999999999,-1.3908872901678684,-3.812865497076026,4.924725695330444,
ZYDUSLIFE,Zydus Lifesciences Limited,Health Technology,Pharmaceuticals: Major,1070.8,-0.3350707371556344,887232,0.7884385241411045,1077576024578.0,21.37683763345551,3.974251983832054,19.7397409159005,0.460913121417559,50.0916,1.02717340554674,Buy,Buy,Neutral,55.7190520233619,-18.200000000000045,42.940294117647,-50.42740706381307,28.161730136342282,32.78482996395554,22.21658044084552,43.18475406404445,25.259783009469462,999.482,954.5177500000008,-3.8088393819619197,0.43614875955539684,11.774530271398744,tweezer_top_bearish
LUPIN,Lupin Limited,Health Technology,Pharmaceuticals: Other,2351.6,1.0528125134287312,1186959,1.647830036911557,1075365175453.0,20.192340717843038,,26.920082110480596,0.294730061603856,116.46,0.510225774905396,Strong buy,Strong buy,Buy,62.615951857893165,83.90000000000009,3.2150000000024193,282.3179569940607,82.70459765548092,72.82057615431692,5.006211095382241,11.300244208120242,45.01959283885982,2297.996000000002,2152.4530000000004,3.0499561787905307,3.362489560898422,20.34800409416581,
MAXHEALTH,Max Healthcare Institute Ltd,Health Services,Hospital/Nursing Management,1094.75,0.3943326149754647,2057402,0.7638671794653218,1066723953366.0,74.17005420054201,,14.3327288535586,0.323669838823892,14.76,0.136855070480361,Buy,Strong buy,Neutral,70.32362515557926,117.5,28.687941176472577,206.68584374333477,95.00515452797265,93.8927644985373,13.963382260393246,17.69986573182903,28.227645532664486,1009.1569999999996,1065.6982500000004,7.539292730844794,3.273430498561393,-7.693929173693086,
DRREDDY,Dr. Reddy's Laboratories Ltd.,Health Technology,Pharmaceuticals: Major,1272.1,0.3629191321498942,1312877,1.3890228139541119,1060801881577.0,24.776117077427067,,12.062478622734,0.205114264724993,51.3438,0.629153395462231,Sell,Strong sell,Sell,45.29187761873582,-6.100000000000136,-19.677941176467357,-63.10111105042948,34.031072730315785,29.980350253899875,-6.39269950769949,14.741935988176127,24.59331486584433,1282.6839999999982,1264.001999999997,-1.4639814097598831,-3.8909035962526444,-2.521072796934873,
MARICO,Marico Limited,Consumer Non-Durables,Household/Personal Care,817.05,-0.4508071885470662,2005978,1.0524842284348155,1060512983272.0,60.083832775673784,,43.0543677458766,0.13230403800475102,13.5985,1.28550440744368,Buy,Strong buy,Neutral,52.29136649736519,6.399999999999977,-7.316617647058024,-7.309413877941957,49.31158444937961,38.11539756529585,1.1449104534510752,18.484958861868297,17.507446782382708,803.1520000000015,755.9242499999997,0.2330859351039658,-1.346293165901967,17.73054755043227,
AMBUJACEM,Ambuja Cements Limited,Non-Energy Minerals,Construction Materials,423.95,-1.4069767441860492,2145518,0.6951017653816826,1048176719204.0,22.863321612701426,1.7659065611124256,8.13516304631659,0.0145921206289611,18.5428,0.471642494988798,Sell,Strong sell,Neutral,46.22680055607118,6.399999999999977,-5.467499999998722,-24.039871005570532,47.77021288038451,43.2013502560687,-4.311757449935044,11.149927966938948,11.460979389773813,438.88099999999963,509.73749999999944,2.8380836870830777,-0.9925268566090613,-22.218145124300516,
JSWENERGY,JSW Energy Limited,Utilities,Electric Utilities,570.1,-0.9469203370688788,3659448,1.5577605117444766,1045726863422.0,44.6818349256609,3.2557738445029623,7.706751714850431,2.5050360128657103,12.7591,0.350661874287718,Buy,Strong buy,Neutral,53.13852083835367,-14.100000000000023,8.087205882352919,-10.2694104781789,42.43589783149179,34.15781795444017,4.812402550644492,12.602075249907935,17.37991326867969,553.8150000000004,513.6817500000004,1.4412811387900397,6.980671795834124,13.092640349137076,
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,Hotels/Resorts/Cruise lines,724.75,2.0128087831655925,3177687,1.5775507606350723,1031561369659.0,49.493625070851515,7.903843028968581,17.2170321727997,0.21732201782215999,14.6433,0.31047329929626,Buy,Strong buy,Neutral,71.69676003698564,67.14999999999998,38.197352941176064,203.9435293154016,97.17866893999417,95.21752913804691,14.760242722164662,16.7962438464531,16.705637130181465,658.2839999999987,693.2902500000013,9.852216748768473,11.671802773497689,-4.888451443569553,
GODREJCP,Godrej Consumer Products Limited,Consumer Non-Durables,Household/Personal Care,1000.6,-0.8521601268331372,1412000,1.4929968718966424,1023653890680.0,54.98194926011199,,15.099088605459302,0.34899450325813397,18.1987,1.99920031987205,Strong sell,Strong sell,Neutral,42.298722736435266,2.6000000000000227,-0.9291176470592291,-59.79555760510361,42.4242424242425,55.446355446355504,-7.058640593209816,17.221384139705805,25.962185428804048,1047.6699999999998,1133.7757499999998,-1.9019607843137232,-1.5738736966358449,-16.23273336123901,
MAZDOCK,Mazagon Dock Shipbuilders Ltd.,Producer Manufacturing,Trucks/Construction/Farm Machinery,2518.7,-0.599865819487757,765738,1.0704380973735799,1014238554670.0,36.80200820582356,,31.202344648924303,0.045861148471329195,68.4392,0.764014556446,Buy,Buy,Neutral,55.62674279390111,95.59999999999991,10.052352941172558,135.87294445538078,87.15831031894432,81.58467529854815,-0.21029193578397098,12.944511445668883,66.84257657429451,2524.3019999999997,2560.0235000000025,5.827731092436967,4.945833333333326,-22.42993532491531,
MANKIND,Mankind Pharma Ltd.,Health Technology,Pharmaceuticals: Major,2414.2,0.34081463009143054,484809,1.6047927065379193,998355852472.0,52.165082108902325,,12.4894516420835,0.387202966318494,46.28,0.0413676132955509,Buy,Strong buy,Neutral,56.36255215884025,78.09999999999991,-21.242647058826606,51.83812351620545,75.5029139626107,60.74305526661069,9.797305657469678,18.632947416372065,60.84450189429443,2329.2960000000057,2278.2210000000027,-0.19842910293510466,-3.470611755297888,2.7319148936170135,spinning_top_black
HEROMOTOCO,Hero Motocorp Limited,Consumer Durables,Motor Vehicles,4974.9,-0.9299824757049691,461353,1.000927916085318,995362336418.0,17.351074218749996,,28.088436261029305,0.0360280947046414,286.72,3.51794150165846,Neutral,Sell,Buy,49.82070991334444,139.89999999999964,10.075000000008004,39.51053709028657,74.15990247362646,73.18656276604072,-16.029770805617773,13.437660616835121,115.19562773128006,5057.688000000006,5458.256499999998,1.259922654182773,0.15904972820615335,13.71459919083865,
LLOYDSME,Lloyds Metals & Energy Ltd.,Non-Energy Minerals,Steel,1766.2,0.5694112287894317,235003,0.6135299110288557,992519551208.0,26.687821093986095,7.163108216306563,36.3127133070028,1.49351339387739,66.18,0.0565690849950502,Buy,Strong buy,Neutral,54.61665774742277,-12.399999999999864,7.039117647057083,-13.48142924306553,48.80679034845577,45.931518438955344,14.070542087762533,20.169996880972448,51.219244865704255,1713.7780000000007,1377.2354999999998,2.9614084178617204,6.0780780780780805,17.629037629037633,
ABCAPITAL,Aditya Birla Capital Ltd.,Finance,Multi-Line Insurance,375.9,1.4301133297355515,11199442,4.318735972567256,985554536976.0,26.39747191011236,,11.6167063944962,5.21561677605539,14.24,0.0,Buy,Strong buy,Neutral,61.46258807148571,18.399999999999977,14.756764705882688,114.09485637942451,91.77103503943601,90.9980402323522,5.544496776848064,15.679499205443499,10.886005239966446,352.02099999999956,332.939,9.051348999129676,6.487252124645886,47.41176470588235,
BHARATFORG,Bharat Forge Ltd,Producer Manufacturing,Metal Fabrication,2041.4,1.0644091291648101,1726725,1.8156437944986379,976519940349.0,90.41384686248806,,11.4656757495543,0.762916186491633,22.5784,0.39166727864679,Buy,Strong buy,Neutral,65.6159692078636,111.60000000000014,82.73294117647197,166.82021230454964,90.27635285554142,89.54889713975092,34.58320127233924,12.985115502602914,54.343146950176994,1910.3460000000011,1565.850999999998,4.57991803278689,10.644986449864502,57.15165511932257,
UNITDSPR,United Spirits Limited,Consumer Non-Durables,Beverages: Alcoholic,1320.5,-2.206916981411535,784253,0.9516661040218638,959957741606.0,51.015480426358835,,21.8977246070842,0.0461297888975762,25.8843,1.36384300651614,Buy,Strong buy,Sell,57.796165906062626,73.79999999999995,24.543529411764666,162.23853734553174,83.70460302793713,84.24400109260192,5.65677849711733,15.433559402409625,30.30192079158732,1293.6040000000012,1348.7160000000015,3.9027460854512475,1.5769230769230769,-10.145617855198688,
RECLTD,REC Limited,Finance,Finance/Rental/Leasing,355.35,-0.9339280735990984,2926136,0.5190199556558336,935452869019.0,5.749534827279347,,20.0257293960837,6.0517166599592,61.805,4.7853624208304,Buy,Strong buy,Sell,56.6978071284212,11.450000000000045,10.783823529411734,101.12865254119649,87.03500667582762,91.14291536760577,2.919701404258376,15.254081624515848,8.685831756840175,351.4610000000001,357.2569999999991,4.1318681318681385,6.5836832633473445,-9.164110429447843,doji
ICICIGI,ICICI Lombard General Insurance Co. Ltd.,Finance,Specialty Insurance,1870.1,1.6911364872213108,1503031,2.454371352606691,933926223223.0,33.81735985533454,5.6044345669153035,17.815062537236,0.0005506829731349671,55.3,0.721558566503648,Buy,Strong buy,Neutral,62.3011092263685,112.09999999999991,-1.4085294117642206,121.9488426246561,84.85341385727527,69.00824632810263,1.657137551339929,13.92052496103737,47.37251645707574,1797.0739999999976,1880.9200000000021,8.663567693201621,4.236107240399086,-3.2139530069351068,
ASHOKLEY,Ashok Leyland Limited,Producer Manufacturing,Trucks/Construction/Farm Machinery,156.66,-1.129693909750705,15870225,0.5243952792088382,920432981000.0,26.483416167968354,,26.222398161501705,4.4893337799095505,5.9154,1.99425654116146,Sell,Neutral,Sell,52.53200621581569,11.370000000000005,3.6138823529409194,41.51418381856022,82.8894799486048,79.1925286032817,-0.8724528453295193,19.173573726018436,5.21990361685534,160.36259999999987,163.65195,9.384164222873899,4.439999999999998,34.046376315564295,
LODHA,Lodha Developers Ltd.,Finance,Real Estate Development,918.15,-0.6331168831168856,1749432,1.1068093214492167,917833156586.0,26.815128504672895,,15.774894165286202,0.42497273063015906,34.24,0.462585034013605,Buy,Buy,Neutral,54.542584133186345,23.699999999999932,21.388235294113542,54.69037037037154,69.70990966682474,67.60770856634711,8.498550387118144,13.066720530867808,31.169561055567222,887.1100000000007,1025.4299999999998,3.739901700468903,3.9395483104092324,-36.23515521911244,
SHREECEM,Shree Cement Limited,Non-Energy Minerals,Construction Materials,25075.0,-1.3183785911058639,14059,0.4242190163815708,903627829590.0,51.88931961565276,,7.782832737570209,0.0802895709170677,483.2401,0.559002739113422,Buy,Buy,Neutral,55.43251561978249,990.0,246.80882352936533,62.04941271769608,84.2171387656502,77.79909198063093,30.546346903076483,16.681732210878145,580.9692311169406,24801.899999999958,26531.37499999999,5.423586293882699,2.97741273100616,-14.91347132677299,
WAAREEENER,WAAREE Energies Limited,Electronic Technology,Semiconductors,3125.4,1.9407025669460842,1902606,2.872580919606488,899600762211.0,24.257994411673394,,31.035509316983102,0.255718158608165,128.84,0.0639508857197672,Buy,Strong buy,Buy,55.44483381955063,72.40000000000009,-14.798823529411948,104.33996115238226,64.3867823203442,54.049720342375714,-13.478437958135146,9.133225821045569,76.26685870561762,3173.036000000001,3118.5129999999995,2.8092105263157925,4.180000000000003,15.669874167283496,
IDBI,IDBI Bank Limited,Finance,Major Banks,82.98,-1.9380761049397313,22635586,0.5898282390108828,891911741600.0,9.683969750723556,,14.149135127649501,0.40988980248573004,8.5688,2.53164556962025,Buy,Buy,Neutral,60.77951215640941,9.900000000000006,7.581147058823291,159.15000463419418,69.84432675333011,72.94755711565007,2.333484129137318,24.55562643543125,3.6190318092621974,74.64859999999972,91.27119999999994,13.051771117166208,13.827160493827156,-9.804347826086952,
LENSKART,Lenskart Solutions Limited,Health Technology,Medical Specialties,511.95,1.3662013662013617,36824632,7.599849136585565,891702807545.0,179.12249396452188,,6.65371502593642,0.35436197310960604,2.8581,0.0,Strong buy,Strong buy,Buy,54.747957144916825,5.5,3.0564705882354133,22.02683633509097,34.5210345210345,27.68934768934767,-0.20661060042050394,13.841639285691281,14.468489281527981,510.781,,0.7874790825868688,4.89703923778301,27.35074626865671,
AUROPHARMA,Aurobindo Pharma Ltd,Health Technology,Pharmaceuticals: Other,1497.8,3.7473159243610104,2506592,2.125289190666328,869953715917.0,24.822136745479465,,9.93628258219057,0.21305445598252,60.3413,0.267049437527122,Strong buy,Strong buy,Neutral,59.9243430104545,35.5,-33.01941176470541,133.3769982309356,58.329239437254934,34.630020307415684,1.677912429054686,16.043228941836038,37.90309722222609,1438.4959999999985,1238.9794999999986,1.271129141311694,-0.8145155949937061,35.424954792043394,
NYKAA,FSN E-Commerce Ventures Ltd.,Retail Trade,Internet Retail,302.3,1.4089231801408884,13610176,1.41819579401703,866449908559.0,436.21933621933624,,14.5615969276374,0.860797785782834,0.693,0.0,Strong buy,Strong buy,Neutral,73.67549174200369,40.0,13.274264705882672,272.83713019737894,92.94859151340005,86.26781423607446,5.836216620197888,19.93068982678034,8.50871895075211,268.27939999999995,256.6846999999999,14.204760105780137,12.337421033073202,54.23469387755103,
OFSS,Oracle Financial Services Software Limited,Technology Services,Packaged Software,9638.5,2.5426884408745147,254329,1.3181739024071684,840157701019.0,31.894440767703507,,32.6062919654825,0.00415255861496199,302.2,4.14514215246869,Buy,Strong buy,Neutral,53.87071963220823,-298.0,-171.58970588233387,-59.21379646528874,30.503391023186,27.46785353906793,60.43046570112165,22.867237260482,324.34586370615506,9173.380000000003,8209.917500000005,3.085561497326203,-0.015560165975103735,-0.2225672877846791,
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy Minerals,Oil Refining/Marketing,392.1,-2.3655378486055776,5929061,0.8577912483102588,834212788979.0,4.6233082653573785,,30.9285802851935,0.853687344522525,84.8094,0.0,Neutral,Buy,Neutral,52.56741935533264,7.050000000000011,16.417941176470777,25.104800420978123,76.28205128205128,80.9655937208057,4.167609695241026,17.54689298407581,12.59991580648008,381.3279999999998,420.95650000000006,3.81254964257348,6.839237057220715,-0.40640081280161694,
SUZLON,Suzlon Energy Ltd,Producer Manufacturing,Electrical Products,59.2,1.3004791238877569,139917727,1.4267066505593575,813281285481.0,25.695559703112114,,40.6364087135917,0.0587286760106176,2.3039,0.0,Buy,Strong buy,Neutral,64.71694063173405,3.8900000000000006,3.045941176470606,173.5181123917141,88.52308823654744,83.94571967200604,1.3722550226652857,19.428062285077807,2.0215630277656493,53.82219999999991,51.77984999999993,9.629629629629633,12.654614652711714,-7.499999999999996,
NTPCGREEN,NTPC Green Energy Limited,Utilities,Alternative Power Generation,96.04,0.20868113522537857,5507610,1.9023778263476503,809770307650.0,155.83319811779978,,2.79423924751233,1.67233441900661,0.6163,0.0,Strong sell,Strong sell,Neutral,34.35688916759268,-4.819999999999993,-6.081911764705765,-143.00687147402513,8.748772583768355,8.461967474771646,-2.3488143315742036,27.294236569117107,2.6436534471267223,105.12179999999994,97.88015000000004,-2.019995919200153,-10.2429906542056,-9.906191369605994,spinning_top_white
SRF,Srf Limited,Process Industries,Industrial Specialties,2709.8,0.2515723270440319,321703,0.7066762822364503,803103737814.0,43.76878683673684,5.7196807633783395,13.7626664106887,0.361950927025741,61.9117,0.332189126342598,Buy,Buy,Neutral,52.33534692747643,4.900000000000091,24.787352941175413,-18.475374313692097,55.12672811059909,60.94730689270137,18.221816210393172,10.051221177210374,68.41625563036038,2630.7100000000037,2800.069500000002,0.48577891497016223,3.5381323551887656,-11.859224564142595,
ATGL,Adani Total Gas Ltd.,Utilities,Gas Distributors,727.3,0.4072616828880971,3480575,0.7088947706119519,801266604763.0,121.98721926837858,16.44240816509236,14.4561313776888,0.58650389223834,5.9621,0.0343147347471004,Buy,Strong buy,Sell,55.80729860983722,-34.950000000000045,32.568088235293885,3.783119845586541,26.019611966212683,17.75681095347589,18.77319107953224,32.88772843712632,34.97717685411363,661.4160000000002,598.9040000000023,0.03438553056873668,17.695606440650522,11.207951070336385,
MEESHO,Meesho Limited,Retail Trade,Apparel/Footwear Retail,173.56,1.663542642924088,71815467,1.7363496915857777,798494987388.0,,,-46.5625380451277,0.014278086765098801,-3.0746,0.0,Neutral,Buy,Neutral,48.571013529291584,7.610000000000014,-15.560470588235347,-22.16374185366782,37.685606622676126,27.168790682238125,-3.8613724782240126,15.664383772045348,8.584372921636064,179.2406,,2.0101093217350514,-9.368146214099216,6.8061538461538476,spinning_top_white
YESBANK,Yes Bank Limited,Finance,Major Banks,25.41,-0.27472527472527586,132491220,0.8018988771188896,797192432168.0,22.900144196106705,,7.094998030328379,1.27937457057436,1.1096,0.0,Buy,Strong buy,Sell,72.51022524774763,2.1099999999999994,1.9602058823529127,203.47258198715093,90.23938572719055,86.33415515529335,0.8668399485901546,27.737484144647123,0.7401710937670126,21.742600000000003,21.462599999999973,11.203501094091898,16.55963302752293,27.7526395173454,spinning_top_black
FEDERALBNK,Federal Bank Ltd. (India),Finance,Major Banks,323.95,1.092214073958496,7763307,0.8651271422500293,790734698601.0,18.532608695652172,,11.6525759787347,0.8289482129161909,17.48,0.370484717505403,Buy,Strong buy,Sell,73.15838755923657,19.80000000000001,22.958382352941214,106.30218023949195,95.43675888855402,95.59693528642619,8.948221565681251,33.04995419694228,7.083726613882198,295.36299999999994,260.3820000000002,2.841269841269838,13.328668882280903,56.27110467920886,
NMDC,NMDC Limited,Non-Energy Minerals,Other Metals/Minerals,88.42,-0.12425166610188572,20685578,0.8339304460566697,777460500203.0,10.428854500849216,,23.3730302502741,0.18809077359065002,8.4784,3.95793282822572,Neutral,Sell,Neutral,46.69071127242292,-4.480000000000004,-1.4940882352940434,-67.01737174174012,11.794871794871781,10.739400863163235,-0.22954621105135686,14.6180312816422,2.4874149713414533,89.37180000000006,80.80749999999998,-1.7555555555555538,-0.09039548022598677,29.08029197080292,
AUBANK,AU Small Finance Bank Limited,Finance,Regional Banks,1033.05,0.7509630857755933,1437168,0.890429448468532,772699229004.0,29.398121798520204,,14.2233083477498,0.6944966791535311,35.14,0.0968992248062016,Buy,Strong buy,Buy,60.66877283975086,63.64999999999998,32.099999999999795,113.12418821164727,74.1855730075625,73.05604033352722,9.465967695151221,17.093239873418018,27.218591715339404,1000.1710000000021,922.8207500000004,6.445131375579593,6.841452063295065,29.37382592360676,
DIXON,Dixon Technologies (India) Ltd.,Electronic Technology,Electronic Production Equipment,12517.0,-1.176377704089689,507450,0.8076012071764068,764991233342.0,51.38537719215061,,37.4311000446215,0.212591437924848,243.5907,0.0638814360546825,Buy,Strong buy,Sell,64.22371629788732,1085.0,910.7411764705976,154.65645706308183,86.24401778083387,90.56251656788392,342.5457720520444,20.144069378202108,388.0401506530765,11320.89,13021.4875,8.419229103508012,15.15179392824287,-13.022027656173998,doji
LAURUSLABS,Laurus Labs Ltd.,Health Technology,Pharmaceuticals: Major,1412.9,3.2218001168907175,2349174,1.4043317406397968,762682365570.0,85.87804818749848,14.39159919299482,18.1893903579593,0.475179526269514,16.4524,0.14156786409485,Strong buy,Strong buy,Neutral,63.83960135049657,-33.899999999999864,44.68470588235232,45.84478850142141,35.8749634823254,29.85569879970342,33.06993143483851,35.16632633659573,37.79534760197307,1265.853,1053.5510000000002,0.3480113636363701,5.51904406273339,112.46616541353386,
PERSISTENT,Persistent Systems Limited,Technology Services,Information Technology Services,4829.0,-2.2568565934622002,1504523,3.067007535203286,761530268311.0,40.63279114206836,,26.3492341554519,0.06091564592608561,118.8449,0.766450196273395,Strong sell,Strong sell,Sell,42.51040172216652,-209.5,-80.15588235293853,-157.94288877744927,27.218866855417776,28.768489697178925,-34.6179804279509,12.036185699201042,182.91251678003238,5055.752000000009,5524.933499999998,-1.8495934959349594,-4.188408960139687,-20.036429872495447,falling_window_bearish
NHPC,NHPC Limited,Utilities,Electric Utilities,75.82,-0.15801948907032468,12361623,0.426625082946718,761212677875.0,20.244579728719426,,9.28604700997493,1.2627956342589,3.7452,2.52045394563209,Neutral,Sell,Neutral,48.84317172608822,0.8499999999999943,-2.4401470588232286,-2.185253066393536,55.72163501008789,41.31634121016834,-1.0419201713336008,13.768890483159552,1.9331470251763363,78.60579999999999,79.47985000000007,4.2916093535075515,-3.659466327827204,-8.152634766808001,
NAM_INDIA,Nippon Life India Asset Management Ltd.,Finance,Investment Managers,1186.9,1.6703786191536747,1616527,1.544489389253266,758264082323.0,50.29237288135593,16.25578656148136,34.4763222971891,0.0161703662049219,23.6,1.60060654563835,Strong buy,Strong buy,Buy,65.68855045013194,73.80000000000018,59.312352941178005,185.27844350736962,96.50191634720797,93.50693262144013,28.010740380065272,25.44770610086518,39.231228212364606,1059.3329999999999,917.5705,11.466942148760344,10.214504596527068,59.32612927042084,
POLICYBZR,PB Fintech Limited,Technology Services,Internet Software/Services,1636.7,1.1745070161340174,718290,0.4194533529318434,756711332898.0,113.65972222222223,,9.74878620379553,0.0492560645204526,14.4,0.0,Buy,Buy,Buy,53.19908004093613,102.60000000000014,-52.507352941173394,2.9902162338812337,64.78872842834404,51.19479383456716,-17.49903996259968,22.594438029614988,50.553854577015954,1635.7879999999986,1677.8575000000003,7.198061304689553,-7.5937217705510385,-14.03435054362099,
DABUR,Dabur India Limited,Consumer Non-Durables,Household/Personal Care,423.5,-1.2129694425005804,1915071,1.2711346510473127,751534920288.0,39.72236552079914,,17.0568144945525,0.112729781987334,10.6615,1.8883512333294,Sell,Strong sell,Neutral,41.01256101817039,-0.6499999999999773,-14.324705882353157,-60.87156864738248,41.318806813809125,42.8817862706915,-5.874627958914118,12.38518415176574,9.725133324104764,443.67300000000034,487.5852500000001,0.5938242280285035,-5.8470431302801265,-9.701492537313433,
BHARTIHEXA,Bharti Hexacom Limited,Communications,Wireless Telecommunications,1494.5,3.9435248296007823,272580,2.1334147315034397,747075012207.0,43.118869013271784,10.428878468151622,26.466523634642304,0.856542734327025,34.66,0.6692768463675,Neutral,Sell,Neutral,50.00523090019352,14.0,-41.40735294117985,-42.04340725025454,36.10542936904568,28.463383151730635,-16.761788967677376,15.384759394923716,39.58960913021632,1514.0180000000014,1656.7320000000004,0.5043712172158709,-6.7685589519650655,-14.687749743121358,
SAIL,Steel Authority of India Limited,Non-Energy Minerals,Steel,180.05,-1.1583223539745198,20204155,1.2352515843169178,743701109187.0,22.059814503975794,,5.65614264923237,0.528990878767736,8.1619,0.888642043876701,Sell,Sell,Neutral,40.761701827609436,-10.509999999999991,-9.746735294117286,-79.70038498668255,9.968733378604563,9.5759244400021,-2.4117803426634055,24.980763407897875,5.976435726811344,185.97400000000025,153.0533500000001,-2.6230394808004296,-8.604060913705577,41.771653543307096,
