symbol,company,sector,industry,close,change_pct,volume,rel_volume,market_cap,pe,pb,roe,debt_to_equity,eps_ttm,div_yield,tech_rating,ma_rating,osc_rating,rsi,momentum,awesome_osc,cci20,stoch_k,stoch_d,macd,adx,atr,sma50,sma200,perf_1w,perf_1m,perf_1y,candle_patterns
ADANIPOWER,Adani Power Limited,Utilities,Electric Utilities,231.76,0.5161122435702814,46115820,1.5447948385963974,4463442219175.0,34.82389710301719,6.882716736827256,21.7112750423867,0.841898933241018,6.6552,0.0,Buy,Strong buy,Sell,57.02256474082525,-0.8400000000000034,-2.40108823529431,15.13450908818902,47.04966243355631,30.526575421553456,2.1709786307467027,18.45651004577672,8.121128010063819,218.08180000000002,163.69294999999997,6.09778428859183,5.874828688899035,110.30852994555352,doji_star_bearish;doji
SUNPHARMA,Sun Pharmaceutical Industries Limited,Health Technology,Pharmaceuticals: Major,1838.3,0.7398071021481807,2126703,0.9790082729696046,4407834673261.0,38.43194808561525,,14.7372222437258,0.0553705279005922,47.8326,0.898130256103203,Strong buy,Strong buy,Buy,59.19547541348411,56.09999999999991,-12.965882352938934,84.56507379614293,84.67464656874283,65.42722607749027,2.9797976002998894,12.268400929616273,30.75075747170846,1786.9999999999982,1727.6004999999984,1.7321527393469813,-2.218085106382981,11.540561859110493,
INFY,Infosys Limited,Technology Services,Information Technology Services,1051.4,-6.749445676274937,45665442,4.770131604218016,4267624733429.0,14.69741278565877,4.582511577226914,31.207929188530205,0.0988239348640848,71.5364,4.27817654608547,Strong sell,Strong sell,Sell,32.01587529584893,-146.0999999999999,-41.9138235294115,-234.23603377761123,16.050169499968995,19.149023212434884,-22.95737756411745,15.112779711623208,36.666780582124886,1193.227999999998,1416.8645000000056,-6.124999999999992,-11.423757371524845,-35.254633906028694,falling_window_bearish
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Transportation,Other Transportation,1835.3,-0.36914391183974565,4382841,2.042447922795184,4227880046775.0,31.520283035070243,4.398900325252097,16.1530704741509,0.659545301809201,58.226,0.381460995613199,Buy,Strong buy,Sell,60.65753855060301,11.099999999999909,37.16441176470903,155.10788525156235,80.04736530491412,73.74185908821786,30.68853049068798,20.965999980557033,39.282568934170136,1716.5920000000008,1513.7175000000002,1.7350332594235007,4.93424814179531,33.914629697190804,
AXISBANK,Axis Bank Limited,Finance,Major Banks,1357.9,-0.16175281229320038,4640277,0.6222835057402768,4223099259338.0,16.05842005676443,,13.1179530686341,1.30448607635907,84.56,0.0736485491235823,Buy,Strong buy,Sell,64.1999862913175,85.60000000000014,72.84352941176644,104.16772597073988,85.30805687203794,87.09847288046342,21.5538727121143,20.08538946650089,26.32098714755677,1304.9639999999995,1257.4449999999995,1.9444444444444513,10.04051863857375,11.486042692939252,spinning_top_white
MARUTI,Maruti Suzuki India Limited,Consumer Durables,Motor Vehicles,13395.0,-0.6600415307030555,719756,1.9572425938122553,4210809109617.9995,28.68911006787507,,14.4343896296981,0.000956546651946736,466.9019,1.00798924811469,Neutral,Buy,Neutral,53.07653629800197,345.0,364.5205882352784,59.23736137698797,63.67961934972245,71.72438100273152,85.35411871088581,13.638156886754876,287.9993027046515,13280.260000000007,14858.134999999995,1.2318621523579203,4.2412451361867705,5.0588235294117645,
KOTAKBANK,Kotak Mahindra Bank Limited,Finance,Major Banks,399.25,-0.9182280679985081,17504009,1.271034146586367,3967662295248.0,20.58796229450713,,11.3888534512201,0.526379208443033,19.3924,0.125344697919278,Buy,Strong buy,Buy,59.18780331588966,21.80000000000001,18.787499999998715,78.88014393134193,77.40549828178695,83.13287514318445,5.877348841470052,21.299898600938665,8.281669631202911,383.2900000000002,405.8776500000004,0.3771213073538655,6.098857294711664,-6.695489600373914,
TITAN,Titan Company Limited,Consumer Durables,Other Consumer Specialties,4419.9,0.7292782424394357,941346,1.0590373502522272,3926856066023.0,77.32599944366008,,37.1354338200315,1.95000955231484,57.1593,0.248688732139627,Buy,Strong buy,Neutral,62.952527019181154,159.69999999999982,151.48352941176472,156.56732297249937,95.71703756724605,96.47910495019056,40.04748776511042,13.136619263915437,102.3044212137227,4280.246,3993.9505000000004,8.655784453512942,9.052553663952619,27.052431873059657,
ADANIENT,Adani Enterprises Limited,Distribution Services,Wholesale Distributors,3038.4,0.8296276631047985,3620222,1.795955993243651,3924644786973.0,39.23036996676574,4.853430597036656,14.5230354400057,1.31752238279969,77.4502,0.0414868823858586,Buy,Strong buy,Neutral,69.59007728022698,-9.799999999999727,189.35264705883128,146.1139598459058,69.90407673860909,56.176937252826065,104.78421473555409,50.57868965263991,80.12374650908781,2615.364,2328.857280061297,2.690279843179664,11.911602209944753,27.015789455852616,
M&M,Mahindra & Mahindra Ltd.,Consumer Durables,Motor Vehicles,3074.8,-1.9671608480790632,3408840,1.1323839575019505,3823478342394.0,20.21431858523437,,20.100307279134,1.47090525031325,152.11,0.822844505154975,Sell,Strong sell,Neutral,49.12983526917367,34.30000000000018,13.954411764709675,35.19765090446064,80.3950987746937,85.56305743102445,-5.333051913618419,14.632460510773573,79.07829936240942,3126.5559999999964,3413.488500000001,1.642920895177028,-0.10396361273553666,1.2113232389730146,
ITC,ITC Limited,Consumer Non-Durables,Tobacco,292.5,0.46367851622875594,13874008,1.0340867640630151,3676145768253.0,17.714389534883722,,29.0302721654226,0.0330871512247732,16.512,4.94205862304022,Neutral,Sell,Neutral,51.11848440270794,11.800000000000011,-6.2173529411757045,42.25257968835688,91.01355894895892,82.97050827006066,-2.863356404656713,21.18579783359956,5.126696765803494,299.0100000000012,351.1115000000014,3.1564098042673208,-5.339805825242719,-29.62829303500541,
NTPC,NTPC Limited,Utilities,Electric Utilities,365.8,1.0636828291200506,17465450,1.3279321758533817,3546555595215.0,13.113790272564646,,13.971719277857,1.3338436634662,27.8943,2.41968557758031,Neutral,Sell,Buy,46.14528053172989,4.150000000000034,-23.064117647058538,-19.16201916202028,37.698689193497415,23.654716525494166,-8.129608801402014,28.08563820464545,8.52848246447918,383.9369999999999,354.8187500000004,2.4649859943977623,-5.25770525770526,10.048134777376665,
ULTRACEMCO,UltraTech Cement Limited,Non-Energy Minerals,Construction Materials,11367.0,-0.5511811023622047,403613,1.3432927718133267,3347664578370.0,40.97397447912912,,11.0848066497654,0.31002339489927,277.42,0.681558350189078,Neutral,Neutral,Neutral,51.20613974792113,455.0,-50.42941176475506,31.188637394984436,74.30280008374692,69.94865272812545,-60.29771878370957,18.555100885402705,233.70962374288493,11561.940000000013,11921.305000000008,3.808219178082192,0.5929203539823009,-0.2894736842105263,
JSWSTEEL,JSW Steel Limited,Non-Energy Minerals,Steel,1287.7,-0.47917149702450307,1138608,0.8085537081187104,3150967609863.0,14.110234494849879,,24.8578382502827,0.992573935814019,91.26,0.217306946061312,Buy,Strong buy,Neutral,52.09949253850365,3.7000000000000455,4.92147058823366,-35.585098160458145,54.80059084194983,49.34349807563343,4.659706262879581,10.207566529256331,26.70149162703404,1271.4540000000002,1188.4940000000008,-0.7935285053929086,0.7589984350547766,30.4792785489918,
BEL,Bharat Electronics Limited,Electronic Technology,Aerospace & Defense,426.9,-0.39664022398507826,10829044,0.8743167616491575,3122371973475.0,51.503233278641055,,27.578237667814605,0.00272882916720686,8.2888,0.667212922860822,Buy,Strong buy,Neutral,57.7340090368968,18.69999999999999,-2.270294117647154,166.69508544579395,90.05641905206524,73.10471432578116,-1.5201145229878534,29.176743705533337,9.068347892233923,427.49300000000034,418.0717499999999,4.799312630416092,2.5462406918087837,6.4588528678304185,
ONGC,Oil & Natural Gas Corp. Ltd.,Energy Minerals,Oil Refining/Marketing,246.25,0.3872808805544185,7609532,0.5094031394136775,3097264724499.0,7.478528650736768,,11.5838648377162,0.468885390289315,32.9276,5.48334687246141,Sell,Strong sell,Buy,29.17211188770881,-18.5,-29.612499999999926,-95.93401891219402,9.201398558123687,8.617430890562739,-10.561644390194857,37.40776982659724,6.338865408264781,278.66800000000006,258.2738499999999,-1.6180583300039997,-16.468792401628225,-1.6966067864271457,
HCLTECH,HCL Technologies Limited,Technology Services,Information Technology Services,1131.7,-2.590807367877424,10014063,3.4155049168431764,3065898893636.0,18.43561950002118,,22.9830133959398,0.0693806958025677,61.3866,5.31067445565587,Strong sell,Strong sell,Neutral,41.26807028346795,-23.0,-23.20470588235571,-112.53775520339303,38.16915422885572,38.97180762852404,-19.304945019716342,20.99747756772566,33.00337998150126,1223.095999999998,1451.6294999999986,1.0446428571428612,-2.9583261876179043,-34.1920102343432,falling_window_bearish
HAL,Hindustan Aeronautics Limited,Electronic Technology,Aerospace & Defense,4408.1,-0.07707129094411506,834712,1.0830742465462988,2947993615748.0,32.34111175185363,,23.981248765994103,0.000267292900388683,136.3002,1.13428840416964,Buy,Strong buy,Neutral,56.1663539744725,191.20000000000073,-51.617941176468776,89.72545142558526,82.6591314693635,68.79289727856629,1.104803471975174,19.76199091811555,110.31092320429163,4358.435999999997,4394.827999999998,4.556451612903235,2.5139534883721013,-12.18924302788844,spinning_top_black
BAJAJFINSV,Bajaj Finserv Limited,Finance,Life/Health Insurance,1769.4,-0.12981881808432322,837089,0.7407333010937707,2826891418088.0,29.101973684210527,,13.0410224639984,4.638140151779139,60.8,0.0566187294757106,Buy,Buy,Buy,53.99666313957367,66.20000000000005,8.999705882353055,38.61068414098011,76.46849875408279,75.18840462626697,-3.670832985059633,25.415452711155723,38.68147194066554,1768.523999999999,1939.1749999999995,6.015578190533259,2.129870129870135,-10.726538849646818,long_lower_shadow_bullish
BAJAJ_AUTO,Bajaj Auto Limited,Consumer Durables,Motor Vehicles,10066.0,-0.10915947206509874,739358,2.7526789324330463,2813383155660.0,26.1942029777495,,29.030273005953905,0.58302059719319,384.2835,1.49019452005802,Neutral,Sell,Neutral,45.78059185452833,-276.0,-315.92647058822695,-84.35897435897303,23.57828940705707,15.378170480940234,-45.058851084526395,15.932803514188866,214.20370810125834,10114.999999999998,9423.105000000009,-1.5646391550948562,-0.9056900964756842,18.702830188679247,
DMART,Avenue Supermarts Ltd.,Retail Trade,Specialty Stores,4286.9,-0.4597487635544659,1411377,2.9598749425117656,2794382365004.0,94.09350307287093,,12.945627093647898,0.0991246744200876,45.56,0.0,Buy,Strong buy,Sell,58.304479409539155,142.69999999999982,6.019411764706092,178.63286136699523,89.2329833433165,85.88249961213671,-4.8524840925347235,22.58231452926312,104.36510653491,4302.401999999998,4126.121,5.980222496909756,1.2255017709563079,1.369117994797816,spinning_top_black
COALINDIA,Coal India Ltd.,Energy Minerals,Coal,451.3,-0.15486725663716563,6128782,0.7085488704717692,2782163863608.0,8.944231832586494,,28.4998777304872,0.11815277650435499,50.4571,5.84782367925573,Sell,Sell,Neutral,45.02624319743985,-21.0,-11.046029411764778,-67.27415012003681,29.836309523809575,33.03736256247968,-2.7661264575110636,14.455322893063327,11.869348945935794,457.54699999999934,419.78000000000037,-0.4521892577478794,-1.0307017543859625,15.614192391443574,spinning_top_black
NESTLEIND,Nestle India Ltd.,Consumer Non-Durables,Food: Major Diversified,1414.8,1.0282776349614298,1832928,1.098672059102607,2729239641380.0,77.96802583503711,52.90275249117446,76.3392886362,0.08612809459818459,18.1459,0.847846822340764,Buy,Strong buy,Neutral,53.19222903207165,28.59999999999991,-29.383235294118094,12.597258243798382,45.391705069124434,36.18791602662575,-0.3640540754840913,16.524123804496615,31.56422784996053,1397.4300000000003,1286.108,-1.1389839983229653,1.0571428571428538,20.881749829118235,
POWERGRID,Power Grid Corporation of India Limited,Utilities,Alternative Power Generation,292.25,1.2296501558711506,10295261,1.264694437055475,2719496411202.0,17.06320245219676,,16.3699433823053,1.47342682943454,17.1275,3.07797537619699,Buy,Buy,Buy,50.16811376294232,6.600000000000023,-9.633823529411586,44.76930105071039,65.72116318432809,46.29529429537755,-3.5823421753418643,20.505291143892144,6.312447196384507,301.6840000000001,285.92500000000024,1.159570785739018,-1.7647058823529411,1.9002789400278899,
ASIANPAINT,Asian Paints Ltd.,Process Industries,Industrial Specialties,2732.9,-0.8021778584391981,838991,0.6759036320260594,2622206859741.0,60.59510875590342,12.258699329976787,21.2175691783947,0.18383891886378098,45.101,0.916323731138546,Buy,Strong buy,Neutral,62.1223437660042,46.20000000000027,113.10588235295381,77.85797719712333,59.63819691577703,60.364768683274065,50.628315907680644,36.132058304011956,57.2264731044453,2574.8899999999967,2553.6290000000126,0.2641523278423991,6.6705698672911815,20.392070484581502,
ETERNAL,Eternal Limited,Technology Services,Internet Software/Services,264.3,2.2239412105975633,29061365,1.013575448602908,2549622742607.0,659.2666500374158,,1.19418568608578,0.148224661071659,0.4009,0.0,Buy,Strong buy,Buy,62.10115830772327,7.800000000000011,7.403235294117849,154.3732684246468,89.84894637812972,83.97000353353287,2.5143116659574503,14.465577043892239,8.085817401998709,249.43400000000005,281.5245999999999,10.58577405857741,8.765432098765435,6.576878099923385,
TATASTEEL,Tata Steel Limited,Non-Energy Minerals,Steel,198.96,-0.7779772591262728,31571461,1.0190759083198362,2482974483670.0,22.988930742033137,2.428751851532655,11.1658444765541,0.904216549954903,8.6546,1.80995475113122,Sell,Strong sell,Neutral,39.68147953301523,-7.810000000000002,-10.57055882352924,-77.6379592443835,29.759711202751728,22.593482851391617,-3.2531129119636546,18.533185383456807,4.582441250016623,208.99759999999958,188.29529999999986,-0.519999999999996,-4.115662650602406,30.89473684210527,long_lower_shadow_bullish
ADANIGREEN,Adani Green Energy Limited,Utilities,Alternative Power Generation,1502.4,-0.2920095566763913,2962921,0.8579612120538223,2472823191376.0,148.91318353470578,12.829017899571095,11.0122321101223,5.29367547952307,10.0891,0.0,Buy,Strong buy,Sell,60.85056348541865,-23.299999999999955,68.69705882352991,84.40844190865558,64.29211469534052,59.51314217443251,46.49417460818313,37.513296184077255,49.273254998928685,1337.3609999999994,1069.3352499999994,1.5135135135135196,10.470588235294125,54.886597938144334,
HINDZINC,Hindustan Zinc Limited,Non-Energy Minerals,Other Metals/Minerals,563.55,-1.3824481581940835,3550093,0.7537655868270196,2380333269670.0,17.2149926686217,10.52268553200293,76.9406202197191,0.39033982942242296,32.736,1.9526049525162,Sell,Strong sell,Neutral,39.032625524497405,-3.25,-45.380294117647054,-64.36346966377016,32.11214075806405,29.446857806134705,-14.570847203050334,22.365326940557658,17.800493766301237,603.1930000000002,554.6459999999995,0.463499420625708,-9.469879518072297,24.102620568156777,long_lower_shadow_bullish
SHRIRAMFIN,Shriram Finance Limited,Finance,Finance/Rental/Leasing,1001.9,-0.07978458162960687,2611538,0.44123112488781185,2358595030015.0,18.815023474178403,2.8598007718750424,16.3817962828343,2.76078386992197,53.25,0.0,Buy,Strong buy,Sell,61.041552961626486,78.60000000000002,55.08573529411785,107.68205931119691,90.75166944399878,92.91797374570417,11.320836362275031,18.78834434578571,27.962762689015594,967.4939999999997,884.6005000000001,10.341409691629954,8.902173913043477,51.6307226636398,doji
HINDALCO,Hindalco Industries Limited,Non-Energy Minerals,Other Metals/Minerals,1010.0,0.1487357461576599,6013455,0.7899886933623214,2268013408203.0,16.777408637873755,,10.2892136523597,0.726042040371056,60.2,0.495417389150359,Sell,Sell,Neutral,40.41391741096884,-82.59999999999991,-67.33529411764744,-94.58536423621608,19.832511564072583,14.465283666499934,-16.581324225156777,22.545658046108677,31.802475127388764,1054.4990000000005,902.3644999999998,-3.349282296650718,-2.734976887519269,57.07620528771384,
GRASIM,Grasim Industries Ltd.,Non-Energy Minerals,Construction Materials,3149.5,0.13990016215700904,534084,0.8025204193546501,2147503852775.0,43.05030440713737,,4.94229376529854,2.20211883801592,73.1586,0.316917031121252,Buy,Strong buy,Neutral,63.429097295510566,61.80000000000018,103.01676470588245,50.11830058637172,68.70583484756712,69.12535852594549,50.17730999616242,17.733865917435406,62.428431060364694,2955.9880000000003,2829.827499999999,0.9455128205128205,8.297228526236166,17.51865671641791,
EICHERMOT,Eicher Motors Limited,Consumer Durables,Motor Vehicles,7611.0,0.13156163662675965,682982,1.451149370337555,2094004392929.0,37.91471555245591,,23.7742646881326,0.020475973251155903,200.74,0.917611588123484,Buy,Strong buy,Neutral,64.41478324185584,541.0,347.95147058824114,120.52109385203745,86.93414357075052,86.14079582492582,116.51479956945877,15.5416928279677,177.1871677447751,7198.170000000001,7134.287499999993,4.5179895633067835,11.712901805372082,40.68391866913124,
IOC,Indian Oil Corp. Ltd.,Energy Minerals,Integrated Oil,143.43,-1.8342344808705815,15764700,1.1990120865076035,2025691588351.0,4.692008243645524,,20.7368251518756,0.600509572013718,30.569,6.9710700592541,Neutral,Buy,Neutral,53.724687254555135,5.170000000000016,4.832147058823409,65.7494772723295,76.6532618409294,77.9490616621984,0.7166692063536857,16.649147769860733,3.6519060731425297,141.79000000000016,154.75175,4.693430656934312,6.504789485408792,1.8968456947996704,
INDIGO,InterGlobe Aviation Ltd,Transportation,Airlines,5021.5,0.1935432379584145,1070918,0.9309676772133995,1942509325267.0,,,-29.2778760412013,11.153074837543599,-61.97,0.199050528976781,Buy,Strong buy,Neutral,70.71129722474363,540.1999999999998,428.8029411764737,164.46470163039191,95.28118206423933,90.92676717817086,139.66652726474967,24.169559899775248,129.5525732426627,4506.545999999993,5017.619500000002,9.18677973472494,20.189085686931545,-4.922843889046672,
WIPRO,Wipro Limited,Technology Services,Information Technology Services,180.8,-1.1157295996499628,37469436,1.4856215480932902,1895056851740.0,14.377047616018322,2.139395585248347,15.4024358149173,0.22918153807230401,12.5756,6.09080841638981,Strong sell,Strong sell,Neutral,36.321903303519164,-17.569999999999993,-11.965117647058833,-81.05909499784973,20.573638254558112,20.659838811279204,-4.955892495762157,24.74186902274577,5.134954809730332,196.92180000000022,227.4606000000001,1.2034704729918868,-7.096243769590464,-31.21552216092829,falling_window_bearish
ADANIENSOL,Adani Energy Solutions Ltd,Utilities,Electric Utilities,1507.4,-1.0437865161163173,2482204,0.9006581339527068,1809612127082.0,79.3330842223263,7.121465345666499,9.61155674172042,1.93398299638895,19.0009,0.0,Buy,Strong buy,Neutral,57.24414973026019,-71.59999999999991,66.41294117646999,23.263045410133216,36.6509619159796,34.21808128726895,39.40993104100721,22.885784735237415,57.61246799513851,1387.1689999999999,1060.1882500000002,0.560373582388265,14.283548142532227,78.39053254437871,tweezer_top_bearish
SBILIFE,SBI Life Insurance Co. Ltd.,Finance,Life/Health Insurance,1800.2,-0.4093826067714021,352560,0.36115320718102384,1804454861221.0,73.08082653351195,,13.6969644884375,,24.633,0.150104239054899,Sell,Sell,Neutral,49.55182501582283,17.40000000000009,-41.527352941177014,4.421266371290218,71.51375688985394,55.77484098945421,-19.86681472979035,20.02814220393154,38.06837784395665,1842.207999999999,1920.4415000000001,3.34098737083812,-3.215053763440858,0.28969359331476574,doji
VBL,Varun Beverages Ltd.,Consumer Non-Durables,Beverages: Non-Alcoholic,529.5,-0.38566456589219356,9495702,1.9605127215481417,1789742086421.0,56.27171960848911,,,,9.4097,0.283473495228196,Buy,Buy,Neutral,54.45456468394111,6.2000000000000455,17.671911764706124,-0.931178976040112,53.12264860797588,68.98678303269813,8.116462614610668,16.323312353278276,14.363658288110686,505.921,471.41199999999924,0.6653992395437263,4.334975369458128,15.108695652173912,
DIVISLAB,Divi's Laboratories Limited,Health Technology,Pharmaceuticals: Major,6743.0,-0.35466233190483226,372371,1.04572746062771,1789563403796.0,69.6914888119477,,16.1865742199811,0.00041763617922558303,96.755,0.445027925502325,Buy,Strong buy,Neutral,55.09232157643336,120.0,-22.18676470587343,72.0651035371842,73.50954281573735,64.73953824326364,26.772202839578313,22.778739766232476,144.80924622224788,6568.439999999994,6347.587499999997,0.34972840241089365,-2.2044960116026107,3.0252100840336134,
TRENT,Trent Limited,Retail Trade,Apparel/Footwear Retail,3205.8,0.8208321539768018,2456189,1.2704819054313836,1708546231354.0,99.4058841039889,24.474016302269142,27.632845428645304,0.36669539620999103,32.2496,0.104028711867052,Buy,Strong buy,Neutral,74.80062462359113,431.60000000000036,205.07754001088233,245.03532559839945,97.46009647743176,92.51650260409959,84.63335601254994,19.233284503455277,94.2618003838808,2801.6006772138,2850.668180055197,16.236403190717915,19.242690404808474,-17.091379724887926,
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,Finance,Investment Managers,3429.0,-0.07867820613689479,4005867,5.440568978002856,1702794671275.0,,40.63158234003788,85.8015819232555,0.040660054612974304,,0.0,Strong buy,Strong buy,Buy,61.815468562645464,180.0,45.66117647058627,132.74170320124247,48.43556661167249,31.476385451754066,23.35240996960647,15.604627190601175,124.52380409012825,3286.1539999999986,,4.224924012158055,11.331168831168831,31.884615384615383,doji
POWERINDIA,Hitachi Energy India Limited,Electronic Technology,Electronic Equipment/Instruments,36880.0,1.5977961432506886,114962,0.7808661241362633,1643855627150.0,166.40646855513342,,21.0400987426079,0.0166345953214476,221.626,0.0162687158018037,Buy,Strong buy,Neutral,61.37184993080401,10.0,689.5294117647136,78.5132431976469,65.07923478578105,49.23516580401458,673.306633549415,20.405123036609254,1325.098939953931,33263.99999999999,23614.455,8.7905604719764,11.757575757575758,99.77249336438979,
BSE,BSE Ltd.,Finance,Investment Banks/Brokers,4020.2,0.14198530327562134,2001904,0.48846275911392123,1637423710435.0,65.80125408986825,,44.7884694063302,2.99714821347488e-06,61.0961,0.149246057410079,Buy,Buy,Neutral,52.342999445996504,140.19999999999982,51.88735294117896,-26.453901128224768,50.79860519025411,51.312145579351814,46.419913460933,24.824493368759352,144.31488570410025,3840.7179999999976,2930.741499999999,1.7772151898734132,-3.5923261390887333,51.99243856332702,
TVSMOTOR,TVS Motor Company Limited,Consumer Durables,Motor Vehicles,3442.9,-0.4251503933364131,926221,0.8930442283094581,1635534992165.0,54.15050597513063,,33.4114656986002,3.4284977912538896,63.5802,0.348573752396445,Neutral,Buy,Neutral,52.14383478791267,59.0,8.979999999994561,74.72141238607288,85.20746567946945,84.41666824627445,-12.269547366864117,16.137132226966038,84.81148905190496,3505.25,3571.745999999997,3.7018072289156656,4.793936811347172,24.64340018825575,spinning_top_white
SOLARINDS,Solar Industries India Limited,Process Industries,Industrial Specialties,18052.0,1.6212564737671697,283451,2.57346305466127,1633245921706.0,97.37478612285233,,31.4632851754671,0.242786592748359,185.3868,0.0554050385342043,Strong buy,Strong buy,Neutral,58.123261423013446,-389.0,42.100000000016735,3.448999710367606,47.21651981926163,29.82576766334618,213.66557487547107,29.39590901326118,553.6595803830339,16628.98000000001,14254.314999999991,3.72328200413698,0.0,5.622842431689193,
