symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
GVT&D,5533.5,14,24.34831460674157,22.85,21.77,48.86,13.61,1.78,244.19426633360715,5167.21,5810.18,False,0,Strong buy,Producer Manufacturing
WELCORP,1423.4,14,11.359724612736663,9.86,8.78,63.29,,7.96,45.66722379795634,1354.9,1494.57,False,0,Buy,Producer Manufacturing
CAMS,823.15,13,6.708581799325901,5.21,12.73,47.98,-2.62,7.42,23.668954972015733,787.65,864.31,False,2,Buy,Technology Services
MOTHERSON,145.54,13,11.738963531669858,10.24,9.16,55.5,6.0,4.28,4.576903383986624,138.67,152.82,False,0,Buy,Producer Manufacturing
ASIANPAINT,2732.9,13,6.6705698672911815,5.17,7.93,62.9,-0.83,9.25,57.2264731044453,2647.06,2869.54,False,2,Buy,Process Industries
KIRLOSENG,1991.5,13,20.1145958986731,18.61,17.53,54.87,,3.07,78.80036044822778,1873.3,2091.08,False,0,Buy,Producer Manufacturing
SHYAMMETL,970.3,13,7.233243078963356,5.73,4.65,45.21,,13.23,26.59880177091884,930.4,1018.82,False,0,Buy,Producer Manufacturing
VBL,529.5,13,4.334975369458128,2.83,6.23,57.06,3.27,11.04,14.363658288110686,507.95,555.98,False,0,Buy,Consumer Non-Durables
EICHERMOT,7611.0,13,11.712901805372082,10.21,9.13,68.08,1.05,8.13,177.1871677447751,7345.22,7991.55,False,0,Buy,Consumer Durables
BANKINDIA,146.57,13,5.979754157628331,4.48,1.49,52.49,0.79,21.69,4.168812599042368,140.32,153.9,False,0,Buy,Finance
THERMAX,4702.4,13,7.358279491335797,5.86,4.78,55.47,,7.92,174.18741176085555,4441.12,4937.52,False,2,Buy,Producer Manufacturing
RBLBANK,378.85,13,17.655279503105596,16.16,13.17,41.01,-0.38,0.28,10.740920578034007,362.74,397.79,False,0,Strong buy,Finance
ADANIENT,3038.4,13,11.911602209944752,10.41,7.42,57.15,-0.11,0.7,80.12374650908781,2918.21,3190.32,False,0,Buy,Distribution Services
TITAN,4419.9,13,9.05255366395262,7.55,6.47,54.06,0.58,14.01,102.3044212137227,4266.44,4640.89,False,0,Buy,Consumer Durables
ADANIPORTS,1835.3,13,4.93424814179531,3.43,2.35,70.89,2.68,5.8,39.282568934170136,1776.38,1927.06,False,0,Buy,Transportation
SCHAEFFLER,4329.9,13,9.158977461806074,7.66,6.58,57.81,,11.28,134.5314705214475,4128.1,4546.39,False,0,Strong buy,Producer Manufacturing
KIOCL,405.45,13,8.119999999999997,6.62,9.38,40.04,,56.51,17.12968023952737,379.76,425.72,False,0,Buy,Non-Energy Minerals
KPIL,1398.7,13,12.689332903641636,11.19,11.71,56.26,,8.49,46.44460385063296,1329.03,1468.64,False,0,Buy,Industrial Services
TRITURBINE,672.3,13,4.564896181662634,3.06,1.98,28.26,,17.15,29.93465161074793,627.4,705.92,False,0,Buy,Producer Manufacturing
LAURUSLABS,1412.9,13,5.51904406273339,4.02,7.06,44.5,3.04,3.12,37.79534760197307,1356.21,1483.54,False,0,Strong buy,Health Technology
