symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
PFC,Power Finance Corporation Limited,Finance,Finance/Rental/Leasing,1423333868920.0,431.0,429.3,,430.6679461735262,,413.7552948975578,441.8749999999998,401.1917499999996,,,Bullish,83,50.13882782366981,-2.615000610358436,-3.796326911247845,1.1813,10.331494476530112,0.6069094304388476,93.2426380954384,80,3496218.0,5757402.100000012,6113852.83333334,0.5388550032834805,56.03,,,33,427.1,423.2,433.45,435.9,429.55,429.55,11.43379382316013,425.28,436.72,413.85,442.43,453.87,465.3,0.67,33.0,0.2325581395348837,3.855421686746988,-11.41,-1.27,-4.26,5.491362252809068,,0.4320431866009568,28.348529128406184,20.6712157883608,2.47792945077801,7.62077597825215,5.786490300965984,12.660082966110217,37.2168721868242,,80,,,12.660082966110217,,,,100,,,,,,,,0,,,,,,True,1.55,3.0,,,,3.0,72,80,100,,,60.0,30,40,False,47.0,0.0,Buy,1.076923,513.076923
GVT&D,GE Vernova T&D India Limited,Producer Manufacturing,Electrical Products,1419842072090.0,5533.5,5250.0,,4613.189693005683,,3649.839479627828,4604.928,3518.8185000000026,,,Bullish,100,67.75847283086365,174.92040206189267,142.46752905109676,32.4529,29.67909677324872,16.642074198988194,76.69121570975726,100,1247092.0,767874.7,891419.5333333333,1.7036196446323069,48.86,,,100,5298.0,5062.5,5700.5,5867.5,5465.0,5465.0,244.19426633360715,5411.4,5655.6,5167.21,5777.69,6021.89,6266.08,0.67,91.0,24.34831460674157,46.36565624504047,-1.75,22.85,21.77,114.88251194811342,,1.0609672134320784,83.43904967777956,55.26056369583729,54.8945508283702,0.0089209713450966,44.59171073783286,102.73332603772948,26.3796039836876,,80,,,102.73332603772948,,,,100,,,,,,,,0,,,,,,True,13.61,5.0,,,,5.0,100,80,100,,,86.0,30,60,False,46.0,0.0,Strong buy,1.25,5209.142857
TECHM,Tech Mahindra Limited,Technology Services,Information Technology Services,1382519380442.0,1409.6,1447.7,,1454.3860633777924,,1488.309781354137,1452.4640000000018,1492.013500000001,,,Bearish,0,42.61069704338575,-3.069655796568668,4.67042309503983,-7.7401,11.588345672210696,-6.23919116668885,14.166538809235306,0,5864187.0,2360829.3,2663814.533333333,2.940019351167846,41.2,,,100,1363.34,1317.07,1436.54,1463.47,1390.27,1390.2666666666664,47.13513456228751,1386.03,1433.17,1338.9,1456.74,1503.87,1551.01,0.67,32.0,-3.026967528893781,3.5937385169398004,-23.97,-4.53,2.99,26.007380073800736,,2.041828098424522,14.662095620393842,16.8871946350188,16.1134361251924,0.0738197019118432,7.222537805515556,13.081577300229508,12.589016358240896,,60,,,13.081577300229508,,,,100,,,,,,,,0,,,,,,True,5.8,3.0,,,,3.0,20,60,100,,,39.0,30,65,False,32.0,2.0,Strong sell,1.560976,1572.666667
ENRIN,Siemens Energy India Limited,Producer Manufacturing,Electrical Products,1365312667054.0,3833.9,3783.4,,3366.8923346883785,,3136.7299502471733,3328.986000000003,3052.6795,,,Bullish,100,64.07718074465666,114.55264773410728,108.16092573885146,6.3917,29.00594941508136,9.508711796629536,77.1159465210705,100,539337.0,442346.7,749203.9666666667,1.2717542779935345,47.68,,,67,3774.26,3714.63,3869.26,3904.63,3809.63,3809.633333333333,148.03816062088785,3759.88,3907.92,3611.84,3981.94,4129.98,4278.01,0.67,86.0,21.72270374956346,38.15855855855856,-3.38,20.22,19.14,104.2324820157576,28.37463008034952,,75.02781059504132,30.2166239878192,29.3687007410563,0.04482729955526,,,18.9312330429407,,60,,,,,,,33,,,,,,,,0,,,,,,,,,,,,,93,60,33,,,86.0,30,60,False,50.0,0.0,Strong buy,1.607143,3567.571429
UNIONBANK,Union Bank of India Limited,Finance,Major Banks,1342369568272.0,175.76,176.12,,170.24016782151844,,163.14518497542826,171.33679999999993,161.84935000000004,,,Bullish,83,60.731215279210254,1.5647994819553332,0.1424833694560216,1.4223,12.536102872945456,6.405133793437452,98.79564488047733,80,11232086.0,12393596.1,12870749.233333332,0.8940478614414724,45.94,,,33,174.61,173.46,176.8,177.84,175.65,175.65,4.629339065090141,173.45,178.07,168.82,180.39,185.02,189.65,0.67,25.0,11.522842639593906,1.011494252873558,-14.47,10.02,7.03,6.905059362452757,,0.8863201264398626,,15.7152450864734,9.92144995780535,0.582985761644167,-0.5722144111463945,7.80666310894259,41.214520782245465,,100,,,7.80666310894259,,,,67,,,,,,,,0,,,,,,True,1.67,3.0,,,,3.0,72,100,67,,,60.0,30,40,False,26.0,0.0,Buy,1.464286,200.428571
SIEMENS,Siemens Limited,Producer Manufacturing,Electrical Products,1340188347409.0,3759.6,3746.2,,3607.472527498858,,3350.905596744996,3675.277999999999,3278.686999999993,,,Bullish,100,57.01334179396295,10.350165755174658,3.9139839227914015,6.4362,14.014974477723626,3.741721854304633,92.57133302423688,80,339876.0,362275.3000000002,533373.8333333333,0.937130353311234,42.97,,,33,3721.36,3683.13,3786.96,3814.33,3748.73,3748.7333333333336,108.22363694495546,3705.49,3813.71,3597.26,3867.82,3976.05,4084.27,0.67,69.0,6.685584562996593,20.45753099868636,-4.51,5.19,4.11,72.97586881580173,,,68.36848901632908,10.416226400748,10.2779868805256,0.0221528590627303,-25.52140473117893,-32.456853377524425,9.6962842515375,,20,,,-32.456853377524425,,,,33,,,,,,,,0,,,,,,True,0.34,3.0,,,,3.0,79,20,33,,,86.0,30,50,False,52.0,0.0,Buy,1.84,3697.0
BPCL,Bharat Petroleum Corporation Limited,Energy Minerals,Oil Refining/Marketing,1329306948129.0,306.6,316.3,,304.21929705918785,,323.0802136454303,301.0390000000002,335.749,,,Neutral,50,53.93119783503843,3.049889283877405,0.5103518505374647,2.5395,15.441736209806232,7.522356654392442,84.01076822693642,80,11322845.0,9897464.600000042,10178621.56666666,1.2151520491754448,67.96,,,100,302.8,299.0,312.7,318.8,308.9,308.90000000000003,8.859939728041029,302.17,311.03,293.31,315.46,324.32,333.18,0.67,39.0,8.781266631186801,6.27383015597921,-21.72,7.28,7.8,5.069243283996667,,0.0557736729496544,4.057711154846941,28.4691073757862,20.7792764357878,0.543319144824023,3.3959949737922512,93.76503717847268,7.325076182149861,,80,,,93.76503717847268,,,,67,,,,,,,,0,,,,,,True,1.22,3.0,,,,3.0,72,80,67,,,7.0,30,75,False,53.0,0.0,Neutral,1.71875,330.59375
TMPV,Tata Motors Passenger Vehicles Ltd,Consumer Durables,Motor Vehicles,1323835666870.0,359.5,364.65,,367.16565102279566,,373.654661091125,364.0060000000007,371.5260581499992,,,Bearish,17,42.440078919612205,2.464963143850639,7.255325964996764,-4.7904,25.954075168670972,-7.583547557840617,2.499898110497064,20,11928855.0,14178755.8,13528687.6,0.8556501939557123,49.19,,,33,356.09,352.67,363.34,367.17,359.92,359.9166666666667,13.19001323257037,352.9,366.1,339.71,372.69,385.88,399.07,0.67,59.0,0.2369998605883236,15.594855305466238,-19.5,-1.26,-2.34,1.634278108219669,1.1812602637387797,0.0064070354436094,7.804676314479432,-0.197185073528123,-0.136207616729928,0.726300103508584,-20.39536712338672,258.72962549229044,0.48934038392216,,60,,,258.72962549229044,,,,33,,,,,,,,0,,,,,,True,-2.16,3.0,,,,3.0,21,60,33,,,77.0,30,65,False,37.0,0.0,Sell,1.928571,377.703704
IRFC,Indian Railway Finance Corp. Ltd.,Finance,Finance/Rental/Leasing,1299793580809.0,99.51,100.13,,99.52331133424644,,110.73506192016406,100.32179999999993,112.3494,,,Bearish,17,54.19587333052633,-0.313884184786545,-0.9756203471835372,0.6617,16.94684192036748,5.0791974656811005,93.96234088108902,80,13152144.0,10806902.8,9920066.566666666,1.2765403959901036,48.11,,,100,98.64,97.76,100.6,101.68,99.72,99.71666666666664,2.2843603291419754,98.37,100.65,96.08,101.79,104.08,106.36,0.66,34.0,3.440748440748443,4.1989528795811575,-30.49,1.94,-1.05,18.549379264064424,,2.385402884541337,77.66393967890488,12.8119032837177,1.49075007124173,7.69128964227588,0.6688880203402295,7.824653789721231,26.6111421220087,,40,,,7.824653789721231,,,,67,,,,,,,,0,,,,,,True,2.95,3.0,,,,3.0,59,40,67,,,60.0,30,65,False,,0.0,Neutral,3.0,60.0
TATAPOWER,Tata Power Company Limited,Utilities,Electric Utilities,1284846072506.0,402.35,402.9,,408.6510581783727,,396.885186047686,418.481,392.0397499999996,,,Neutral,50,44.280882140781344,-4.702727691132964,-4.714151127742758,0.0114,19.64605572571467,-0.4576942107867308,71.18041564030193,40,4585159.0,5673113.799999905,5945658.033333303,0.8372793509876731,48.61,,,33,400.0,397.65,404.2,406.05,401.85,401.8500000000001,8.429705474231922,398.14,406.56,389.71,410.78,419.21,427.64,0.67,23.0,-2.294803302574062,0.087064676616921,-13.45,-3.79,-3.27,34.329326041142295,3.25918231178131,,15.09151979835144,9.9516438899686,3.948725027977941,1.9292266372752105,-4.657486923516411,-5.625296926458871,13.269513215019,,20,,,-5.625296926458871,,,,33,,,,,,,,0,,,,,,True,2.57,3.0,,,,3.0,43,20,33,,,21.0,30,35,False,40.0,2.0,Sell,1.684211,439.8
HDFCLIFE,HDFC Life Insurance Co. Ltd.,Finance,Multi-Line Insurance,1278154308155.0,591.85,591.3,,599.7553170130604,,667.7864318406132,596.9920000000005,698.4034999999993,,,Bearish,17,53.09522488698637,-6.324415064268919,-9.693847620122968,3.3694,15.675396095192214,4.835709857408568,100.0,80,2678289.0,2635131.8,3059857.7666666666,0.971959702065166,49.56,,,33,586.16,580.48,595.66,599.48,589.98,589.9833333333332,13.589943081038074,585.06,598.64,571.47,605.44,619.03,632.62,0.67,7.0,-1.7839362761367408,-6.795275590551178,-27.89,-3.28,-6.27,66.80022573363432,,12.581554203637786,,11.2807395906579,9.57280976022923,0.174596074039102,3.267633185177848,5.304443942617386,1.98798389807174,,20,,,5.304443942617386,,,,100,,,,,,,,0,,,,,,True,-3.94,3.0,,,,3.0,45,20,100,,,60.0,30,50,False,29.0,0.0,Neutral,1.114286,771.914286
GROWW,Billionbrains Garage Ventures Limited,Miscellaneous,Investment Trusts/Mutual Funds,1254719335938.0,199.87,200.54,,191.69696227698088,,,198.2271999999999,,,,Bullish,100,55.20100306577529,2.1126097656152183,0.9918024762157802,1.1208,19.2574895609502,5.272305909617608,57.30376274931506,80,92308697.0,43347163.8,55609016.53333333,2.216045229374962,63.7,,,100,197.4,194.93,202.59,205.31,200.12,200.12,7.061374972990936,196.34,203.4,189.28,206.93,213.99,221.05,0.67,76.0,7.624791341338644,25.507064364207224,-12.03,6.12,,61.29665409267949,,3.670021420601052,40.41688453664952,28.7174704276615,28.182864787685403,0.0302781319306978,18.90182248059241,16.75797615211086,58.9321174475282,,60,,,16.75797615211086,,,,100,,,,,,,,0,,,,,,,,,,,,,92,60,100,,,47.0,30,60,False,73.0,0.0,Buy,1.333333,213.0
MUTHOOTFIN,Muthoot Finance Ltd,Finance,Finance/Rental/Leasing,1254067056822.0,3126.1,3182.4,,3281.424350530195,,3268.473629563729,3354.261999999998,3421.719,,,Bearish,0,44.82123806626907,-64.24303279686319,-81.74504696948897,17.502,23.86956262358923,5.444058420750838,93.30805907635522,60,1096624.0,827491.9,887854.7,1.4183700379961195,48.86,,,100,3091.56,3057.03,3148.86,3171.63,3114.33,3114.333333333333,101.70717715232956,3075.25,3176.95,2973.54,3227.81,3329.51,3431.22,0.67,10.0,-4.107361963190187,-5.240982115792667,-24.66,-5.61,-8.6,11.850737046015858,,0.1209791795159873,16.987611488938033,30.9220753241802,7.74769145093202,3.85957606014672,54.23846389030453,99.72100031042024,49.1759217243109,,80,,,99.72100031042024,,,,100,,,,,,,,0,,,,,,True,10.48,5.0,,,,5.0,44,80,100,,,60.0,30,60,False,47.0,0.0,Sell,1.642857,3875.428571
PNB,Punjab National Bank,Finance,Major Banks,1250432272574.0,108.77,109.58,,108.28055801573012,,112.32980898479,107.91699999999996,115.54845000000002,,,Neutral,50,55.14484663341473,0.5642327604959547,0.0576727990848228,0.5066,16.218262566072887,2.894711947781669,85.3470049618943,80,13771644.0,22011298.5,22036764.666666742,0.5967327103612683,49.44,,,33,108.22,107.67,109.4,110.03,108.85,108.85,2.4722879995056304,107.53,110.01,105.06,111.24,113.71,116.19,0.67,17.0,8.347444964637907,-1.5656108597285103,-19.52,6.85,3.86,6.796638235386009,0.8335459921664915,,,12.9933088241475,5.15758687212321,1.5433022195710602,6.412284317150589,-2.413517650143611,44.11132050578314,,40,,,-2.413517650143611,,,,67,,,,,,,,0,,,,,,True,1.58,3.0,,,,3.0,59,40,67,,,60.0,30,55,False,33.0,0.0,Neutral,1.815789,120.421053
BRITANNIA,Britannia Industries Ltd,Consumer Non-Durables,Food: Specialty/Candy,1250034270777.0,5195.0,5245.0,,5385.187248374306,,5636.443569918076,5431.259999999992,5803.494999999994,,,Bearish,17,43.49078560039783,-62.8124523097913,-89.29259269765882,26.4801,25.71722061481184,2.293984444225657,94.00618783639736,80,273184.0,274289.0,473233.3333333333,1.039076430601452,65.58,,,67,5170.0,5145.0,5230.0,5265.0,5205.0,5205.0,87.00748704151563,5151.5,5238.5,5064.49,5282.01,5369.01,5456.02,0.67,4.0,-3.4386617100371746,-9.415867480383609,-18.01,-4.94,-1.54,49.39184801572173,,3.06300691677762,34.62911588334507,53.5528158407889,48.2594342947161,0.270295463090613,6.737681738559534,16.280481265982026,17.0020348179968,,60,,,16.280481265982026,,,,67,,,,,,,,0,,,,,,True,0.23,3.0,,,,3.0,52,60,67,,,26.0,30,30,False,40.0,0.0,Sell,1.414286,6280.416667
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Health Services,Hospital/Nursing Management,1221709409063.0,8489.5,8411.5,,8089.277753271596,,7617.609388929611,8026.370000000001,7596.627500000007,,,Bullish,100,63.49361467399808,124.53258954280318,135.40539649526283,-10.8728,15.68025446183809,1.567266854100616,51.16846068839231,60,333583.0,388073.2,465503.5,0.8930989596580349,61.68,,,33,8419.34,8349.17,8540.34,8591.17,8470.17,8470.166666666666,148.55504369412145,8415.22,8563.78,8266.67,8638.06,8786.61,8935.17,0.67,62.0,7.136547198384654,17.39611422249879,-1.56,5.64,8.68,62.89296527792697,12.87602286613004,1.8204043488947184,34.230478047993,21.9484072257014,13.1084233232176,0.8958660773620529,15.758924474626044,34.231469539111444,11.4679826386824,,60,,,34.231469539111444,,,,100,,,,,,,,0,,,,,,True,-1.86,3.0,,,,3.0,71,60,100,,,35.0,30,30,False,47.0,0.0,Buy,1.178571,9305.642857
CANBK,Canara Bank,Finance,Major Banks,1213653180611.0,133.74,134.97,,134.31927205531213,,133.5771109649196,134.58060000000023,137.54699999999988,,,Bearish,33,51.37021334590178,0.26914261870877,-0.1246510832438786,0.3938,10.300880447893933,1.3873095292244808,70.78938281387106,80,16485585.0,31737185.2,31163317.63333334,0.473688061869896,56.16,,,33,132.91,132.08,134.76,135.78,133.93,133.92999999999998,3.653231493567677,131.91,135.57,128.26,137.39,141.05,144.7,0.67,21.0,6.992000000000007,-0.5650557620817777,-17.9,5.49,2.5,6.156069763267035,1.0306380947544342,0.5030268039738013,,17.6638455591496,5.44606538530668,2.4277796104299303,0.2786230229320622,12.350607911380957,38.59752884087593,,80,,,12.350607911380957,,,,67,,,,,,,,0,,,,,,True,1.76,3.0,,,,3.0,52,80,67,,,60.0,30,40,False,36.0,0.0,Neutral,1.4,150.45
BAJAJHLDNG,Bajaj Holdings & Investment Limited.,Finance,Financial Conglomerates,1188687157210.0,10677.0,10676.0,,10306.169544173055,,10933.49047403221,10304.849999999971,11165.045000000027,,,Bullish,67,59.73778336459552,57.76054144714181,2.802545884956404,54.958,14.10809720929928,8.198216457235509,100.0,80,56613.0,43634.4,44859.03333333333,1.26217012197433,42.77,,,100,10558.0,10439.0,10820.0,10963.0,10701.0,10701.0,281.70899018428605,10536.15,10817.85,10254.44,10958.71,11240.42,11522.13,0.67,46.0,4.298134219009476,10.01545595054096,-27.68,2.8,-0.19,7.11602696292408,,0.0455855627548129,133.2276322466255,14.1885787149749,14.1875739568745,0.0001315095519406,35.1698839376992,156.088025485643,82.7239805315561,,80,,,156.088025485643,,,,100,,,,,,,,0,,,,,,True,4.93,3.0,,,,3.0,79,80,100,,,60.0,30,70,False,,2.0,Buy,,
BOSCHLTD,Bosch Limited,Producer Manufacturing,Auto Parts: OEM,1186374331779.0,40195.0,40035.0,,36995.23692871146,,35927.581008268,37243.49999999996,36737.025000000016,,,Bullish,100,69.20717061061566,869.6447302306333,601.0934711989919,268.5513,21.786874610338295,9.79240644632614,100.0,80,41782.0,43155.2,42506.9,1.002750351593812,53.77,,,67,39895.0,39595.0,40440.0,40685.0,40140.0,40140.0,1069.2058576781278,39660.4,40729.6,38591.19,41264.21,42333.41,43402.62,0.67,83.0,8.649817542911205,32.65676567656766,-4.17,7.15,6.07,42.74888235522465,,1.1320403992120884,43.49413447319356,19.353420451175,19.2143005612139,0.0080025866946891,10.766058139920608,37.61236473057346,11.3752639171038,,80,,,37.61236473057346,,,,100,,,,,,,,0,,,,,,True,-0.09,3.0,,,,3.0,85,80,100,,,86.0,30,55,False,45.0,0.0,Buy,1.6,41050.2
VEDL,Vedanta Limited,Non-Energy Minerals,Aluminum,1176049172791.0,300.8,306.0,,304.2742346133142,,252.62448358821163,307.1634651977999,239.18167625244996,,,Neutral,50,43.151932998929134,-3.0054941118777947,0.3359335018748599,-3.3414,19.70421172469672,-1.1339359079704154,21.098919726153184,0,15040336.0,17597576.999999996,27057207.9,0.8274814171851994,46.98,,,33,298.56,296.33,303.96,307.13,301.73,301.7333333333333,11.3803733752025,295.11,306.49,283.73,312.18,323.56,334.94,0.67,66.0,-9.547436475717936,19.41267465096624,-16.44,-11.05,-8.29,6.8100520715417705,2.876648490290308,0.4891163702284959,4.6561957974672135,20.6091242259573,10.9487139893521,0.8069114153461829,-17.84556247058208,14.163866632204716,20.6421580329434,,80,,,14.163866632204716,,,,67,,,,,,,,2,,,,,,True,1.69,3.0,,,,3.0,27,80,67,,,3.0,30,55,False,38.0,2.0,Sell,1.35,224.303492
INDIANB,Indian Bank,Finance,Major Banks,1170915779419.0,870.1,875.7,,858.1667159335227,,821.5957497793312,866.5150000000003,838.7907499999997,,,Bullish,83,55.888263279733366,4.063059180812161,-1.9174923406947797,5.9806,19.18337106634337,3.214709371293004,91.85586916567328,80,1460346.0,2161392.9,3337034.466666667,0.6181194944845059,61.91,,,33,865.34,860.57,876.84,883.57,872.07,872.0666666666666,23.133306504201222,858.53,881.67,835.4,893.23,916.37,939.5,0.67,22.0,7.399864222674819,-0.2064456933134481,-13.07,5.9,2.91,10.01338416939318,1.464206873163084,2.5630289568112,,15.4454937023521,7.89885167963647,0.964365724971415,8.718588863869533,3.932000339687309,43.661751958774445,,80,,,3.932000339687309,,,,100,,,,,,,,0,,,,,,True,4.58,3.0,,,,3.0,72,80,100,,,60.0,30,40,False,32.0,0.0,Buy,1.375,996.785714
HDFCAMC,HDFC Asset Management Co. Ltd.,Finance,Investment Managers,1164758068771.0,2719.0,2728.2,,2622.7318839551835,,2598.199108641552,2666.881999999998,2667.4457500000008,,,Bullish,100,58.26937862186872,0.6595177979806977,-26.240204684030424,26.8997,20.97961161555069,10.843864655523848,98.99549135612756,80,430133.0,953476.6,925346.5,0.4215009554823894,47.21,,,33,2693.1,2667.2,2737.4,2755.8,2711.5,2711.5,75.9078422415316,2681.05,2756.95,2605.14,2794.91,2870.82,2946.72,0.67,53.0,3.3840304182509504,12.854356037023193,-8.37,1.88,-1.11,40.893367423672736,12.621700300395538,2.581130027467525,30.840223391308943,32.929424438466,32.3992758494429,0.0236436078281797,13.84448658900027,15.896810179536338,80.2464194539397,,60,,,15.896810179536338,,,,67,,,,,,,,0,,,,,,True,-0.49,3.0,,,,3.0,79,60,67,,,60.0,30,65,False,25.0,0.0,Strong buy,1.232143,3028.571429
JINDALSTEL,Jindal Steel Limited,Non-Energy Minerals,Steel,1163716593950.0,1137.7,1131.9,,1187.0246257886408,,1121.5594979207085,1214.8740000000005,1113.256,,,Bearish,33,36.60211571194288,-23.58854317458145,-20.757541871589485,-2.831,27.976532554778043,-1.608579088471842,41.48076118321577,20,1345823.0,1198280.200000009,1063804.3999999922,1.1530485094588028,53.9,,,100,1125.54,1113.37,1146.44,1155.17,1134.27,1134.2666666666669,28.52461641623128,1123.44,1151.96,1094.91,1166.22,1194.75,1223.27,0.67,21.0,-6.36213991769547,-0.5593916615680329,-12.9,-7.86,-5.1,34.325764387132594,,1.7998899922905858,13.838633908171516,6.86633336660421,5.07170180975463,0.4442049937808099,6.952624286772104,18.973810412658292,12.189929078334,,60,,,18.973810412658292,,,,100,,,,,,,,0,,,,,,True,-0.34,3.0,,,,3.0,41,60,100,,,3.0,30,50,False,38.0,0.0,Sell,1.55,1287.483871
GMRAIRPORT,GMR Airports Ltd,Transportation,Other Transportation,1149344476418.0,108.83,110.55,,99.67268973645938,,95.66078611681272,98.78399999999996,96.33609999999994,,,Bullish,100,65.80830488125065,3.1343651896745683,2.2033620819270725,0.931,20.833495254090824,8.482854864433817,90.2443824692736,80,23639680.0,22768583.00000001,22518554.133333325,1.0501773488792656,69.91,,,100,107.92,107.01,110.03,111.23,109.12,109.12,3.1734032100828635,107.24,110.42,104.07,112.0,115.18,118.35,0.67,72.0,16.74533361939498,22.280898876404493,-2.09,15.25,14.17,990.2638762511374,,,25.591885799554905,,0.54280185969175,,42.18425924503372,,28.199124627466897,,0,,,,,,,67,,,,,,,,0,,,,,,True,-1.58,3.0,,,,3.0,92,0,67,,,46.0,30,65,False,45.0,0.0,Buy,1.125,119.625
GAIL,GAIL (India) Limited,Utilities,Gas Distributors,1143081107221.0,173.9,176.44,,164.85149856439295,,167.44858223515592,164.07320000000018,167.91139999999982,,,Bullish,100,61.36938549504454,3.496855178397851,2.8212546879768,0.6756,20.500196488272167,3.143534994068809,77.66858048221835,80,11093745.0,9303592.199999992,11080184.233333314,1.2327854046321072,55.1,,,100,172.52,171.15,175.84,177.79,174.47,174.47333333333333,4.197613752430612,171.8,176.0,167.6,178.1,182.3,186.49,0.67,66.0,11.588809034907598,19.093274893850158,-11.03,10.09,10.61,15.077163169758974,,,11.925407510178584,8.71314468521892,7.34035836969191,0.278850101516458,-0.2154774346987519,-39.08570462851469,5.41984715573104,,40,,,-39.08570462851469,,,,0,,,,,,,,0,,,,,,True,-2.85,3.0,,,,3.0,92,40,0,,,21.0,30,50,False,39.0,0.0,Buy,1.316667,182.258065
LTM,LTM Limited,Technology Services,Data Processing Services,1136222763441.0,3832.5,3998.0,,4189.229817910553,,4854.671526304571,4218.134000000001,5141.938000000003,,,Bearish,0,39.29029542771157,-77.54561031865978,-79.63480011624291,2.0892,15.122163031580104,-3.6503507051813817,36.66742534448965,20,940238.0,435409.7,494283.93333333335,2.567783242190999,34.69,,,83,3778.34,3724.17,3864.34,3896.17,3810.17,3810.1666666666665,134.01500342279977,3765.49,3899.51,3631.48,3966.52,4100.53,4234.55,0.67,6.0,-9.925260881827588,-7.427536231884058,-40.39,-11.43,-3.91,22.65740467041088,4.729188817450819,2.595086497309073,13.390390240377489,21.480075251534,19.8875255623722,0.096149843912591,11.312062428798072,9.107914597174744,15.3662698900434,26.406483993953287,80,,,9.107914597174744,,,,100,,,,,,,,0,,,,,,True,15.35,5.0,,,,5.0,25,80,100,,,39.0,30,70,False,31.0,0.0,Sell,1.675,4777.675
LGEINDIA,LG Electronics India Limited,Consumer Durables,Electronics/Appliances,1121433837070.0,1647.8,1607.6,,1539.6528728976944,,,1542.893999999999,,,,Bullish,100,68.48969944767502,16.790334523763477,4.1403518351578334,12.65,11.315656472632972,8.415027304427912,100.0,80,7829058.0,1277148.9,834242.6,14.877745516613489,63.84,,,100,1573.74,1499.67,1713.54,1779.27,1639.47,1639.466666666667,48.4602082331754,1623.57,1672.03,1575.11,1696.26,1744.72,1793.18,0.67,40.0,8.98148148148148,6.937504056071117,-5.79,7.48,6.4,66.3632702376158,,,44.95371628542207,24.7158530466218,23.55021323646,0.0598985905262448,,,8.16573942633894,,40,,,,,,,33,,,,,,,,0,,,,,,,,,,,,,92,40,33,,,77.0,30,70,False,73.0,0.0,Strong buy,1.183333,1715.835236
TATACONSUM,Tata Consumer Products Limited,Consumer Non-Durables,Food: Specialty/Candy,1099396947574.0,1111.5,1111.4,,1143.1414905486497,,1132.2976469635428,1154.0559999999996,1142.5135000000023,,,Bearish,0,40.49974325279703,-16.093962273460875,-13.571265996614684,-2.5227,25.131676209650315,0.4065040650406504,58.65871794971849,60,1309050.0,1289512.5000000007,2628976.5333333337,1.04022050878905,50.76,,,67,1103.64,1095.77,1118.94,1126.37,1111.07,1111.0666666666666,26.418703104541017,1098.29,1124.71,1071.87,1137.92,1164.34,1190.76,0.67,36.0,-7.919807803827348,5.385417654309277,-13.35,-9.42,-6.02,71.34421094522254,5.048291002478409,3.756538422788407,39.3551990677699,7.381437190660331,7.113322894494701,0.129409345621096,15.166786806899642,18.990300160391048,10.6706462110463,,20,,,18.990300160391048,,,,100,,,,,,,,0,,,,,,True,-0.23,3.0,,,,3.0,37,20,100,,,26.0,30,30,False,52.0,0.0,Sell,1.344828,1356.0
CIPLA,Cipla Ltd,Health Technology,Pharmaceuticals: Other,1093701389658.0,1351.8,1355.5,,1356.6636061509685,,1395.1093425865258,1340.4799999999982,1423.1099999999976,,,Bearish,33,43.59270271753552,1.0893995942319634,9.240275657467432,-8.1509,17.100580189548126,-2.601051948987689,4.768676836445343,0,1476650.0,1121320.7,1919427.0333333332,1.368922887178097,68.96,,,67,1344.84,1337.87,1360.54,1369.27,1353.57,1353.5666666666666,26.20359193167841,1338.7,1364.9,1312.49,1378.0,1404.21,1430.41,0.67,42.0,-2.9088558500323205,8.143999999999997,-19.2,-4.41,-1.37,28.1625,3.171358433954208,,16.879285959270337,11.8223431780987,11.7091474139229,0.0178255951231342,2.232388859727265,-26.42550582464745,16.7383042539766,,60,,,-26.42550582464745,,,,33,,,,,,,,0,,,,,,True,0.25,3.0,,,,3.0,27,60,33,,,14.0,30,30,False,33.0,0.0,Sell,1.638889,1447.891892
