symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
ADANIPOWER,Adani Power Limited,Utilities,Electric Utilities,4463442219175.0,231.76,230.57,,213.24593577334693,,170.57353376008277,218.0818,163.69294999999997,,,Bullish,100,57.02256474082525,2.1709786307467027,3.2528319940253736,-1.0819,18.45651004577672,2.616781049369049,53.80646794390361,60,46115820.0,31379293.8,39886690.266666666,1.5447948385963974,39.77,,,83,228.31,224.85,234.73,237.69,231.27,231.26666666666668,8.121128010063819,227.7,235.82,219.58,239.88,248.0,256.12,0.67,94.0,5.874828688899035,52.47368421052631,-8.83,4.37,4.89,34.82389710301719,6.882716736827256,,25.46217237883276,21.7112750423867,13.2377986944457,0.841898933241018,-1.754488199073872,-0.8063434337412254,27.5917253997428,,80,,,-0.8063434337412254,,,,33,,,,,,,,0,,,,,,True,0.05,3.0,,,,3.0,81,80,33,,,21.0,30,60,False,45.0,0.0,Buy,1.571429,237.571429
SUNPHARMA,Sun Pharmaceutical Industries Limited,Health Technology,Pharmaceuticals: Major,4407834673261.0,1838.3,1824.8,,1796.404726158073,,1745.7697842124917,1786.9999999999982,1727.6004999999984,,,Bullish,100,59.19547541348411,2.9797976002998894,0.6553015272264217,2.3245,12.268400929616272,2.767218246869409,100.0,80,2126703.0,2135457.8,2674866.1,0.9790082729696046,66.26,,,33,1825.24,1812.17,1847.04,1855.77,1833.97,1833.966666666667,30.75075747170846,1822.92,1853.68,1792.17,1869.05,1899.8,1930.55,0.67,35.0,-2.218085106382981,4.740470628454221,-4.09,-3.72,-0.68,38.43194808561525,,7.613946055334741,25.05478110934788,14.7372222437258,14.6665060253894,0.0553705279005922,11.190138010941366,5.010504870439929,23.1831971652033,,60,,,5.010504870439929,,,,67,,,,,,,,0,,,,,,True,0.1,3.0,,,,3.0,79,60,67,,,14.0,30,30,False,39.0,0.0,Strong buy,1.203125,2070.060606
INFY,Infosys Limited,Technology Services,Information Technology Services,4267624733429.0,1051.4,1127.5,,1197.0279578704365,,1376.3661224871205,1193.227999999998,1416.8645000000056,,,Bearish,0,32.01587529584893,-22.95737756411745,-14.886869016534758,-8.0705,15.112779711623208,-11.468507915122922,16.973285390895317,0,45665442.0,13270519.0,15618949.166666666,4.770131604218016,49.29,,,100,1032.26,1013.13,1068.26,1085.13,1049.13,1049.1333333333334,36.666780582124886,1033.07,1069.73,996.4,1088.07,1124.73,1161.4,0.67,1.0,-11.423757371524845,-15.346215780998383,-39.16,-12.92,-5.4,14.69741278565877,4.582511577226914,1.413816502607663,9.528040436184115,31.207929188530205,29.3727364335671,0.0988239348640848,9.607951408061846,11.147986215340246,20.6420375034985,12.541066044318264,100,,,11.147986215340246,,,,100,,,,,,,,0,,,,,,True,25.13,6.0,,,,6.0,20,100,100,,,39.0,30,60,False,32.0,0.0,Strong sell,1.460784,1441.370897
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Transportation,Other Transportation,4227880046775.0,1835.3,1842.1,,1721.8615221615323,,1541.448025698602,1716.5920000000008,1513.7175000000002,,,Bullish,100,60.65753855060301,30.68853049068798,35.60244926649257,-4.9139,20.965999980557037,1.6786703601108008,65.31491157662722,60,4382841.0,2420084.4,2546800.2333333334,2.042447922795184,70.89,,,100,1827.2,1819.1,1846.2,1857.1,1838.1,1838.1,39.282568934170136,1815.66,1854.94,1776.38,1874.58,1913.87,1953.15,0.67,84.0,4.93424814179531,34.464063301340744,-1.21,3.43,2.35,31.520283035070243,4.398900325252097,2.3626578114401173,20.97485514799743,16.1530704741509,9.92761395037127,0.659545301809201,27.10533405216613,13.390457643622195,44.7494137847266,,80,,,13.390457643622195,,,,100,,,,,,,,0,,,,,,True,2.68,3.0,,,,3.0,84,80,100,,,46.0,30,55,False,51.0,0.0,Buy,1.153846,1941.692308
AXISBANK,Axis Bank Limited,Finance,Major Banks,4223099259338.0,1357.9,1360.1,,1300.2450046657375,,1259.7814490896292,1304.9639999999995,1257.4449999999997,,,Bullish,100,64.1999862913175,21.5538727121143,12.93745429024664,8.6164,20.08538946650089,7.081460452645706,80.9217818251555,80,4640277.0,7138350.999999994,6981360.333333292,0.6222835057402768,73.53,,,33,1351.26,1344.63,1363.76,1369.63,1357.13,1357.1333333333334,26.32098714755677,1344.74,1371.06,1318.42,1384.22,1410.54,1436.86,0.67,51.0,10.04051863857375,12.353135859672363,-4.26,8.54,5.55,16.05842005676443,,,,13.1179530686341,5.55868528181968,1.30448607635907,4.03746586482052,-6.179962276711409,36.64009968122341,,40,,,-6.179962276711409,,,,67,,,,,,,,0,,,,,,True,0.48,3.0,,,,3.0,79,40,67,,,60.0,30,60,False,27.0,2.0,Buy,1.127907,1599.545455
MARUTI,Maruti Suzuki India Limited,Consumer Durables,Motor Vehicles,4210809109618.0,13395.0,13484.0,,13358.92955779207,,13977.701289695333,13280.260000000007,14858.134999999997,,,Neutral,50,53.07653629800197,85.35411871088581,33.255409880467035,52.0987,13.638156886754876,3.740706319702602,59.28068830211678,80,719756.0,410145.1,395256.43333333335,1.9572425938122555,74.85,,,100,13329.66,13264.33,13483.66,13572.33,13418.33,13418.333333333336,287.9993027046515,13251.0,13539.0,12963.0,13683.0,13971.0,14259.0,0.67,38.0,4.2412451361867705,6.267354224514082,-22.88,2.74,1.66,28.68911006787507,,23.353240799863183,18.85163297396455,14.4343896296981,14.4257793920526,0.0009565466519467,19.882547592421837,1.2366475606490452,8.01801261210151,,40,,,1.2366475606490452,,,,67,,,,,,,,0,,,,,,True,1.13,3.0,,,,3.0,72,40,67,,,77.0,30,40,False,45.0,0.0,Neutral,1.261905,15748.097561
KOTAKBANK,Kotak Mahindra Bank Limited,Finance,Major Banks,3967662295248.0,399.25,402.95,,387.9056122655731,,398.5113781075692,383.2900000000002,405.8776500000004,,,Bullish,83,59.18780331588966,5.877348841470052,4.155831689369922,1.7215,21.299898600938665,5.873773534871381,71.37246491735824,80,17504009.0,14508911.5,15271192.866666667,1.271034146586367,71.24,,,100,396.99,394.72,402.54,405.82,400.27,400.26666666666665,8.281669631202911,395.11,403.39,386.83,407.53,415.81,424.1,0.67,42.0,6.098857294711664,8.315246880086809,-11.9,4.6,1.61,20.58796229450713,,,,11.3888534512201,7.1645897118742505,0.526379208443033,0.6401601803900654,-12.87603781044461,32.87714064449379,,60,,,-12.87603781044461,,,,67,,,,,,,,0,,,,,,True,2.79,3.0,,,,3.0,85,60,67,,,60.0,30,40,False,29.0,0.0,Buy,1.294872,460.414634
TITAN,Titan Company Limited,Consumer Durables,Other Consumer Specialties,3926856066023.0,4419.9,4387.9,,4218.909976640648,,4021.3490165395256,4280.246,3993.9505,,,Bullish,100,62.952527019181154,40.04748776511042,-0.3068704333781422,40.3544,13.136619263915437,5.426486022326114,100.0,80,941346.0,843984.0999999791,1301065.3333332986,1.0590373502522272,54.06,,,67,4372.7,4325.5,4454.4,4488.9,4407.2,4407.2,102.3044212137227,4368.75,4471.05,4266.44,4522.2,4624.51,4726.81,0.67,45.0,9.05255366395262,9.216931478415566,-4.02,7.55,6.47,77.32599944366008,,1.4764212046017835,50.16644004815081,37.1354338200315,30.7096383719171,1.95000955231484,44.87230382426889,51.99475616987671,8.59631896236756,,40,,,51.99475616987671,,,,67,,,,,,,,0,,,,,,True,0.58,3.0,,,,3.0,85,40,67,,,77.0,30,50,False,45.0,0.0,Buy,1.297297,5038.918919
ADANIENT,Adani Enterprises Limited,Distribution Services,Wholesale Distributors,3924644786973.0,3038.4,3013.4,,2673.5615333755063,,2397.748786566986,2615.364,2328.857280061297,,,Bullish,100,69.59007728022698,104.78421473555407,121.18489006877816,-16.4007,50.57868965263991,2.3030303030303063,39.87789843818501,60,3620222.0,1816052.7,2642369.066666666,1.795955993243651,57.15,,,100,3014.36,2990.33,3057.16,3075.93,3033.13,3033.133333333333,80.12374650908781,2998.34,3078.46,2918.21,3118.52,3198.65,3278.77,0.67,95.0,11.911602209944752,55.73552024602768,-0.7,10.41,7.42,39.23036996676574,4.853430597036656,1.3341964195416214,35.2432818288284,14.5230354400057,6.13935126447739,1.31752238279969,2.62921147456835,29.161809561451328,7.817148062464491,,40,,,29.161809561451328,,,,67,,,,,,,,0,,,,,,True,-0.11,3.0,,,,3.0,84,40,67,,,100.0,30,55,False,38.0,0.0,Buy,1.0,2939.666667
M&M,Mahindra & Mahindra Ltd.,Consumer Durables,Motor Vehicles,3823478342394.0,3074.8,3136.5,,3120.996115200738,,3259.697769592961,3126.5559999999964,3413.488500000001,,,Bearish,17,49.12983526917367,-5.333051913618419,-21.258620467519343,15.9256,14.632460510773573,3.6682400539447126,85.88933219157515,60,3408840.0,3182642.4,3068761.066666667,1.1323839575019503,70.09,,,100,3045.86,3016.93,3116.86,3158.93,3087.93,3087.933333333333,79.07829936240942,3035.26,3114.34,2956.18,3153.88,3232.96,3312.03,0.67,24.0,-0.1039636127355366,0.5099372384937357,-19.92,-1.6,-2.68,20.21431858523437,,0.640587796102996,13.086828567780806,20.100307279134,10.1421981395051,1.47090525031325,24.54685188944636,32.189102285565326,14.9398021835425,,60,,,32.189102285565326,,,,67,,,,,,,,0,,,,,,True,5.47,3.0,,,,3.0,51,60,67,,,77.0,30,75,False,40.0,0.0,Sell,1.089744,4119.184211
ITC,ITC Limited,Consumer Non-Durables,Tobacco,3676145768253.0,292.5,291.15,,297.32181829033016,,339.6532347041918,299.0100000000012,351.1115000000014,,,Bearish,17,51.11848440270794,-2.863356404656713,-4.56773038112753,1.7044,21.18579783359956,4.669887278582935,97.6789429693797,80,13874008.0,13197495.49999999,17795854.1,1.0340867640630151,61.07,,,67,289.09,285.67,295.24,297.97,291.82,291.81666666666666,5.126696765803494,289.94,295.06,284.81,297.63,302.75,307.88,0.67,13.0,-5.339805825242719,-2.84005979073244,-31.5,-6.84,-3.44,17.714389534883722,,,12.688376483607277,29.0302721654226,28.9615810376715,0.0330871512247732,2.762312737065296,-40.53158539220629,32.4684918167479,,80,,,-40.53158539220629,,,,67,,,,,,,,0,,,,,,True,0.21,3.0,,,,3.0,52,80,67,,,26.0,30,40,False,39.0,0.0,Neutral,1.757576,340.3125
NTPC,NTPC Limited,Utilities,Electric Utilities,3546555595215.0,365.8,361.95,,374.78120308474,,362.4991447593165,383.9369999999999,354.8187500000004,,,Bearish,33,46.14528053172989,-8.129608801402014,-8.688321484219735,0.5587,28.08563820464545,0.9381898454746233,82.6576299777704,80,17465450.0,13871204.89999997,11833108.200000005,1.3279321758533815,60.73,,,100,361.16,356.53,369.21,372.63,364.58,364.5833333333333,8.52848246447918,361.54,370.06,353.01,374.33,382.86,391.39,0.67,13.0,-5.25770525770526,-2.6739390714380766,-11.73,-6.76,-6.24,13.113790272564646,,0.8382560007029238,11.315461027868846,13.971719277857,6.74932274173417,1.3338436634662,-0.3821090093059992,15.479482678677886,19.0284656751197,,60,,,15.479482678677886,,,,67,,,,,,,,0,,,,,,True,-2.2,3.0,,,,3.0,65,60,67,,,21.0,30,40,False,36.0,0.0,Neutral,1.195652,437.521739
ULTRACEMCO,UltraTech Cement Limited,Non-Energy Minerals,Construction Materials,3347664578370.0,11367.0,11430.0,,11451.46955830094,,11746.594692689388,11561.940000000011,11921.305000000008,,,Bearish,17,51.20613974792113,-60.29771878370957,-118.99903620886909,58.7013,18.555100885402705,5.298749421028254,90.31763618407696,80,403613.0,298360.3,360979.3333333333,1.3432927718133267,69.08,,,100,11286.0,11205.0,11462.0,11557.0,11381.0,11381.0,233.70962374288493,11250.15,11483.85,11016.44,11600.71,11834.42,12068.13,0.67,33.0,0.5929203539823009,4.093406593406593,-13.3,-0.91,1.85,40.97397447912912,,1.6701196246155814,21.003857047583963,11.0848066497654,9.08556074851364,0.31002339489927,19.6733437947111,24.66953047375051,13.982099281302702,,40,,,24.66953047375051,,,,100,,,,,,,,0,,,,,,True,2.1,3.0,,,,3.0,59,40,100,,,3.0,30,50,False,29.0,0.0,Neutral,1.184211,13715.794872
JSWSTEEL,JSW Steel Limited,Non-Energy Minerals,Steel,3150967609863.0,1287.7,1293.9,,1266.6306442806874,,1188.2233986208134,1271.4540000000002,1188.4940000000008,,,Bullish,83,52.09949253850365,4.659706262879581,6.209471941879964,-1.5498,10.207566529256331,2.1416673276751013,49.135756729637855,40,1138608.0,1360260.299999994,1723037.5999999926,0.8085537081187104,69.99,,,33,1271.54,1255.37,1299.44,1311.17,1283.27,1283.2666666666669,26.70149162703404,1274.35,1301.05,1247.65,1314.4,1341.1,1367.8,0.67,54.0,0.7589984350547766,13.04538670880521,-3.03,-0.74,2.02,14.11023449484988,,0.0263922144530316,12.686421011579087,24.8578382502827,13.0181277253569,0.992573935814019,9.859972515756054,537.2104065131479,10.9020326737478,,100,,,537.2104065131479,,,,100,,,,,,,,0,,,,,,True,0.65,3.0,,,,3.0,56,100,100,,,3.0,30,50,False,26.0,0.0,Buy,1.602941,1366.314286
BEL,Bharat Electronics Limited,Electronic Technology,Aerospace & Defense,3122371973475.0,426.9,428.6,,421.9852765376215,,411.59750481180185,427.49300000000034,418.0717499999999,,,Bullish,67,57.7340090368968,-1.5201145229878534,-4.423951694885952,2.9038,29.176743705533337,3.3781329458772222,97.79827001920482,100,10829044.0,12360161.899999976,12863612.599999998,0.8743167616491575,50.05,,,33,423.76,420.63,430.81,434.73,427.68,427.6833333333333,9.068347892233923,422.37,431.43,413.3,435.97,445.04,454.11,0.67,17.0,2.546240691808784,-1.2262841277186514,-9.83,1.05,8.57,51.503233278641055,,3.731107806098543,37.73599260404282,27.578237667814605,27.5024657852449,0.0027288291672068,16.161388377596634,13.858706850368833,27.141000162621605,,60,,,13.858706850368833,,,,100,,,,,,,,0,,,,,,True,0.54,3.0,,,,3.0,73,60,100,,,97.0,30,50,False,43.0,0.0,Buy,1.241935,491.71875
ONGC,Oil & Natural Gas Corp. Ltd.,Energy Minerals,Oil Refining/Marketing,3097264724499.0,246.25,245.3,,270.3199008186529,,263.3235124534752,278.66800000000006,258.2738499999999,,,Bearish,0,29.17211188770881,-10.561644390194855,-9.211706435314296,-1.3499,37.40776982659724,-6.952578877763076,43.37235617667361,20,7609532.0,14949762.600000003,17561758.833333325,0.5094031394136775,55.96,,,33,244.14,242.02,247.54,248.82,245.42,245.41666666666663,6.338865408264781,243.08,249.42,236.74,252.59,258.93,265.27,0.67,4.0,-16.468792401628225,-8.45724907063197,-19.92,-17.97,-17.45,7.478528650736768,,0.5110285988196853,4.295594553816319,11.5838648377162,8.68006713986268,0.468885390289315,0.0654352778678416,14.57780932695854,11.4620924400268,,60,,,14.57780932695854,,,,100,,,,,,,,0,,,,,,True,0.13,3.0,,,,3.0,15,60,100,,,7.0,30,30,False,47.0,0.0,Sell,1.533333,312.645161
HCLTECH,HCL Technologies Limited,Technology Services,Information Technology Services,3065898893636.0,1131.7,1161.8,,1217.5526383562249,,1409.6495510950044,1223.095999999998,1451.6294999999986,,,Bearish,0,41.26807028346795,-19.304945019716342,-23.46626667683308,4.1613,20.99747756772566,-1.7024233475201866,51.371882665297306,40,10014063.0,3736209.0,3713093.399999998,3.4155049168431764,54.25,,,100,1103.4,1075.1,1148.0,1164.3,1119.7,1119.7,33.00337998150126,1115.2,1148.2,1082.19,1164.7,1197.71,1230.71,0.67,1.0,-2.9583261876179043,-15.222114016031163,-36.42,-4.46,3.06,18.43561950002118,,,10.53969028473637,22.9830133959398,22.0796709675279,0.0693806958025677,11.18192302763658,-4.248011230697236,17.1725165970002,,80,,,-4.248011230697236,,,,67,,,,,,,,0,,,,,,True,7.77,3.0,,,,3.0,36,80,67,,,39.0,30,70,False,22.0,0.0,Strong sell,1.918605,1404.833333
