symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,2.54502740798747,-0.6976567831955748,3.68,1.67,0.98,-1.13,-2.37,-1.68
HDFCBANK,Finance,NIFTY_FIN_SERVICE,3.325824831058686,2.659294365455494,3.68,1.67,4.49,-0.35,0.99,-1.83
BHARTIARTL,Communications,,7.107623318385648,-0.1671891327063764,3.68,1.67,,3.43,-1.84,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,1.2406015037593985,9.471544715447154,3.68,1.67,4.49,-2.44,7.8,4.98
SBIN,Finance,NIFTY_FIN_SERVICE,1.6797642436149225,9.988311550313451,3.68,1.67,4.49,-2.0,8.32,5.5
TCS,Technology Services,NIFTY_IT,-1.162790697674419,-8.558888076079008,3.68,1.67,-6.42,-4.84,-10.23,-2.14
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,9.146618247843838,5.692307692307687,3.68,1.67,4.49,5.47,4.02,1.2
LT,Industrial Services,NIFTY_ENERGY,7.109414758269711,7.889071150297306,3.68,1.67,0.98,3.43,6.22,6.91
LICI,Finance,NIFTY_FIN_SERVICE,11.120929058318596,9.653712007972098,3.68,1.67,4.49,7.44,7.98,5.16
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,2.017478616586096,-1.3618589599532644,3.68,1.67,-1.9,-1.66,-3.03,0.54
ADANIPOWER,Utilities,NIFTY_ENERGY,6.09778428859183,5.874828688899035,3.68,1.67,0.98,2.42,4.2,4.89
SUNPHARMA,Health Technology,NIFTY_PHARMA,1.732152739346981,-2.218085106382981,3.68,1.67,-1.54,-1.95,-3.89,-0.68
INFY,Technology Services,NIFTY_IT,-6.124999999999992,-11.423757371524845,3.68,1.67,-6.42,-9.8,-13.09,-5.0
ADANIPORTS,Transportation,NIFTY_AUTO,1.7350332594235007,4.93424814179531,3.68,1.67,2.58,-1.94,3.26,2.35
