symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
SUNPHARMA,1963.5,57.66975459604112,33.28316156373713,Buy,4.441489361702128,True,6
SWARAJ,357.75,63.26243038175279,34.732988969550966,Buy,18.85382059800665,True,6
WSTCSTPAPR,569.0,62.07014543608531,38.74141630610767,Strong buy,7.55127114639449,True,6
SHAREINDIA,180.74,59.71321385162839,40.35537848712637,Buy,29.57201233063302,True,6
NOVARTIND,1635.7,58.30973636270803,44.74674126868622,Strong buy,12.26492793411119,True,6
SGFIN,702.6,62.36460320816175,30.27603187375078,Strong buy,5.845134076529086,True,6
BHAGCHEM,298.35,65.36329536341364,27.07306694035217,Strong buy,5.238095238095246,True,6
TATVA,1771.0,68.7363117225338,47.845675546099095,Buy,38.359375,True,6
IOLCP,151.7,53.08581563876261,26.34922363338345,Buy,0.6635700066357001,True,6
SHOPERSTOP,403.35,64.99518210179102,36.95248019514087,Strong buy,12.228714524207025,True,6
STYRENIX,2487.3,63.77583155559119,29.0835137417642,Buy,5.3940677966101775,True,6
POLYPLEX,1094.8,56.42708521205592,60.89816118095885,Buy,9.627997797025984,True,6
SANGHVIMOV,437.5,52.51954569288229,25.092296323137703,Buy,-3.867281916062409,True,6
SAMBHV,119.96,57.0528212453359,29.80361602045531,Buy,2.969957081545059,True,6
SOTL,630.1,59.39931642542636,35.41574755978269,Strong buy,20.940499040307103,True,6
SIGNORIA,148.0,69.64789785143005,44.73711960697451,Strong buy,45.59763895720609,True,6
DCCL,50.9,64.63432446277159,26.496260556458942,Strong buy,30.512820512820507,True,6
SERVICE,61.0,59.80775365947567,30.88998525349884,Buy,17.082533589251437,True,6
SEL,247.5,57.63396397218816,25.526338953351424,Buy,32.0,True,6
ADROITINFO,9.87,65.83867967292352,30.5918867564992,Buy,8.461538461538456,True,6
BOSCHLTD,41300.0,53.87196363755031,26.277456894291845,Buy,-0.2415458937198067,True,6
VERA,78.25,53.20159752523928,28.179856100431543,Buy,13.405797101449275,True,6
LLOYDSME,2050.6,67.51625580158428,32.89524776945604,Buy,12.361643835616434,True,6
MARICO,880.95,62.36509977277617,40.27214586521888,Buy,0.9106529209622044,True,6
LODHA,1239.8,62.52934469339228,45.24793535913933,Buy,22.147783251231523,True,6
