symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,178.0,,,,False,214101.95,0.809,3.282,,4395
21STCENMGM,40.97,30.6,30.6,,,,True,6275.5,0.638,10.52,,2113
360ONE,1170.0,1065.0,1031.3,,,,False,1473875.95,0.248,3.094,,1702
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12503.0,0.32,3.912,,73
3IINFOLTD,25.05,17.31,16.25,,,,True,1203297.85,2.858,7.253,,5254
3MINDIA,36880.0,33905.0,31010.0,,,,False,4238.25,1.531,3.104,,5980
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3325.75,0.881,2.514,-8.319,4534
5PAISA,400.0,344.0,299.0,,,,False,58601.45,0.286,4.249,,2153
63MOONS,957.95,652.5,596.65,,,,False,1730102.4,1.66,6.571,,5214
A2ZINFRA,17.1,12.0,12.0,,,,True,374877.65,4.281,5.344,,3852
AAATECH,97.5,85.0,85.0,,,,False,13669.4,1.217,3.872,,1415
AADHARHFC,554.0,487.1,449.8,,,,False,342211.75,1.919,5.322,,553
AAKASH,9.9,8.65,8.55,,,,False,130863.75,0.589,3.229,,2031
AAREYDRUGS,87.99,73.41,73.41,,,,False,21594.35,2.748,6.88,,1234
AARNAV,37.4,24.5,22.0,,,,False,164602.9,0.226,3.886,,106
AARON,154.8,111.15,111.15,,,,False,58814.8,0.369,5.069,,1943
AARTECH,60.98,44.85,39.98,,,,False,128248.8,0.148,8.825,,758
AARTIDRUGS,435.25,378.3,365.0,,,,False,227823.0,1.682,3.966,,5664
AARTIIND,516.95,462.05,424.0,,,,False,1292050.05,0.623,3.339,,5985
AARTIPHARM,735.0,650.8,604.15,,,,False,134625.55,0.644,4.028,,868
AARTISURF,481.0,361.6,355.2,,,,True,15280.05,6.787,5.935,,1501
AARVI,168.4,138.0,125.3,,,,False,74244.85,0.486,3.108,,2179
