date,symbol,subject,details,category
02-Aug-2026 23:46:46,RAYMONDLSL,Copy of Newspaper Publication,Raymond Lifestyle Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
02-Aug-2026 23:11:48,3IINFOLTD,Analysts/Institutional Investor Meet/Con. Call Updates,3i Infotech Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
02-Aug-2026 23:08:48,JUBLPHARMA,General Updates,"Jubilant Pharmova Limited has informed the Exchange about General Updates - Newspaper advertisements titled 'Notice of 48th Annual General Meeting, E-voting, Record Date and Final Dividend Information",General Updates
02-Aug-2026 22:52:13,EPACKPEB,Analysts/Institutional Investor Meet/Con. Call Updates,"Intimation under Regulation 30 of the SEBI Listing Regulations, 2015 (Investor Presentation)",Analysts/Institutional Investor Meet/Con. Call Updates
02-Aug-2026 22:27:59,CHENNPETRO,Copy of Newspaper Publication,Chennai Petroleum Corporation Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
02-Aug-2026 22:25:02,COFORGE,Shareholders meeting,"Coforge Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 24, 2026",Shareholders meeting
02-Aug-2026 22:14:00,NH,Copy of Newspaper Publication,"Narayana Hrudayalaya Ltd. has informed the Exchange about Copy of Newspaper Publication for un-audited (Standalone and Consolidated) Financial Results for the quarter ended June 30, 2026",Copy of Newspaper Publication
02-Aug-2026 21:14:36,BLUSPRING,Analysts/Institutional Investor Meet/Con. Call Updates,Bluspring Enterprises Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
02-Aug-2026 21:05:24,GAIL,Copy of Newspaper Publication,GAIL (India) Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
02-Aug-2026 21:05:00,BRITANNIA,Change in Management,"Pursuant to Regulation 30 read with Clause 7 of Para A of Part A of Schedule III of the SEBI Listing Regulations, 2015, this is to inform you that based on the recommendation of the Nomination and Remuneration Committee, the Board of Directors of the Company vide their Circular Resolution passed tod",Change in Management
02-Aug-2026 21:04:11,SARVESHWAR,Copy of Newspaper Publication,"Sarveshwar Foods Limited has informed the Exchange about Copy of Newspaper Publication of unaudited standalone and consolidated financial Results for the Quarter ended 30th June, 2026",Copy of Newspaper Publication
02-Aug-2026 20:55:05,HFCL,Bagging/Receiving of orders/contracts,HFCL Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
02-Aug-2026 20:46:44,KSR,Shareholders meeting,KSR Footwear Limited has informed the Exchange about Shareholders meeting,Shareholders meeting
02-Aug-2026 20:23:41,AADHARHFC,Copy of Newspaper Publication,"Aadhar Housing Finance Limited has informed the Exchange about Copy of Newspaper Publication of Unaudited Financial Results for the quarter ended June 30, 2026.",Copy of Newspaper Publication
02-Aug-2026 20:16:01,NUCLEUS,ESOP/ESOS/ESPS,"Nucleus Software Exports Limited has informed the Exchange regarding Grant of 9,060 RSU convertible into equal number of Equity Shares of the Company of face value of Rs. 10/- each, under the Nucleus Software RSU Scheme 2026",ESOP/ESOS/ESPS
02-Aug-2026 20:03:21,DIAMONDYD,Investor Presentation,Prataap Snacks Limited has informed the Exchange about Investor Presentation,Investor Presentation
02-Aug-2026 19:50:40,SCHAND,Analysts/Institutional Investor Meet/Con. Call Updates,S Chand And Company Limited has informed the Exchange - Q1FY27 Investors Conference Call Invite - All Investors,Analysts/Institutional Investor Meet/Con. Call Updates
02-Aug-2026 18:58:41,ARVIND,Shareholders meeting,"Arvind Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
02-Aug-2026 18:54:48,NYKAA,Copy of Newspaper Publication,FSN E Commerce Ventures Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
02-Aug-2026 18:54:28,LUMAXTECH,Copy of Newspaper Publication,Lumax Auto Technologies Limited has informed the Exchange about Intimation regarding publication of the Newspaper Advertisement for information regarding the 45th Annual General Meeting of the Company and Completion of dispatch of Integrated Annual Report for Financial Year 2025-26.,Copy of Newspaper Publication
