symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
ZENITHEXPO,2026-08-03,200.9,198.89,253,253,100.0,0.51,32
21STCENMGM,2026-08-03,40.17,40.97,4003,4003,100.0,1.64,55
INCREDIBLE,2026-08-03,33.15,33.1,86,86,100.0,0.03,12
NEAGI,2026-08-03,3172.0,3170.0,26,26,100.0,0.82,7
VCL,2026-08-03,1.07,1.12,66491,66491,100.0,0.74,72
SUMEETINDS,2026-08-03,22.29,21.18,48960,48960,100.0,10.37,299
NATIONSTD,2026-08-03,247.9,235.51,4204,4203,99.98,9.9,187
SASKEN,2026-08-03,1811.8,1902.3,7255,7238,99.77,138.01,249
NEXTMEDIA,2026-08-03,3.95,3.87,2586,2573,99.5,0.1,12
KRISHIVAL,2026-08-03,393.55,389.35,104025,103075,99.09,405.79,332
ASTAR,2026-08-03,594.95,585.1,92,91,98.91,0.55,9
BALAXI,2026-08-03,23.9,24.0,13887,13728,98.86,3.34,120
SAHLIBHFI,2026-08-03,78.09,78.52,330,326,98.79,0.26,13
QUINT,2026-08-03,39.3,38.99,2443,2413,98.77,0.94,36
SINTERCOM,2026-08-03,83.69,86.99,15200,14989,98.61,12.89,71
SELMC,2026-08-03,27.7,27.47,8110,7929,97.77,2.24,99
KIRANVYPAR,2026-08-03,197.51,202.99,3066,2990,97.52,6.18,67
TECILCHEM,2026-08-03,9.68,10.05,2720,2648,97.35,0.27,46
LOYALTEX,2026-08-03,204.0,200.05,187,182,97.33,0.38,14
NDGL,2026-08-03,2783.7,2849.0,182,177,97.25,5.13,27
RRIL,2026-08-03,17.35,17.37,6589,6396,97.07,1.13,74
CROWN,2026-08-03,114.59,115.11,7190,6974,97.0,8.28,72
SABEVENTS,2026-08-03,6.02,6.32,12593,12090,96.01,0.79,47
SAMPANN,2026-08-03,26.56,27.14,19084,18313,95.96,5.23,113
GKWLIMITED,2026-08-03,1630.8,1660.2,963,924,95.95,16.05,58
AEPL,2026-08-03,14.38,14.32,12960,12420,95.83,1.85,108
OBCL,2026-08-03,52.68,53.1,65944,63022,95.57,34.95,39
RVTH,2026-08-03,700.45,706.65,769,734,95.45,5.46,46
DUCON,2026-08-03,2.95,2.98,140674,133887,95.18,4.2,288
ANIKINDS,2026-08-03,41.33,43.13,5878,5579,94.91,2.53,39
PNC,2026-08-03,19.55,20.37,14848,14080,94.83,3.03,263
WILLAMAGOR,2026-08-03,25.21,26.57,2370,2247,94.81,0.63,29
IVC,2026-08-03,8.4,8.45,154929,146879,94.8,13.12,692
TREEHOUSE,2026-08-03,6.36,6.36,8505,8063,94.8,0.55,93
BAGFILMS,2026-08-03,4.42,4.45,116426,109613,94.15,5.19,161
OSWALSEEDS,2026-08-03,10.76,10.68,11735,11004,93.77,1.25,114
SHBAJRG,2026-08-03,181.2,187.98,8565,8021,93.65,15.91,207
DIGIDRIVE,2026-08-03,17.76,17.76,32984,30888,93.65,5.83,133
KEEPLEARN,2026-08-03,1.91,1.94,37793,35355,93.55,0.73,65
BAIDFIN,2026-08-03,9.81,10.01,24127,22464,93.11,2.41,192
ABMKNO,2026-08-03,190.05,198.99,492,457,92.89,0.99,35
MHLXMIRU,2026-08-03,141.27,148.33,75124,69703,92.78,110.95,446
SAYAJIHOTL,2026-08-03,290.25,304.75,700,649,92.71,2.12,33
JAIPURKURT,2026-08-03,26.67,26.91,141267,130911,92.67,38.52,181
VINNY,2026-08-03,1.05,1.05,192610,176828,91.81,2.03,154
DEVIT,2026-08-03,27.03,27.12,27764,25390,91.45,7.54,221
MONEYBOXX,2026-08-03,58.22,60.69,71113,64866,91.22,43.05,337
SHRIKRISH,2026-08-03,40.0,40.06,1199,1092,91.08,0.49,28
SHEKHAWATI,2026-08-03,12.56,13.59,40983,37191,90.75,5.49,214
PREMCO,2026-08-03,372.55,380.1,1610,1458,90.56,6.07,67
ZFSTEERING,2026-08-03,663.95,679.0,2315,2096,90.54,15.65,123
LCCINFOTEC,2026-08-03,4.18,4.14,159959,144564,90.38,6.74,136
RETAIL,2026-08-03,16.48,16.57,3428,3098,90.37,0.57,52
INDIANCARD,2026-08-03,225.72,224.29,1358,1227,90.35,3.07,51
ANMOL,2026-08-03,10.12,10.01,16537,14935,90.31,1.67,141
ZENITHSTL,2026-08-03,5.54,5.63,70459,63542,90.18,3.96,205
MALLCOM,2026-08-03,982.2,975.85,3458,3115,90.08,33.83,266
SUVIDHAA,2026-08-03,2.55,2.54,139004,124846,89.81,3.54,193
DANGEE,2026-08-03,2.94,2.98,51910,46582,89.74,1.58,88
SURAJLTD,2026-08-03,219.42,220.91,1291,1157,89.62,2.84,57
ELDEHSG,2026-08-03,771.8,803.5,1301,1163,89.39,10.36,56
ASPINWALL,2026-08-03,233.57,236.19,1733,1549,89.38,4.13,60
YUKEN,2026-08-03,718.9,718.6,10575,9446,89.32,76.08,373
HEADSUP,2026-08-03,6.53,6.79,16070,14291,88.93,1.1,65
SHANKARA,2026-08-03,141.87,141.92,608991,541181,88.87,865.09,1411
SOMICONVEY,2026-08-03,93.07,93.45,11239,9979,88.79,10.5,333
HPIL,2026-08-03,126.08,127.74,3083,2735,88.71,3.93,54
TAKE,2026-08-03,21.42,22.36,596965,529330,88.67,131.7,1220
ULTRAMAR,2026-08-03,387.25,385.2,27753,24597,88.63,107.05,1946
RADIOCITY,2026-08-03,6.79,6.81,69178,60975,88.14,4.76,233
COUNCODOS,2026-08-03,5.95,6.02,47085,41480,88.1,2.81,192
SRGHFL,2026-08-03,293.2,299.7,8457,7425,87.8,25.19,166
SARVESHWAR,2026-08-03,3.38,3.38,1074130,942050,87.7,36.58,1824
DRCSYSTEMS,2026-08-03,13.12,13.57,23317,20444,87.68,3.12,240
DHARMAJ,2026-08-03,267.85,269.85,20508,17956,87.56,55.36,893
KSR,2026-08-03,29.69,29.67,10836,9487,87.55,3.22,44
DIAMINESQ,2026-08-03,243.05,239.73,3443,3014,87.54,8.33,202
ELPROINTL,2026-08-03,177.0,178.37,68128,59459,87.28,121.16,440
UCAL,2026-08-03,114.53,113.51,5323,4637,87.11,6.1,129
MODTHREAD,2026-08-03,47.88,48.85,331,288,87.01,0.16,16
LEXUS,2026-08-03,14.66,14.64,20296,17657,87.0,2.98,104
GUJRAFFIA,2026-08-03,39.65,39.59,1607,1395,86.81,0.64,38
AKI,2026-08-03,4.14,4.08,136796,118723,86.79,5.62,218
BIMETAL,2026-08-03,669.7,637.15,2106,1825,86.66,13.64,109
NORBTEAEXP,2026-08-03,68.57,65.29,2954,2547,86.22,1.98,84
LFIC,2026-08-03,144.12,141.06,2693,2322,86.22,3.81,55
HISARMETAL,2026-08-03,147.29,146.47,3008,2593,86.2,4.44,46
THAKDEV,2026-08-03,141.18,140.47,230,198,86.09,0.32,19
DIGJAMLMTD,2026-08-03,48.95,48.59,16187,13913,85.95,7.93,114
RKDL,2026-08-03,19.74,19.14,18391,15774,85.77,3.48,199
LAXMICOT,2026-08-03,14.49,14.63,15770,13520,85.73,2.36,157
ARCHIDPLY,2026-08-03,81.14,81.8,1504,1289,85.7,1.23,58
AIRAN,2026-08-03,15.13,15.03,86715,74075,85.42,13.08,330
SIL,2026-08-03,16.77,16.95,22031,18708,84.92,3.71,409
SURYALA,2026-08-03,405.95,410.9,907,770,84.9,3.71,60
ATLANTAA,2026-08-03,35.1,35.2,15290,12976,84.87,5.38,336
INDPRUD,2026-08-03,6598.5,6550.0,98,83,84.69,6.4,32
AMBICAAGAR,2026-08-03,25.0,25.05,3362,2842,84.53,0.84,35
ATL,2026-08-03,23.24,23.28,64482,54424,84.4,15.07,516
HINDCON,2026-08-03,24.03,23.15,16892,14243,84.32,3.99,310
DEVX,2026-08-03,33.94,34.33,62313,52459,84.19,21.42,2452
RACE,2026-08-03,109.49,111.79,5364,4500,83.89,5.95,53
GROBTEA,2026-08-03,920.0,918.05,223,187,83.86,2.04,33
ATAM,2026-08-03,64.44,65.49,5993,5024,83.83,3.94,119
PODDARMENT,2026-08-03,261.61,251.55,10592,8863,83.68,26.83,216
FINKURVE,2026-08-03,62.73,59.72,161723,135243,83.63,97.59,1115
RAJTV,2026-08-03,11.32,10.76,281976,235749,83.61,30.65,713
SAPPL,2026-08-03,289.65,287.45,983,821,83.52,2.82,53
PRIMESECU,2026-08-03,276.9,277.45,39599,33073,83.52,110.27,236
ANTGRAPHIC,2026-08-03,0.75,0.75,116107,96881,83.44,0.88,199
3PLAND,2026-08-03,31.7,31.63,2931,2439,83.21,0.93,95
GATECHDVR,2026-08-03,0.53,0.53,2299277,1913053,83.2,12.5,529
SRD,2026-08-03,37.44,39.21,79787,66380,83.2,31.09,205
