symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,0.2366412213740388,-0.1596715328467257,-1.73,-3.47,-6.0,1.97,3.31,5.84
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-3.6565813291957614,-6.2694978363691325,-1.73,-3.47,,-1.93,-2.8,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-3.7362637362637434,-6.938450302104775,-1.73,-3.47,-1.85,-2.01,-3.47,-5.09
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.2389150446209044,-1.0748959778085991,-1.73,-3.47,-1.85,1.97,2.4,0.78
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.90089404603387,-1.3623188405797124,-1.73,-3.47,-1.85,-1.17,2.11,0.49
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,1.861090625135573,-1.5059356516632447,-1.73,-3.47,-1.93,3.59,1.96,0.42
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-2.529308594110576,-10.235484145201042,-1.73,-3.47,-2.89,-0.8,-6.77,-7.35
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-3.232863393291201,0.1761449421238047,-1.73,-3.47,-3.03,-1.5,3.65,3.21
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-3.6919084689785273,-4.1779133904471335,-1.73,-3.47,-2.89,-1.96,-0.71,-1.29
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.249104779697958,-2.596813231141589,-1.73,-3.47,0.44,1.98,0.87,-3.04
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-2.723735408560309,-6.264831514000949,-1.73,-3.47,-6.88,-0.99,-2.79,0.62
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.1751313485113835,-0.4453759496987083,-1.73,-3.47,-1.93,1.55,3.02,1.48
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,-1.4738150255344695,4.077781424351826,-1.73,-3.47,4.62,0.26,7.55,-0.54
