symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,182.0,182.0,,,,False,216016.9,0.164,5.385,,4417
21STCENMGM,46.49,38.81,30.6,,,,False,9773.9,0.178,5.904,,2135
360ONE,1222.9,1128.6,1060.6,,,,False,821914.35,0.301,3.244,,1724
3BBLACKBIO,1588.9,1099.5,1099.5,,,,True,18394.7,1.365,6.864,,95
3IINFOLTD,27.8,21.77,17.0,,,,False,688942.25,0.055,4.783,,5276
3MINDIA,37300.0,32855.0,32330.0,,,,False,3928.65,0.19,5.105,,6002
3PLAND,33.97,31.3,30.22,33.97,31.3,20.0,True,5834.0,0.003,2.907,-2.855,4556
5PAISA,416.95,340.0,340.0,,,,False,77253.0,0.061,4.907,,2175
63MOONS,889.8,739.1,650.0,,,,False,288380.15,0.267,5.046,,5236
A2ZINFRA,17.5,14.06,12.0,,,,False,457231.6,0.093,4.518,,3874
AAATECH,101.98,90.05,85.0,,,,False,26037.15,0.066,4.34,,1437
AADHARHFC,517.8,459.3,459.3,,,,False,343885.85,0.062,4.94,,575
AAKASH,9.59,8.06,8.06,,,,False,124952.95,0.235,3.732,,2053
AAREYDRUGS,94.0,74.6,73.41,,,,False,192392.6,0.363,4.438,,1256
AARNAV,36.9,29.99,23.51,36.9,29.99,20.0,False,41968.0,0.001,2.874,-8.943,128
AARON,147.89,124.68,111.15,,,,False,16158.25,0.358,3.761,,1965
AARTECH,53.36,45.5,44.85,53.36,45.5,20.0,False,99332.7,0.152,2.994,-6.409,780
AARTIDRUGS,453.65,404.5,369.0,,,,False,202615.0,0.237,4.196,,5686
AARTIIND,551.75,483.4,454.5,,,,False,1407093.4,0.132,4.284,,6007
AARTIPHARM,932.6,679.8,650.8,,,,False,1414928.25,0.119,7.262,,890
AARTISURF,677.7,494.6,361.6,,,,False,49091.3,0.188,5.048,,1523
AARVI,161.0,139.71,138.0,,,,False,31801.05,0.383,3.246,,2201
AASTHA,88.37,70.0,70.0,,,,False,1235640.9,0.15,4.966,,43
AATMAJ,20.5,17.8,16.7,,,,False,4100.0,0.0,9.692,,785
AAVAS,1444.5,1234.2,1234.2,,,,False,125270.5,0.747,5.457,,1956
