symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,182.0,182.0,,,,False,217692.4,1.108,6.068,,4414
21STCENMGM,46.49,39.94,30.6,,,,False,10409.25,0.339,5.178,,2132
360ONE,1222.9,1136.6,1060.6,,,,False,800216.35,0.528,3.221,,1721
3BBLACKBIO,1463.0,1099.5,1099.5,,,,True,14476.05,3.134,5.448,,92
3IINFOLTD,27.8,21.77,17.0,,,,False,1171065.0,0.158,4.628,,5273
3MINDIA,37300.0,33290.0,32330.0,,,,False,3930.05,0.616,4.686,,5999
3PLAND,33.0,31.45,30.22,33.0,31.45,20.0,False,5687.8,0.365,1.802,-3.818,4553
5PAISA,416.95,348.1,326.0,,,,False,75065.25,0.215,4.49,,2172
63MOONS,957.95,739.1,650.0,,,,False,462200.75,0.525,5.754,,5233
A2ZINFRA,17.95,14.06,12.0,,,,False,612958.55,0.786,4.719,,3871
AAATECH,101.98,88.0,85.0,,,,False,30070.65,1.046,3.873,,1434
AADHARHFC,517.8,459.3,459.3,,,,False,372293.4,0.327,4.977,,572
AAKASH,9.59,8.06,8.06,,,,False,130674.8,0.488,3.732,,2050
AAREYDRUGS,89.01,74.6,73.41,,,,True,165074.85,2.302,3.353,,1253
AARNAV,36.9,29.86,23.51,36.9,29.86,20.0,False,48190.35,0.095,2.957,-8.78,125
AARON,147.89,128.01,111.15,,,,False,17895.65,0.372,3.108,,1962
AARTECH,53.36,45.5,44.85,53.36,45.5,20.0,False,96910.35,0.34,2.835,-7.871,777
AARTIDRUGS,453.65,404.5,368.55,,,,False,217625.45,0.275,3.636,,5683
AARTIIND,551.75,480.55,454.5,,,,False,1421722.85,0.453,4.171,,6004
AARTIPHARM,932.6,670.65,650.8,,,,False,1375171.95,0.202,6.195,,887
AARTISURF,677.7,455.25,361.6,,,,False,103360.0,0.096,5.083,,1520
AARVI,161.39,141.0,135.54,,,,False,30284.95,0.837,3.405,,2198
AASTHA,92.09,70.0,70.0,,,,False,1574659.25,1.511,7.127,,40
AATMAJ,20.5,17.8,16.7,,,,False,4400.0,0.909,7.636,,783
