symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.7646969466808344,-1.1428571428571392,-0.87,-1.53,-6.75,-1.89,0.39,5.61
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-3.0051282051282007,-3.941086846114775,-0.87,-1.53,,-2.14,-2.41,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.1262798634812288,-3.939253266131712,-0.87,-1.53,0.05,-0.26,-2.41,-3.99
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.2815909890883492,-0.6832601268911632,-0.87,-1.53,0.05,1.15,0.85,-0.73
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-1.0306326939593646,0.8754012255617158,-0.87,-1.53,0.05,-0.16,2.41,0.83
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,0.7036136205698322,-2.784067085953882,-0.87,-1.53,0.08,1.57,-1.25,-2.86
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-2.9005524861878453,-3.6986301369863015,-0.87,-1.53,-1.78,-2.03,-2.17,-1.92
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-2.963414634146341,0.3936511140831186,-0.87,-1.53,-3.41,-2.09,1.92,3.8
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-3.122065727699533,-2.4580477428503977,-0.87,-1.53,-1.78,-2.25,-0.93,-0.68
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.534729442051587,-6.166257784487631,-0.87,-1.53,-6.52,-0.66,-4.64,0.35
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.6391478029294315,0.035749396728918,-0.87,-1.53,0.08,0.23,1.57,-0.04
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.2680824222035275,-5.400714144019048,-0.87,-1.53,0.71,1.14,-3.87,-6.11
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,0.2280412046866292,5.121649484536075,-0.87,-1.53,7.24,1.1,6.65,-2.12
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,2.4485049833886983,1.07177974434611,-0.87,-1.53,,3.32,2.6,
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,5.043370508054529,8.62378267555101,-0.87,-1.53,0.05,5.91,10.15,8.57
