symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
NAUKRI,1354.0,14,8.328666293303456,8.91,8.05,49.49,3.26,8.02,34.93980231746299,1301.59,1421.7,False,0,Buy,Technology Services
ADOR,1635.6,14,11.80531820356824,12.39,11.81,43.93,,8.28,68.72243887674333,1532.52,1717.38,False,0,Strong buy,Producer Manufacturing
BEML,1984.9,14,13.099715099715104,13.68,13.1,42.71,,20.44,58.04882254886879,1897.83,2084.14,False,0,Strong buy,Producer Manufacturing
EICHERMOT,8059.0,14,2.129007730325688,2.71,2.13,56.48,2.08,5.15,126.6370218945093,7869.04,8461.95,False,0,Buy,Consumer Durables
LAL,9.06,14,7.985697258641239,8.57,7.99,83.32,,40.95,0.5762912878873266,8.2,9.51,False,0,Strong buy,Consumer Non-Durables
BURNPUR,16.15,14,163.4584013050571,164.04,163.46,42.1,,32.45,1.2918271526120613,14.21,16.96,False,0,Strong buy,Non-Energy Minerals
SHANKARA,146.09,14,3.316831683168315,3.9,3.32,84.99,,80.44,3.111178068258908,141.42,153.39,False,0,Buy,Retail Trade
CANHLIFE,154.19,14,8.814396612561758,9.39,8.81,58.78,,25.89,4.907756211013729,146.83,161.9,False,0,Buy,Finance
VIJAYA,1452.5,14,7.274741506646972,7.85,4.82,50.54,,8.3,46.10800398149273,1383.34,1525.12,False,0,Buy,Health Services
BATLIBOI,88.41,14,3.3914162086305595,3.97,3.39,54.02,,20.46,4.531708398467687,81.61,92.83,False,0,Buy,Producer Manufacturing
BIL,857.7,14,14.421024546424762,15.0,14.42,79.13,,14.26,33.77689952440546,807.03,900.58,False,0,Buy,Consumer Non-Durables
AKUMS,772.6,14,16.706948640483386,17.29,14.26,59.23,,11.74,26.465572325162103,732.9,811.23,False,0,Strong buy,Health Technology
PPLPHARMA,218.68,14,12.460786834661876,13.04,10.01,41.77,,6.01,7.318390650690299,207.7,229.61,False,0,Buy,Health Technology
ROLEXRINGS,180.55,14,30.92820884699058,31.51,30.93,45.75,,13.27,7.2163893434681,169.73,189.58,False,0,Buy,Producer Manufacturing
NAHARCAP,258.44,14,3.791164658634537,4.37,3.79,94.21,,18.79,8.255960787814946,246.06,271.36,False,0,Buy,Finance
LUMAXTECH,1985.5,14,33.775771459372045,34.36,33.78,47.52,,22.61,70.46579335793372,1879.8,2084.78,False,0,Buy,Producer Manufacturing
SKYGOLD,811.4,14,20.672218917311124,21.25,20.67,52.1,,15.57,33.77083589160544,760.74,851.97,False,0,Buy,Consumer Durables
CRISIL,4732.7,14,5.194487663925313,5.77,4.91,50.24,,8.35,110.59628545236164,4566.81,4969.34,False,0,Strong buy,Technology Services
INDGN,578.95,14,14.168802997436408,14.75,11.72,55.55,,8.99,16.36429902414502,554.4,607.9,False,0,Strong buy,Health Technology
ETERNAL,328.0,14,5.84059373991611,6.42,5.56,68.97,0.78,12.33,7.499349874386204,316.75,344.4,False,0,Buy,Technology Services
