date,symbol,subject,details,category
28-Jun-2026 00:49:19,ADFFOODS,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,"Intimation under Regulation 30 of SEBI (LODR) Regulations, 2015.",Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
27-Jun-2026 23:49:27,TANLA,Shareholders meeting,"Tanla Platforms Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 20, 2026",Shareholders meeting
27-Jun-2026 22:59:30,MAGADSUGAR,Copy of Newspaper Publication,Magadh Sugar & Energy Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
27-Jun-2026 22:50:05,AVADHSUGAR,Copy of Newspaper Publication,Avadh Sugar & Energy Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
27-Jun-2026 22:29:18,GANGAFORGE,Updates,Ganga Forging Limited has informed the Exchange regarding 'Submission of Letter of Offer for Rights Issue '.,Updates
27-Jun-2026 22:06:37,ZENTEC,Copy of Newspaper Publication,Zen Technologies Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
27-Jun-2026 21:51:23,PTCIL,Outcome of Board Meeting,"PTC Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 27, 2026.",Outcome of Board Meeting
27-Jun-2026 21:46:33,DEEDEV,Trading Window,"DEE Development Engineers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
27-Jun-2026 21:31:15,DEEDEV,General Updates,DEE Development Engineers Limited has informed the Exchange about approval of Preferential Issue of Securities on a Private Placement Basis,General Updates
27-Jun-2026 21:05:53,AMBER,Press Release,"Amber Enterprises India Limited has informed the Exchange regarding a press release dated Jun 27, 2026, titled ""Amber Group Conducted Groundbreaking Ceremony of Two Advanced Manufacturing Facilities at YIEDA, Jewar, Uttar Pradesh which is self- explanatory.",Press Release
27-Jun-2026 20:57:52,HEROMOTOCO,Copy of Newspaper Publication,"Please find enclosed herewith copies of the newspaper advertisement published for the attention of the shareholders intimating that the 43rd Annual General Meeting (AGM) of the Company is scheduled to be held on Wednesday, August 05, 2026, through Video Conference / Other Audio Visual Means along wi",Copy of Newspaper Publication
27-Jun-2026 20:57:52,DEEDEV,Shareholders meeting,"DEE Development Engineers Limited has submitted the Exchange a copy Srutinizers report of  Extraordinary General Meeting held on Jun 27, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
27-Jun-2026 20:17:09,HINDZINC,Updates,Hindustan Zinc Limited has informed the Exchange regarding 'Grant of Composite licence'.,Updates
27-Jun-2026 20:16:27,ADVANIHOTR,Updates,Advani Hotels & Resorts (India) Limited has informed the Exchange regarding 'Complaint against Simply Wall Street Pty Ltd for serious and blatantviolations of SEBI regulations and request for passing of a cease and desistorder and other consequential enforcement action against it.'.,Updates
27-Jun-2026 20:14:51,POONAWALLA,Copy of Newspaper Publication,Poonawalla Fincorp Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
27-Jun-2026 19:54:41,VMSTMT,Press Release,"VMS TMT Limited has informed the Exchange regarding a press release dated Jun 27, 2026, titled ""press release on announcement of amalgamation"".",Press Release
27-Jun-2026 19:54:27,TIRUMALCHM,Trading Window,"Thirumalai Chemicals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
27-Jun-2026 19:50:26,LUXIND,Resignation of Director/KMP/SMP,Lux Industries Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
27-Jun-2026 19:45:06,LUXIND,Resignation of Director/KMP/SMP,Lux Industries Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
27-Jun-2026 19:44:56,CEMPRO,Amendment to AOA/MOA,Cemindia Projects Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.,Amendment to AOA/MOA
