symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-0.89473684210527,-3.088008234688626,-0.46,0.6,-2.89,-0.43,-3.69,-0.2
HDFCBANK,Finance,NIFTY_FIN_SERVICE,1.2460267005721493,1.5624003571200815,-0.46,0.6,3.23,1.71,0.96,-1.67
BHARTIARTL,Communications,,-1.49563551202895,-1.2433297758804671,-0.46,0.6,,-1.04,-1.84,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,4.041691661667674,7.558139534883721,-0.46,0.6,3.23,4.5,6.96,4.33
SBIN,Finance,NIFTY_FIN_SERVICE,1.7025002432143204,7.784307660583576,-0.46,0.6,3.23,2.16,7.18,4.55
TCS,Technology Services,NIFTY_IT,-5.174287007695798,-9.249631747682177,-0.46,0.6,-5.69,-4.71,-9.85,-3.56
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.300829550790416,3.8614333386302166,-0.46,0.6,3.23,2.76,3.26,0.63
LT,Industrial Services,NIFTY_ENERGY,0.2067637901941635,4.635695850704778,-0.46,0.6,-2.89,0.67,4.04,7.53
LICI,Finance,NIFTY_FIN_SERVICE,0.869668811055524,0.5940358797671379,-0.46,0.6,3.23,1.33,-0.01,-2.64
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,-1.5620047992031514,-1.1547554100745632,-0.46,0.6,-1.61,-1.1,-1.75,0.46
SUNPHARMA,Health Technology,NIFTY_PHARMA,2.492434662998622,1.7923497267759538,-0.46,0.6,1.26,2.95,1.19,0.53
ADANIPOWER,Utilities,NIFTY_ENERGY,4.024500907441018,-2.12593383137673,-0.46,0.6,-2.89,4.48,-2.73,0.76
MARUTI,Consumer Durables,NIFTY_AUTO,0.7254873222922468,4.223536548377313,-0.46,0.6,1.88,1.19,3.62,2.34
AXISBANK,Finance,NIFTY_FIN_SERVICE,2.1964974769961514,5.145823789891594,-0.46,0.6,3.23,2.66,4.55,1.92
INFY,Technology Services,NIFTY_IT,-8.8984163093884,-10.72622824316213,-0.46,0.6,-5.69,-8.44,-11.33,-5.04
ADANIPORTS,Transportation,NIFTY_AUTO,-2.0185488270594654,-0.4986149584487535,-0.46,0.6,1.88,-1.56,-1.1,-2.38
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,1.250154722119077,4.110983836069741,-0.46,0.6,3.23,1.71,3.51,0.88
M&M,Consumer Durables,NIFTY_AUTO,1.4408670704494682,1.9282511210762276,-0.46,0.6,1.88,1.9,1.33,0.05
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,2.913279132791328,6.746310611384399,-0.46,0.6,3.23,3.37,6.15,3.52
TITAN,Consumer Durables,NIFTY_AUTO,-2.0251141552511376,3.357498976372277,-0.46,0.6,1.88,-1.57,2.76,1.48
ITC,Consumer Non-Durables,NIFTY_FMCG,-0.3607627555402891,-4.714966321669138,-0.46,0.6,-1.61,0.1,-5.31,-3.1
NTPC,Utilities,NIFTY_ENERGY,-1.3865546218487363,-9.904030710172744,-0.46,0.6,-2.89,-0.93,-10.5,-7.01
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,0.8691834942932397,-1.7194183062446535,-0.46,0.6,-7.76,1.33,-2.32,6.04
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,-4.425465838509317,-4.52923840545991,-0.46,0.6,-7.76,-3.97,-5.13,3.23
HCLTECH,Technology Services,NIFTY_IT,-4.4531249999999964,-5.576048726087329,-0.46,0.6,-5.69,-3.99,-6.18,0.11
BEL,Electronic Technology,NIFTY_IT,-3.621301775147932,-3.8488783943329423,-0.46,0.6,-5.69,-3.16,-4.45,1.84
ONGC,Energy Minerals,NIFTY_ENERGY,-5.224639154299653,-18.23921431076816,-0.46,0.6,-2.89,-4.76,-18.84,-15.35
HAL,Electronic Technology,NIFTY_IT,-2.397229669347636,-1.2700851996655251,-0.46,0.6,-5.69,-1.94,-1.87,4.42
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,-0.2938185105661682,-2.368042491977436,-0.46,0.6,3.23,0.17,-2.97,-5.6
DMART,Retail Trade,NIFTY_FMCG,-0.1255813953488287,4.748896314544275,-0.46,0.6,-1.61,0.33,4.15,6.36
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,-2.0499552194248185,-6.524216524216524,-0.46,0.6,1.88,-1.59,-7.12,-8.4
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,-0.3339728558232108,-1.0581264108352144,-0.46,0.6,-1.61,0.13,-1.66,0.55
COALINDIA,Energy Minerals,NIFTY_ENERGY,-4.517543859649128,-4.934497816593892,-0.46,0.6,-2.89,-4.06,-5.53,-2.04
POWERGRID,Utilities,NIFTY_ENERGY,-0.8555962982364398,-3.7627118644067874,-0.46,0.6,-2.89,-0.4,-4.36,-0.87
ASIANPAINT,Process Industries,NIFTY_METAL,-3.635701275045544,-0.1811320754717049,-0.46,0.6,-7.76,-3.18,-0.78,7.58
ADANIGREEN,Utilities,NIFTY_ENERGY,3.6400679117147647,8.234042553191482,-0.46,0.6,-2.89,4.1,7.63,11.12
ETERNAL,Technology Services,NIFTY_IT,-1.2959381044487406,3.090909090909093,-0.46,0.6,-5.69,-0.84,2.49,8.78
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,2.158415841584154,7.367325702393336,-0.46,0.6,3.23,2.62,6.77,4.14
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,-5.175619315612272,-10.095283468318248,-0.46,0.6,-7.76,-4.72,-10.7,-2.34
HINDZINC,Non-Energy Minerals,NIFTY_METAL,-8.794014084507051,-18.017091311916445,-0.46,0.6,-7.76,-8.33,-18.62,-10.26
HINDALCO,Non-Energy Minerals,NIFTY_METAL,-5.248508946322063,-13.502722323048998,-0.46,0.6,-7.76,-4.79,-14.1,-5.74
GRASIM,Non-Energy Minerals,NIFTY_METAL,-1.0099730884913751,-1.3192778689559457,-0.46,0.6,-7.76,-0.55,-1.92,6.44
INDIGO,Transportation,NIFTY_AUTO,11.338100102145043,21.11111111111111,-0.46,0.6,1.88,11.8,20.51,19.23
EICHERMOT,Consumer Durables,NIFTY_AUTO,1.0372340425531914,2.4679703304113283,-0.46,0.6,1.88,1.5,1.87,0.59
