symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
CEMPRO,1213.4,62.78016178538429,47.17849566046476,Buy,36.85991427926913,True,6
CGCL,217.44,66.36064732665542,44.64313919997641,Strong buy,14.86529318541996,True,6
NEULANDLAB,17961.0,65.33166277040104,25.433393933874083,Buy,6.910714285714286,True,6
KPIL,1384.2,60.283224697740295,39.19689313267625,Buy,8.479623824451414,True,6
CRAFTSMAN,9252.0,55.38930993631519,41.17990323517702,Buy,6.755899151906768,True,6
MTARTECH,7976.5,56.48747520909293,30.13874780686972,Buy,-0.29375,True,6
ACUTAAS,3300.0,64.88465395717952,40.87078935346517,Buy,12.866817155756202,True,6
AEGISVOPAK,233.19,61.78624216547684,26.12095451870058,Buy,13.199029126213592,True,6
DATAPATTNS,4506.6,53.98601194465824,25.72808654141061,Buy,10.131964809384174,True,6
ACMESOLAR,357.2,66.48613295310554,40.28940573376357,Buy,17.693574958813837,True,6
ADANIENT,3038.0,62.49299481393212,47.87196785791868,Buy,6.746310611384399,True,6
STLTECH,613.35,60.61611281687256,55.993609882691786,Buy,26.11288166957952,True,6
NETWEB,4943.8,59.415732811292415,29.566793499713235,Buy,28.74479166666667,True,6
IKS,1704.3,58.128228197786775,31.314633638275943,Buy,3.0411124546553783,True,6
LALPATHLAB,1689.2,64.52281976772034,28.996305939604728,Strong buy,5.50905683947533,True,6
ZFCVINDIA,2616.0,53.01881678673446,25.906346433225863,Buy,4.6888527051291,True,6
NBCC,107.17,55.7540341116645,31.76795759674173,Buy,9.368302888049808,True,6
ADANIGREEN,1526.1,60.85616137485495,38.18967277851779,Buy,8.234042553191482,True,6
DIVISLAB,6713.5,52.30755744875816,25.92860360929451,Buy,-0.6143597335307179,True,6
LAURUSLABS,1450.0,64.64980806548613,36.00014242883311,Buy,6.53930933137399,True,6
YESBANK,24.87,63.74747510296351,28.329199569865093,Strong buy,11.275167785234895,True,6
FEDERALBNK,324.05,68.41317111984615,35.90870684005176,Strong buy,10.976027397260276,True,6
ATGL,719.8,53.55667152802991,30.07867076867134,Buy,9.226100151745062,True,6
IDFCFIRSTB,79.22,68.82934208695696,38.057368856424304,Strong buy,14.3971119133574,True,6
TATACOMM,1991.9,58.92247794778977,35.269653565462846,Buy,2.898026655646252,True,6
