index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24252.2,24250.2,0.01,2026-07-30,2026-07-29,False
NIFTY_BANK,^NSEBANK,56991.85,57205.9,-0.37,2026-07-30,2026-07-29,False
NIFTY_NEXT_50,^NSMIDCP,72672.9,72626.55,0.06,2026-07-30,2026-07-29,False
INDIA_VIX,^INDIAVIX,12.1,12.01,0.75,2026-07-30,2026-07-29,False
SENSEX,^BSESN,77654.6,76765.92,1.16,2026-07-29,2026-07-28,False
