identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY04-08-2026PE24200.00,Index Options,NIFTY,04-Aug-2026,Put,24200,102.35,113668,8547.663097999999,167740,24256.75,-9.584805653710248
OPTIDXNIFTY04-08-2026CE24200.00,Index Options,NIFTY,04-Aug-2026,Call,24200,139.85,100448,8165.317472000001,122039,24256.75,-7.659293496203367
OPTIDXNIFTY04-08-2026CE24250.00,Index Options,NIFTY,04-Aug-2026,Call,24250,112.4,80942,5253.864278,59857,24256.75,-9.464357631896899
OPTIDXNIFTY04-08-2026CE24500.00,Index Options,NIFTY,04-Aug-2026,Call,24500,26.45,73708,1078.458602,112899,24256.75,-22.773722627737225
OPTIDXNIFTY04-08-2026CE24300.00,Index Options,NIFTY,04-Aug-2026,Call,24300,88.1,66509,3343.473939,95214,24256.75,-12.075848303393213
OPTIDXNIFTY04-08-2026PE24250.00,Index Options,NIFTY,04-Aug-2026,Put,24250,125.2,65595,5984.0678625,60923,24256.75,-7.7716390423572745
OPTIDXNIFTY04-08-2026PE24000.00,Index Options,NIFTY,04-Aug-2026,Put,24000,42.65,62534,1978.294357,139182,24256.75,-17.901828681424448
OPTIDXNIFTY04-08-2026CE25000.00,Index Options,NIFTY,04-Aug-2026,Call,25000,2.4,62519,93.8722785,141134,24256.75,-7.6923076923076925
OPTIDXNIFTY04-08-2026CE24900.00,Index Options,NIFTY,04-Aug-2026,Call,24900,3.0,56867,104.97648199999999,50219,24256.75,-13.043478260869565
OPTIDXNIFTY04-08-2026CE24600.00,Index Options,NIFTY,04-Aug-2026,Call,24600,12.85,55059,399.7558695,117548,24256.75,-28.212290502793294
OPTIDXNIFTY04-08-2026CE24400.00,Index Options,NIFTY,04-Aug-2026,Call,24400,50.6,49363,1386.4338994999998,64596,24256.75,-16.57048639736191
OPTIDXNIFTY04-08-2026PE24100.00,Index Options,NIFTY,04-Aug-2026,Put,24100,67.3,46790,2315.988025,75493,24256.75,-12.936610608020699
OPTIDXNIFTY04-08-2026PE24300.00,Index Options,NIFTY,04-Aug-2026,Put,24300,151.0,44238,4860.694488,51259,24256.75,-6.036092097075295
OPTIDXNIFTY04-08-2026PE24150.00,Index Options,NIFTY,04-Aug-2026,Put,24150,83.5,43217,2649.2669255,56424,24256.75,-11.311736590547
OPTIDXNIFTY04-08-2026CE24700.00,Index Options,NIFTY,04-Aug-2026,Call,24700,6.35,42120,154.95948,118877,24256.75,-32.4468085106383
OPTIDXNIFTY04-08-2026CE24350.00,Index Options,NIFTY,04-Aug-2026,Call,24350,67.5,41984,1595.8958080000002,26685,24256.75,-14.17673235855054
OPTIDXNIFTY04-08-2026PE23500.00,Index Options,NIFTY,04-Aug-2026,Put,23500,6.15,38842,161.835193,85142,24256.75,-24.074074074074073
OPTIDXNIFTY04-08-2026PE23700.00,Index Options,NIFTY,04-Aug-2026,Put,23700,11.55,37793,309.52467,61488,24256.75,-26.19808306709265
OPTIDXNIFTY04-08-2026CE24450.00,Index Options,NIFTY,04-Aug-2026,Call,24450,36.5,37323,761.0346315,54820,24256.75,-19.86827661909989
OPTIDXNIFTY04-08-2026PE23200.00,Index Options,NIFTY,04-Aug-2026,Put,23200,3.85,36961,91.0534235,97075,24256.75,-18.94736842105263
