symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
ASIANPAINT,2758.4,4.830312013073382,51.31,24441.0,272315.0,294289.52865,72078.0,True,6
KPITTECH,638.75,-13.553931519826769,47.23,13427.0,243117.0,215887.278405,41855.0,True,6
PHOENIXLTD,1910.5,0.8711721224920802,43.28,4747.0,42335.0,50072.922935,15714.0,True,6
ADANIPORTS,1719.7,-4.962696877590493,37.93,22484.0,147406.0,192780.4101725,81760.0,True,6
KAYNES,3638.6,11.456227409177234,30.37,9188.0,131844.0,118005.57258,39441.0,True,6
BOSCHLTD,41065.0,1.0706374600049224,27.75,2858.0,19790.0,28821.5108925,13157.0,True,6
COLPAL,2166.4,8.700451580531865,24.54,5007.0,95055.0,86614.3492775,25408.0,True,6
BRITANNIA,5517.5,5.436652016051978,20.11,3954.0,18426.0,18388.939825,23614.0,True,6
PGEL,612.45,12.17032967032968,19.62,2886.0,20281.0,28791.37773,17593.0,True,5
FORCEMOT,17334.0,-5.870214499049688,19.16,3124.0,13353.0,12014.86484,19432.0,True,5
GVT&D,4101.6,-18.89262408542613,19.14,5233.0,16995.0,29754.2946875,32577.0,True,5
EICHERMOT,7779.0,3.0194676201827573,18.74,12047.0,66615.0,51538.97241,76335.0,True,5
SUZLON,47.45,-18.18965517241379,18.41,9865.0,66570.0,71405.28391,63442.0,True,5
DABUR,433.7,1.963089220641816,18.15,5878.0,32245.0,24600.06375,38257.0,True,5
BAJAJHLDNG,10949.0,3.3021983205962826,16.17,778.0,1886.0,4459.9945725,5590.0,True,5
ABCAPITAL,397.6,1.9487179487179545,15.67,2257.0,8266.0,30339.36582,16658.0,True,5
MARICO,878.7,6.56075673053602,15.62,2334.0,18141.0,49602.43356,17281.0,True,5
WAAREEENER,2736.2,-9.39735099337749,15.58,8067.0,52546.0,44234.20701,59839.0,True,5
ABB,7310.5,4.435714285714286,15.39,3715.0,48272.0,78172.29295,27856.0,True,5
MANKIND,2592.7,5.274484326782509,14.31,1820.0,9473.0,15450.09975,14535.0,True,5
LUPIN,2447.0,4.127659574468085,14.16,2326.0,12789.0,33063.3000425,18755.0,True,5
KALYANKJIL,628.6,66.3843303335098,13.65,5156.0,67887.0,120444.04539,42916.0,True,5
RECLTD,374.25,2.379975379565036,13.3,5141.0,43717.0,34211.2590225,43785.0,True,5
SWIGGY,287.34,19.352024922118368,12.86,5469.0,94473.0,141688.95726,47995.0,True,5
DRREDDY,1142.3,-17.725439354652845,12.76,5384.0,34633.0,38832.8913125,47572.0,True,5
PATANJALI,357.15,-13.617124198814851,12.35,4745.0,52647.0,76259.628175,43169.0,True,5
MOTHERSON,146.0,-3.763759804890916,12.25,3079.0,12703.0,25930.04205,28213.0,True,5
CROMPTON,264.25,-4.222544400144972,12.01,3700.0,24947.0,33097.149665,34509.0,True,5
HEROMOTOCO,5149.1,5.9703642724840575,11.77,4972.0,47588.0,58665.076335,47224.0,True,5
CGPOWER,829.5,-13.602749713571503,10.82,3583.0,25378.0,42691.47627,36689.0,True,5
DIVISLAB,7784.5,16.186567164179106,10.8,5490.0,77553.0,95271.5034,56341.0,True,5
JINDALSTEL,1088.7,2.746319365798428,10.64,2879.0,37158.0,36491.811625,29946.0,True,5
LTF,309.15,3.3946488294314303,10.34,3128.0,21978.0,43946.211825,33379.0,True,5
CIPLA,1474.3,2.1195539239454115,9.64,3658.0,44967.0,30169.233175,41620.0,True,3
VMM,108.24,-7.010309278350525,9.62,1059.0,3340.0,5593.6893,12066.0,True,3
SUNPHARMA,1989.9,6.026214833759599,9.61,5877.0,35606.0,30620.069445,67005.0,True,3
DIXON,14275.0,18.79004743280353,9.57,6899.0,85566.0,90398.73008,78985.0,True,3
UNIONBANK,171.08,-2.2399999999999927,9.55,3345.0,11549.0,19622.1505275,38358.0,True,3
INOXWIND,76.6,-14.365567356064853,9.5,2135.0,16220.0,19328.71936,24616.0,True,3
COALINDIA,410.05,-5.876276827728673,9.48,8109.0,44146.0,37502.188785,93633.0,True,3
TATASTEEL,187.27,-0.7735919037778729,9.34,9003.0,62178.0,58434.48435,105367.0,True,3
LODHA,1316.35,39.00211193241815,9.34,3050.0,46811.0,52386.6323125,35714.0,True,3
PRESTIGE,1673.0,6.424936386768448,9.31,1190.0,9080.0,18904.995855,13969.0,True,3
BEL,387.55,-4.732055063913471,9.28,11969.0,111782.0,82969.804485,140913.0,True,3
JIOFIN,249.48,4.38493723849372,9.28,10138.0,145562.0,181691.80194,119335.0,True,3
POWERINDIA,31675.0,-6.8519335391854135,9.24,2819.0,28742.0,44214.21265,33343.0,True,3
BANKINDIA,137.65,-5.068965517241376,8.64,2478.0,11322.0,13452.47488,31175.0,True,3
CDSL,1350.0,2.5056947608200457,8.62,2924.0,18400.0,20799.4333325,36847.0,True,3
360ONE,1161.3,7.547694017410632,8.61,942.0,7936.0,9474.67095,11884.0,True,3
TECHM,1644.2,14.20434812808224,8.4,3337.0,23954.0,44645.38344,43056.0,True,3
MFSL,1515.1,-6.440657033469197,8.31,2007.0,5965.0,15998.65724,26151.0,True,3
OFSS,11427.0,4.123194678573055,8.19,2088.0,32948.0,47370.73155,27567.0,True,3
ETERNAL,311.8,19.923076923076927,8.17,7425.0,89062.0,154704.316905,98294.0,True,3
INDIANB,827.7,-0.6362545018007149,8.11,1336.0,4644.0,11346.8498,17803.0,True,3
POLYCAB,9047.0,-6.384519867549669,8.09,2369.0,19428.0,33160.3930375,31634.0,True,3
PFC,427.1,-0.6975122064636131,8.02,3912.0,26166.0,33311.50511,52702.0,True,3
RBLBANK,371.15,-0.0942126514131958,7.87,1420.0,7397.0,35167.71351,19469.0,True,3
RVNL,224.83,-6.418314255983345,7.8,2292.0,16649.0,19219.1062525,31659.0,True,3
COFORGE,1714.9,14.831927146109548,7.76,4204.0,104502.0,132791.1815925,58377.0,True,3
BDL,1261.8,-7.790119847997672,7.71,1941.0,6859.0,10430.570235,27123.0,True,3
CUMMINSIND,5383.0,-5.544832426741533,7.7,1907.0,9968.0,40377.21494,26663.0,True,3
SHREECEM,26825.0,3.7115793543398414,7.65,1035.0,3289.0,9855.9093925,14571.0,True,3
MPHASIS,2361.3,4.02202643171807,7.57,1444.0,17444.0,29754.663785,20524.0,True,3
GMRAIRPORT,107.1,-1.2357063814090774,7.48,1705.0,7008.0,15386.7753675,24502.0,True,3
IRFC,89.13,-2.908496732026146,7.38,2192.0,15501.0,14585.5850175,31886.0,True,3
ITC,286.25,-1.446032019280423,7.36,11121.0,79268.0,49683.335805,162208.0,True,3
RELIANCE,1275.9,-2.454128440366965,7.29,29258.0,218283.0,180881.5033,430447.0,True,3
PREMIERENE,1036.2,-1.3706453455168346,7.28,862.0,5626.0,8876.79494,12698.0,True,3
POWERGRID,282.85,-1.4459930313588771,7.25,2918.0,14816.0,23501.17315,43160.0,True,3
HINDALCO,962.45,1.087070685852329,7.05,6623.0,39658.0,53861.84307,100583.0,True,3
MCX,2717.5,-3.7030474840538634,7.0,3692.0,27580.0,29534.3924625,56399.0,True,3
COCHINSHIP,1403.6,-3.731138545953367,6.97,1310.0,5793.0,13104.63912,20101.0,True,3
HDFCLIFE,556.7,-4.748053725725041,6.94,3991.0,15043.0,16435.16226,61532.0,True,3
IREDA,120.82,-4.79117415287629,6.94,1552.0,8316.0,10965.3886075,23906.0,True,3
LICHSGFIN,553.45,0.444646098003638,6.88,2015.0,10815.0,15712.5097,31300.0,True,3
ADANIGREEN,1373.1,-8.879155882938495,6.85,4176.0,23545.0,38726.46432,65112.0,True,3
APOLLOHOSP,8935.0,2.7011494252873565,6.82,1441.0,7895.0,10271.026275,22581.0,True,3
MUTHOOTFIN,3017.9,-0.2676801057501622,6.78,2243.0,11608.0,21607.7139025,35345.0,True,3
NATIONALUM,344.7,3.188145487202508,6.6,2287.0,24354.0,34716.66075,36946.0,True,3
TATACONSUM,1096.1,-4.069665674776825,6.49,2473.0,13853.0,10589.5988,40560.0,True,3
BAJFINANCE,1054.4,8.110325028196467,6.32,7765.0,44406.0,83157.698475,130679.0,True,3
MOTILALOFS,855.25,-9.60735612746393,6.24,871.0,5222.0,7617.1407425,14827.0,True,3
NESTLEIND,1503.3,5.568820224719098,6.23,1867.0,32708.0,28925.0927,31829.0,True,3
AUROPHARMA,1590.7,2.282664609053498,6.23,1473.0,14628.0,28566.879275,25129.0,True,3
NAUKRI,1247.85,26.204804045512,6.22,1969.0,16043.0,24825.60146,33619.0,True,3
OBEROIRLTY,1836.5,4.8829240434037695,6.2,1182.0,4956.0,8928.06145,20255.0,True,3
LAURUSLABS,1781.3,22.84827586206896,6.13,2369.0,37321.0,80210.918185,41035.0,True,3
BLUESTARCO,1680.8,2.6630833129733635,6.11,670.0,5279.0,6219.5274375,11631.0,True,3
GAIL,175.12,1.313277408157368,6.09,1811.0,11266.0,17555.130205,31539.0,True,3
HINDZINC,536.7,3.60003860631215,6.08,2272.0,19509.0,19620.13067,39627.0,True,3
SOLARINDS,18080.0,3.7351540535888463,6.02,1256.0,5713.0,12836.99145,22126.0,True,3
TITAN,4850.2,13.190198366394396,6.01,3249.0,25238.0,33586.7630175,57312.0,True,3
NTPC,343.5,-2.414772727272727,6.01,6132.0,33788.0,23552.2269,108123.0,True,3
BHEL,405.15,0.6083933449217752,5.94,2716.0,37732.0,67357.874325,48419.0,True,3
TIINDIA,2786.7,-9.455112584072522,5.93,628.0,2114.0,4681.96606,11222.0,True,3
INDUSTOWER,386.15,-2.215750822993163,5.85,3877.0,25012.0,27349.63111,70130.0,True,3
LICI,423.9,0.6888361045130588,5.78,1190.0,4222.0,6202.81004,21785.0,True,3
PERSISTENT,5483.3,21.851111111111116,5.66,2350.0,32107.0,33313.5720875,43839.0,True,3
SUPREMEIND,3479.3,2.401624628425122,5.52,1009.0,27500.0,23424.1542675,19279.0,True,3
ULTRACEMCO,11998.0,4.722004015012656,5.51,2615.0,18621.0,18551.55508,50096.0,True,3
BAJAJFINSV,1924.4,9.0558766859345,5.51,2608.0,18402.0,20171.18643,49968.0,True,3
ZYDUSLIFE,1122.7,1.6294016475061102,5.46,686.0,4348.0,15733.79289,13257.0,True,3
VEDL,264.5,-2.2181146025878005,5.34,3587.0,22345.0,10190.407025,70700.0,True,3
DMART,3848.1,-10.30279014475188,5.3,2770.0,33324.0,30583.06908,55012.0,True,3
HYUNDAI,1992.9,1.6785714285714333,5.25,998.0,6632.0,10806.5492425,20004.0,True,3
ADANIENT,3024.5,0.1490066225165563,4.98,3677.0,76382.0,107936.4032247,77457.0,True,3
RADICO,4373.8,13.847675568743815,4.94,485.0,27361.0,36184.978995,10294.0,True,3
GLENMARK,2261.7,4.23060970551637,4.93,1694.0,12685.0,31886.6648625,36052.0,True,3
AXISBANK,1235.4,-11.288237828522176,4.88,8499.0,70260.0,97768.6755625,182738.0,True,3
BIOCON,431.1,3.4309021113243787,4.85,1245.0,9159.0,27507.94775,26913.0,True,3
SHRIRAMFIN,1044.7,0.7473841554559043,4.73,2418.0,20885.0,33006.39441,53496.0,True,3
GRASIM,3113.0,-1.0174880763116056,4.73,2397.0,9097.0,16470.7699,53080.0,True,3
VOLTAS,1313.3,0.7750153468385442,4.73,1137.0,7371.0,11504.7549375,25162.0,True,3
IDFCFIRSTB,85.02,7.6202531645569564,4.44,2599.0,21689.0,29445.092075,61082.0,True,3
TMPV,329.8,-5.771428571428568,4.43,3423.0,29564.0,32014.3896,80639.0,True,3
ONGC,238.31,1.8418803418803429,4.42,2026.0,14699.0,17192.88675,47913.0,True,3
DELHIVERY,470.0,1.908065915004339,4.4,796.0,7887.0,25606.242435,18874.0,True,3
UNOMINDA,1168.7,2.517543859649127,4.38,442.0,6208.0,10295.806785,10522.0,True,3
GODREJPROP,2156.0,16.534241392357174,4.37,1303.0,12762.0,19655.46739,31115.0,True,3
BSE,3541.4,-8.679731820526042,4.32,3299.0,60169.0,56267.07958,79698.0,True,3
INFY,1155.6,11.426091987272205,4.23,14642.0,387528.0,374662.23332,360680.0,True,3
NBCC,94.6,-11.588785046728976,4.23,816.0,3753.0,5512.67145,20089.0,True,3
OIL,447.9,9.577981651376142,4.21,594.0,3606.0,8241.05604,14702.0,True,3
SBIN,1013.7,-2.94413327588683,4.19,7514.0,52928.0,52383.37815,186912.0,True,3
IOC,140.11,-2.22609909281228,4.17,1706.0,7974.0,11632.25895,42596.0,True,3
UNITDSPR,1504.4,9.410909090909096,4.17,1245.0,22548.0,26428.4762,31078.0,True,3
NMDC,85.85,0.9999999999999932,4.1,2618.0,19988.0,31410.47835,66411.0,True,3
SAIL,170.96,0.0995374436442508,4.09,1847.0,31035.0,86349.31791,47049.0,True,3
AMBER,7411.5,-3.5463300364393544,4.02,985.0,29314.0,31719.35822,25486.0,True,3
ADANIPOWER,209.52,-8.15360336664913,3.99,2288.0,37468.0,32495.251955,59664.0,True,3
SIEMENS,3650.8,0.021917808219183,3.91,1039.0,10845.0,16081.372335,27589.0,True,3
SBICARD,660.5,5.747678514249116,3.88,1482.0,13405.0,15855.48808,39668.0,True,3
TCS,2446.6,17.062200956937797,3.86,8600.0,192059.0,194232.5677125,231335.0,True,3
JUBLFOOD,440.1,3.382663847780135,3.85,804.0,8081.0,14165.914375,21686.0,True,3
JSWSTEEL,1276.6,3.034705407586756,3.81,2436.0,17410.0,37304.3597175,66361.0,True,3
HINDPETRO,392.75,-3.096471749321493,3.76,1033.0,8191.0,15356.294685,28518.0,True,3
HAL,4592.0,5.128205128205129,3.69,1992.0,21045.0,20597.68005,55909.0,True,3
BPCL,317.4,2.8182701652089373,3.67,968.0,8173.0,10673.110535,27351.0,True,3
BHARATFORG,2171.5,1.2212744138348863,3.66,691.0,4362.0,14317.66045,19566.0,True,3
PIDILITIND,1629.9,2.0153971333792358,3.58,683.0,9342.0,20567.28105,19783.0,True,3
TATAELXSI,3673.4,-9.096758228161343,3.58,1339.0,45253.0,34553.8320375,38716.0,True,3
KOTAKBANK,390.2,-3.055900621118015,3.52,4374.0,28238.0,34357.8782,128708.0,True,3
LTM,4422.7,17.142100384055087,3.5,884.0,15663.0,27658.25454,26175.0,True,3
