symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
EICHERMOT,80155,76335,3820,5.0,17389,21770.15284,11845629213,1825.69213,7827
PRESTIGE,14363,13969,394,2.82,1977,5015.49048,973240582,248.65582,1615
WAAREEENER,61123,59839,1284,2.15,16456,16440.19172,6222214022,1845.82772,2603
KPITTECH,42697,41855,842,2.01,12941,10877.37013,5291900182,1529.83682,612
NIFTY,6386718,6265715,121003,1.93,1829962,32468.94786,2883506073804,71173.31304,24239
ADANIPORTS,83193,81760,1433,1.75,8320,13024.32748,5657256673,1006.11673,1692
ASIANPAINT,72962,72078,884,1.23,13201,10582.60425,8218209017,992.99017,2715
PREMIERENE,12850,12698,152,1.2,867,2010.0431,383750659,96.36659,997
DABUR,38678,38257,421,1.1,9330,8240.77475,4328568912,689.06412,422
ASTRAL,21821,21592,229,1.06,1198,2153.71419,560014565,141.70065,1488
KALYANKJIL,43340,42916,424,0.99,2106,2794.07151,1593153913,920.55163,632
360ONE,11993,11884,109,0.92,361,539.84175,162113365,42.13365,1151
RADICO,10378,10294,84,0.82,317,504.84195,166831312,28.13812,4360
GVT&D,32815,32577,238,0.73,564,824.0,226830596,71.05596,4064
FINNIFTY,2703,2685,18,0.67,185,94.23298,285580990,43.8799,26195
KAYNES,39700,39441,259,0.66,1991,2861.13241,852016084,400.13584,3655
INFY,362776,360680,2096,0.58,19320,16428.796,7606187632,1938.77632,1172
SRF,40854,40688,166,0.41,424,274.90674,211290902,31.06902,2629
MANAPPURAM,22346,22262,84,0.38,240,1663.4946,105731370,32.8137,369
INOXWIND,24705,24616,89,0.36,314,485.22496,113373824,34.85824,76
CGPOWER,36809,36689,120,0.33,528,826.86682,302115457,51.42457,828
BSE,79958,79698,260,0.33,2112,1848.59716,1389992098,285.92098,3527
JIOFIN,119709,119335,374,0.31,2317,4141.62167,977066902,208.75402,249
AUROPHARMA,25202,25129,73,0.29,448,995.46744,305015298,87.08298,1594
IRFC,31975,31886,89,0.28,605,333.48017,271937618,51.74093,88
SONACOMS,11731,11699,32,0.27,125,637.53618,48504989,14.52739,720
PGEL,17641,17593,48,0.27,333,657.90369,135947232,57.21232,616
LICHSGFIN,31385,31300,85,0.27,705,632.8405,336093820,58.6382,547
TVSMOTOR,79527,79317,210,0.26,3140,4336.84095,1861856291,485.67541,4097
MARICO,17324,17281,43,0.25,275,848.38272,213252960,52.3296,878
MIDCPNIFTY,62117,61964,153,0.25,3860,1251.14666,6742705324,874.39324,14654
HAL,56047,55909,138,0.25,303,1136.25166,98101533,21.39033,4584
SHRIRAMFIN,53626,53496,130,0.24,899,2326.37113,556261101,96.98601,1039
DIVISLAB,56477,56341,136,0.24,3508,3925.98465,2465621764,507.01764,7822
CIPLA,41718,41620,98,0.24,838,505.34187,487094582,78.56082,1479
SWIGGY,48108,47995,113,0.24,1138,2530.89467,352689590,125.8259,284
RVNL,31729,31659,70,0.22,406,280.25382,157140233,37.94733,223
IOC,42683,42596,87,0.2,362,1208.51542,128498955,25.21642,139
POWERINDIA,33411,33343,68,0.2,320,427.26988,225358548,82.08548,31585
PAGEIND,13284,13257,27,0.2,101,777.21888,4009286,0.99286,40345
BAJFINANCE,130930,130679,251,0.19,1569,2180.48167,1052654932,268.27432,1044
TECHM,43138,43056,82,0.19,1653,2653.12626,1412715486,298.45086,1661
PNBHOUSING,14507,14480,27,0.19,76,429.29932,9252009,5.55009,1049
CONCOR,24831,24785,46,0.19,292,210.74,175063637,29.44887,526
SUNPHARMA,67129,67005,124,0.19,1749,1072.66029,1141301290,200.0629,1995
BHEL,48502,48419,83,0.17,409,629.03898,392230728,88.62603,404
YESBANK,55140,55046,94,0.17,277,953.50734,106748262,14.12562,22
OBEROIRLTY,20289,20255,34,0.17,185,307.73641,90815753,17.96753,1824
BHARTIARTL,144971,144743,228,0.16,1304,1210.61088,1106128182,178.93682,1953
PATANJALI,43237,43169,68,0.16,757,1504.91142,151401602,55.07977,359
RBLBANK,19499,19469,30,0.15,101,660.86355,54186264,9.41514,368
BEL,141125,140913,212,0.15,1337,1044.97715,673931961,93.47586,385
MCX,56482,56399,83,0.15,762,990.86895,384780872,106.05872,2713
ASHOKLEY,43616,43553,63,0.14,334,646.104,215589800,31.398,156
BAJAJ-AUTO,52742,52666,76,0.14,586,393.95014,476147191,78.09691,11383
COCHINSHIP,20130,20101,29,0.14,130,78.26116,67370884,20.58884,1391
INDIANB,17828,17803,25,0.14,99,429.5772,41435070,10.9507,823
ANGELONE,18557,18532,25,0.13,126,218.856,83066025,37.78525,301
CAMS,11881,11865,16,0.13,63,26.14623,41814679,6.30679,790
MOTHERSON,28251,28213,38,0.13,235,817.53672,134035806,39.94056,145
DIXON,79091,78985,106,0.13,2445,3539.1685,1457217128,394.17128,14320
SBICARD,39721,39668,53,0.13,277,415.83072,107701296,32.21296,660
BHARATFORG,19592,19566,26,0.13,92,403.02435,61740265,14.30265,2163
DRREDDY,47635,47572,63,0.13,370,293.6,242187381,37.43631,1142
SUZLON,63525,63442,83,0.13,868,1324.46776,419516306,72.61606,47
M&M,120035,119881,154,0.13,1624,2179.5094,857845226,185.25226,3215
MAZDOCK,31210,31170,40,0.13,350,171.337,174921885,33.03135,2303
TATAELXSI,38765,38716,49,0.13,504,540.01157,194250608,83.13108,3677
ONGC,47973,47913,60,0.13,947,1728.8667,351384255,70.1613,240
BANKINDIA,31214,31175,39,0.13,131,292.67784,68802916,12.80916,136
NAUKRI,33661,33619,42,0.12,432,504.0607,260478575,69.94575,1250
MUTHOOTFIN,35389,35345,44,0.12,273,684.43966,168339547,47.83297,3021
LUPIN,18778,18755,23,0.12,406,546.71375,382316404,88.43404,2453
CANBK,82398,82298,100,0.12,352,607.7916,239888790,38.2104,124
VEDL,70785,70700,85,0.12,608,251.52156,168139637,51.96137,266
CUMMINSIND,26695,26663,32,0.12,205,753.83942,150375848,33.35848,5360
LTF,33419,33379,40,0.12,361,715.71847,202456282,22.96282,309
KFINTECH,12690,12675,15,0.12,200,114.03267,103237276,20.37276,939
PIDILITIND,19806,19783,23,0.12,144,539.5665,66328530,11.0853,1629
ABB,27888,27856,32,0.11,332,438.759,275058305,80.20805,7294
BRITANNIA,23641,23614,27,0.11,380,698.39536,196872988,37.10488,5497
-,13456,13441,15,0.11,36,0.0,0,2.50136,1814
HINDALCO,100695,100583,112,0.11,1940,3513.23056,1007460930,222.1093,970
LAURUSLABS,41080,41035,45,0.11,1144,2549.15229,1523029447,316.02447,1790
TITAN,57374,57312,62,0.11,557,1315.55768,347166552,50.32802,4839
ADANIENT,77539,77457,82,0.11,1465,1443.19865,1264076951,206.51681,3015
UNOMINDA,10533,10522,11,0.1,175,748.43142,39308362,15.78362,1164
TCS,231569,231335,234,0.1,4699,5202.29756,2139702736,411.95236,2449
SBIN,187094,186912,182,0.1,1325,1857.1551,849397515,145.87515,1009
GAIL,31569,31539,30,0.1,187,362.93993,84305506,15.19506,174
HYUNDAI,20023,20004,19,0.09,88,49.09701,43911843,12.86843,1990
ICICIBANK,204463,204284,179,0.09,1591,2370.13224,1374309356,200.19356,1428
ALKEM,11842,11832,10,0.08,65,85.65555,38795156,11.13906,5682
DELHIVERY,18889,18874,15,0.08,36,213.61917,14485056,4.26931,467
AMBER,25506,25486,20,0.08,255,386.9034,157371315,40.61315,7381
COALINDIA,93706,93633,73,0.08,938,820.22503,445939600,58.261,411
PNB,50077,50038,39,0.08,224,498.1112,154709760,28.6976,110
BANKBARODA,70195,70141,54,0.08,353,727.19595,180034159,30.13159,242
OFSS,27588,27567,21,0.08,419,630.82195,418048928,87.08928,11464
TORNTPHARM,40726,40695,31,0.08,291,381.51987,142927551,36.33801,4881
NYKAA,16220,16208,12,0.07,53,134.06656,42436906,20.93156,329
MARUTI,75544,75490,54,0.07,1700,1344.85812,1080716619,181.46619,13935
TATASTEEL,105442,105367,75,0.07,1163,981.76567,520078377,111.29002,188
BPCL,27370,27351,19,0.07,175,301.17742,80657894,19.73894,316
GLENMARK,36077,36052,25,0.07,194,645.33975,104723898,31.28898,2253
RECLTD,43815,43785,30,0.07,473,395.54455,245574283,42.44908,373
PIIND,20860,20846,14,0.07,178,101.08455,79562294,20.72294,2737
PFC,52737,52702,35,0.07,214,324.72453,90303395,16.95395,426
ULTRACEMCO,50129,50096,33,0.07,902,1384.50765,406773323,65.29323,11791
AXISBANK,182854,182738,116,0.06,1648,1734.15275,1125082656,236.57656,1228
HINDZINC,39652,39627,25,0.06,880,1099.431,493773110,96.6536,540
APLAPOLLO,17465,17455,10,0.06,49,85.25335,24376656,6.67656,1864
PHOENIXLTD,15723,15714,9,0.06,724,624.07023,433057121,102.08121,1899
GMRAIRPORT,24516,24502,14,0.06,82,171.59058,47086620,16.0962,106
DLF,60148,60114,34,0.06,402,692.7627,191984179,45.77679,667
LICI,21797,21785,12,0.06,34,141.82224,6280050,0.5705,424
HDFCLIFE,61565,61532,33,0.05,202,190.55762,111065988,16.54488,556
IDEA,106632,106575,57,0.05,188,188.37951,170908875,33.71475,13
GODFRYPHLP,13185,13178,7,0.05,73,78.14345,35222459,6.41209,2061
HAVELLS,25103,25090,13,0.05,157,485.9403,50677775,8.27775,1236
INDUSTOWER,70165,70130,35,0.05,322,185.31088,198519081,33.67581,386
ITC,162288,162208,80,0.05,801,739.78143,329236536,46.73473,286
PETRONET,22524,22513,11,0.05,37,121.41665,7608246,1.50746,276
BAJAJFINSV,49992,49968,24,0.05,295,364.46193,138381897,31.17897,1922
BDL,27136,27123,13,0.05,210,544.94622,61240651,23.78151,1259
HDFCAMC,30267,30253,14,0.05,394,597.16782,250500918,60.15918,2536
COFORGE,58403,58377,26,0.04,3449,3740.08578,2507511614,643.20614,1734
BIOCON,26924,26913,11,0.04,258,1724.61525,110011650,31.6165,429
TATAPOWER,77193,77162,31,0.04,410,471.03467,181739563,32.01063,376
ICICIPRULI,25240,25230,10,0.04,44,109.21521,10235911,1.76536,511
UPL,27891,27880,11,0.04,108,140.02285,78199055,22.24205,604
VOLTAS,25171,25162,9,0.04,66,128.0487,21592518,10.72518,1308
UNIONBANK,38371,38358,13,0.03,132,294.43463,73057546,14.83171,169
MOTILALOFS,14832,14827,5,0.03,44,53.33131,24986519,4.96519,851
TMPV,80666,80639,27,0.03,415,699.19072,156351632,35.19632,329
JINDALSTEL,29956,29946,10,0.03,270,341.781,158019850,17.1985,1090
IDFCFIRSTB,61101,61082,19,0.03,411,612.47833,279103578,35.89703,84
DMART,55029,55012,17,0.03,348,248.19213,179795478,23.97978,3850
AMBUJACEM,83986,83961,25,0.03,312,480.24576,117276036,22.56036,432
ADANIGREEN,65130,65112,18,0.03,176,428.68722,109774758,23.74758,1369
OIL,14706,14702,4,0.03,35,94.29364,13215258,1.88258,449
ADANIPOWER,59680,59664,16,0.03,501,438.88153,346612273,130.72023,208
TIINDIA,11225,11222,3,0.03,29,105.77946,5610170,2.1017,2776
RELIANCE,430559,430447,112,0.03,2226,3352.8562,1118394035,165.49035,1278
BLUESTARCO,11634,11631,3,0.03,22,43.71276,7722971,1.82971,1679
SBILIFE,24485,24479,6,0.02,74,163.806,37444552,6.27052,1889
ABCAPITAL,16662,16658,4,0.02,97,518.50848,68829021,11.71521,397
PAYTM,46597,46586,11,0.02,385,967.7764,284386789,75.67289,1326
CROMPTON,34517,34509,8,0.02,557,896.46787,241596532,60.31782,263
INDUSINDBK,69250,69234,16,0.02,217,275.33289,129220777,27.23777,1007
MFSL,26157,26151,6,0.02,17,60.798,4680360,1.6036,1510
FEDERALBNK,48209,48198,11,0.02,122,608.8435,49078875,6.91375,358
CHOLAFIN,31986,31979,7,0.02,427,608.43825,430813037,87.88037,1795
HDFCBANK,741600,741445,155,0.02,5353,6612.91793,2019983082,315.29082,749
JUBLFOOD,21690,21686,4,0.02,87,279.48912,20554637,6.79637,437
KEI,13858,13856,2,0.01,8,59.44925,869321,0.29321,4846
ADANIENSOL,36513,36508,5,0.01,149,613.95468,112399602,35.22102,1658
SOLARINDS,22129,22126,3,0.01,15,118.03597,1888910,0.5141,18021
JSWSTEEL,66369,66361,8,0.01,167,268.39181,119834768,20.74268,1275
NHPC,25403,25400,3,0.01,28,113.66586,4104322,0.38572,77
POWERGRID,43165,43160,5,0.01,225,243.26289,101477081,21.73581,284
POLICYBZR,31573,31570,3,0.01,116,303.43523,36384544,13.56544,1600
IEX,24411,24409,2,0.01,106,140.60592,50011428,13.34928,133
NAM-INDIA,12516,12515,1,0.01,9,57.4505,763125,0.13125,1157
KOTAKBANK,128717,128708,9,0.01,843,607.7948,608392460,84.3246,388
JSWENERGY,29643,29641,2,0.01,107,200.23089,43995718,7.48468,545
LT,136146,136140,6,0.0,2238,1752.08022,1391734753,187.37253,3919
ZYDUSLIFE,13257,13257,0,0.0,52,203.76018,34462017,6.31017,1123
NIFTYNXT50,660,660,0,0.0,1,18.0825,0,0.0,72560
-,22254,22254,0,0.0,2,0.0,0,0.012,1070
BAJAJHLDNG,5590,5590,0,0.0,1,8.169,0,0.0,10900
BANDHANBNK,63859,63860,-1,0.0,329,448.7112,169314984,48.48984,173
NTPC,108121,108123,-2,0.0,465,253.24845,219270030,27.5253,342
NMDC,66409,66411,-2,0.0,220,133.7364,119753572,24.38572,85
POLYCAB,31633,31634,-1,0.0,58,79.43932,59570510,13.2051,9044
INDHOTEL,31159,31160,-1,0.0,69,221.87,29404870,6.5487,736
HINDPETRO,28517,28518,-1,0.0,307,367.02355,213884064,47.62314,393
NATIONALUM,36944,36946,-2,-0.01,511,1339.41093,210554081,58.79081,346
FORTIS,17614,17615,-1,-0.01,28,147.57441,5704193,0.77693,947
UNITDSPR,31076,31078,-2,-0.01,250,297.94744,124880680,18.4868,1512
BOSCHLTD,13156,13157,-1,-0.01,70,215.69121,52713452,11.25952,41090
VMM,12065,12066,-1,-0.01,10,36.76785,1680234,0.31234,107
ICICIGI,22046,22048,-2,-0.01,92,48.18879,45617169,9.10169,1636
GRASIM,53075,53080,-5,-0.01,54,132.25575,29730860,5.6086,3112
MAXHEALTH,22405,22408,-3,-0.01,56,58.7832,27993252,6.88002,1113
TATACONSUM,40554,40560,-6,-0.01,167,224.0942,81924216,13.32716,1094
NBCC,20086,20089,-3,-0.01,106,79.59055,60411325,13.58825,94
SUPREMEIND,19275,19279,-4,-0.02,1151,1356.432,591155283,136.99033,3523
IREDA,23901,23906,-5,-0.02,118,5.38429,67411278,13.3949,120
SIEMENS,27582,27589,-7,-0.03,108,151.81362,56480509,13.81759,3634
NESTLEIND,31820,31829,-9,-0.03,667,735.23745,437704045,86.94045,1505
SHREECEM,14566,14571,-5,-0.03,29,112.63996,7978393,1.53393,26715
ETERNAL,98258,98294,-36,-0.04,2557,3933.23772,1558711090,367.0834,307
TRENT,68486,68521,-35,-0.05,1885,2184.11185,1102582640,309.1214,3025
MPHASIS,20513,20524,-11,-0.05,448,832.11878,217592881,53.67131,2378
GODREJPROP,31095,31115,-20,-0.06,192,349.62135,102350059,31.60059,2150
APOLLOHOSP,22566,22581,-15,-0.07,117,145.10746,119728692,22.28692,8886
HCLTECH,90299,90360,-61,-0.07,2215,2272.0372,997290284,247.54284,1357
SAIL,47014,47049,-35,-0.07,531,586.32688,389467709,92.96459,170
CDSL,36818,36847,-29,-0.08,585,929.05772,291889590,66.5209,1342
BANKNIFTY,764788,765436,-648,-0.08,64618,21202.40871,110104659305,11841.78305,56994
AUBANK,30638,30666,-28,-0.09,352,964.3494,268713800,36.938,1031
HINDUNILVR,115100,115257,-157,-0.14,1953,956.9916,1174372380,138.2838,2116
MANKIND,14515,14535,-20,-0.14,123,207.5352,61819930,17.3493,2580
COLPAL,25359,25408,-49,-0.19,1083,1286.77714,531865048,84.74048,2143
INDIGO,57855,57981,-126,-0.22,2058,2903.41989,1352013847,294.93847,5216
WIPRO,118590,118877,-287,-0.24,2695,3389.8953,1211311920,270.7692,185
LTM,26100,26175,-75,-0.29,960,1111.387,549319689,184.02189,4483
VBL,69068,69268,-200,-0.29,2208,2034.81381,1107848736,272.73486,451
LODHA,35595,35714,-119,-0.33,930,1008.56075,669760850,127.6085,1306
HEROMOTOCO,47020,47224,-204,-0.43,1979,2906.84611,1298675917,339.80917,5205
PERSISTENT,43546,43839,-293,-0.67,1944,2317.7133,1160677870,344.6537,5524
FORCEMOT,19216,19432,-216,-1.11,2057,3207.582,601116026,180.28526,17339
