identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY25-08-2026PE24150.00,Index Options,NIFTY,25-Aug-2026,Put,24150,0.05,28174985,350524.988385,170897,24334.55,-99.867197875166
OPTIDXNIFTY25-08-2026CE24200.00,Index Options,NIFTY,25-Aug-2026,Call,24200,134.85,27733918,466720.239063,107077,24334.55,118.38056680161944
OPTIDXNIFTY25-08-2026PE24100.00,Index Options,NIFTY,25-Aug-2026,Put,24100,0.05,23034394,130109.774509,143720,24334.55,-99.78118161925602
OPTIDXNIFTY25-08-2026PE24200.00,Index Options,NIFTY,25-Aug-2026,Put,24200,0.05,21625843,484678.393316,234674,24334.55,-99.91416309012875
OPTIDXNIFTY25-08-2026CE24250.00,Index Options,NIFTY,25-Aug-2026,Call,24250,84.4,19793998,210232.052758,90912,24334.55,107.88177339901478
OPTIDXNIFTY25-08-2026CE24300.00,Index Options,NIFTY,25-Aug-2026,Call,24300,34.5,18606480,93488.25876,135127,24334.55,29.213483146067414
OPTIDXNIFTY25-08-2026CE24150.00,Index Options,NIFTY,25-Aug-2026,Call,24150,184.55,17648026,510583.86421900004,57639,24334.55,103.02530253025303
OPTIDXNIFTY25-08-2026CE24350.00,Index Options,NIFTY,25-Aug-2026,Call,24350,0.05,11962826,16640.290966,234835,24334.55,-99.70674486803519
OPTIDXNIFTY25-08-2026PE24050.00,Index Options,NIFTY,25-Aug-2026,Put,24050,0.05,10080061,23456.301946999996,84273,24334.55,-99.63503649635037
OPTIDXNIFTY25-08-2026PE24250.00,Index Options,NIFTY,25-Aug-2026,Put,24250,0.05,9503375,272846.6479375,187346,24334.55,-99.94275901545507
OPTIDXNIFTY25-08-2026PE24000.00,Index Options,NIFTY,25-Aug-2026,Put,24000,0.05,8016808,10265.522644,191212,24334.55,-99.4186046511628
OPTIDXBANKNIFTY25-08-2026CE57500.00,Index Options,BANKNIFTY,25-Aug-2026,Call,57500,14.2,7322452,147115.38313200002,91837,57514.2,-90.20351845463954
OPTIDXNIFTY25-08-2026CE24100.00,Index Options,NIFTY,25-Aug-2026,Call,24100,234.35,7234486,387290.97352400003,33426,24334.55,85.55027711797308
OPTIDXNIFTY25-08-2026CE24400.00,Index Options,NIFTY,25-Aug-2026,Call,24400,0.05,6340036,5398.540653999999,132848,24334.55,-99.53488372093024
OPTIDXBANKNIFTY25-08-2026PE57400.00,Index Options,BANKNIFTY,25-Aug-2026,Put,57400,0.05,6180035,119231.415255,58599,57514.2,-99.97104806022003
OPTIDXBANKNIFTY25-08-2026PE57300.00,Index Options,BANKNIFTY,25-Aug-2026,Put,57300,0.05,6129921,72676.343376,50891,57514.2,-99.96144949884348
OPTIDXNIFTY25-08-2026PE24300.00,Index Options,NIFTY,25-Aug-2026,Put,24300,0.05,6104115,258613.040205,272100,24334.55,-99.95936611133685
OPTIDXBANKNIFTY25-08-2026CE57600.00,Index Options,BANKNIFTY,25-Aug-2026,Call,57600,0.05,5755520,70810.16256,80604,57514.2,-99.95353159851301
OPTIDXBANKNIFTY25-08-2026PE57500.00,Index Options,BANKNIFTY,25-Aug-2026,Put,57500,0.05,4874198,147761.31237,81431,57514.2,-99.97779258272263
OPTIDXBANKNIFTY25-08-2026PE57200.00,Index Options,BANKNIFTY,25-Aug-2026,Put,57200,0.05,4305408,29707.3152,26305,57514.2,-99.94739610731195
