symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
GRASIM,3289.6,14,6.116129032258062,4.22,6.12,51.98,-3.83,16.66,73.40127504315072,3179.5,3454.08,False,0,Buy,Non-Energy Minerals
SUPERHOUSE,176.19,14,12.92782976541468,11.03,12.93,66.74,,14.62,7.867890033444213,164.39,185.0,False,0,Strong buy,Consumer Non-Durables
NAHARCAP,259.99,14,4.413654618473899,2.51,4.41,87.98,,18.08,8.647631498299598,247.02,272.99,False,0,Buy,Finance
STYLEBAAZA,394.5,14,47.20149253731344,45.3,47.2,51.99,,13.33,18.80168775083923,366.3,414.22,False,0,Buy,Retail Trade
KEI,5588.0,14,14.110680008168266,12.21,14.11,43.01,-6.3,5.57,151.58131986872422,5360.63,5867.4,False,0,Buy,Producer Manufacturing
GULFOILLUB,1154.4,14,11.213872832369953,9.31,11.21,53.32,,35.96,31.69382162264831,1106.86,1212.12,False,0,Buy,Energy Minerals
PATELRMART,232.54,14,5.699999999999996,3.8,5.7,68.48,,31.16,8.668802927046638,219.54,244.17,False,0,Buy,Retail Trade
GULPOLY,196.25,14,3.835978835978836,1.94,3.84,42.62,,82.93,9.047167436820384,182.68,206.06,False,2,Buy,Consumer Non-Durables
MANAKALUCO,40.04,14,14.4326950557302,12.53,14.43,42.19,,70.13,2.1987728633549435,36.74,42.04,False,0,Buy,Non-Energy Minerals
MAHSEAMLES,636.55,14,13.325618657646412,11.43,13.33,43.58,,8.4,17.45770924456434,610.36,668.38,False,0,Strong buy,Non-Energy Minerals
LANCORHOL,32.14,14,35.32631578947368,33.43,35.33,43.27,,5.48,2.192625220000035,28.85,33.75,False,0,Buy,Finance
DCI,370.15,14,32.717820007171035,30.82,26.36,60.97,,28.33,18.618066041469824,342.22,388.66,False,0,Buy,Electronic Technology
ZFCVINDIA,2603.0,14,9.910062069839118,8.01,9.91,86.92,,16.94,68.34822145114563,2500.48,2733.15,False,0,Buy,Producer Manufacturing
DPABHUSHAN,1459.5,14,8.191252779836915,6.29,8.19,53.6,,14.42,73.86900885902843,1348.7,1532.48,False,0,Buy,Retail Trade
MACPOWER,1903.0,14,40.62961868164351,38.73,40.63,40.0,,7.72,109.90223058267104,1738.15,1998.15,False,0,Buy,Producer Manufacturing
IIFL,666.25,14,18.339253996447603,16.44,18.34,43.06,,6.62,22.57968569310393,632.38,699.56,False,0,Buy,Finance
PRICOLLTD,790.5,13,26.277955271565496,24.38,26.28,48.12,,9.42,24.94324142693357,753.09,830.03,False,0,Buy,Producer Manufacturing
ESABINDIA,6168.5,13,7.784378822295999,5.88,7.78,51.05,,18.66,171.14239840402584,5911.79,6476.92,False,0,Buy,Producer Manufacturing
BAJAJHLDNG,11290.0,13,6.258823529411765,4.36,6.26,56.97,1.14,22.94,238.57556767407056,10932.14,11854.5,False,0,Buy,Finance
SIEMENS,4090.5,13,12.648711169861208,10.75,12.65,42.44,-9.49,1.44,104.24506370634948,3934.13,4295.03,False,0,Strong buy,Producer Manufacturing
