symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
FMNL,2026-08-25,9.2,9.66,38548,38547,100.0,3.72,59
UPHOT,2026-08-25,1396.0,1331.0,5,5,100.0,0.07,1
BLUECHIP,2026-08-25,1.99,2.02,9084,9084,100.0,0.18,14
UNIINFO,2026-08-25,11.31,11.29,1363,1363,100.0,0.16,19
INDOTHAI,2026-08-25,56.68,53.85,36205,36205,100.0,19.5,511
AIROLAM,2026-08-25,88.99,88.95,1515,1515,100.0,1.35,13
MFML,2026-08-25,18.93,18.8,73,73,100.0,0.01,12
MASKINVEST,2026-08-25,152.0,144.5,258,258,100.0,0.37,44
CALSOFT,2026-08-25,29.21,30.67,105597,105597,100.0,32.39,224
SIGMAADV,2026-08-25,659.75,692.7,124322,124322,100.0,861.18,604
RNBDENIMS,2026-08-25,8.11,8.51,53013,53013,100.0,4.51,53
SAB,2026-08-25,178.5,172.0,174,174,100.0,0.3,6
SAICAPI,2026-08-25,147.13,153.0,257,257,100.0,0.39,14
NIRAJISPAT,2026-08-25,216.0,216.0,45,45,100.0,0.1,1
SVGLOBAL,2026-08-25,118.0,119.4,360,360,100.0,0.43,8
VIJSOLX,2026-08-25,704.95,686.2,143,143,100.0,0.98,22
EBIX,2026-08-25,20.72,21.75,16226,16226,100.0,3.53,29
VINNY,2026-08-25,1.07,1.06,125134,125133,100.0,1.33,114
RTSPOWR,2026-08-25,94.81,92.5,29,29,100.0,0.03,11
SAYAJIHOTL,2026-08-25,339.35,320.25,72,72,100.0,0.23,3
SIMPLXREA,2026-08-25,125.95,132.0,1,1,100.0,0.0,1
ANSALBU,2026-08-25,74.98,74.0,5001,5001,100.0,3.75,15
CRAVATEX,2026-08-25,337.1,345.0,46,46,100.0,0.16,9
SHRIKRISH,2026-08-25,38.01,38.2,2,2,100.0,0.0,2
SIEL,2026-08-25,36.38,34.57,360,360,100.0,0.12,16
BENGALASM,2026-08-25,6184.5,6165.0,32,32,100.0,1.97,9
MSL,2026-08-25,153.07,149.2,6,6,100.0,0.01,2
ALFREDHE,2026-08-25,2985.0,2985.0,24,24,100.0,0.72,7
CRSL,2026-08-25,3.06,2.76,328890,328854,99.99,9.08,662
PIONEEREMB,2026-08-25,22.0,21.98,5684,5683,99.98,1.24,33
HRYNSHP,2026-08-25,100.05,100.0,3672,3671,99.97,3.67,58
GLOBALE,2026-08-25,11.76,11.7,4478,4476,99.96,0.51,22
ASIANTNE,2026-08-25,9.6,9.59,3298,3296,99.94,0.32,65
SAYAJIIND,2026-08-25,116.03,112.35,868,866,99.77,0.98,16
UEL,2026-08-25,172.17,163.57,14049,14004,99.68,22.98,308
POLYSPIN,2026-08-25,28.3,29.45,1520,1515,99.67,0.44,25
KANCOTEA,2026-08-25,56.35,56.45,106,105,99.06,0.06,6
ABMKNO,2026-08-25,188.15,192.24,1014,1004,99.01,1.95,24
DAICHI,2026-08-25,337.35,339.15,8135,8048,98.93,27.46,79
TRANSCOR,2026-08-25,23.4,23.74,622,612,98.39,0.15,38
BLBLIMITED,2026-08-25,16.07,16.03,383957,377689,98.37,61.56,242
NDGL,2026-08-25,2710.1,2706.7,429,422,98.37,11.62,48
MUKESHB,2026-08-25,138.0,144.9,58,57,98.28,0.08,5
WHBRADY,2026-08-25,533.6,529.95,115,113,98.26,0.58,13
BRIGHTBR,2026-08-25,259.52,253.0,3019,2963,98.15,7.65,30
ONIXSOLAR,2026-08-25,290.65,276.25,856148,839876,98.1,2365.26,651
WEWIN,2026-08-25,45.52,46.9,262,257,98.09,0.12,10
SUNLOC,2026-08-25,72.49,70.0,102,100,98.04,0.07,6
JENBURPH,2026-08-25,1043.8,1046.2,2829,2773,98.02,29.69,57
ENKEIWHEL,2026-08-25,403.65,416.4,1752,1717,98.0,7.22,35
ORTINGLOBE,2026-08-25,15.29,15.12,9693,9493,97.94,1.46,24
HEALTHX,2026-08-25,298.2,296.65,1505,1469,97.61,4.5,92
ADDIND,2026-08-25,86.36,86.89,1138,1110,97.54,0.99,30
DEEP,2026-08-25,37.18,36.08,8927,8692,97.37,3.26,96
INNOVANA,2026-08-25,319.9,310.3,19852,19290,97.17,63.68,128
SAHLIBHFI,2026-08-25,73.37,72.99,24392,23693,97.13,17.42,119
ARCL,2026-08-25,233.99,225.95,358,346,96.65,0.81,31
MANYAVAR,2026-08-25,533.95,536.5,3852349,3722846,96.64,20660.96,13051
PARASPETRO,2026-08-25,2.22,2.21,537229,518996,96.61,11.92,312
RRECL,2026-08-25,139.0,139.0,54,52,96.3,0.07,7
PRISMX,2026-08-25,0.54,0.54,68583,65907,96.1,0.37,70
NEAGI,2026-08-25,3305.0,3456.7,49,47,95.92,1.68,12
COMPEAU,2026-08-25,360.0,351.5,763,731,95.81,2.71,42
SRGHFL,2026-08-25,256.0,256.6,1244,1189,95.58,3.22,39
KIRANVYPAR,2026-08-25,200.99,202.5,4556,4352,95.52,9.23,29
ARTNIRMAN,2026-08-25,40.65,40.15,2305,2196,95.27,0.93,20
SHIVACEM,2026-08-25,16.98,16.66,37597,35714,94.99,6.32,312
MOHITE,2026-08-25,2.51,2.54,11300,10719,94.86,0.29,78
GOYALALUM,2026-08-25,6.43,6.42,31262,29628,94.77,2.0,193
