date,symbol,subject,details,category
09-Jul-2026 09:55:05,DHARSUGAR,Structural Digital Database,Structural Digital Database for the Q/E 30th June 2026,Structural Digital Database
09-Jul-2026 09:50:19,NCLIND,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","NCL Industries Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
09-Jul-2026 09:47:01,JSWSTEEL,Press Release,"JSW Steel Limited has informed the Exchange regarding a press release dated July 09, 2026, titled ""JSW Steel reports Consolidated Crude Steel Production of  6.59 million Tonnes for Q1 FY27"".",Press Release
09-Jul-2026 09:45:37,LMW,General Updates,"LMW Limited has informed the Exchange about the Intimation of ESG Rating under Regulation 30 of SEBI (LODR) Regulations, 2015",General Updates
09-Jul-2026 09:42:27,NCLIND,Monthly Business Updates,NCL Industries Limited has informed the Exchange regarding Monthly Business Updates for the month of June 2026,Monthly Business Updates
09-Jul-2026 09:38:43,DRREDDY,Analysts/Institutional Investor Meet/Con. Call Updates,Dr. Reddy's Laboratories Limited has informed the Exchange about Conference Call,Analysts/Institutional Investor Meet/Con. Call Updates
09-Jul-2026 09:35:20,SGMART,Spurt in Volume,"Significant increase in volume has been observed in SG Mart Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. SG Mart Limited has",Spurt in Volume
09-Jul-2026 09:24:40,OMAXAUTO,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Omax Autos Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
09-Jul-2026 09:18:50,DRREDDY,General Updates,"Disclosure under Regulation 30 of SEBI (LODR) Regulations, 2015",General Updates
09-Jul-2026 09:00:05,HONASA,Updates,Honasa Consumer Limited has informed the Exchange regarding 'Quarterly Update   Q1 FY2026-27'.,Updates
09-Jul-2026 08:48:03,RELTD,Updates,"General Business Announcement about Associate company - Energy In Motion Limited (EIM) Signs 500 MWh Battery Pack Deal with Contemporary Amperex Technology Co., Limited (CATL)",Updates
09-Jul-2026 08:45:13,BIOCON,Press Release,"Biocon Limited has informed the Exchange regarding a press release dated July 09, 2026, titled "" Biocon Announces Publication of Pivotal Clinical Data Supporting Effectiveness of Yesafili , a Biosimilar to Eylea® (Aflibercept) "".",Press Release
09-Jul-2026 07:30:44,DEEDEV,Updates,DEE Development Engineers Limited has informed the Exchange regarding 'Intimation of updates on the monthly execution and order position of the company'.,Updates
09-Jul-2026 00:02:36,AWHCL,Strikes/Lockouts/Disturbances,Antony Waste Handling Cell Limited has informed the Exchange about strikes/lockouts/disturbances,Strikes/Lockouts/Disturbances
08-Jul-2026 23:59:50,SBIN,General Updates,State Bank Of India has informed the Exchange about Update on IPO of SBI Funds Management Limited,General Updates
08-Jul-2026 23:46:33,SWELECTES,General Updates,Swelect Energy Systems Limited has informed the Exchange about letter sent to Members providing a web-link including the path to the Notice of AGM and Annual Report for the F.Y 2025-26,General Updates
08-Jul-2026 23:39:46,NAM-INDIA,Shareholders meeting,"Nippon Life India Asset Management Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 08, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
08-Jul-2026 23:33:38,KALPATARU,General Updates,"Kalpataru Limited has informed the Exchange about Scheme of Arrangement (Merger by Absorption) of Kalpataru Hills Residency Private Limited, a step-down wholly-owned subsidiary with Kalpataru Properties (Thane) Limited, a wholly-owned subsidiary of Kalpataru Limited ( KL  or  the Company ) and their",General Updates
08-Jul-2026 23:31:00,GUJENERGY,General Updates,"GUJARAT ENERGY LIMITED has informed the Exchange about General Updates - Intimation for allotment of Equity Shares by GSPL Transmission Limited, Resulting Company under the Scheme of Arrangement",General Updates
08-Jul-2026 23:18:43,KALPATARU,Demerger,"Kalpataru Limited has informed the Exchange about Order received from National Company Law Tribunal, Mumbai Bench Court III, Special Bench for approving the withdrawal of Scheme of Arrangement of Demerger of undertaking from Kalpataru Properties Limited (formerly known as Kalpataru Properties Privat",Demerger
