identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY14-07-2026CE24000.00,Index Options,NIFTY,14-Jul-2026,Call,24000,174.1,725124,75926.646354,118003,24049.7,32.79938977879481
OPTIDXNIFTY14-07-2026PE24000.00,Index Options,NIFTY,14-Jul-2026,Put,24000,120.3,497262,45554.669082,144566,24049.7,-52.17650566487776
OPTIDXNIFTY14-07-2026CE24100.00,Index Options,NIFTY,14-Jul-2026,Call,24100,121.45,351836,26093.91694,86089,24049.7,28.654661016949152
OPTIDXNIFTY14-07-2026CE24200.00,Index Options,NIFTY,14-Jul-2026,Call,24200,80.35,346740,17185.30125,145524,24049.7,21.19155354449472
OPTIDXNIFTY14-07-2026CE24050.00,Index Options,NIFTY,14-Jul-2026,Call,24050,146.25,313326,28280.491434,49681,24049.7,30.697050938337803
OPTIDXNIFTY14-07-2026PE23900.00,Index Options,NIFTY,14-Jul-2026,Put,23900,85.05,306312,21110.869884,91419,24049.7,-57.04545454545455
OPTIDXNIFTY14-07-2026CE24300.00,Index Options,NIFTY,14-Jul-2026,Call,24300,51.75,259295,8427.0875,145543,24049.7,12.5
OPTIDXNIFTY14-07-2026CE23950.00,Index Options,NIFTY,14-Jul-2026,Call,23950,204.15,256891,31203.393760500003,24387,24049.7,32.737321196358906
OPTIDXNIFTY14-07-2026CE24500.00,Index Options,NIFTY,14-Jul-2026,Call,24500,20.2,245323,3229.0639875,197168,24049.7,-7.339449541284404
OPTIDXNIFTY14-07-2026PE23800.00,Index Options,NIFTY,14-Jul-2026,Put,23800,58.95,234287,11186.969963,102952,24049.7,-61.67100130039012
OPTIDXNIFTY14-07-2026CE23900.00,Index Options,NIFTY,14-Jul-2026,Call,23900,237.25,227619,32016.88854,38933,24049.7,33.62433117431709
OPTIDXNIFTY14-07-2026CE25000.00,Index Options,NIFTY,14-Jul-2026,Call,25000,3.15,202471,425.0878645,133788,24049.7,-30.76923076923077
OPTIDXNIFTY14-07-2026PE23950.00,Index Options,NIFTY,14-Jul-2026,Put,23950,101.5,197975,16102.1976375,48200,24049.7,-54.535274356103024
OPTIDXNIFTY14-07-2026PE23500.00,Index Options,NIFTY,14-Jul-2026,Put,23500,20.55,197926,3297.348197,108704,24049.7,-68.57798165137615
OPTIDXNIFTY14-07-2026CE24400.00,Index Options,NIFTY,14-Jul-2026,Call,24400,32.7,189426,3940.0608,97768,24049.7,2.9921259842519685
OPTIDXNIFTY14-07-2026CE25500.00,Index Options,NIFTY,14-Jul-2026,Call,25500,1.15,179017,148.942144,135668,24049.7,-41.02564102564103
OPTIDXNIFTY14-07-2026CE24150.00,Index Options,NIFTY,14-Jul-2026,Call,24150,99.6,168567,10278.6256755,37509,24049.7,25.04708097928437
OPTIDXNIFTY14-07-2026PE23000.00,Index Options,NIFTY,14-Jul-2026,Put,23000,7.2,167397,837.821985,96764,24049.7,-60.22099447513812
OPTIDXNIFTY14-07-2026PE23700.00,Index Options,NIFTY,14-Jul-2026,Put,23700,40.2,158732,5186.647466,86581,24049.7,-65.16464471403813
OPTIDXNIFTY14-07-2026PE23600.00,Index Options,NIFTY,14-Jul-2026,Put,23600,28.05,154073,3558.2388985000002,78710,24049.7,-67.60969976905312
