index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24047.25,23882.05,0.69
NIFTY_BANK,^NSEBANK,57237.55,56742.6,0.87
NIFTY_NEXT_50,^NSMIDCP,71384.5,72268.95,-1.22
INDIA_VIX,^INDIAVIX,13.47,14.68,-8.24
SENSEX,^BSESN,77000.7,76503.6,0.65
