symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
JKCEMENT,2026-07-08,5395.0,5332.0,241434,205433,85.09,13014.41,10657
BALKRISIND,2026-07-08,2255.0,2167.3,376475,320314,85.08,8458.31,15934
METROBRAND,2026-07-08,1058.0,1050.7,60007,43715,72.85,630.19,12219
JBCHEPHARM,2026-07-08,2422.0,2435.8,1169387,825889,70.63,28561.79,62358
GRINDWELL,2026-07-08,2033.6,2018.0,757976,532113,70.2,15306.35,10770
JSL,2026-07-08,695.45,695.75,562598,389622,69.25,3905.78,34041
BHARTIHEXA,2026-07-08,1500.3,1519.9,681423,468668,68.78,10382.05,62193
SCHAEFFLER,2026-07-08,4110.4,4101.2,56040,38430,68.58,2300.07,12248
PIRAMALFIN,2026-07-08,2159.7,2124.5,311546,211503,67.89,6758.2,17457
UNITDSPR,2026-07-08,1439.4,1408.8,2405459,1593118,66.23,33959.6,56440
LENSKART,2026-07-08,535.6,536.55,4513132,2983740,66.11,24304.05,107198
KOTAKBANK,2026-07-08,381.7,370.1,22517529,14623896,64.94,84124.13,374638
FLUOROCHEM,2026-07-08,3960.5,3849.4,247065,158418,64.12,9636.43,17969
PETRONET,2026-07-08,279.6,271.6,4664171,2977137,63.83,12720.0,42352
NTPC,2026-07-08,354.2,348.7,9572223,6103490,63.76,33499.93,135721
NESTLEIND,2026-07-08,1471.8,1450.5,1855873,1178400,63.5,27057.36,74514
SUNDARMFIN,2026-07-08,4784.0,4653.5,129139,81919,63.43,6097.61,22191
CRISIL,2026-07-08,3931.3,3871.8,54758,34572,63.14,2149.33,13836
WELCORP,2026-07-08,1541.0,1529.2,1280428,804749,62.85,19713.97,54215
PIDILITIND,2026-07-08,1622.3,1570.4,653824,407550,62.33,10365.07,39124
INFY,2026-07-08,1071.8,1069.3,13022221,8051297,61.83,139421.82,213848
BHARTIARTL,2026-07-08,1925.8,1888.1,6188780,3818428,61.7,117498.4,152476
HONAUT,2026-07-08,38140.0,38045.0,6524,3990,61.16,2477.01,3262
HYUNDAI,2026-07-08,1980.5,1916.9,918256,558874,60.86,17721.95,43301
SBILIFE,2026-07-08,1832.3,1789.0,1365022,829270,60.75,24808.48,77721
