symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,2.7842227378190256,2.230769230769231,-0.77,1.97,0.0,3.55,0.26,2.23
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-3.712871287128713,1.619644723092999,-0.77,1.97,,-2.94,-0.35,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-0.6541291905151205,-10.771113831089352,-0.77,1.97,1.11,0.12,-12.74,-11.88
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-1.5743159631513726,2.741298887692863,-0.77,1.97,1.11,-0.8,0.77,1.63
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,3.7392138063279,5.715681485100147,-0.77,1.97,1.11,4.51,3.75,4.61
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-4.483739837398382,13.23855421686746,-0.77,1.97,14.06,-3.71,11.27,-0.82
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-5.017361111111107,7.909270216962529,-0.77,1.97,0.0,-4.25,5.94,7.91
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-0.124223602484472,3.209242618741977,-0.77,1.97,0.0,0.65,1.24,3.21
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,8.031088082901555,-5.227272727272728,-0.77,1.97,0.0,8.8,-7.2,-5.23
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.0693904953723772,-3.733084461035931,-0.77,1.97,0.0,-0.3,-5.7,-3.73
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,0.1191793649442294,11.257213130262038,-0.77,1.97,14.06,0.89,9.29,-2.8
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-1.2094725073686328,0.9398203437353916,-0.77,1.97,4.31,-0.44,-1.03,-3.37
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,3.8450572278114974,11.380515508955876,-0.77,1.97,0.0,4.62,9.41,11.38
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.563202247191011,1.4106124835550358,-0.77,1.97,0.0,-1.79,-0.56,1.41
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.913544668587899,10.191660191660182,-0.77,1.97,0.0,-1.14,8.22,10.19
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-2.2684124386252105,-4.527867489527719,-0.77,1.97,,-1.5,-6.5,
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.9004739336492849,-4.656840165822195,-0.77,1.97,0.0,-1.13,-6.63,-4.66
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.63727959697733,3.911655135710481,-0.77,1.97,1.11,-0.87,1.94,2.8
ADANIPORTS,Transportation,Other Transportation,,unmapped,-2.5289778714436277,-8.061844284925456,-0.77,1.97,,-1.76,-10.03,
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-2.380952380952381,-6.527851660460528,-0.77,1.97,1.11,-1.61,-8.5,-7.64
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.3357664233576576,17.50430292598968,-0.77,1.97,14.06,0.43,15.53,3.44
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,-4.197745013009548,-1.848231739825856,-0.77,1.97,0.0,-3.43,-3.82,-1.85
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-1.3113121420864802,2.5086206896551726,-0.77,1.97,0.0,-0.54,0.54,2.51
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.164652787887611,-1.6229531951891096,-0.77,1.97,0.0,-0.39,-3.59,-1.62
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,7.627666451195863,11.032075933047327,-0.77,1.97,14.06,8.4,9.06,-3.03
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,0.3000428632661809,16.071428571428573,-0.77,1.97,0.0,1.07,14.1,16.07
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-4.014251781472684,6.342105263157895,-0.77,1.97,0.0,-3.24,4.37,6.34
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-2.71368340360292,2.7444948186528384,-0.77,1.97,0.0,-1.94,0.77,2.74
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,0.0477859190825212,9.769311429570076,-0.77,1.97,14.06,0.82,7.8,-4.29
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.428571428571424,-2.943564758424685,-0.77,1.97,0.0,-1.66,-4.91,-2.94
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,3.4289356277883973,-1.517174414370676,-0.77,1.97,14.06,4.2,-3.49,-15.58
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-0.1986754966887417,3.766439440886872,-0.77,1.97,0.0,0.57,1.8,3.77
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,1.7764416507242415,9.540150995195615,-0.77,1.97,0.0,2.55,7.57,9.54
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,-1.686401148188016,3.3767213733257875,-0.77,1.97,,-0.92,1.41,
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,0.547536087605774,2.278481012658228,-0.77,1.97,0.0,1.32,0.31,2.28
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,-1.9875478927203087,-4.59207459207459,-0.77,1.97,0.0,-1.22,-6.56,-4.59
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-5.1232394366197225,-4.720650636492229,-0.77,1.97,0.0,-4.35,-6.69,-4.72
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.561403508771934,10.730182782460457,-0.77,1.97,0.0,3.33,8.76,10.73
HINDALCO,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,4.861448711716092,11.982141003011108,-0.77,1.97,0.0,5.63,10.01,11.98
TATASTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-3.146944083224973,-1.4814814814814874,-0.77,1.97,0.0,-2.38,-3.45,-1.48
DIVISLAB,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,2.5090887418797307,25.915080527086385,-0.77,1.97,4.31,3.28,23.95,21.61
GRASIM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,5.009523809523816,3.2912815388458685,-0.77,1.97,0.0,5.78,1.32,3.29
ADANIGREEN,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-4.835714285714289,-12.658974695161934,-0.77,1.97,0.0,-4.07,-14.63,-12.66
EICHERMOT,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,1.1180904522613064,9.8839590443686,-0.77,1.97,0.0,1.89,7.91,9.88
TVSMOTOR,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-0.5229649840836744,21.53452969609422,-0.77,1.97,0.0,0.25,19.56,21.53
INDIGO,Transportation,Airlines,,unmapped,-2.326007326007326,3.0531400966183573,-0.77,1.97,,-1.56,1.08,
ADANIENSOL,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-3.89469888207717,-3.1496062992125986,-0.77,1.97,0.0,-3.12,-5.12,-3.15
IOC,Energy Minerals,Integrated Oil,NIFTY_ENERGY,industry,-2.286468830356517,2.627737226277368,-0.77,1.97,0.0,-1.52,0.66,2.63
TORNTPHARM,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-3.462562888428529,-0.1163574009431036,-0.77,1.97,4.31,-2.69,-2.09,-4.43
SBILIFE,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-4.18848167539267,-1.0810810810810811,-0.77,1.97,0.0,-3.42,-3.05,-1.08
WIPRO,Technology Services,Information Technology Services,NIFTY_IT,industry,-1.6363636363636376,5.349369988545249,-0.77,1.97,14.06,-0.87,3.38,-8.71
VAML,Non-Energy Minerals,Aluminum,NIFTY_METAL,industry,-0.4530255635853786,4.424077845666443,-0.77,1.97,0.0,0.32,2.45,4.42
HYUNDAI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,1.2200632625395391,14.578005115089514,-0.77,1.97,0.0,1.99,12.61,14.58
MOTHERSON,Producer Manufacturing,Auto Parts: OEM,NIFTY_AUTO,industry,11.513157894736842,19.324181626187958,-0.77,1.97,0.0,12.28,17.35,19.32
PIDILITIND,Process Industries,Industrial Specialties,,unmapped,3.8766788766788767,7.7648996136550705,-0.77,1.97,,4.65,5.79,
SOLARINDS,Process Industries,Industrial Specialties,,unmapped,-0.3723404255319149,2.912087912087912,-0.77,1.97,,0.4,0.94,
JIOFIN,Finance,Financial Conglomerates,NIFTY_FIN_SERVICE,industry,-3.9752484530283017,6.776480400333611,-0.77,1.97,0.0,-3.21,4.81,6.78
TMCV,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,1.117256637168144,9.289813486370164,-0.77,1.97,0.0,1.89,7.32,9.29
CHOLAFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,1.567796610169487,6.592551417454136,-0.77,1.97,0.0,2.34,4.62,6.59
DLF,Finance,Real Estate Development,NIFTY_REALTY,industry,1.6278891192505602,-2.619380472371416,-0.77,1.97,0.0,2.4,-4.59,-2.62
ABB,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,-0.490449148167269,13.382352941176473,-0.77,1.97,0.0,0.28,11.41,13.38
TRENT,Retail Trade,Apparel/Footwear Retail,NIFTY_FMCG,sector,-3.87152833649793,3.571428571428572,-0.77,1.97,0.0,-3.1,1.6,3.57
TECHM,Technology Services,Information Technology Services,NIFTY_IT,industry,-2.285027059530968,12.519041683977283,-0.77,1.97,14.06,-1.52,10.55,-1.54
POWERINDIA,Electronic Technology,Electronic Equipment/Instruments,NIFTY_IT,sector,10.562075355157504,11.042183622828784,-0.77,1.97,14.06,11.33,9.07,-3.02
TATACAP,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,1.3950276243093953,2.8151260504201714,-0.77,1.97,0.0,2.17,0.85,2.82
ICICIAMC,Finance,Investment Managers,NIFTY_FIN_SERVICE,industry,-0.7809474635342801,-2.85317071629436,-0.77,1.97,0.0,-0.01,-4.82,-2.85
CUMMINSIND,Producer Manufacturing,Auto Parts: OEM,NIFTY_AUTO,industry,-3.654485049833887,-4.196428571428571,-0.77,1.97,0.0,-2.88,-6.17,-4.2
VBL,Consumer Non-Durables,Beverages: Non-Alcoholic,NIFTY_FMCG,industry,-0.41822086583023,-7.700366684127815,-0.77,1.97,0.0,0.35,-9.67,-7.7
BSE,Finance,Investment Banks/Brokers,NIFTY_FIN_SERVICE,industry,-3.7417101061652223,-6.643726839597671,-0.77,1.97,0.0,-2.97,-8.61,-6.64
LTM,Technology Services,Data Processing Services,NIFTY_IT,industry,3.772063630420579,17.36537276648183,-0.77,1.97,14.06,4.54,15.4,3.31
SIEMENS,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,-0.3965303593556382,15.511740867415854,-0.77,1.97,0.0,0.37,13.54,15.51
BHEL,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,1.9541206457094336,6.938255887969446,-0.77,1.97,0.0,2.72,4.97,6.94
IDEA,Communications,Wireless Telecommunications,,unmapped,4.570100697134004,-4.255319148936168,-0.77,1.97,,5.34,-6.23,
UNIONBANK,Finance,Major Banks,NIFTY_BANK,industry,6.857142857142857,14.723926380368098,-0.77,1.97,1.11,7.63,12.75,13.61
CGPOWER,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,0.0,-2.631578947368421,-0.77,1.97,0.0,0.77,-4.6,-2.63
BPCL,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-3.206106870229008,4.002624671916006,-0.77,1.97,0.0,-2.44,2.03,4.0
POLYCAB,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,0.967391304347826,1.0772578890097932,-0.77,1.97,0.0,1.74,-0.89,1.08
BRITANNIA,Consumer Non-Durables,Food: Specialty/Candy,NIFTY_FMCG,industry,3.378502105841421,5.810139630774998,-0.77,1.97,0.0,4.15,3.84,5.81
BOSCHLTD,Producer Manufacturing,Auto Parts: OEM,NIFTY_AUTO,industry,12.256973795435334,11.462829736211033,-0.77,1.97,0.0,13.03,9.49,11.46
PNB,Finance,Major Banks,NIFTY_BANK,industry,4.22214435879468,13.747609942638633,-0.77,1.97,1.11,4.99,11.78,12.64
TMPV,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.7191977077363896,1.0755856785030138,-0.77,1.97,0.0,-0.95,-0.89,1.08
BAJAJHLDNG,Finance,Financial Conglomerates,NIFTY_FIN_SERVICE,industry,0.5994787141615986,14.078817733990148,-0.77,1.97,0.0,1.37,12.11,14.08
BANKBARODA,Finance,Major Banks,NIFTY_BANK,industry,1.414141414141414,0.8032128514056225,-0.77,1.97,1.11,2.18,-1.17,-0.31
ENRIN,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,6.649700598802393,1.9169694715458785,-0.77,1.97,0.0,7.42,-0.05,1.92
PFC,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-10.803127221037672,-6.575682382133995,-0.77,1.97,0.0,-10.03,-8.55,-6.58
APOLLOHOSP,Health Services,Hospital/Nursing Management,NIFTY_PHARMA,industry,-4.573204573204573,-3.17603333708751,-0.77,1.97,4.31,-3.8,-5.15,-7.49
TATAPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.641529196124637,-0.0658414537792994,-0.77,1.97,0.0,0.13,-2.04,-0.07
GROWW,Miscellaneous,Investment Trusts/Mutual Funds,,unmapped,2.509742790335159,-2.4284089223008043,-0.77,1.97,,3.28,-4.4,
LODHA,Finance,Real Estate Development,NIFTY_REALTY,industry,-3.2722617809424825,0.2487562189054726,-0.77,1.97,0.0,-2.5,-1.72,0.25
INDIANB,Finance,Major Banks,NIFTY_BANK,industry,5.294048597253201,3.3410138248847927,-0.77,1.97,1.11,6.06,1.37,2.23
CIPLA,Health Technology,Pharmaceuticals: Other,NIFTY_PHARMA,industry,0.2054794520547945,1.639572043907177,-0.77,1.97,4.31,0.98,-0.33,-2.67
CANBK,Finance,Major Banks,NIFTY_BANK,industry,2.3255813953488373,3.553777359378678,-0.77,1.97,1.11,3.1,1.58,2.44
ZYDUSLIFE,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,6.6371681415929205,5.433546242015916,-0.77,1.97,4.31,7.41,3.46,1.12
MUTHOOTFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.6425092403882658,-6.309446254071656,-0.77,1.97,0.0,0.13,-8.28,-6.31
HDFCLIFE,Finance,Multi-Line Insurance,NIFTY_FIN_SERVICE,industry,-0.1858736059479553,-4.618117229129663,-0.77,1.97,0.0,0.58,-6.59,-4.62
HEROMOTOCO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,5.683040516314091,19.875549048316245,-0.77,1.97,0.0,6.45,17.91,19.88
SBIFUNDS,Finance,Investment Managers,NIFTY_FIN_SERVICE,industry,-0.9059233449477432,-7.255829121147889,-0.77,1.97,0.0,-0.14,-9.23,-7.26
IRFC,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-1.7258657165126343,-1.8242491657397115,-0.77,1.97,0.0,-0.96,-3.79,-1.82
GAIL,Utilities,Gas Distributors,NIFTY_ENERGY,industry,1.107954545454539,2.956491552881269,-0.77,1.97,0.0,1.88,0.99,2.96
GVT&D,Producer Manufacturing,Electrical Products,NIFTY_INFRA,industry,0.6050228310502284,-5.124340617935192,-0.77,1.97,0.0,1.38,-7.09,-5.12
JINDALSTEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-1.0676156583629892,6.482811452647711,-0.77,1.97,0.0,-0.3,4.51,6.48
MARICO,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-2.686091509219215,0.5882352941176471,-0.77,1.97,0.0,-1.92,-1.38,0.59
ABCAPITAL,Finance,Multi-Line Insurance,NIFTY_FIN_SERVICE,industry,-2.387173396674587,1.469135802469133,-0.77,1.97,0.0,-1.62,-0.5,1.47
LLOYDSME,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-8.166828322017462,5.258476931628677,-0.77,1.97,0.0,-7.4,3.29,5.26
UNITDSPR,Consumer Non-Durables,Beverages: Alcoholic,NIFTY_FMCG,industry,0.4581151832460733,11.344842593935883,-0.77,1.97,0.0,1.23,9.37,11.34
GMRAIRPORT,Transportation,Other Transportation,,unmapped,-2.617362146050673,-6.651785714285716,-0.77,1.97,,-1.85,-8.62,
HDFCAMC,Finance,Investment Managers,NIFTY_FIN_SERVICE,industry,-2.810304449648712,-9.487459105779717,-0.77,1.97,0.0,-2.04,-11.46,-9.49
VEDL,Non-Energy Minerals,Aluminum,NIFTY_METAL,industry,2.1481481481481524,1.771217712177126,-0.77,1.97,0.0,2.92,-0.2,1.77
TATACONSUM,Consumer Non-Durables,Food: Specialty/Candy,NIFTY_FMCG,industry,-2.2461566786338825,-3.952604920405194,-0.77,1.97,0.0,-1.48,-5.92,-3.95
LGEINDIA,Consumer Durables,Electronics/Appliances,NIFTY_AUTO,sector,2.273757854505403,1.1014344262295113,-0.77,1.97,0.0,3.04,-0.87,1.1
AMBUJACEM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-4.535147392290249,-2.0930232558139537,-0.77,1.97,0.0,-3.77,-4.06,-2.09
GODREJCP,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-14.953271028037385,-15.490341753343236,-0.77,1.97,0.0,-14.18,-17.46,-15.49
LUPIN,Health Technology,Pharmaceuticals: Other,NIFTY_PHARMA,industry,-5.352697095435684,-8.577154308617235,-0.77,1.97,4.31,-4.58,-10.55,-12.89
JSWENERGY,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-2.0595968448729183,0.6847463735471582,-0.77,1.97,0.0,-1.29,-1.29,0.68
INDHOTEL,Consumer Services,Hotels/Resorts/Cruise lines,NIFTY_FMCG,sector,-3.723404255319149,-3.240895422652857,-0.77,1.97,0.0,-2.95,-5.21,-3.24
PAYTM,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,13.700564971751412,20.87087087087087,-0.77,1.97,0.0,14.47,18.9,20.87
OFSS,Technology Services,Packaged Software,NIFTY_IT,industry,0.2489270386266094,0.4645161290322581,-0.77,1.97,14.06,1.02,-1.51,-13.6
MAZDOCK,Producer Manufacturing,Trucks/Construction/Farm Machinery,NIFTY_INFRA,industry,6.3244729605866254,5.585436491518411,-0.77,1.97,0.0,7.09,3.62,5.59
ASHOKLEY,Producer Manufacturing,Trucks/Construction/Farm Machinery,NIFTY_INFRA,industry,1.551724137931028,14.51717433570964,-0.77,1.97,0.0,2.32,12.55,14.52
LENSKART,Health Technology,Medical Specialties,NIFTY_PHARMA,industry,2.8859649122807096,8.431173153369699,-0.77,1.97,4.31,3.66,6.46,4.12
MAXHEALTH,Health Services,Hospital/Nursing Management,NIFTY_PHARMA,industry,-6.712962962962963,-8.996477282991592,-0.77,1.97,4.31,-5.94,-10.97,-13.31
DRREDDY,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,2.406554019457249,-3.5602346700956327,-0.77,1.97,4.31,3.18,-5.53,-7.87
LAURUSLABS,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-0.2157497303128371,20.560443141088303,-0.77,1.97,4.31,0.55,18.59,16.25
MANKIND,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-1.1336854937017509,-3.64342006257178,-0.77,1.97,4.31,-0.36,-5.61,-7.95
BHARATFORG,Producer Manufacturing,Metal Fabrication,NIFTY_INFRA,industry,-5.287345861582556,-1.2571157495256169,-0.77,1.97,0.0,-4.52,-3.23,-1.26
INDUSTOWER,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-2.293577981651376,-4.686140459912995,-0.77,1.97,0.0,-1.52,-6.66,-4.69
AUROPHARMA,Health Technology,Pharmaceuticals: Other,NIFTY_PHARMA,industry,5.021105021105024,6.52437855454022,-0.77,1.97,4.31,5.79,4.55,2.21
NYKAA,Retail Trade,Internet Retail,NIFTY_FMCG,sector,-5.732758620689652,-0.1217841376160685,-0.77,1.97,0.0,-4.96,-2.09,-0.12
MANIPALHOS,Health Services,Hospital/Nursing Management,NIFTY_PHARMA,industry,6.203987730061357,6.203987730061357,-0.77,1.97,4.31,6.97,4.23,1.89
SHREECEM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-5.33135875601629,-3.618545043347154,-0.77,1.97,0.0,-4.56,-5.59,-3.62
RECLTD,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-6.347272973338745,-0.8879977083930171,-0.77,1.97,0.0,-5.58,-2.86,-0.89
