symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
AARTIDRUGS,431.5,14,8.758664146187776,6.29,3.57,43.94,,23.88,14.251623219667383,410.12,453.08,False,0,Buy,Health Technology
GUFICBIO,424.9,14,7.705956907477814,5.24,2.52,47.79,,5.44,15.172350827028025,402.14,446.14,False,0,Buy,Health Technology
ARTEMISMED,316.3,14,15.01818181818182,12.55,9.83,49.86,,9.71,11.651167613250127,298.82,332.12,False,0,Buy,Health Services
SMARTWORKS,488.5,14,4.738421955403092,2.27,4.74,58.79,,30.35,18.57356026703821,460.64,512.93,False,0,Strong buy,Finance
AUSOMENT,141.4,14,15.428571428571432,12.96,15.43,94.15,,25.88,7.037119225342991,130.84,148.47,False,0,Strong buy,Finance
IDFCFIRSTB,85.8,14,7.263407925990752,4.79,6.02,65.31,-0.46,7.01,1.7337669835995122,83.2,90.09,False,0,Strong buy,Finance
BETA,2559.0,14,7.974683544303797,5.5,2.78,60.24,,9.73,169.3942038813956,2304.91,2686.95,False,0,Buy,Health Technology
BALPHARMA,90.5,14,14.556962025316457,12.09,9.37,63.21,,9.23,3.76125480541349,84.86,95.02,False,0,Buy,Health Technology
TASTYBITE,9505.5,14,5.616666666666666,3.15,5.62,69.43,,9.22,336.73357785155497,9000.4,9980.78,False,0,Buy,Consumer Non-Durables
UJJIVANSFB,72.38,14,11.353846153846147,8.88,10.11,51.36,,14.41,2.5355135290608004,68.58,76.0,False,0,Buy,Finance
EMCURE,2009.6,14,11.08285888010613,8.61,5.89,70.04,,10.19,55.75615653765488,1925.97,2110.08,False,0,Buy,Health Technology
KANPRPLA,232.45,14,18.657478305257776,16.19,18.66,50.43,,6.26,10.849579488466102,216.18,244.07,False,0,Strong buy,Producer Manufacturing
BATLIBOI,91.37,14,8.773809523809529,6.3,8.77,68.86,,16.56,5.694152406473362,82.83,95.94,False,0,Strong buy,Producer Manufacturing
IKIO,214.9,14,4.778156996587036,2.31,4.78,42.43,,17.68,10.4014313358402,199.3,225.64,False,0,Buy,Producer Manufacturing
AGARWALEYE,511.45,14,6.774530271398746,4.3,1.58,83.8,,14.22,22.70572368347717,477.39,537.02,False,0,Buy,Health Services
IVC,8.56,14,4.6454767726161466,2.18,4.65,78.38,,15.42,0.3388015154291123,8.05,8.99,False,0,Strong buy,Finance
SHRIPISTON,4478.7,14,7.738753909069036,5.27,7.74,48.45,,8.29,169.22414880457805,4224.86,4702.64,False,0,Buy,Producer Manufacturing
PRIMESECU,291.25,14,4.521801543154504,2.05,4.52,76.1,,11.59,11.372714781443705,274.19,305.81,False,0,Buy,Finance
MANAKSTEEL,82.75,14,5.940340545384714,3.47,5.94,52.54,,8.64,5.059423164669691,75.16,86.89,False,0,Buy,Non-Energy Minerals
PREMIERPOL,73.21,14,15.838607594936692,13.37,15.84,44.6,,16.72,4.4439639507756565,66.54,76.87,False,0,Buy,Non-Energy Minerals
