symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
HINDPETRO,373.5,-3.4509499806126462,54.39,11826.0,13756.0,32455.5937425,33569.0,True,6
ALKEM,5368.0,-4.906997342781223,44.71,9011.0,132821.0,63270.03665,29165.0,True,6
PAGEIND,36750.0,-9.482758620689657,42.32,12228.0,199850.0,86389.5999,41124.0,True,6
BDL,1398.0,9.518213866039954,32.28,11993.0,268919.0,166416.7511775,49145.0,True,6
VOLTAS,1320.5,-3.0398707687789184,22.78,8869.0,149854.0,65584.31415,47803.0,True,6
TIINDIA,2733.5,-7.023809523809524,21.27,3517.0,46628.0,20860.58606,20049.0,True,6
JUBLFOOD,504.1,18.76546118506303,16.78,7886.0,209285.0,122335.031125,54871.0,True,5
ASHOKLEY,171.64,10.032694403487389,16.71,10354.0,191185.0,172979.579,72325.0,True,5
NATIONALUM,376.0,2.5361330788110203,14.76,8051.0,108370.0,68224.1986875,62593.0,True,5
SOLARINDS,19969.0,9.197790780335758,13.9,6460.0,307683.0,154597.10875,52925.0,True,5
MFSL,1538.1,-5.347692307692313,11.94,3944.0,146107.0,95049.58324,36971.0,True,5
TMPV,334.5,-0.1492537313432835,9.48,10383.0,244855.0,145837.66512,119899.0,True,3
OFSS,11828.0,1.5278969957081543,9.48,2882.0,50622.0,51930.32056,33278.0,True,3
APLAPOLLO,2083.3,15.482261640798235,6.94,2142.0,34537.0,43169.87206,32987.0,True,3
MAZDOCK,2580.0,9.086296562513215,6.68,3373.0,53783.0,31930.41177,53890.0,True,3
SBILIFE,1795.0,-2.5780189959294435,6.22,1731.0,13985.0,11675.0084625,29540.0,True,3
SBICARD,633.0,-1.6317016317016315,6.15,3025.0,22567.0,26319.87568,52235.0,True,3
PATANJALI,352.0,-13.61963190184049,6.14,3262.0,25251.0,19154.277545,56406.0,True,3
MAXHEALTH,1008.6,-7.713423003019495,5.9,2498.0,62591.0,43587.2150175,44803.0,True,3
DRREDDY,1200.0,-3.930830197742368,5.82,3159.0,18002.0,39550.3198125,57436.0,True,3
RECLTD,335.0,-5.367231638418079,5.82,3148.0,42001.0,31202.6108625,57283.0,True,3
