symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
HINDPETRO,33569,21743,11826,54.39,13756,31474.26153,7369880377,981.33221,373
ALKEM,29165,20154,9011,44.71,132821,52623.20332,86183583332,10646.83332,5368
PAGEIND,41124,28896,12228,42.32,199850,73011.48691,145819131298,13378.11298,36750
BDL,49145,37152,11993,32.28,268919,136204.25143,149762138974,30212.49974,1398
VOLTAS,47803,38934,8869,22.78,149854,50937.00056,71640168858,14647.31358,1320
TIINDIA,20049,16532,3517,21.27,46628,17032.56312,24343842294,3828.02294,2733
JUBLFOOD,54871,46985,7886,16.78,209285,100644.14512,125497151100,21690.886,504
ASHOKLEY,72325,61971,10354,16.71,191185,150056.266,158458718800,22923.313,171
NATIONALUM,62593,54542,8051,14.76,108370,57174.87993,74364819375,11049.31875,376
SOLARINDS,52925,46465,6460,13.9,307683,119429.20498,300876740376,35167.90376,19969
MFSL,36971,33027,3944,11.94,146107,81284.15604,84298246720,13765.4272,1538
OFSS,33278,30396,2882,9.48,50622,43184.33365,56266248691,8745.98691,11828
TMPV,119899,109516,10383,9.48,244855,131229.56656,122323593856,14608.09856,334
NIFTY,8473638,7829505,644133,8.23,73926392,501231.32822,117404564652819,2797498.45819,24366
APLAPOLLO,32987,30845,2142,6.94,34537,40151.91621,21440829585,3017.95585,2083
MAZDOCK,53890,50517,3373,6.68,53783,26802.83079,29541718098,5127.58098,2580
BANKNIFTY,1268588,1191671,76917,6.45,2491211,247062.78022,4311895228370,240682.3337,57491
SBILIFE,29540,27809,1731,6.22,13985,10885.90672,8608697673,789.10173,1795
SBICARD,52235,49210,3025,6.15,22567,25305.56232,9276543336,1014.31336,633
PATANJALI,56406,53144,3262,6.14,25251,17402.30059,8039317195,1751.97695,352
FINNIFTY,25863,24398,1465,6.0,29242,2212.28196,46471569730,1975.2073,26213
MAXHEALTH,44803,42305,2498,5.9,62591,39769.06652,30006709099,3818.14849,1008
DRREDDY,57436,54277,3159,5.82,18002,38590.82781,9755605450,959.492,1200
RECLTD,57283,54135,3148,5.82,42001,28997.25585,20038358875,2205.355,335
BSE,165449,156655,8794,5.61,156316,90938.2267,104512336060,14164.9606,3447
CIPLA,50406,47742,2664,5.58,25056,15080.07984,14337263174,1574.35674,1450
HAVELLS,26783,25509,1274,4.99,25401,16356.9567,15078055730,1664.8573,1298
COCHINSHIP,27538,26231,1307,4.98,22483,17648.987,12098911984,2040.31984,1496
ANGELONE,33945,32378,1567,4.84,15699,18190.64725,10140435975,1202.35975,287
LODHA,37637,35924,1713,4.77,25097,20129.26825,17882459737,2561.72237,1243
KFINTECH,17156,16377,779,4.76,10317,9943.64474,4681278653,619.81653,940
