symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
TECHM,1632.8,14,11.438711438711431,10.12,1.2,66.46,1.82,13.55,39.381089903637005,1573.73,1714.44,False,0,Buy,Technology Services
KROSS,210.2,14,13.132400430570494,11.81,11.73,44.53,,13.04,7.8513960866807935,198.42,220.71,False,0,Strong buy,Producer Manufacturing
UNIONBANK,187.38,14,9.44454179078324,8.12,9.65,56.88,-0.74,9.66,4.728390710664501,180.29,196.75,False,0,Buy,Finance
MMFL,589.75,14,12.440419447092468,11.12,13.42,60.65,,12.59,25.97936575538112,550.78,619.24,False,0,Buy,Producer Manufacturing
SJS,2532.5,14,17.007022731472922,15.69,15.61,50.91,,6.92,99.39010334782763,2383.41,2659.12,False,0,Strong buy,Producer Manufacturing
NATIONALUM,376.0,14,2.5361330788110203,1.22,6.95,35.87,14.76,18.39,13.536312265368212,355.7,394.8,False,0,Buy,Non-Energy Minerals
GUFICBIO,422.2,14,5.299912707320114,3.98,2.29,58.32,,6.11,15.797843315141508,398.5,443.31,False,0,Buy,Health Technology
ETERNAL,318.5,14,11.75438596491228,10.43,1.51,50.11,-0.35,15.68,8.678749234213175,305.48,334.42,False,0,Strong buy,Technology Services
STYLAMIND,3642.0,14,10.363636363636363,9.04,14.77,52.29,,13.95,149.61524184643622,3417.58,3824.1,False,0,Strong buy,Non-Energy Minerals
AMDIND,54.8,14,18.05256355019387,16.73,19.03,62.83,,24.22,3.3182968211423605,49.82,57.54,False,0,Buy,Producer Manufacturing
POONAWALLA,497.9,14,5.722475846692853,4.4,3.83,48.51,,14.56,15.796007361388677,474.21,522.79,False,0,Strong buy,Finance
UJJIVANSFB,72.47,14,10.895179801071164,9.58,11.11,59.97,,14.27,2.4166927878126288,68.84,76.09,False,0,Buy,Finance
THYROCARE,624.05,14,15.63976651533401,14.32,12.63,68.46,,6.31,26.188178777520537,584.77,655.25,False,0,Buy,Health Services
SUPRAJIT,524.6,13,7.875796833230518,6.56,6.48,58.43,,19.28,16.42863125010395,499.96,550.83,False,0,Buy,Producer Manufacturing
HINDALCO,1029.5,13,5.915637860082304,4.6,10.33,49.84,1.83,14.23,25.272127188817404,991.59,1080.98,False,0,Buy,Non-Energy Minerals
VINDHYATEL,2401.6,13,24.40944881889763,23.09,25.39,53.19,,8.26,139.13731037035924,2192.89,2521.68,False,0,Buy,Industrial Services
NILKAMAL,1860.0,13,39.01345291479821,37.69,37.61,50.19,,6.64,96.13128532611378,1715.8,1953.0,False,0,Buy,Consumer Durables
BETA,2550.7,13,8.323777975962969,7.0,5.31,48.91,,10.08,162.35367579569316,2307.17,2678.24,False,0,Buy,Health Technology
BLSE,314.25,13,15.261883802816907,13.94,5.02,59.33,,3.39,11.736188761959804,296.65,329.96,False,0,Buy,Technology Services
CRAFTSMAN,10251.0,13,11.423913043478262,10.1,12.4,48.71,,10.93,331.1233733952145,9754.31,10763.55,False,0,Buy,Producer Manufacturing
