symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,214.7,182.0,181.63,,,,True,181015.8,1.732,5.177,,4410
21STCENMGM,46.49,37.92,30.6,,,,False,12207.9,0.549,6.748,,2128
360ONE,1222.9,1113.5,1060.6,,,,False,929116.1,0.767,3.62,,1717
3BBLACKBIO,1305.9,1099.5,1099.5,,,,False,11201.65,2.969,3.476,,88
3IINFOLTD,27.8,20.37,17.0,,,,False,1462710.6,0.232,5.288,,5269
3MINDIA,37300.0,33290.0,31435.0,,,,False,4100.7,0.447,4.76,,5995
3PLAND,33.0,31.33,30.22,33.0,31.33,20.0,False,5516.45,1.273,1.754,-3.848,4549
5PAISA,416.95,344.0,317.55,,,,False,80077.05,0.641,4.294,,2168
63MOONS,957.95,732.65,650.0,,,,False,1676353.05,0.134,6.226,,5229
A2ZINFRA,17.95,12.0,12.0,,,,False,652205.35,1.275,6.622,,3867
AAATECH,101.98,87.26,85.0,,,,False,28748.55,0.295,3.703,,1430
AADHARHFC,517.8,459.3,459.3,,,,False,377213.5,0.731,4.483,,568
AAKASH,9.59,8.06,8.06,,,,False,145292.65,0.756,4.258,,2046
AAREYDRUGS,87.5,74.1,73.41,,,,False,127556.25,0.301,3.093,,1249
AARNAV,36.9,28.66,23.51,,,,False,67354.3,0.285,3.677,,121
AARON,147.89,127.45,111.15,,,,False,25815.9,0.265,3.131,,1958
AARTECH,53.36,44.85,39.98,,,,False,90070.25,0.638,3.135,,773
AARTIDRUGS,453.65,404.5,366.8,,,,False,229703.7,0.937,3.67,,5679
AARTIIND,546.0,475.1,454.5,,,,True,1877781.1,1.074,4.203,,6000
AARTIPHARM,932.6,650.8,635.85,,,,False,1323181.15,0.567,5.939,,883
AARTISURF,677.7,377.0,361.6,,,,False,104054.95,0.227,6.72,,1516
AARVI,164.9,150.0,135.54,164.9,150.0,20.0,False,40452.25,0.215,2.599,-7.392,2194
AASTHA,105.79,70.0,70.0,,,,False,2185733.25,0.123,9.867,,36
AATMAJ,20.5,17.8,16.7,,,,False,4000.0,1.0,5.074,,779
AAVAS,1453.2,1330.0,1330.0,,,,False,70838.65,1.298,3.354,,1949
ABAN,20.11,14.71,12.89,,,,False,43082.1,0.176,10.328,,5966
ABANSENT,32.79,25.05,25.05,,,,False,10321.15,1.611,5.116,,88
ABB,7894.5,7085.0,6715.5,,,,False,287868.6,0.412,5.433,,6000
ABBOTINDIA,28635.0,25905.0,25200.0,,,,False,9093.6,1.133,5.305,,5970
ABCAPITAL,430.7,388.0,366.9,,,,False,3957858.7,0.533,4.743,,2221
ABCOTS,225.0,196.81,196.81,,,,False,16801.55,0.68,3.727,,1132
ABDL,655.0,584.3,580.0,,,,False,340269.7,1.411,3.137,,535
ABFRL,64.1,53.8,53.8,,,,False,7809798.6,0.373,5.51,,3234
ABINFRA,14.44,9.8,9.78,,,,False,10651104.7,0.182,4.392,,1749
ABLBL,97.4,84.24,84.24,,,,False,1146965.85,0.685,6.68,,293
ABMINTLLTD,72.8,41.36,39.15,,,,False,6455.55,0.435,5.932,,2509
ABMKNO,205.0,182.5,182.5,,,,False,1472.4,0.024,3.166,,88
ABREL,1486.0,1364.9,1245.0,1486.0,1364.9,20.0,False,216625.15,4.446,2.423,-3.782,7692
ABSLAMC,1045.0,989.8,973.3,1045.0,989.8,20.0,False,174143.4,0.521,2.426,-4.431,1207
ABSMARINE,249.95,212.9,212.9,,,,False,41125.0,0.997,4.136,,562
ACC,1413.9,1286.0,1286.0,,,,False,175630.1,0.503,6.001,,5997
ACCELYA,1179.0,1126.0,1085.9,,,,False,5591.0,0.967,3.102,,5997
ACCENTMIC,608.95,489.0,433.05,,,,False,52300.0,1.243,7.157,,663
ACCURACY,5.03,4.51,4.51,5.03,4.51,20.0,False,53255.6,0.741,2.657,-9.742,2007
ACE,1196.0,1032.6,922.5,,,,False,442293.95,0.623,4.023,,4913
ACEINTEG,20.38,17.15,17.15,,,,False,4200.9,0.339,3.423,,2251
ACGL,1834.2,1715.5,1715.5,,,,False,610.0,1.726,1.957,,5
ACI,576.0,493.65,493.65,,,,False,268137.35,4.721,6.175,,931
ACL,49.9,44.01,44.01,,,,False,13947.55,0.728,3.645,,3897
ACMESOLAR,411.5,344.7,327.0,,,,False,2296825.45,0.986,5.21,,443
ACSTECH,54.77,39.15,35.48,,,,False,381381.3,2.484,5.38,,88
ACUTAAS,3399.8,3025.0,2960.2,,,,False,334754.95,1.076,3.321,,1226
ADANIENSOL,1701.0,1527.0,1465.0,,,,False,2128435.85,0.807,3.947,,2734
ADANIENT,3091.5,2932.8,2928.3,3091.5,2932.8,20.0,False,1017613.3,0.818,2.923,-3.005,5999
ADANIGREEN,1427.0,1281.1,1281.1,,,,False,1462332.15,0.474,4.739,,2024
ADANIPORTS,1792.0,1640.4,1640.4,,,,False,2177780.15,0.487,5.783,,4623
ADANIPOWER,215.11,201.77,201.77,,,,False,14132911.35,0.672,3.355,,4200
ADDIND,93.7,71.05,71.05,,,,False,1607.8,1.823,2.083,,5
ADFFOODS,314.35,255.85,255.85,,,,False,209938.55,1.622,6.828,,3936
ADL,82.85,66.0,66.0,,,,False,1256.75,2.4,4.115,,1459
ADOR,1701.9,1402.0,1161.0,,,,False,48070.75,0.734,4.793,,5997
ADROITINFO,10.99,9.01,8.36,,,,False,40241.85,0.344,3.5,,2683
ADSL,120.0,103.55,103.55,,,,False,107349.8,0.917,5.495,,4709
ADVAIT,2442.0,2060.0,2050.0,,,,False,52903.85,0.396,4.31,,149
ADVANCE,141.5,112.51,93.77,,,,False,685112.6,0.32,4.59,,219
ADVANIHOTR,53.6,49.0,49.0,,,,False,37174.35,0.657,3.049,,4730
ADVENTHTL,154.3,130.05,130.05,,,,False,99235.3,1.165,5.889,,196
ADVENZYMES,343.0,291.05,291.05,,,,False,366918.3,0.411,4.939,,2489
ADVIKCA,1.26,1.18,1.18,,,,False,168993.0,1.18,1.6,,5
AEGISLOG,1497.8,1222.3,965.6,,,,False,1134690.55,0.819,3.596,,5994
AEGISVOPAK,306.55,262.95,227.04,,,,False,1007903.6,0.696,3.476,,309
AEPL,17.42,13.3,13.3,,,,False,88787.5,0.295,3.81,,113
AEQUS,271.21,215.0,194.56,,,,False,3357509.35,0.68,5.044,,177
AEROENTER,143.99,118.01,106.03,,,,False,646320.9,1.04,3.657,,931
AEROFLEX,511.0,413.6,396.1,,,,False,1632788.35,0.784,4.59,,738
AERONEU,91.01,80.01,80.01,91.01,80.01,20.0,False,53690.55,0.468,2.699,-10.823,893
AEROPLANE,206.9,171.52,126.54,,,,False,513579.2,0.697,3.679,,101
AETHER,1692.0,1445.2,1135.0,,,,False,397532.6,0.812,4.828,,1047
AFCONS,290.0,259.1,259.1,,,,False,1054154.45,0.682,3.295,,450
AFFLE,1748.2,1489.2,1390.5,,,,False,493226.75,0.338,4.636,,1744
AFFORDABLE,200.2,160.05,160.05,,,,False,16645.9,0.765,4.812,,455
AFIL,10.73,8.8,8.8,,,,False,776524.9,3.379,3.527,,539
AFSL,223.0,201.0,201.0,,,,False,24376.6,1.534,3.762,,906
AGARIND,551.25,479.4,471.1,,,,False,243303.2,0.152,4.785,,3023
AGARWALEYE,567.75,473.95,437.0,,,,False,2703102.65,0.12,4.361,,384
AGARWALFT,39.45,33.25,28.55,,,,False,4875.0,0.0,6.454,,861
AGI,772.0,692.0,657.5,,,,False,169837.95,2.389,3.807,,5999
AGIIL,324.5,287.05,287.05,,,,False,1422088.7,0.651,4.004,,527
AGL,15.9,12.1,12.03,,,,False,4367415.35,2.082,4.077,,37
AGNI,17.5,15.15,15.15,,,,False,9500.0,0.526,4.165,,1004
AGRITECH,115.4,100.0,100.0,,,,False,2978.65,0.636,3.883,,3101
AGROPHOS,29.99,25.11,25.11,,,,False,21203.65,1.35,3.913,,2336
AGSTRA,2.28,1.96,1.96,,,,False,176326.95,1.019,3.642,,1130
AGUL,65.7,53.65,49.6,,,,False,1700.0,0.0,8.014,,825
AHCL,16.19,13.81,13.81,,,,False,3812934.25,2.23,4.836,,244
AHIMSA,28.5,24.7,24.7,,,,False,11400.0,7.895,13.641,,2317
AHLADA,43.71,35.8,35.7,,,,False,24803.6,0.245,3.212,,1944
AHLEAST,147.8,136.21,136.21,147.8,136.21,20.0,False,2364.95,0.563,2.573,-3.099,3958
AHLUCONT,848.0,645.3,645.3,,,,False,73627.85,4.309,6.252,,4124
AHLWEST,577.5,511.05,511.05,577.5,511.05,20.0,False,431.15,0.545,2.637,-7.827,3963
AIAENG,4885.8999,4267.0,4267.0,,,,False,59103.2,0.356,3.939,,5106
AIIL,607.7,527.25,498.55,,,,False,506420.85,0.313,3.468,,583
AILIMITED,39.5,16.35,16.35,,,,False,1650.0,7.273,12.173,,1268
AIMTRON,1780.0,1267.05,1205.0,,,,False,57500.0,0.438,5.917,,550
AIRAN,15.99,14.78,14.78,,,,False,45564.85,0.683,3.328,,2246
AIROLAM,94.9,85.03,84.25,94.9,85.03,20.0,False,3856.65,1.457,2.529,-6.228,2194
AISL,60.8,55.1,50.2,,,,False,16200.0,0.222,3.619,,2162
AJANTPHARM,3796.0,3301.0,3028.5,,,,False,108957.2,0.603,5.071,,5996
AJAXENGG,620.45,545.5,512.05,,,,False,77506.15,0.949,3.762,,376
AJMERA,131.83,114.5,114.5,,,,False,345052.55,0.401,4.543,,4913
AJOONI,4.12,3.55,3.41,,,,False,243723.25,0.607,3.547,,2132
AKASH,28.0,24.0,24.0,,,,False,9815.0,0.631,3.865,,2334
AKCAPIT,1801.0,1621.4,1621.4,,,,False,2662.0,0.837,3.103,,88
AKG,10.89,8.06,8.06,,,,False,72138.4,0.217,4.097,,1945
AKI,5.0,4.0,4.0,5.0,4.0,20.0,False,174662.05,2.098,2.806,-17.0,836
AKIKO,394.75,306.0,251.05,,,,True,28520.0,0.701,4.781,,533
AKSHAR,0.47,0.39,0.39,,,,False,1025954.1,0.786,3.394,,1055
AKSHARCHEM,318.38,232.21,206.0,,,,True,10631.6,1.742,5.359,,2326
AKSHOPTFBR,7.96,5.34,5.34,,,,False,288731.3,2.182,6.335,,5996
AKUMS,780.85,653.6,588.0,,,,False,399337.6,1.217,4.207,,509
ALANKIT,8.9,7.62,7.62,,,,False,118347.0,0.894,3.264,,2755
ALBERTDAVD,895.0,683.0,678.0,,,,True,24466.35,1.069,5.599,,2520
ALEMBICLTD,93.4,83.0,83.0,,,,False,348143.3,0.808,3.611,,6004
ALFREDHE,3151.0,2881.0,2881.0,,,,False,45.0,0.533,1.954,,5
ALGOQUANT,70.97,64.12,54.81,70.97,64.12,20.0,False,1255681.05,1.404,2.856,-6.947,158
ALICON,782.0,661.2,618.05,,,,False,63400.55,0.422,3.215,,4907
ALIVUS,1418.0,1089.8,1035.2,,,,False,174537.35,0.279,7.466,,1250
ALKALI,71.9,65.0,65.0,71.9,65.0,20.0,False,4345.6,0.085,2.299,-6.12,4389
ALKEM,5882.5,5175.0,5175.0,,,,False,132410.6,0.35,5.435,,2637
ALKYLAMINE,2115.0,1771.4,1661.3,,,,True,179138.2,1.453,4.991,,4624
ALLCARGO,13.72,7.9,7.75,,,,True,40833257.7,2.842,6.287,,4979
ALLDIGI,893.9,750.0,750.0,,,,False,13591.25,0.468,10.907,,5256
ALLETEC,144.2,119.5,119.5,,,,False,19180.0,1.689,4.246,,906
ALLTIME,231.0,200.16,200.16,,,,False,67452.45,0.931,4.714,,256
ALMONDZ,15.79,12.35,12.35,,,,False,291783.45,0.107,4.406,,4488
ALOKINDS,12.13,11.35,11.35,,,,False,2393542.5,1.287,4.687,,7691
ALPA,72.5,60.05,60.05,,,,False,16183.1,0.926,4.427,,4699
ALPEXSOLAR,900.0,741.0,741.0,,,,False,58030.0,0.824,4.353,,622
ALPHAGEO,368.0,199.02,190.0,,,,False,101342.15,0.253,6.155,,4761
ALPINETEX,77.21,55.25,55.25,,,,False,326963.1,0.476,7.0,,25
ALUFLUOR,463.5,430.0,430.0,,,,False,7379.4,1.041,1.697,,5
ALUWIND,52.9,45.5,40.0,,,,False,17475.0,7.039,4.281,,589
AMAGI,727.4,548.05,426.95,,,,False,1522829.95,0.391,4.274,,148
AMAL,822.0,730.3,730.3,,,,False,11249.6,0.608,2.048,,5
AMANTA,205.57,150.01,144.0,,,,True,100320.0,2.602,7.579,,237
AMARJOTHI,166.0,88.4,88.4,,,,False,1493.6,1.923,6.588,,10
AMBALALSA,49.98,30.76,30.15,,,,False,424772.2,0.146,5.598,,88
AMBER,7567.0,6951.0,6951.0,,,,False,330011.45,1.434,3.21,,2118
AMBICAAGAR,25.5,23.2,23.2,25.5,23.2,20.0,False,4563.65,0.625,2.552,-2.51,5474
AMBIKCO,1931.0,1571.1,1571.1,,,,False,28816.55,0.426,5.131,,4579
AMBUJACEM,450.5,405.5,405.5,,,,False,3206438.5,0.68,5.357,,5998
AMDIND,61.41,45.3,43.1,,,,False,42552.05,0.264,4.467,,4795
AMEYA,115.0,103.55,101.3,,,,False,2450.0,0.408,5.299,,978
AMIABLE,78.95,59.55,59.55,,,,False,800.0,0.0,9.176,,933
AMJLAND,41.0,36.3,36.3,41.0,36.3,20.0,False,16587.0,0.77,2.938,-5.951,5998
AMNPLST,215.12,173.85,173.85,,,,False,13086.4,0.368,4.632,,689
AMRUTANJAN,549.9,482.8,482.8,,,,False,165860.6,0.383,3.047,,4151
ANANDRATHI,2230.0,2003.1,1753.0,,,,False,211052.0,0.671,5.188,,1164
ANANTRAJ,649.0,593.3,511.25,,,,False,2000370.3,0.51,3.076,,4912
ANDHRAPAP,64.45,59.27,59.27,64.45,59.27,20.0,False,206539.25,0.798,2.863,-5.663,7693
