symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
VMM,24581,17466,7115,40.74,174961,93258.02275,88357813469,10876.04594,113
FINNIFTY,61682,47019,14663,31.19,429809,4792.64364,676413120234,11242.29234,26158
DIXON,159772,121882,37890,31.09,709714,444755.98855,482370883229,27391.73229,14570
NIFTYNXT50,1899,1573,326,20.72,1720,9013.8581,2283705270,63.4777,74022
MUTHOOTFIN,69283,60107,9176,15.27,444004,240510.58405,367882720460,35146.9171,3209
BANKNIFTY,1773174,1555626,217548,13.98,15613922,1003387.00902,26925451715757,639293.69757,57525
SIEMENS,43264,38767,4497,11.6,256872,111484.27067,174300066832,15955.24332,4114
NIFTY,9816169,8820713,995456,11.29,109481309,2113970.06211,172709484720383,3039685.41383,24219
IREDA,41641,38713,2928,7.56,26222,85010.15416,5243965892,1048.71354,115
SBILIFE,35922,33785,2137,6.33,27390,83438.2614,10236610241,814.07741,1761
CDSL,51382,48900,2482,5.08,87865,101002.29142,49239561254,6047.57754,1385
RADICO,14515,13863,652,4.7,22985,32609.58022,12477730984,687.70984,4600
MIDCPNIFTY,202734,194991,7743,3.97,1166080,166538.39454,2073010992223,44185.83223,14898
BANKBARODA,84765,81861,2904,3.55,78882,199744.56479,37027532119,5432.31994,241
ICICIPRULI,29434,28573,861,3.01,24511,52174.83719,6515877766,659.45266,511
ZYDUSLIFE,25706,25100,606,2.41,24473,68285.01816,17933881239,1363.81239,1103
DRREDDY,58386,57149,1237,2.16,51241,139791.13887,24293579137,1720.22887,1190
GLENMARK,44750,43838,912,2.08,71285,190602.43912,44472037286,5485.79786,2390
LICHSGFIN,62310,61257,1053,1.72,49176,94872.4813,15195973030,1758.8303,491
NIFTYFPI,252,248,4,1.61,15,69.63704,19361870,0.0737,1575
AMBUJACEM,102728,101191,1537,1.52,57443,183756.49656,10374971892,1463.39892,408
TATAPOWER,80883,79880,1003,1.26,53623,128690.09492,17137078257,2982.28257,373
JINDALSTEL,39284,38806,478,1.23,43398,120090.88887,19132171306,1608.83806,1149
COALINDIA,115526,114274,1252,1.1,77330,182332.96357,24958657453,2847.27703,406
WAAREEENER,70816,70072,744,1.06,65182,113987.01811,19449293162,2077.28162,2674
YESBANK,58923,58352,571,0.98,29694,150332.83452,6224858442,777.25742,22
RELIANCE,507922,503390,4532,0.9,378230,765350.50215,175039061515,15743.81515,1309
COCHINSHIP,26104,25967,137,0.53,33833,66409.93772,13998130316,1646.10316,1514
LT,133786,133221,565,0.42,128261,256206.67311,66823613108,4268.61358,4090
INDHOTEL,35746,35619,127,0.36,21732,100908.2535,5905592770,476.3277,728
IRFC,45008,44862,146,0.33,34217,75812.8739,8753603958,1081.88333,85
RECLTD,65307,65108,199,0.31,38379,79160.83497,12474700623,2540.62998,327
IDEA,120795,120793,2,0.0,83379,633281.14392,21953228901,4168.82226,14
CIPLA,50160,50201,-41,-0.08,51372,85344.07702,22938825292,1639.29542,1437
ITC,244054,244626,-572,-0.23,131191,226958.58792,39659103072,5233.12197,269
UPL,46362,46502,-140,-0.3,28755,120736.27148,10481496728,1489.30678,571
