symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-0.3196347031963505,3.5415019762845814,-0.47,1.6,0.0,0.15,1.94,3.54
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-2.4795887511339605,1.8313861698768523,-0.47,1.6,,-2.01,0.23,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,0.2682071384361523,-1.2863913337846986,-0.47,1.6,2.07,0.74,-2.89,-3.36
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-0.2115655853314527,-0.9103641456582632,-0.47,1.6,2.07,0.26,-2.51,-2.98
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.320992294681455,3.3300198807157058,-0.47,1.6,2.07,-1.85,1.73,1.26
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-2.8455976180348825,3.5826039635390687,-0.47,1.6,7.0,-2.38,1.98,-3.42
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.2777777777777778,4.837924656867521,-0.47,1.6,0.0,0.19,3.24,4.84
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,1.212571145756001,9.037589976006398,-0.47,1.6,0.0,1.68,7.44,9.04
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,2.03168460515178,0.1067869008068451,-0.47,1.6,0.0,2.5,-1.49,0.11
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.974986720749437,-5.493482309124767,-0.47,1.6,0.0,-1.5,-7.09,-5.49
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-1.7994858611825193,-1.7994858611825193,-0.47,1.6,2.75,-1.33,-3.4,-4.55
