symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
QPOWER,1494.0,14,14.66728068155652,18.37,14.67,47.5,,5.09,74.05665454889939,1382.92,1568.7,False,0,Strong buy,Producer Manufacturing
SETL,406.0,14,30.967741935483872,34.67,31.17,100.0,,15.31,19.48758400229108,376.77,426.3,False,0,Buy,Health Technology
ARIHANTCAP,80.03,13,8.928814482101542,12.63,8.93,48.29,,49.94,2.7878061386447635,75.85,84.03,False,0,Buy,Finance
BIL,1045.0,13,21.511627906976745,25.21,21.51,47.48,,10.05,56.43025838973937,960.35,1097.25,False,0,Buy,Consumer Non-Durables
CANHLIFE,153.62,13,3.692203847451906,7.39,3.69,42.55,,26.36,5.349344357594704,145.6,161.3,False,0,Buy,Finance
GPTHEALTH,163.62,13,6.717975476128367,10.42,6.92,48.91,,6.96,4.941551136877353,156.21,171.8,False,0,Strong buy,Health Services
SURAKSHA,326.3,13,5.428109854604204,9.13,5.63,55.47,,7.26,13.781132549288175,305.63,342.62,False,0,Buy,Health Services
DIFFNKG,435.1,13,9.170743946807178,12.87,9.17,47.94,,19.49,24.014303898000087,399.08,456.86,False,0,Buy,Producer Manufacturing
PVP,57.98,13,57.55434782608696,61.25,61.95,86.94,,24.01,3.914458913450293,52.11,60.88,False,0,Buy,Technology Services
CASTROLIND,190.65,13,2.110224412190026,5.81,2.11,62.08,,15.81,2.3686570796296755,187.1,200.18,False,0,Strong buy,Energy Minerals
MANYAVAR,565.35,13,4.336993632924241,8.04,4.34,42.7,,37.79,20.09741918736932,535.2,593.62,False,1,Buy,Retail Trade
INDGN,579.5,13,4.170411648391164,7.87,4.37,52.78,,8.89,15.942609441754792,555.59,608.48,False,0,Buy,Health Technology
SMCGLOBAL,81.64,13,2.0500000000000007,5.75,2.05,46.91,,16.36,3.4089130081647148,76.53,85.72,False,0,Buy,Finance
ANUHPHR,93.75,13,23.81141045958796,27.51,24.01,54.47,,6.13,4.503104230698784,87.0,98.44,False,0,Strong buy,Health Technology
SKYGOLD,795.55,13,2.2557840616966525,5.96,2.26,40.28,,23.81,36.29988796964037,741.1,835.33,False,0,Buy,Consumer Durables
JYOTICNC,982.85,13,12.971264367816094,16.67,12.97,51.42,,7.73,39.31346514386576,923.88,1031.99,False,0,Buy,Producer Manufacturing
AKUMS,778.0,13,3.20355508390263,6.9,3.4,53.09,,10.97,26.915105709998645,737.63,816.9,False,0,Buy,Health Technology
ASIANHOTNR,386.25,13,30.07240276140765,33.77,30.07,48.97,,9.72,22.554536945954457,352.42,405.56,False,0,Buy,Consumer Services
RATNAVEER,290.65,13,18.58444363502511,22.28,18.58,38.86,,8.72,16.717704382187858,265.57,305.18,False,0,Buy,Non-Energy Minerals
SUPERHOUSE,169.66,13,1.331899898465024,5.03,1.33,57.13,,11.4,8.97642128056079,156.2,178.14,False,0,Buy,Consumer Non-Durables
