symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.7062964411419563,-5.334855403348547,-0.69,-3.66,0.0,-2.02,-1.67,-5.33
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,1.151451710649556,-6.168549087749785,-0.69,-3.66,,1.84,-2.51,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,3.769465871052245,-1.8311992289687395,-0.69,-3.66,-2.11,4.46,1.83,0.28
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-2.7635471534742897,-4.425531914893623,-0.69,-3.66,-2.11,-2.07,-0.77,-2.32
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-1.327345309381233,-6.691204228010558,-0.69,-3.66,-2.11,-0.64,-3.03,-4.58
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.4092769440654843,-4.782608695652174,-0.69,-3.66,-3.5,0.28,-1.12,-1.28
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-2.6378896882494005,-6.7609774021679145,-0.69,-3.66,0.0,-1.95,-3.1,-6.76
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-2.866258165797343,-5.698131760078668,-0.69,-3.66,0.0,-2.18,-2.04,-5.7
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-1.8404907975460123,-2.4628139478176108,-0.69,-3.66,0.0,-1.15,1.2,-2.46
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,0.1134020618556724,-5.48905109489051,-0.69,-3.66,0.0,0.8,-1.83,-5.49
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.0750308162280863,-1.2010582010582034,-0.69,-3.66,0.82,0.77,2.46,-2.02
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,-3.1896810318968103,-4.32806324110672,-0.69,-3.66,0.0,-2.5,-0.67,-4.33
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,1.827626010003848,-5.860382392174308,-0.69,-3.66,-3.5,2.52,-2.2,-2.36
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,0.6768189509306288,6.521739130434782,-0.69,-3.66,-2.11,1.37,10.18,8.63
ADANIPORTS,Transportation,Other Transportation,,unmapped,-2.337209955615492,2.760699929061247,-0.69,-3.66,,-1.65,6.42,
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-6.1422379194092205,-3.0126078301260844,-0.69,-3.66,,-5.45,0.65,
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-4.000000000000006,1.040235525024522,-0.69,-3.66,0.0,-3.31,4.7,1.04
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-0.1690685130021664,1.315466949914201,-0.69,-3.66,-2.11,0.52,4.98,3.43
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.6894865525672373,-10.34733323644819,-0.69,-3.66,0.0,-2.0,-6.69,-10.35
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.0753095457873068,-9.258494572911752,-0.69,-3.66,0.0,-1.39,-5.6,-9.26
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,2.7351404310907905,-4.529590288315633,-0.69,-3.66,-3.5,3.43,-0.87,-1.03
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,1.9923371647509536,-2.5086980406519035,-0.69,-3.66,0.0,2.68,1.15,-2.51
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.3022682864667403,-1.709401709401709,-0.69,-3.66,0.0,-1.61,1.95,-1.71
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.802472813943082,-2.19584569732937,-0.69,-3.66,0.0,-1.11,1.46,-2.2
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-1.2114537444933922,-7.414415964218132,-0.69,-3.66,0.0,-0.52,-3.75,-7.41
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-4.52642073778664,-5.513675652208226,-0.69,-3.66,-3.5,-3.84,-1.85,-2.01
ETERNAL,Transportation,Air Freight/Couriers,,unmapped,-0.1084598698481456,1.367924528301894,-0.69,-3.66,,0.58,5.03,
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-3.658724058416595,-1.6941176470588164,-0.69,-3.66,0.0,-2.97,1.97,-1.69
ONGC,Energy Minerals,Integrated Oil,NIFTY_ENERGY,industry,-1.5544260906395542,-2.9519832985386194,-0.69,-3.66,0.0,-0.86,0.71,-2.95
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-3.812923586321074,-6.965572457966375,-0.69,-3.66,0.0,-3.12,-3.31,-6.97
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-2.837837837837841,-4.179791616186091,-0.69,-3.66,-3.5,-2.15,-0.52,-0.68
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-1.875715922107678,-7.266576454668477,-0.69,-3.66,0.0,-1.19,-3.61,-7.27
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,-3.464203233256351,2.212984472429395,-0.69,-3.66,0.0,-2.77,5.87,2.21
POWERGRID,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.7899191273274487,-0.9203606311044286,-0.69,-3.66,0.0,-0.1,2.74,-0.92
DIVISLAB,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-2.890474454455497,9.55346650998825,-0.69,-3.66,0.82,-2.2,13.21,8.73
DMART,Retail Trade,Food Retail,NIFTY_FMCG,sector,-0.3731443451182543,-6.978143172247846,-0.69,-3.66,0.0,0.32,-3.32,-6.98
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,-5.949055053410032,0.5622913371990743,-0.69,-3.66,0.0,-5.26,4.22,0.56
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,-1.2514586938151346,-7.851751717922719,-0.69,-3.66,,-0.56,-4.19,
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-3.3980582524271843,-10.682226211849192,-0.69,-3.66,0.0,-2.71,-7.02,-10.68
TATASTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-0.904761904761909,0.509820757754636,-0.69,-3.66,0.0,-0.21,4.17,0.51
HINDALCO,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,-4.574209245742092,-6.525573192239863,-0.69,-3.66,0.0,-3.88,-2.87,-6.53
GRASIM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-3.553191489361705,-2.5759901750076786,-0.69,-3.66,0.0,-2.86,1.08,-2.58
ADANIGREEN,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-3.615733736762478,-4.022295872250668,-0.69,-3.66,0.0,-2.93,-0.36,-4.02
EICHERMOT,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.845844677816673,-6.79726368159204,-0.69,-3.66,0.0,-2.16,-3.14,-6.8
TVSMOTOR,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.1900460119004732,-6.223278995861813,-0.69,-3.66,0.0,-0.5,-2.56,-6.22
IOC,Energy Minerals,Integrated Oil,NIFTY_ENERGY,industry,-0.0297818479636602,-2.787431219229651,-0.69,-3.66,0.0,0.66,0.87,-2.79
TORNTPHARM,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-2.5,-0.5102040816326531,-0.69,-3.66,0.82,-1.81,3.15,-1.33
INDIGO,Transportation,Airlines,,unmapped,-2.4070903414241114,-7.183908045977011,-0.69,-3.66,,-1.72,-3.52,
HYUNDAI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.279707495429616,-0.8765086503602363,-0.69,-3.66,0.0,-0.59,2.78,-0.88
SOLARINDS,Process Industries,Industrial Specialties,,unmapped,-15.8165548098434,-6.393034825870647,-0.69,-3.66,,-15.13,-2.73,
SBILIFE,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,4.9228028503563,-1.2353269983230803,-0.69,-3.66,0.0,5.61,2.42,-1.24
MOTHERSON,Producer Manufacturing,Auto Parts: OEM,NIFTY_AUTO,industry,-1.117898594990827,-3.706127305175485,-0.69,-3.66,0.0,-0.43,-0.05,-3.71
ADANIENSOL,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-3.654300402945681,-12.72498426683449,-0.69,-3.66,0.0,-2.96,-9.06,-12.72
WIPRO,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.8933889219773674,-8.521165475536009,-0.69,-3.66,-3.5,-0.2,-4.86,-5.02
VAML,Non-Energy Minerals,Aluminum,NIFTY_METAL,industry,-9.309107222969942,-8.42582106455266,-0.69,-3.66,0.0,-8.62,-4.77,-8.43
PIDILITIND,Process Industries,Industrial Specialties,,unmapped,-1.3040712468193385,-6.816816816816817,-0.69,-3.66,,-0.61,-3.16,
TMCV,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.7792792792792742,-6.61670235546038,-0.69,-3.66,0.0,-1.09,-2.96,-6.62
IDEA,Communications,Wireless Telecommunications,,unmapped,-9.42675159235668,4.175824175824178,-0.69,-3.66,,-8.74,7.84,
