symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,11542,19906763,19918305,175139.176303,30251153378698.2,1106346.740785,9012009,23262.8
BANKNIFTY,5440,918805,924245,92440.98348,1561275721770.3,190508.241183,1342472,56255.9
HDFCBANK,22076,176354,198430,103019.59265,84893077704.5,111678.469695,1092954,713.75
POLICYBZR,10587,109253,119840,65073.456105,69223820883.0,76759.764935,43928,1749.5
PAYTM,3338,57925,61263,43240.804235,76870607777.0,55650.372005,69765,1762.5
RELIANCE,6521,113167,119688,40801.25655,72994724195.0,46933.6485,632945,1244.0
ETERNAL,4219,48139,52358,33312.5259425,38443254758.0,38555.0985225,105637,326.9
SBIN,3540,76038,79578,26497.296825,57935731582.5,31809.18765,303408,989.4
ICICIBANK,2787,35841,38628,26575.62467,34679894627.0,29420.19094,268509,1354.5
HDFCLIFE,4051,62972,67023,24324.54409,38400792210.0,29322.02119,89819,547.0
MCX,3151,49415,52566,23193.8169075,36955117622.25,29177.16813,87439,3298.4
DIXON,3109,54636,57745,20781.247075,37686099598.0,25641.243055,155063,13354.0
LAURUSLABS,1348,13360,14708,22171.97307,22296750239.5,25112.555465,50863,1930.4
BSE,2933,49217,52150,19328.83024,33373032068.0,25087.15092,163238,3277.7
MIDCPNIFTY,923,70156,71079,15962.25456,121778938167.6,24991.846235999998,160716,14396.45
PNB,2083,23126,25209,19813.7704,22239824320.0,23114.7336,51327,117.78
ITC,4255,61987,66242,19623.8678925,28926505576.5,22365.4317825,209069,266.35
SHRIRAMFIN,2331,18692,21023,19195.52613,15886644237.75,21414.1035075,70872,984.4
CDSL,2656,41843,44499,16957.73674,27613007899.75,20938.6557375,62436,1354.8
ADANIENT,2067,14084,16151,18878.1147525,13215354129.06,20432.4970431,98752,2920.0
SOLARINDS,1642,42106,43748,15488.58834,42341000908.0,19608.22242,98487,18780.0
TVSMOTOR,1983,48897,50880,14367.7679425,36194144798.0,19221.3659225,76180,4116.9
AXISBANK,2041,31668,33709,16000.355625,25052623950.0,18071.220125,201233,1252.8
LT,2386,19094,21480,16128.841785,13135960255.25,17338.0568375,141399,3847.6
BEL,2687,30559,33246,15060.8633325,17618703462.75,16907.34171,150518,391.65
INDUSINDBK,2208,16811,19019,14940.63046,11531626372.0,16300.11418,74737,963.2
JIOFIN,2671,23015,25686,14382.349445,12708051337.0,15830.335315,183363,228.48
INFY,3073,62056,65129,13006.8966,26904804864.0,15571.58524,353716,1051.0
BAJFINANCE,1619,27586,29205,12422.434575,21689083462.5,15444.6192,145524,1013.6
SRF,2349,40269,42618,11950.05438,21035573342.0,15310.8878,39196,2528.6
DIVISLAB,1420,21175,22595,13218.17193,19864410246.0,15245.67439,76080,9285.0
HEROMOTOCO,1687,19114,20801,13426.396425,15517023753.0,15045.233955,59565,5324.5
POWERINDIA,1484,30418,31902,11449.33932,24499715492.75,14705.1192475,60999,30635.0
BHEL,1117,12973,14090,12300.5124375,14664039075.0,14509.5969375,53978,419.0
KOTAKBANK,1607,11048,12655,13393.714,9306424520.0,14332.4592,149481,416.1
PNBHOUSING,1779,7960,9739,13125.403395,5983957252.0,13967.595915,23441,1110.1
TCS,2143,59139,61282,10512.7831125,29858298761.25,13847.440725,255813,2171.6
M&M,1911,27400,29311,11887.97226,17402078542.0,13702.65768,128896,3112.8
SWIGGY,2221,13139,15360,11229.6452975,6790996860.25,12321.52765,92156,277.6
SONACOMS,1188,6357,7545,11393.8135675,6264440182.0,12271.0203875,20010,785.1
BHARATFORG,1149,3462,4611,10954.3299,3371829920.0,11347.4291,32599,1913.8
TATASTEEL,1962,20832,22794,9972.150375,10792429147.5,11287.46685,184705,184.49
KALYANKJIL,1106,16723,17829,8765.348175,13716573939.0,11232.070065,56185,587.7
ADANIPOWER,1382,9718,11100,10067.86106,7320851464.0,11064.9382,87073,204.06
HAL,1236,22652,23888,8781.05832,16677883090.5,10646.889225,92549,4735.0
IDEA,912,3833,4745,9377.1697725,4325291756.25,10121.760585,137828,14.32
MAZDOCK,1762,16279,18041,8827.2618975,8555782389.75,10023.023295,56104,2202.1
YESBANK,1271,9157,10428,9200.1575,6935708343.0,9884.08693,67060,23.08
CHOLAFIN,822,4024,4846,9140.6614375,4583259606.25,9647.7575,31794,1753.0
CGPOWER,1024,18150,19174,7559.582015,13784466447.5,9645.98649,40053,868.1
TECHM,905,10769,11674,8440.51914,10219457520.0,9601.57434,58351,1547.0
MUTHOOTFIN,1056,14413,15469,8065.53264,11400634819.75,9550.4058375,67779,2752.7
LTF,1329,6012,7341,8948.938725,4179214912.5,9527.61285,40582,297.25
MARUTI,1239,34540,35779,7611.54437,21930662089.0,9264.66526,168032,12288.0
BIOCON,902,6270,7172,8504.98975,6228155900.0,9123.79875,45786,376.05
BHARTIARTL,912,19079,19991,7967.6796875,16957145806.75,9106.892755,216331,1832.6
TMPV,1557,19285,20842,7562.36144,9703493936.0,8805.5408,122038,302.8
ASHOKLEY,980,8775,9755,7776.046,7212362200.0,8697.543,62016,157.75
HCLTECH,1362,29912,31274,6760.99344,15300209964.0,8572.17308,111406,1239.9
RBLBANK,593,4819,5412,7733.016665,6313226324.5,8523.36116,25905,409.75
HINDALCO,1099,9537,10636,7535.72519,6717232494.0,8298.91013,106692,981.4
INDIGO,951,16436,17387,6845.78202,12177198687.0,8249.36889,87284,4800.5
BLUESTARCO,1622,3648,5270,7932.397135,1840379687.25,8213.8690075,34433,1524.6
AUBANK,744,3743,4487,7740.4564,3987086510.0,8193.3215,40484,1040.7
OFSS,635,5753,6388,7228.71814,6799234952.0,8034.46766,31364,11401.0
COLPAL,1457,8330,9787,7494.1600525,4361271532.75,7980.49538,41508,1881.4
AUROPHARMA,749,6548,7297,6880.59812,6116468281.0,7693.78093,37188,1667.6
PATANJALI,1591,20814,22405,6148.16537,8291338862.0,7553.92524,51360,356.6
ATHERENERG,1095,12843,13938,6327.5631375,7809810240.0,7543.3905375,37038,1543.8
NYKAA,677,3190,3867,6909.0846875,3348013187.5,7296.2478125,15706,324.75
VBL,1237,6327,7564,6566.2970475,3440223487.5,7034.0244225,102042,414.65
CANBK,749,4828,5577,6319.123875,4168677217.5,6912.7398,81828,123.51
BANKBARODA,883,8882,9765,6098.0847525,6266726709.75,6836.08185,84674,233.55
ABB,683,7752,8435,6078.32765,6993105783.75,6834.5104875,29907,7081.0
DLF,977,11534,12511,5850.784285,7094256679.5,6753.84108,72118,631.65
WIPRO,1192,13875,15067,5943.5046,7111018020.0,6752.8848,133546,166.16
JINDALSTEL,848,5732,6580,5980.498625,4110494668.75,6452.9453125,39215,1128.7
PREMIERENE,977,6499,7476,5700.90937,3952235722.5,6283.976595,30909,894.5
ICICIPRULI,1290,7944,9234,5740.36093,3611136286.0,6255.36504,30128,483.05
EICHERMOT,748,9930,10678,5644.25334,7576975693.0,6245.01027,69710,7514.5
HINDZINC,790,7797,8587,5518.4886575,5696339192.25,6197.05058,62828,569.25
JSWSTEEL,673,5125,5798,5705.7291,4434413316.75,6129.6372675,83200,1249.2
PFC,1271,7108,8379,5759.05408,3403976069.0,6043.01477,120342,345.45
ADANIPORTS,664,7191,7855,5477.90596,6005178261.25,6001.8335725,71108,1735.0
GVT&D,997,9000,9997,5385.67595,5049737346.25,5989.6744125,58675,4293.4
MFSL,844,11714,12558,5121.93252,7231080176.0,5936.97428,24063,1522.3
FORTIS,776,5946,6722,5355.62696,4171143937.75,5869.0738375,22358,890.75
ICICIGI,1131,7678,8809,5411.016715,3763906097.25,5852.7876875,35406,1475.3
COFORGE,562,10488,11050,4741.6293125,9141497089.25,5842.570205,76599,1763.7
SUNPHARMA,734,12412,13146,4777.49713,8195132491.0,5402.47204,86047,1858.0
ADANIENSOL,538,2671,3209,4916.2112325,2579498730.0,5335.5185325,54655,1347.7
BAJAJ-AUTO,558,7976,8534,4852.87254,7121877667.5,5317.324215,62209,11544.0
LICHSGFIN,920,2843,3763,5047.124,1589906660.0,5252.6906,60473,546.9
JUBLFOOD,800,5556,6356,4799.314125,3437600437.5,5209.8185,29448,480.5
LICI,838,5585,6423,4700.9844,3201208822.0,5118.15262,65830,397.85
MOTILALOFS,595,3512,4107,4608.5929125,2811511597.5,5080.8538875,13515,996.4
UNIONBANK,589,3525,4114,4689.8066025,2882679525.0,5064.2943525,44518,177.62
RECLTD,961,4318,5279,4758.28668,2184452424.0,5024.20842,61323,312.1
BANKINDIA,631,3487,4118,4621.4662,2608399872.0,5011.35492,27363,139.3
IDFCFIRSTB,586,3485,4071,4630.99266,2829270486.0,4934.43727,69085,84.71
INDUSTOWER,705,4254,4959,4591.31359,2793632134.0,4909.57093,75438,382.35
DRREDDY,625,7248,7873,4478.770875,5269546693.75,4906.8003125,61231,1155.7
GODREJPROP,760,6413,7173,4145.367655,3650316065.5,4680.58331,60115,1675.4
NAM-INDIA,638,2319,2957,4468.2275,1712106000.0,4661.6625,19263,1117.0
ABCAPITAL,352,2867,3219,4211.18198,3532306377.0,4619.41075,22446,381.55
ONGC,710,16138,16848,3741.78825,8736878565.0,4503.18015,69290,233.95
WAAREEENER,953,8041,8994,4162.140675,3683697731.0,4493.942985,73683,2503.2
POLYCAB,387,6258,6645,3965.060775,6713400997.5,4457.19575,64641,8177.0
MARICO,415,3628,4043,4080.39864,3597884676.0,4451.8854,24720,820.15
FEDERALBNK,475,3469,3944,4077.53375,3028206450.0,4380.34825,54578,341.6
BDL,782,10031,10813,3777.3416475,5079517605.25,4357.3227,66603,1143.5
UNOMINDA,630,2715,3345,4153.058525,1829216174.5,4327.12027,16287,1200.5
DMART,696,5975,6671,3908.28654,3432703747.5,4241.124015,60767,3729.5
AMBER,495,7440,7935,3479.56041,5339364861.0,4223.70902,29162,7035.5
CUMMINSIND,387,3522,3909,3849.51852,3546316944.0,4188.08796,42994,4969.0
LTM,521,7416,7937,3289.72755,4860998853.0,4116.91608,51361,4224.0
SBILIFE,532,8846,9378,3414.8535,5774985543.75,4073.1339375,40000,1717.1
LODHA,509,6381,6890,3492.794125,4423379006.25,4064.9591875,37951,1101.0
MOTHERSON,365,3238,3603,3621.79527,3284591754.0,4059.67281,35079,161.38
HINDUNILVR,564,16535,17099,3321.40983,10035891021.0,3943.04004,114897,1958.5
SIEMENS,534,3975,4509,3544.9968575,2730296667.0,3823.5010275,39023,3799.6
LUPIN,390,4186,4576,3416.0765175,3758086393.5,3812.5854525,38523,2059.1
NATIONALUM,498,3772,4270,3354.625125,2638131600.0,3745.628625,48577,358.45
INDHOTEL,478,3080,3558,3453.7524,2252960820.0,3691.9606,40611,720.6
HAVELLS,618,3575,4193,3367.58615,2016638675.0,3596.2729,41212,1084.1
APLAPOLLO,433,3977,4410,3246.16082,3010485383.5,3560.064655,51039,2134.8
GLENMARK,371,1921,2292,3351.1035,1746258562.5,3553.039125,39020,2392.5
ANGELONE,407,2859,3266,3016.53725,2192424800.0,3402.53525,29299,293.55
TITAN,336,8302,8638,2883.194055,7182731277.75,3387.9443325,57652,4895.0
TRENT,491,4055,4546,3077.79129,2630362029.75,3380.2990875,75850,2780.9
MAHABANK,549,4932,5481,2950.52875,2731021995.0,3360.1087,13524,82.18
SUZLON,552,4353,4905,2994.67778,2513834063.0,3357.73141,63135,42.49
DELHIVERY,362,1462,1824,3181.0096525,1341315192.0,3322.5653225,22925,421.8
ASTRAL,520,4983,5503,3053.77528,2868629193.75,3268.4672175,31613,1384.1
PERSISTENT,369,9208,9577,2521.4191125,6550490053.75,3203.31965,54204,5443.0
AMBUJACEM,641,2709,3350,2968.41948,1299497604.0,3138.69552,102226,383.1
ASIANPAINT,458,6145,6603,2789.3398,3848234232.5,3109.132125,66350,2429.4
UPL,374,3780,4154,2813.3373135,2925601583.8,3081.9736515,35926,552.9
KAYNES,579,479,1058,3041.773725,270599695.5,3075.52068,50849,3533.8
DABUR,572,5598,6170,2754.925875,2754864937.5,2992.51275,47875,383.55
COCHINSHIP,495,5069,5564,2615.1496,2828406592.0,2965.77552,44544,1316.4
MPHASIS,422,3264,3686,2685.52669,2161086738.25,2961.9765725,27990,2293.6
HINDPETRO,379,2162,2541,2717.7518925,1591666362.0,2912.8977,34323,351.55
COALINDIA,440,8908,9348,2503.518975,5147507326.5,2911.87224,125722,421.0
JSWENERGY,481,3603,4084,2648.65595,2035287180.0,2881.61275,36761,512.1
GAIL,441,2084,2525,2707.001735,1296661924.0,2834.513475,33517,172.39
KEI,309,4941,5250,2439.2848375,4098236184.0,2818.1466775,53904,4516.5
NMDC,488,2240,2728,2667.641175,1276814002.5,2813.0787,75860,81.06
TATACONSUM,458,4389,4847,2542.751475,2470761023.5,2810.67171,54119,1003.2
GMRAIRPORT,387,2585,2972,2539.3596525,1747669182.75,2739.32523,38428,94.06
PRESTIGE,408,1237,1645,2630.871225,847828786.5,2728.89909,23666,1431.8
ULTRACEMCO,444,5773,6217,2397.460545,3215153957.0,2666.240115,67927,10733.0
SBICARD,463,4786,5249,2321.07416,2496415800.0,2616.75216,50270,625.1
BPCL,393,2718,3111,2374.3527025,1668821951.5,2609.9334675,30450,304.3
VOLTAS,563,3582,4145,2399.813175,1590250590.0,2567.619075,59895,1130.1
OBEROIRLTY,399,2089,2488,2395.40406,1294466957.0,2538.19363,28231,1709.4
FORCEMOT,549,4064,4613,2393.9735975,1802143315.25,2529.15675,22019,17503.0
BAJAJFINSV,389,5372,5761,2170.71897,3059716164.0,2462.06061,63131,1842.4
CAMS,385,2570,2955,2270.433825,1552110202.5,2436.71835,24515,714.8
INDIANB,244,3514,3758,2080.7999,3090601710.0,2400.317,24004,846.15
TORNTPHARM,366,1843,2209,2212.008675,1130950290.0,2314.761575,34685,4807.0
ADANIGREEN,263,2807,3070,2009.57196,2211383046.0,2306.20242,56569,1271.0
APOLLOHOSP,165,6349,6514,1811.7214875,7033014218.75,2290.613675,38659,8762.5
TATAPOWER,372,6697,7069,1968.31932,3587422235.0,2278.10167,93996,362.8
NTPC,415,3778,4193,2052.27105,1907954535.0,2197.9914,115678,329.55
IOC,287,3373,3660,1893.6406125,2249518927.5,2132.8705125,47068,134.5
VEDL,612,6840,7452,1813.80484,2120705846.0,2132.7808,117547,257.15
OIL,269,3280,3549,1818.68456,2289270088.0,2113.91544,20276,479.1
HDFCAMC,252,5488,5740,1819.98171,4241100489.0,2078.7366,37580,2397.8
PAGEIND,282,1780,2062,1955.39456,1255618272.4,2036.177284,19420,34490.0
BOSCHLTD,132,4603,4735,1585.842345,5700342800.25,1963.8953475,20994,47885.0
TATAELXSI,404,4439,4843,1714.485075,1947995127.5,1926.31135,38074,3370.2
IRFC,395,3440,3835,1703.1565075,1551932625.25,1910.14901,42951,79.23
ZYDUSLIFE,176,1141,1317,1763.45784,1171633248.0,1879.33032,22369,1109.6
GODREJCP,397,2358,2755,1736.28675,1047162595.0,1860.8127,52645,871.0
PGEL,280,2393,2673,1407.045855,1304963272.5,1824.90858,23790,528.0
BRITANNIA,261,4575,4836,1646.6047875,2944412828.75,1814.170575,37673,5024.0
PETRONET,321,1229,1550,1724.54279,681943763.0,1773.99542,24185,283.0
KPITTECH,367,3046,3413,1589.920715,1365226042.25,1771.7511375,28896,555.55
RVNL,401,3571,3972,1541.3819575,1465744049.0,1720.3199475,52289,198.47
IREDA,317,2053,2370,1545.1006175,1068634271.75,1629.594585,44382,109.05
CROMPTON,304,1857,2161,1481.849015,945410061.5,1604.73463,52980,224.51
MAXHEALTH,258,3549,3807,1397.0432175,1971506885.25,1599.59457,31893,1031.1
SHREECEM,278,1638,1916,1525.2945175,957309788.5,1595.5174025,24910,21830.0
HYUNDAI,249,2710,2959,1481.711385,1589870532.25,1594.7017075,26899,2169.4
RADICO,219,1681,1900,1458.398445,1143217198.5,1588.82043,13449,4428.9
GRASIM,185,1580,1765,1477.699125,1279056787.5,1586.417,48977,3186.0
PIIND,356,2310,2666,1415.09921,933291331.0,1514.31252,47732,2267.0
NESTLEIND,180,2383,2563,1251.509,1700760125.0,1404.91025,30621,1384.0
CONCOR,211,1393,1604,1294.30875,876277812.5,1398.649375,30826,489.25
